claim_id,claim_measurement_id,indicator,metric_domain,industry_or_item,value,unit,raw_unit,unit_dimension,semantic_type,entity_type,value_type,measurement_role,measurement_usage,period,prd_se,change_base,comparison_period,candidate_rank,candidate_score,candidate_runner_up_score,table_prd_se_list,candidate_status,candidate_status_code,candidate_status_reason,candidate_hits,retrieval_backend,lexical_score,lexical_eligible,semantic_score,reranker_score,fusion_score,table_override_rule,mapping_override_rule,org_id,tbl_id,tbl_name,stat_id,category_path,meta_candidates,selected_itm_id,selected_itm_name,selected_itm_unit,selected_itm_score,selected_obj_l1_axis_id,selected_obj_l1_axis_name,selected_obj_l1,selected_obj_l1_name,selected_obj_l1_score,selected_obj_l2_axis_id,selected_obj_l2_axis_name,selected_obj_l2,selected_obj_l2_name,selected_obj_l2_score,selected_obj_l3_axis_id,selected_obj_l3_axis_name,selected_obj_l3,selected_obj_l3_name,selected_obj_l3_score,selected_obj_l4_axis_id,selected_obj_l4_axis_name,selected_obj_l4,selected_obj_l4_name,selected_obj_l4_score,selected_obj_l5_axis_id,selected_obj_l5_axis_name,selected_obj_l5,selected_obj_l5_name,selected_obj_l5_score,selected_obj_l6_axis_id,selected_obj_l6_axis_name,selected_obj_l6,selected_obj_l6_name,selected_obj_l6_score,selected_obj_l7_axis_id,selected_obj_l7_axis_name,selected_obj_l7,selected_obj_l7_name,selected_obj_l7_score,selected_obj_l8_axis_id,selected_obj_l8_axis_name,selected_obj_l8,selected_obj_l8_name,selected_obj_l8_score,selected_code_status,mapping_type,unit_compatibility_reason,claim_text,candidate_itm_ids,candidate_obj_combinations,attempted_combination_count,api_valid_combination_count,api_error_count,empty_response_count,mapping_status,mapping_confidence,mapping_reason,selected_combination,candidate_count,item_meta_valid,obj_meta_valid,response_code_valid,unit_valid,period_valid,default_reason,default_risk,semantic_gate_valid,semantic_gate_reason,semantic_gate_details,ready_path
A0006-SP454B0C203E,A0006-SP454B0C203E-m3,수출증가율,무역,-,9.6,%,%,rate,rate_change,unspecified,증감률,증감률,KOSIS_VALUE,2024,Y,전년,2023,1,484,176,M|Q|Y,READY,READY,통계표·ITEM·OBJ·단위 의미 확정,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:총액[13102112831A.A]/item=N/score=30 | 항목:수출액[13103112831T1]/item=Y/score=30 | 품목별:기타 우표 또는 수입인지우편요금 별납증지우편엽서[13102112831A.89649]/item=N/score=26 | 품목별:기타(우표 또는 수입인지 우편요금 별납증지  초일봉투 우편엽서(엽서) 및 이와 유사  )[13102112831A.89640]/item=N/score=26 | 품목별:우표 또는 수입인지 우편요금 별납증지  초일봉투 우편엽서(엽서) 및 이와 유사  [13102112831A.8964]/item=N/score=26 | 품목별:우표수입인지 또는 이와 유사한 물품  (우리나라에서 통용 또는 발행된 것  으로서 사[13102112831A.89283]/item=N/score=26 | 품목별:가장[13102112831A.03541]/item=N/score=20 | 품목별:제664.3항 제664.4항 또는 제664.5항의 유리  (구부린 것 가장자리 가공한 것 조각[13102112831A.66491]/item=N/score=20,13103112831T1,수출액,천달러,125,13101112831A,품목별,13102112831A.A,총액,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.","[""13103112831T1"", ""13103112831T2""]","[{""itm_id"": ""13103112831T1"", ""itm_name"": ""수출액"", ""semantic_score"": 157.0, ""default_fields"": [], ""default_reason"": """", ""default_risk"": ""NONE"", ""objL1"": ""13102112831A.A"", ""objL1_name"": ""총액"", ""item_meta_valid"": true, ""obj_meta_valid"": true, ""invalid_obj_codes"": [], ""metadata_valid"": true, ""response_code_valid"": true, ""matching_rows"": [{""TBL_ID"": ""DT_1R11001_FRM101"", ""ORG_ID"": ""360"", ""ITM_NM_ENG"": ""The amount of export"", ""PRD_SE"": ""A"", ""ITM_NM"": ""수출액"", ""LST_CHN_DE"": """", ""ITM_ID"": ""13103112831T1"", ""UNIT_NM"": ""천달러"", ""C1"": ""13102112831A.A"", ""DT"": ""632225824"", ""UNIT_NM_ENG"": ""Thousand Dollar"", ""C1_OBJ_NM_ENG"": ""By SKTC"", ""C1_NM"": ""총액"", ""PRD_DE"": ""2023"", ""TBL_NM"": ""품목별 수출액 수입액"", ""C1_OBJ_NM"": ""품목별""}, {""TBL_ID"": ""DT_1R11001_FRM101"", ""ORG_ID"": ""360"", ""ITM_NM_ENG"": ""The amount of export"", ""PRD_SE"": ""A"", ""ITM_NM"": ""수출액"", ""LST_CHN_DE"": ""2025-05-16"", ""ITM_ID"": ""13103112831T1"", ""UNIT_NM"": ""천달러"", ""C1"": ""13102112831A.A"", ""DT"": ""683609488"", ""UNIT_NM_ENG"": ""Thousand Dollar"", ""C1_OBJ_NM_ENG"": ""By SKTC"", ""C1_NM"": ""총액"", ""PRD_DE"": ""2024"", ""TBL_NM"": ""품목별 수출액 수입액"", ""C1_OBJ_NM"": ""품목별""}], ""response_row_count"": 2, ""unit_valid"": true, ""period_valid"": true, ""unit_unknown"": false, ""available_periods"": [""2023"", ""2024""], ""missing_periods"": [], ""validation_reason"": """"}, {""itm_id"": ""13103112831T2"", ""itm_name"": ""수입액"", ""semantic_score"": 32.0, ""default_fields"": [], ""default_reason"": """", ""default_risk"": ""NONE"", ""objL1"": ""13102112831A.A"", ""objL1_name"": ""총액"", ""item_meta_valid"": true, ""obj_meta_valid"": true, ""invalid_obj_codes"": [], ""metadata_valid"": true, ""response_code_valid"": true, ""matching_rows"": [{""TBL_ID"": ""DT_1R11001_FRM101"", ""ORG_ID"": ""360"", ""ITM_NM_ENG"": ""The amount of import"", ""PRD_SE"": ""A"", ""ITM_NM"": ""수입액"", ""LST_CHN_DE"": """", ""ITM_ID"": ""13103112831T2"", ""UNIT_NM"": ""천달러"", ""C1"": ""13102112831A.A"", ""DT"": ""642572126"", ""UNIT_NM_ENG"": ""Thousand Dollar"", ""C1_OBJ_NM_ENG"": ""By SKTC"", ""C1_NM"": ""총액"", ""PRD_DE"": ""2023"", ""TBL_NM"": ""품목별 수출액 수입액"", ""C1_OBJ_NM"": ""품목별""}, {""TBL_ID"": ""DT_1R11001_FRM101"", ""ORG_ID"": ""360"", ""ITM_NM_ENG"": ""The amount of import"", ""PRD_SE"": ""A"", ""ITM_NM"": ""수입액"", ""LST_CHN_DE"": ""2025-05-16"", ""ITM_ID"": ""13103112831T2"", ""UNIT_NM"": ""천달러"", ""C1"": ""13102112831A.A"", ""DT"": ""631767209"", ""UNIT_NM_ENG"": ""Thousand Dollar"", ""C1_OBJ_NM_ENG"": ""By SKTC"", ""C1_NM"": ""총액"", ""PRD_DE"": ""2024"", ""TBL_NM"": ""품목별 수출액 수입액"", ""C1_OBJ_NM"": ""품목별""}], ""response_row_count"": 2, ""unit_valid"": true, ""period_valid"": true, ""unit_unknown"": false, ""available_periods"": [""2023"", ""2024""], ""missing_periods"": [], ""validation_reason"": """"}]",2,2,0,0,READY,157.0,validated candidate,"{""itm_id"": ""13103112831T1"", ""itm_name"": ""수출액"", ""semantic_score"": 157.0, ""default_fields"": [], ""default_reason"": """", ""default_risk"": ""NONE"", ""objL1"": ""13102112831A.A"", ""objL1_name"": ""총액"", ""item_meta_valid"": true, ""obj_meta_valid"": true, ""invalid_obj_codes"": [], ""metadata_valid"": true, ""response_code_valid"": true, ""matching_rows"": [{""TBL_ID"": ""DT_1R11001_FRM101"", ""ORG_ID"": ""360"", ""ITM_NM_ENG"": ""The amount of export"", ""PRD_SE"": ""A"", ""ITM_NM"": ""수출액"", ""LST_CHN_DE"": """", ""ITM_ID"": ""13103112831T1"", ""UNIT_NM"": ""천달러"", ""C1"": ""13102112831A.A"", ""DT"": ""632225824"", ""UNIT_NM_ENG"": ""Thousand Dollar"", ""C1_OBJ_NM_ENG"": ""By SKTC"", ""C1_NM"": ""총액"", ""PRD_DE"": ""2023"", ""TBL_NM"": ""품목별 수출액 수입액"", ""C1_OBJ_NM"": ""품목별""}, {""TBL_ID"": ""DT_1R11001_FRM101"", ""ORG_ID"": ""360"", ""ITM_NM_ENG"": ""The amount of export"", ""PRD_SE"": ""A"", ""ITM_NM"": ""수출액"", ""LST_CHN_DE"": ""2025-05-16"", ""ITM_ID"": ""13103112831T1"", ""UNIT_NM"": ""천달러"", ""C1"": ""13102112831A.A"", ""DT"": ""683609488"", ""UNIT_NM_ENG"": ""Thousand Dollar"", ""C1_OBJ_NM_ENG"": ""By SKTC"", ""C1_NM"": ""총액"", ""PRD_DE"": ""2024"", ""TBL_NM"": ""품목별 수출액 수입액"", ""C1_OBJ_NM"": ""품목별""}], ""response_row_count"": 2, ""unit_valid"": true, ""period_valid"": true, ""unit_unknown"": false, ""available_periods"": [""2023"", ""2024""], ""missing_periods"": [], ""validation_reason"": """", ""api_valid"": true, ""ranking_score"": 157.0, ""final_confidence"": 157.0}",2,True,True,True,True,True,,NONE,True,,,
A0006-SP454B0C203E,A0006-SP454B0C203E-m3,수출증가율,무역,-,9.6,%,%,rate,rate_change,unspecified,증감률,증감률,KOSIS_VALUE,2024,Y,전년,2023,2,176,,Y,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출액,수출",lexical,176.0,Y,,,,,,466,DT_446001_A027,쌀가루 생산판매 현황 : 품목별 수출액 - 총계,2024007,쌀가공식품제조업실태조사 > 쌀가공식품제조업,사업체특성별:주 생산 품목별(소분류)[A02]/item=N/score=18,,,,,A,사업체특성별,,,17,B,판매현황별,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,itm/obj 후보 선택,,,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.","[""T001""]","[{""itm_id"": ""T001"", ""itm_name"": ""쌀가루 생산판매 현황"", ""semantic_score"": 24.0, ""default_fields"": [], ""default_reason"": """", ""default_risk"": ""NONE"", ""objL1"": ""A02"", ""objL1_name"": ""주 생산 품목별(소분류)"", ""objL2"": ""B03"", ""objL2_name"": ""전체"", ""item_meta_valid"": true, ""obj_meta_valid"": true, ""invalid_obj_codes"": [], ""metadata_valid"": true, ""response_code_valid"": false, ""matching_rows"": [], ""response_row_count"": 0, ""unit_valid"": false, ""period_valid"": false, ""unit_unknown"": true, ""available_periods"": [], ""missing_periods"": [""2023"", ""2024""], ""validation_reason"": ""RESPONSE_CODE_MISMATCH""}]",1,0,0,1,MAPPING_FAILED,0.0,EMPTY_RESPONSE,,,False,False,False,False,False,,NONE,False,CLAIM_ITEM_MISMATCH,CLAIM_ITEM_MISMATCH,
A0006-SP454B0C203E,A0006-SP454B0C203E-m3,수출증가율,무역,-,9.6,%,%,rate,rate_change,unspecified,증감률,증감률,KOSIS_VALUE,2024,Y,전년,2023,3,168,,Y,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,수입,무역",lexical,168.0,Y,,,,,,134,DT_134006_N001,품목별 수입·수출현황,2017044,기업무역활동통계,품목별:가구 [A93]/item=N/score=18 | 품목별:가죽류 [A41]/item=N/score=18 | 품목별:가죽제품 [A42]/item=N/score=18 | 품목별:견직물[A50]/item=N/score=18 | 품목별:고무제품 [A40]/item=N/score=18 | 품목별:곡물 [A10]/item=N/score=18 | 품목별:곡물조제품[A19]/item=N/score=18 | 품목별:공구[A81]/item=N/score=18,T002,교역액,백만달러,0,A001,품목별,A93,가구 ,17,C001,현황별,C01,수입,2,B001,기업유형별,B02,진입기업,2,,,,,,,,,,,,,,,,,,,,,,,,,,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.",,,0,0,,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,
A0006-SP454B0C203E,A0006-SP454B0C203E-m3,수출증가율,무역,-,9.6,%,%,rate,rate_change,unspecified,증감률,증감률,KOSIS_VALUE,2024,Y,전년,2023,4,166,,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수입,기준,상위",lexical,166.0,Y,,,,,,145,DT_145_2012_H005,"품목별(중량기준, 상위 20개) 수입신고 현황",2006066,수입식품현황 > 수입식품등 국가 및 품목별 검사현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.",,,0,0,,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,
A0006-SP454B0C203E,A0006-SP454B0C203E-m3,수출증가율,무역,-,9.6,%,%,rate,rate_change,unspecified,증감률,증감률,KOSIS_VALUE,2024,Y,전년,2023,5,152,,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,,,434,DT_434_STBL_1028692,게임기기 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.",,,0,0,,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,
A0006-SP454B0C203E,A0006-SP454B0C203E-m4,상위 수출국,무역,-,10,대,대,count,count,unspecified,수준값,현재값,KOSIS_VALUE,202409,M,전년,,1,484,268,M|Q|Y,REJECT,NO_COMPATIBLE_ITEM,단위·지표 의미가 맞는 ITEM 없음,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,,,,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:총액[13102112831A.A]/item=N/score=30 | 항목:수출액[13103112831T1]/item=Y/score=30 | 품목별:기타 우표 또는 수입인지우편요금 별납증지우편엽서[13102112831A.89649]/item=N/score=26 | 품목별:기타(우표 또는 수입인지 우편요금 별납증지  초일봉투 우편엽서(엽서) 및 이와 유사  )[13102112831A.89640]/item=N/score=26 | 품목별:우표 또는 수입인지 우편요금 별납증지  초일봉투 우편엽서(엽서) 및 이와 유사  [13102112831A.8964]/item=N/score=26 | 품목별:우표수입인지 또는 이와 유사한 물품  (우리나라에서 통용 또는 발행된 것  으로서 사[13102112831A.89283]/item=N/score=26 | 품목별:가장[13102112831A.03541]/item=N/score=20 | 품목별:제664.3항 제664.4항 또는 제664.5항의 유리  (구부린 것 가장자리 가공한 것 조각[13102112831A.66491]/item=N/score=20,13103112831T1,수출액,,,13101112831A,품목별,13102112831A.A,총액,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,itm/obj 후보 선택,,,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.","[""13103112831T1"", ""13103112831T2""]","[{""itm_id"": ""13103112831T1"", ""itm_name"": ""수출액"", ""semantic_score"": 32.5, ""default_fields"": [], ""default_reason"": """", ""default_risk"": ""NONE"", ""objL1"": ""13102112831A.A"", ""objL1_name"": ""총액"", ""item_meta_valid"": true, ""obj_meta_valid"": true, ""invalid_obj_codes"": [], ""metadata_valid"": true, ""response_code_valid"": true, ""matching_rows"": [{""TBL_ID"": ""DT_1R11001_FRM101"", ""ORG_ID"": ""360"", ""ITM_NM_ENG"": ""The amount of export"", ""PRD_SE"": ""M"", ""ITM_NM"": ""수출액"", ""LST_CHN_DE"": ""2025-05-16"", ""ITM_ID"": ""13103112831T1"", ""UNIT_NM"": ""천달러"", ""C1"": ""13102112831A.A"", ""DT"": ""58544693"", ""UNIT_NM_ENG"": ""Thousand Dollar"", ""C1_OBJ_NM_ENG"": ""By SKTC"", ""C1_NM"": ""총액"", ""PRD_DE"": ""202409"", ""TBL_NM"": ""품목별 수출액 수입액"", ""C1_OBJ_NM"": ""품목별""}], ""response_row_count"": 1, ""unit_valid"": false, ""period_valid"": true, ""unit_unknown"": false, ""available_periods"": [""202409""], ""missing_periods"": [], ""validation_reason"": ""UNIT_MISMATCH""}, {""itm_id"": ""13103112831T2"", ""itm_name"": ""수입액"", ""semantic_score"": 32.0, ""default_fields"": [], ""default_reason"": """", ""default_risk"": ""NONE"", ""objL1"": ""13102112831A.A"", ""objL1_name"": ""총액"", ""item_meta_valid"": true, ""obj_meta_valid"": true, ""invalid_obj_codes"": [], ""metadata_valid"": true, ""response_code_valid"": true, ""matching_rows"": [{""TBL_ID"": ""DT_1R11001_FRM101"", ""ORG_ID"": ""360"", ""ITM_NM_ENG"": ""The amount of import"", ""PRD_SE"": ""M"", ""ITM_NM"": ""수입액"", ""LST_CHN_DE"": ""2025-05-16"", ""ITM_ID"": ""13103112831T2"", ""UNIT_NM"": ""천달러"", ""C1"": ""13102112831A.A"", ""DT"": ""52102925"", ""UNIT_NM_ENG"": ""Thousand Dollar"", ""C1_OBJ_NM_ENG"": ""By SKTC"", ""C1_NM"": ""총액"", ""PRD_DE"": ""202409"", ""TBL_NM"": ""품목별 수출액 수입액"", ""C1_OBJ_NM"": ""품목별""}], ""response_row_count"": 1, ""unit_valid"": false, ""period_valid"": true, ""unit_unknown"": false, ""available_periods"": [""202409""], ""missing_periods"": [], ""validation_reason"": ""UNIT_MISMATCH""}]",2,2,0,0,NEEDS_CONFIRMATION,32.35,UNIT_MISMATCH,"{""itm_id"": ""13103112831T1"", ""itm_name"": ""수출액"", ""semantic_score"": 32.5, ""default_fields"": [], ""default_reason"": """", ""default_risk"": ""NONE"", ""objL1"": ""13102112831A.A"", ""objL1_name"": ""총액"", ""item_meta_valid"": true, ""obj_meta_valid"": true, ""invalid_obj_codes"": [], ""metadata_valid"": true, ""response_code_valid"": true, ""matching_rows"": [{""TBL_ID"": ""DT_1R11001_FRM101"", ""ORG_ID"": ""360"", ""ITM_NM_ENG"": ""The amount of export"", ""PRD_SE"": ""M"", ""ITM_NM"": ""수출액"", ""LST_CHN_DE"": ""2025-05-16"", ""ITM_ID"": ""13103112831T1"", ""UNIT_NM"": ""천달러"", ""C1"": ""13102112831A.A"", ""DT"": ""58544693"", ""UNIT_NM_ENG"": ""Thousand Dollar"", ""C1_OBJ_NM_ENG"": ""By SKTC"", ""C1_NM"": ""총액"", ""PRD_DE"": ""202409"", ""TBL_NM"": ""품목별 수출액 수입액"", ""C1_OBJ_NM"": ""품목별""}], ""response_row_count"": 1, ""unit_valid"": false, ""period_valid"": true, ""unit_unknown"": false, ""available_periods"": [""202409""], ""missing_periods"": [], ""validation_reason"": ""UNIT_MISMATCH"", ""api_valid"": true, ""ranking_score"": 32.35, ""final_confidence"": 32.35}",2,True,True,True,False,True,,NONE,True,,,
A0006-SP454B0C203E,A0006-SP454B0C203E-m4,상위 수출국,무역,-,10,대,대,count,count,unspecified,수준값,현재값,KOSIS_VALUE,202409,M,전년,,2,268,,Y,REJECT,PERIODICITY_NOT_AVAILABLE,"표는 Y 만 제공, 주장은 M","수출,순위,수출국,상위",lexical,268.0,Y,,,,,,142,DT_12029,"주요 수출 국가(1+2+3순위, 상위 6위)",2012054,1인창조기업실태조사 > 2012년 > 기업운영 실태 및 향후 운영 계획,항목:주요 수출 국가(1+2+3순위 상위 6위)[T001]/item=Y/score=54 | 수출국가별:미국[B02]/item=N/score=36 | 수출국가별:베트남[B04]/item=N/score=36 | 수출국가별:사업체수[B01]/item=N/score=36 | 수출국가별:이탈리아[B06]/item=N/score=36 | 수출국가별:일본[B05]/item=N/score=36 | 수출국가별:중국[B03]/item=N/score=36 | 수출국가별:호주[B07]/item=N/score=36,,,,,A,특성별,A01,전체,7,B,수출국가별,B02,미국,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,itm/obj 후보 선택,,,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.",,,,0,,,MAPPING_FAILED,0.0,"PERIODICITY_NOT_AVAILABLE: 표는 Y 만 제공, 주장은 M",,,,,,,,,,,,,
A0006-SP454B0C203E,A0006-SP454B0C203E-m4,상위 수출국,무역,-,10,대,대,count,count,unspecified,수준값,현재값,KOSIS_VALUE,202409,M,전년,,3,268,,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수출,순위,수출국,상위",lexical,268.0,Y,,,,,,115,DT_14217M_254,주요수출 국가 1+2+3+4+5순위(상위 14개),2015016,중견기업 기본통계 > 중견기업 > 2015년 이후  > 국제화 추진,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.",,,0,0,,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,
A0006-SP454B0C203E,A0006-SP454B0C203E-m4,상위 수출국,무역,-,10,대,대,count,count,unspecified,수준값,현재값,KOSIS_VALUE,202409,M,전년,,4,268,,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"수출,순위,수출국,상위",lexical,268.0,Y,,,,,,115,DT_14217C_055,중견기업 후보기업 주요수출 국가 1+2+3+4+5순위(상위 14개),2015016,중견기업 기본통계 > 중견기업 후보기업 > 국제화 추진,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.",,,0,0,,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,
A0006-SP454B0C203E,A0006-SP454B0C203E-m4,상위 수출국,무역,-,10,대,대,count,count,unspecified,수준값,현재값,KOSIS_VALUE,202409,M,전년,,5,246,,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,상위,수입,기준",lexical,246.0,Y,,,,,,145,DT_145_2012_H005,"품목별(중량기준, 상위 20개) 수입신고 현황",2006066,수입식품현황 > 수입식품등 국가 및 품목별 검사현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.",,,0,0,,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,
A0006-SPBCB2234D20,A0006-SPBCB2234D20-m1,전체 수입 증감률,무역,-,1.6,%,%,rate,rate_change,unspecified,증감률,증감률,KOSIS_VALUE,2024,Y,전년,2023,1,1303,432,Y,READY,READY,통계표·ITEM·OBJ·단위 의미 확정,"수입액,수입,에너지수입액,에너지,에너지수급,codebook:energy_import_y",lexical+codebook,1303.0,Y,,,,energy_import_y,energy_total_import_y,339,DT_F_Y160,에너지 수입액,2002019,에너지수급통계 > 구) 에너지밸런스 기준 > 에너지수급(연간),항목:에너지 수입액[13103112841ITEM]/item=Y/score=45 | 분류별:에너지 수입[13102112841T002.T1]/item=N/score=15 | 분류별:에너지 수입/국가 총수입[13102112841T003.T1]/item=N/score=15 | 분류별:국가 총수입 [13102112841T001.T1]/item=N/score=12,,,백만US$,1000,13101112841C,분류별,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,코드북 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,2024년에는 에너지 수입이 감소하면서 전체 수입이 전년 대비 1.6% 감소한 덕에 무역수지가 개선됐다.,"[""13103112841ITEM""]","[{""itm_id"": ""13103112841ITEM"", ""itm_name"": ""에너지 수입액"", ""semantic_score"": 2000.0, ""default_fields"": [], ""default_reason"": """", ""default_risk"": ""NONE"", ""objL1"": ""13102112841T001.T1"", ""objL1_name"": ""국가 총수입"", ""item_meta_valid"": true, ""obj_meta_valid"": true, ""invalid_obj_codes"": [], ""metadata_valid"": true, ""response_code_valid"": false, ""matching_rows"": [], ""response_row_count"": 0, ""unit_valid"": false, ""period_valid"": false, ""unit_unknown"": false, ""available_periods"": [], ""missing_periods"": [""2023"", ""2024""], ""validation_reason"": ""RESPONSE_CODE_MISMATCH""}]",1,0,0,1,MAPPING_FAILED,0.0,EMPTY_RESPONSE,,,False,False,False,False,False,,NONE,False,CLAIM_ITEM_MISMATCH,CLAIM_ITEM_MISMATCH,
