claim_id,claim_text,metric,time,population,unit,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note
C10210,"이 기간 실제 일한 날인 조업 일수가 8.5일로 전년 동기 대비 하루 더 많았던 영향으로, 이를 고려한 일평균 수출액 증가 폭은 0.3%에 불과했다.",,,,,"[도소매]산업세세분류별/조직형태별 정기휴무일수 및 일일평균 영업시간 현황(tblId=DT_2KI2039); [도소매]산업세세분류별/조직형태별 정기휴무일수 및 일일평균 영업시간 현황(tblId=DT_1KI1539); [도매및소매업]산업세세분류, 조직형태별 정기휴무일수 및 일일평균 영업시간 현황(tblId=DT_1KI3054); 평균 실제 근로일수_상용 근로자(내국인)(tblId=DT_111014_A036); 평균 실제 근로일수_상용 근로자(외국인)(tblId=DT_111014_A037); 평균 실제 근로일수_임시/일용 근로자(내국인)(tblId=DT_111014_A038); 평균 실제 근로일수_임시/일용 근로자(외국인)(tblId=DT_111014_A039); 평균 실제 근로일수_상용 근로자(내국인)(tblId=DT_111014_B027); 평균 실제 근로일수_상용 근로자(외국인)(tblId=DT_111014_B028); 평균 실제 근로일수_임시/일용 근로자(내국인)(tblId=DT_111014_B029)","orgId=101, tblId=DT_2KI2039 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_2KI2039&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C18575,"통계청에 따르면, 지난달 가공식품 물가 상승률은 전년 대비 4.6%로, 2023년 11월(5.1%) 이후 19개월 만에 가장 높았다.",,,,,시군구 허가품목-농산가공식품류(tblId=DT_145003_A007); 시군구 허가품목-수산가공식품류(tblId=DT_145003_A010); 시군구 허가품목-동물성가공식품류(tblId=DT_145003_A011); 시군구 허가품목-규격외 일반 가공식품(tblId=TX_14503_B023); 시군구 허가품목-일반가공식품(tblId=TX_14503_A039); 농산가공식품류 품목별 국내판매액 변동현황(tblId=DT_145003_A019); 수산가공식품류 품목별 국내판매액 변동현황(tblId=DT_145003_A022); 동물성가공식품류 품목별 국내판매액 변동현황(tblId=DT_145003_A023); 규격외 일반가공식품 품목별 국내판매액 변동현황(tblId=TX_14503_B043); 일반가공식품 품목별 출하액 변동현황(tblId=TX_14503_A074),"orgId=145, tblId=DT_145003_A007 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=145&tblId=DT_145003_A007&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C10207,다만 실제 일한 날을 뜻하는 조업일수를 고려한 일평균 수출액은 0.3% 증가하는 데 그쳤다.,,,,,아이디어 제안건수 및 비율이 증가하고 있다(tblId=DT_427001_B058); 정보화의 영향(사생활침해가 늘어날 것이다)(tblId=DT_1W872); 정보화의 영향(일자리가 늘어날 것이다)(tblId=DT_1W873); 가출에 대한 생각_가출은 청소년기에 나타날수 있는 자연스런 현상이다(2008)(tblId=DT_MOGE_1540000347); 가출에대한 생각_가출은 청소년기에 나타날 수 있는 자연스런 현상이다(2008)(tblId=DT_MOGE_1540000349); 퇴근한 후부터 다음 날 출근하기까지 휴식시간이 11시간 미만인 경우의 유무(tblId=DT_380002_E004); 직장에 대한 태도(격년) - 환경에 변화가 생긴다면 현재 직장을 떠날 것이다(tblId=DT_KWMP_2020052); 웹툰을 활용한 2차적 저작물로의 IP 확장이 늘어날 것이라고 생각한다(tblId=DT_467002_A028); 지능정보사회 발전으로 이용자가 5년 이내에 경험할 수 있는 현상_전자적 감시가 보편화되면서 사생활 침해가 점차 늘어날 것이다(tblId=DT_164004_2024110); 인공지능 보편화와 사생활 보호_인공지능이나 사물인터넷이 보편화되면 사생활 노출이 늘어날 것이다(tblId=DT_164004_2024173),"orgId=427, tblId=DT_427001_B058 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=427&tblId=DT_427001_B058&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C10480,최근 전체 매출 중 유럽 비율이 15~20%까지 늘었다.,,,,,"[디자인활용업체]해외 비즈니스 진출 지역_유럽(중복응답)(tblId=DT_115026_C313); 유럽연합(EU)과 한국의 주당 체육활동 참여율 비교(tblId=DT_113_STBL_1022086); 유럽 대비 기술격차(중소기업)(tblId=DT_F13049C_3); 유럽 대비 기술격차(제조업)(tblId=DT_F13049C_8); 유럽 대비 기술격차(J,M업종)(tblId=DT_F13049C_13); 유럽 대비 기술격차(tblId=DT_A15072); -유럽 대비 기술경쟁력 수준(tblId=DT_A10388); 유럽 대비 기술격차(tblId=DT_A16067); -유럽 대비 기술경쟁력 수준(tblId=DT_A10588); 유럽 대비 기술경쟁력 수준(tblId=DT_F20903)","orgId=115, tblId=DT_115026_C313 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=115&tblId=DT_115026_C313&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C18455,한국은행은 만약 DSR 규제에 전세 대출을 넣으면 전체 가계 대출 중 DSR 규제가 적용되는 비율이 5.6%포인트 상승해 대출 가능 한도가 줄어들 것으로 본다.,,,,,"균등화 처분가능소득의 분위별 평균, 점유율 및 경계값(tblId=DT_1HDLE03); 시도별 1인당 지역내총생산, 지역총소득, 가계총처분가능소득(tblId=DT_1C96); 이용하는 정보보호 제품의 유형_시스템(앤드 포인트) 보안(복수응답) - 시스템(앤드 포인트) 보안 제품 활용 기업체(tblId=DT_A12719_2022_E_E0112); 스마트폰 서비스 이용 빈도_제품 할인 및 포인트 적립 앱(tblId=DT_164004_2022115); 리더십 특성(격년) - 영향을 미치는 결정을 하기 전에 직원에게 의견을 물어본다(tblId=DT_KWMP_2020186); 유료 구독형 OTT 시청 습관 - 영상 콘텐츠 시청 전후로 원작 콘텐츠(웹툰, 웹소설 등)를 찾아본다(tblId=DT_467001_C020); 사업(창업)도 훌륭한 진로(혹은 경력)의 하나라고 본다(tblId=DT_427001_A051); 적용되는 최저임금 인상액의 적정성(사업체규모별)(tblId=DT_11840_N008); 적용되는 최저임금 인상액의 적정성(업종별, 10차 개정)(tblId=DT_11840_N009B); 적용되는 최저임금 인상액의 적정성(업종별, 9차 개정)(tblId=DT_11840_N009A)","orgId=101, tblId=DT_1HDLE03 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1HDLE03&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C16717,전체 1인 가구 중 취업 가구 비율은 63.7%로 전년 대비 0.4%포인트 늘었다.,,,,,"이용하는 정보보호 제품의 유형_시스템(앤드 포인트) 보안(복수응답) - 시스템(앤드 포인트) 보안 제품 활용 기업체(tblId=DT_A12719_2022_E_E0112); 스마트폰 서비스 이용 빈도_제품 할인 및 포인트 적립 앱(tblId=DT_164004_2022115); 결혼이민자의 가구소득, 부부취업여부 및 결혼연도별 가족상담 및 교육의 필요한 정도(tblId=DT_MOGE_1001300534); 결혼이민자의 가구소득, 부부취업여부 및 결혼연도별 의견제시 의향(tblId=DT_MOGE_1001300553); 결혼이민자의 가구소득, 부부취업여부 및 결혼연도별 임신 및 출산 관련 지원의 필요한 정도(tblId=DT_MOGE_1001300539); 결혼이민자의 가구소득, 부부취업여부 및 결혼연도별 자녀양육・학습지원의 필요한 정도(tblId=DT_MOGE_1001300544); 결혼이민자의 가구소득, 부부취업여부 및 결혼연도별 지역봉사활동 참여 의향(tblId=DT_MOGE_1001300549); 결혼이민자의 가구소득, 부부취업여부 및 결혼연도별 한국사회 적응교육의 필요한 정도(tblId=DT_MOGE_1001300529); 결혼이민자의 가구소득, 부부취업여부 및 결혼연도별 한국어교육의 필요한 정도(tblId=DT_MOGE_1001300524); 향후 취업 의사(tblId=DT_154001_A025)","orgId=127, tblId=DT_A12719_2022_E_E0112 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=127&tblId=DT_A12719_2022_E_E0112&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C16774,쌀 소비자 가격은 평년(직전 3년간 최댓값과 최솟값을 제외한 평균치)과 비교하면 12%나 뛰어올랐다.,,,,,전월대비 주택가격 수준(중개업소)(tblId=DT_39002_06); 전월대비 전세가격 수준(중개업소)(tblId=DT_39002_07); 전월대비 주택가격 수준(일반가구)(tblId=DT_39002_08); 전월대비 전세가격 수준(일반가구)(tblId=DT_39002_09); 잡지류를 제외한 총독서량(tblId=DT_1WBB083); 지상파를 제외한 TV방송 이용 빈도 및 이용 기기(tblId=DT_MOGE_1540002598); 옵션제외한 납부하기로 한 금액 : 결혼 및 절차 행사 비용(tblId=DT_154017_20AA026); 옵션제외한 납부하기로 한 금액 : 성혼 시 중개 수수료(tblId=DT_154017_20AA027); 옵션제외한 납부하기로 한 금액 : 중개료총액(결혼 및 절차 행사 비용+성혼 시 중개 수수료)(tblId=DT_154017_20AA028); 정신건강을 제외한 미충족 의료 경험(tblId=DT_170002_C024),"orgId=390, tblId=DT_39002_06 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=390&tblId=DT_39002_06&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C05733,전체 판매량 중 비율도 31%에서 35% 안팎으로 올랐다.,,,,,코로나19 이후 업무나 경력을 위한 네트워크 활동의 변화_회사의 공식 행사나 업무를 위한 회사 안팎의 공식 모임에 참석(tblId=DT_KWMP_2020132); 한약도매상의 한약재 판매량(tblId=DT_11787N_008); 국내 판매량(평균)(tblId=DT_459001_A014); 해외 판매량(평균)(tblId=DT_459001_A018); 국내판매량 및 판매크기(tblId=DT_459001_B010); 해외 판매량 및 판매크기(tblId=DT_459001_B018); 국내 판매량 및 판매크기(tblId=DT_459001_C009); 해외 판매량 및 판매크기(tblId=DT_459001_C017); 국내 판매량 및 판매크기(tblId=DT_459001_D009); 해외 판매량 및 판매크기(tblId=DT_459001_D017),"orgId=338, tblId=DT_KWMP_2020132 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=338&tblId=DT_KWMP_2020132&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C05823,"통계청이 26일 발표한 ‘2024년 12월 인구동향’에 따르면, 작년 한해 혼인 건수는 22만2422건으로 전년 대비 14.9% 늘었다.",,,,,"인구동태건수 및 동태율 추이(출생,사망,혼인,이혼)(tblId=DT_1B8000F); 시도/인구동태건수 및 동태율(출생,사망,혼인,이혼)(tblId=DT_1B8000H); 시군구/인구동태건수 및 동태율(출생,사망,혼인,이혼)(tblId=DT_1B8000I); 읍면동/성별/인구동태건수(출생,사망,혼인,이혼)(tblId=DT_1B8000K); 혼인건수, 조혼인율(tblId=INH_1B8000F_03); 시도/일반혼인율(tblId=DT_1B83A34); 시도/성/연령별 혼인율(tblId=DT_1B83A15); 혼인부부의 연령별 혼인(tblId=DT_1B83A02); 시도/연령(각세)별 혼인(tblId=DT_1B83A03); 시도/연령(5세)별 혼인(tblId=DT_1B83A33)","orgId=101, tblId=DT_1B8000F | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1B8000F&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C09976,"연간 투자액이 평균 8조4000억원으로, 지난해 발표한 5년 계획(2024~2028년)보다 10% 더 늘었다.",,,,,전체사업체 투자실적이 있는 사업체수 및 연간 투자액(tblId=DT_115035_A024); 연간 총 투자액(tblId=DT_115040_34); 연간 투자액(합계)(tblId=DT_115042_25_074); 자동차 부품산업 연간 투자액(tblId=DT_115042_25_075); 자동차 부품산업 연간 투자액 - 연구개발비(tblId=DT_115042_25_076); 자동차 부품산업 연간 투자액 - 생산설비투자(tblId=DT_115042_25_077); 자동차 부품산업 연간 투자액 - 기타(tblId=DT_115042_25_078); 연초계획 대비 ICT 투자액 감소이유(tblId=TX_38501_A028); 연초계획 대비 ICT 투자액 증감현황(tblId=TX_38501_A027); 연초 계획 대비 이비즈니스 투자액 감소 이유(tblId=TX_38501_A043),"orgId=115, tblId=DT_115035_A024 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=115&tblId=DT_115035_A024&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C09881,다만 지난해 국내총생산(GDP) 대비 국가 채무 비율은 46.1%로 2023년(46.9%)에 비해서는 0.8%포인트 감소했다.,,,,,"국내총생산에 대한 지출(계절조정, 명목, 분기)(tblId=DT_200Y107); 국내총생산에 대한 지출(계절조정, 실질, 분기)(tblId=DT_200Y108); 국내총생산에 대한 지출(원계열, 명목, 분기 및 연간)(tblId=DT_200Y109); 국내총생산에 대한 지출(원계열, 실질, 분기 및 연간)(tblId=DT_200Y110); 경제활동별 국내총생산 디플레이터(분기 및 연간)(tblId=DT_200Y111); 국내총생산에 대한 지출 디플레이터(분기 및 연간)(tblId=DT_200Y112); 국내총생산과 지출(명목, 연간)(tblId=DT_200Y113); 이용하는 정보보호 제품의 유형_시스템(앤드 포인트) 보안(복수응답) - 시스템(앤드 포인트) 보안 제품 활용 기업체(tblId=DT_A12719_2022_E_E0112); 스마트폰 서비스 이용 빈도_제품 할인 및 포인트 적립 앱(tblId=DT_164004_2022115); 대외채권(tblId=DT_311Y005)","orgId=301, tblId=DT_200Y107 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=301&tblId=DT_200Y107&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C10114,"다만 이달 초순(1~10일) 조업일수가 작년보다 하루 더 많았던 점을 고려하면, 일평균 수출액 증가폭은 0.3%에 그쳤다.",,,,,"[도소매,숙박,음식주점]산업세세분류별/종사자규모별/일일평균 영업시간별 사업체수(tblId=DT_2KI2043); [숙박,음식주점]산업세세분류별/종사자규모별/일일평균 영업시간별 사업체수(tblId=DT_1KI1546); [숙박및음식점업]산업세세분류, 종사자규모 및 일일평균 영업시간별 사업체수(tblId=DT_1KI3083); 경영현황_시장당일평균매출액(tblId=DT_SJ41); 경영현황_시장당일평균고객수(tblId=DT_SJ42); 부부간 하루 평균 대화시간(tblId=DT_117079_25BB002007); 아버지, 어머니와 하루 평균 대화시간(tblId=DT_117079_25DD004002); 부부간 하루 평균 대화 시간(tblId=DT_117079_22BB010500); 부부간 하루 평균 대화 시간(tblId=DT_117079_22CC010500); 자녀의 아버지, 어머니와 하루 평균 대화 시간(tblId=DT_117079_22DD010100)","orgId=101, tblId=DT_2KI2043 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_2KI2043&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C10111,"0 이달 1~10일 수출액이 전년 동기 대비 13.7% 늘었지만, 실제 일한 날을 뜻하는 조업일수를 고려한 일평균 수출액 기준으로는 0.3% 증가하는 데 그쳤다.",,,,,아이디어 제안건수 및 비율이 증가하고 있다(tblId=DT_427001_B058); 부부갈등으로 이혼을 심각하게 고려한 경험 여부(tblId=DT_154001_2015_045); 한국 이외 유학을 고려한 언어권(유학생)(tblId=DT_2FL003F); [전문디자인업체]친환경 요소를 고려한 디자인 확장 어려움(tblId=DT_115026_B321); [디자인활용업체]친환경 요소를 고려한 디자인 개발 시 애로사항(tblId=DT_115026_C086); 미혼남녀(20~44세)의 여건을 고려한 희망자녀수(tblId=DT_33101N1013); 권역 및 연령대 층을 고려한 1차 표본규모 산출 결과(2011)(tblId=DT_11214_A0029); 성별 및 장애유형 층을 고려한 2차 표본배분(2011)(tblId=DT_11214_A0030); 학과 선택 시 고려한 요인(1순위)(tblId=DT_389002_011); 해외여행 목적지 선택시 고려한 주요 관광활동 (1순위)(tblId=DT_113_STBL_1031848),"orgId=427, tblId=DT_427001_B058 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=427&tblId=DT_427001_B058&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C18691,한국의 경우 2000년 10월~2023년 11월 자료를 분석해 보니 GDP 대비 정부 부채 비율이 1%포인트 증가할 경우 약 1년 뒤 소비자물가가 0.1~0.15%포인트 오르는 경향이 있었다.” ―경기 진작 효과와 물가 상승 부작용 중 어떤 게 더 큰가?,,,,,"한국정부가 하는 일에 어떤 영향도 주기 어렵다고 생각하는 정도(영주(F-5)·귀화허가자)(tblId=DT_2FS011R); 결혼 가치관: 가정에서는 어떤 경우에도 아버지의 권위를 존중해야 한다(tblId=DT_331001_2021AH018); 기혼여성(19~49세)의 결혼 가치관: 가정에서는 어떤 경우에도 아버지의 권위를 존중해야 한다(tblId=DT_331001_2021BI018); 미혼남녀(19~49세)의 ‘가정에서는 어떤 경우에도 아버지의 권위를 존중해야 한다’는 견해에 대한 태도(tblId=DT_331001_2021CG018); 소비자물가지수(2020=100)(tblId=DT_1J22003); 연도별 소비자물가 등락률(tblId=DT_1J22041); 월별 소비자물가 등락률(tblId=DT_1J22042); 지출목적별 소비자물가지수(품목포함, 2020=100)(tblId=DT_1J22001); 품목성질별 소비자물가지수(2020=100)(tblId=DT_1J22002); 품목별 소비자물가지수(품목성질별: 2020=100)(tblId=DT_1J22112)","orgId=101, tblId=DT_2FS011R | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_2FS011R&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C15064,"보고서는 인구 감소, 고령화가 더 심해지는 2025~2030년에는 인구구조 변화에 따른 소비 증가율 둔화 폭이 연평균 1%포인트까지 확대될 것으로 봤다.",,,,,"주요 인구지표(성비,인구성장률,인구구조,부양비 등) / 전국(tblId=DT_1BPA002); 시나리오별 추계인구(총인구, 인구구조, 성비 등) / 전국(tblId=DT_1BPA401); 주요 인구지표(성비,인구성장률,인구구조,부양비 등)/시도(tblId=DT_1BPB002); 소비 생활 변화 (13세 이상 인구)(tblId=DT_1SSCV040R); 코로나19 일상 생활 변화 (배달·배송을 통한 소비 활동 증가, 13세 이상 인구)(tblId=DT_1SSCV074R); 남편의 인구사회학적 특성에 따른 지난 1년간 부부폭력 피해율(tblId=DT_MOGE_1001000034); 아내의 인구사회학적 특성에 따른 지난 1년간 부부폭력 피해율(tblId=DT_MOGE_1001000024); [노인] 남편의 인구사회학적 특성에 따른 지난 1년간 부부폭력 발생률(tblId=DT_MOGE_1001000130); [노인] 아내의 인구사회학적 특성에 따른 지난 1년간 부부폭력 피해율(tblId=DT_MOGE_1001000120); [노인] 폭력 행위자의 인구사회학적 특성에 따른 지난 1년간 부부폭력 가해율(tblId=DT_MOGE_1001000135)","orgId=101, tblId=DT_1BPA002 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1BPA002&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C14367,"한국신용데이터(KCD)에 따르면 올해 1분기 소상공인 사업장당 평균 매출은 약 4179만원으로, 지난해 같은 기간보다 0.72% 감소했다.",,,,,가구소득이 100만원 미만이면서 국기초수혜를 받지 못하는 결혼이민자의 특성(tblId=DT_MOGE_1001300491); 일반사업체로부터 시도별 업종별 5천만원미만 하도급된 계약실적(1987~1988)(tblId=TX_36601_A280); 일반사업체의 시도별 업종별(5천만원미만) 하도급 기성실적(1987~1988)(tblId=TX_36601_A303); 매출 실적(2012년1월까지)(tblId=DT_D10902); 매출 실적(2012년2월부터)(tblId=DT_D10912); 매출 실적 SBHI(2013년 1월부터)(tblId=DT_D10920); 매출 전망(2012년2월까지)(tblId=DT_D10903); 매출 전망(2012년3월부터)(tblId=DT_D10913); 매출 전망(2013년 2월부터)(tblId=DT_D10921); 시도/산업중분류별/매출액규모별 기업체수 비율(tblId=DT_3ME0142),"orgId=154, tblId=DT_MOGE_1001300491 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=154&tblId=DT_MOGE_1001300491&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C20226,국가데이터처에 따르면 센서스 고용 규모는 15년 전 대비 70%가량 줄었다.,,,,,"인구, 가구 및 주택 – 읍면동(연도 끝자리 0, 5), 시군구(그 외 연도)(tblId=DT_1IN1502); 연령 및 성별 인구 – 읍면동(tblId=DT_1IN1503); 주요 인구지표(부양비, 노령화지수, 중위연령 등) - 시군구(tblId=DT_1IN2030); 성, 연령 및 가구주와의 관계별 인구 - 시군구(tblId=DT_1IN1507); 성, 연령 및 세대구성별 인구 - 시군구(tblId=DT_1IN1509); 성, 연령 및 혼인상태별 인구 - 시군구(tblId=DT_1MR2060); 성별 외국인 - 시군구(tblId=DT_1JA1501); 성 및 연령별 외국인 - 시도(tblId=DT_1JA1502); 성 및 현재 국적별 외국인 - 시도(tblId=DT_1JA1503); 성, 현재 국적 및 연령별 외국인 - 전국(tblId=DT_1JA1504)","orgId=101, tblId=DT_1IN1502 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1IN1502&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
C15063,"1일 한국은행은 ‘인구구조 변화가 소비 둔화에 미치는 영향’ 보고서에서, 2013~2024년 민간 소비 증가율은 연평균 2%로 2001~2012년에 비해 1.6%포인트 낮아졌다면서, 이 중 인구 감소, 고령화 등 인구구조 변화로 인한 영향을 감소 폭의 절반 정도인 연평균 0.8%포인트로 추산했다.",,,,,"경쟁사에 비해 매출액 증가율이 높은 편이다(tblId=DT_427001_B062); 경쟁사에 비해 매출액 증가율이 높은 편(tblId=DT_427001_002_078); 지난 3년 동안 이주민에 대한 한국사회 인식 변화에 영향을 미치는 요인(tblId=DT_154020_22AA160100); 업무변화에 영향을 미치는 순서(tblId=DT_380004_A091); 코로나19가 경제상태에 미치는 영향(tblId=DT_438001_BB006_1); 코로나19로 인한 삶의 변화(tblId=DT_43701N_202); 기술변화로 인한 영향 여부(tblId=DT_380004_A094); 사업체 특성별 코로나19 확산으로 인한 전체 근로자 변화 현황(tblId=DT_336003N_CVD_002); 코로나19로 인한 2019년 상반기 대비 2020년 상반기 변화(tblId=DT_336003N_CVD_003); 전통문화가 생활에 미치는 영향 (생활의례, 15세 이상 인구)(tblId=DT_1SSCL121R)","orgId=427, tblId=DT_427001_B062 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=427&tblId=DT_427001_B062&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요,,,,,,
