claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,mapping_type,claim_indicator,claim_industry_or_item,obj_target_terms,item_ungrounded,dropped_item,claim_period,claim_prd_se,period_span_start,period_span_end,period_aggregation,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,retrieval_fallback_code,retrieval_fallback_reason,indicator_fallback_source,unit_dimension_hypotheses,derived_computation_required,verification_review_required,verification_review_reason,measurement_review_override,allowed_mapping_types,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions,scope_gate_code,scope_gate_reason,scope_gate_severity,scope_gate_blocked
URL-1787508332876-2,URL-1787508332876-2-m2,URL-1787508332876,전기차 ‘캐즘 쇼크’… 배터리 기업 10곳 영업익 반토막,2025-01-05,https://www.chosun.com/economy/industry-company/2025/01/06/BO3WGUVLFVHH3BXGQ3BHBBNZWU/,"국내 완성차 업체들의 전기차 판매는 2020년 3만1356대에서 2022년 12만3676대로 2년 만에 3배 가까이 급증했지만, 2023년 소폭 감소한 데 이어 지난해엔 연 10만대 선이 무너졌다.","지난해 완성차 5사(현대차, 기아, GM한국사업장, KG모빌리티, 르노코리아)가 국내 시장에서 판매한 전기차는 9만1385대로 2023년(11만5900대)보다 21.2% 줄었다.",오는 20일 출범하는 트럼프 2기가 관세 인상 등을 내세워 전기차를 비롯한 자동차의 현지 생산을 압박하는 상황에서 내수 감소는 배터리 등 전기차 생태계에 치명적이라는 지적이 나온다.,국내공식통계,N,소매·소비,전기차 판매량,"완성차, 전기차, 판매량, 내수, 감소",-,,,,-,-,-,2024,-,Y,확정,12만3676대,KOSIS_VALUE,hcx,전기차 판매량,-,2022,Y,hcx,현재값,123676,-,-,N,대,수준값,감소,전년,"[검증 대상 문장] 국내 완성차 업체들의 전기차 판매는 2020년 3만1356대에서 2022년 12만3676대로 2년 만에 3배 가까이 급증했지만, 2023년 소폭 감소한 데 이어 지난해엔 연 10만대 선이 무너졌다.",high,Y,measurement_period_ungrounded:1,Y,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,전기차 판매량,,,N,,2024,Y,,,,2022,RELATIVE_YEAR_FROM_ARTICLE_DATE,대,대,count,count,unspecified,,,,,count,N,N,,DIRECT_ROW_CONFIRMED_DESPITE_BATCH_REVIEW,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508332876-4,URL-1787508332876-4-m1,URL-1787508332876,전기차 ‘캐즘 쇼크’… 배터리 기업 10곳 영업익 반토막,2025-01-05,https://www.chosun.com/economy/industry-company/2025/01/06/BO3WGUVLFVHH3BXGQ3BHBBNZWU/,행정안전부에 따르면 올해 1~10월 전국 17개 시·도 중 12곳의 외식업 폐업 건수는 역대 최대를 기록했다.,"패션 업계 관계자는 “상당수 생산량을 백화점이 아닌 아웃렛으로 보내고, 할인 폭을 높이는 데도 좀처럼 재고가 줄지 않고 있다”고 말했다.","소상공인연합회가 최근 소상공인 1630명을 대상으로 조사한 결과에서도, 응답자의 90.1%가 연말 경기 전망에 대해 ‘부정적’이라고 답하고 있다.",국내공식통계,N,인구,외식업 폐업 건수,"폐업, 외식업, 행정안전부",-,,,,-,-,-,202510,-,M,확정,12곳,KOSIS_VALUE,hcx,외식업 폐업 건수,-,2025-01-01/2025-10-01,M,hcx,현재값,12,-,-,N,개,수준값,-,전년,행정안전부에 따르면 올해 1~10월 전국 17개 시·도 중 12곳의 외식업 폐업 건수는 역대 최대를 기록했다.,high,N,-,Y,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,외식업 폐업 건수,,,N,,2025-01-01/2025-10-01,M,202501,202510,sum,2025-01-01/2025-10-01,,곳,개,count,count,unspecified,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508332876-4,URL-1787508332876-4-m2,URL-1787508332876,전기차 ‘캐즘 쇼크’… 배터리 기업 10곳 영업익 반토막,2025-01-05,https://www.chosun.com/economy/industry-company/2025/01/06/BO3WGUVLFVHH3BXGQ3BHBBNZWU/,행정안전부에 따르면 올해 1~10월 전국 17개 시·도 중 12곳의 외식업 폐업 건수는 역대 최대를 기록했다.,"패션 업계 관계자는 “상당수 생산량을 백화점이 아닌 아웃렛으로 보내고, 할인 폭을 높이는 데도 좀처럼 재고가 줄지 않고 있다”고 말했다.","소상공인연합회가 최근 소상공인 1630명을 대상으로 조사한 결과에서도, 응답자의 90.1%가 연말 경기 전망에 대해 ‘부정적’이라고 답하고 있다.",국내공식통계,N,인구,전국 시·도,"폐업, 외식업, 행정안전부",-,,,,-,-,-,202510,-,M,확정,17개,KOSIS_VALUE,hcx,전국 시·도,-,2025-01-01/2025-10-01,M,hcx,현재값,17,-,-,N,개,수준값,-,전년,행정안전부에 따르면 올해 1~10월 전국 17개 시·도 중 12곳의 외식업 폐업 건수는 역대 최대를 기록했다.,high,N,-,Y,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,외식업 폐업 건수,,,N,,2025-01-01/2025-10-01,M,202501,202510,sum,2025-01-01/2025-10-01,,개,개,count,count,unspecified,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508335207-1,URL-1787508335207-1-m1,URL-1787508335207,1월 서울 아파트 평균가격 13억8289만원...역대 최고,2025-03-02,https://www.chosun.com/economy/real_estate/2025/03/02/RNOY6YTQ4JCN3OC5ZPKMVJMRMA/,"2일 부동산R114가 서울 25구의 아파트 155만가구(임대 제외)의 평균 가격(호가와 시세, 지역별 평균 등을 반영해 산정)을 조사한 결과, 지난 1월 기준 서울 아파트의 평균 가격은 13억8289만원으로 집계됐다.",지난 1월 서울 전체 아파트의 평균 가격이 역대 최고치를 기록한 것으로 나타났다.,이는 이전 최고가인 2022년 5월의 13억7532만원을 넘어선 수치다.,국내공식통계,N,부동산,아파트 가구 수,"서울, 아파트, 평균 가격, 임대 제외",서울,,,,-,-,-,202501,-,M,확정,155만가구,KOSIS_VALUE,hcx,아파트 가구 수,-,202501,M,hcx,현재값,1550000,-,-,N,가구,수준값,-,,"[검증 대상 문장] 2일 부동산R114가 서울 25구의 아파트 155만가구(임대 제외)의 평균 가격(호가와 시세, 지역별 평균 등을 반영해 산정)을 조사한 결과, 지난 1월 기준 서울 아파트의 평균 가격은 13억8289만원으로 집계됐다.",high,N,-,Y,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,아파트 평균 가격,,,N,,202501,M,,,,202501,,가구,가구,count,count,household,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508335207-1,URL-1787508335207-1-m2,URL-1787508335207,1월 서울 아파트 평균가격 13억8289만원...역대 최고,2025-03-02,https://www.chosun.com/economy/real_estate/2025/03/02/RNOY6YTQ4JCN3OC5ZPKMVJMRMA/,"2일 부동산R114가 서울 25구의 아파트 155만가구(임대 제외)의 평균 가격(호가와 시세, 지역별 평균 등을 반영해 산정)을 조사한 결과, 지난 1월 기준 서울 아파트의 평균 가격은 13억8289만원으로 집계됐다.",지난 1월 서울 전체 아파트의 평균 가격이 역대 최고치를 기록한 것으로 나타났다.,이는 이전 최고가인 2022년 5월의 13억7532만원을 넘어선 수치다.,국내공식통계,N,부동산,아파트 평균 가격,"서울, 아파트, 평균 가격, 임대 제외",서울,,,,-,-,-,202501,-,M,확정,13억8289만원,KOSIS_VALUE,hcx,아파트 평균 가격,-,202501,M,hcx,현재값,1382890000,-,-,N,원,수준값,증가,전년동기,"[검증 대상 문장] 2일 부동산R114가 서울 25구의 아파트 155만가구(임대 제외)의 평균 가격(호가와 시세, 지역별 평균 등을 반영해 산정)을 조사한 결과, 지난 1월 기준 서울 아파트의 평균 가격은 13억8289만원으로 집계됐다.",high,N,-,Y,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,아파트 평균 가격,,,N,,202501,M,,,,202501,,원,원,currency,amount,household,,,,,currency,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508335207-4,URL-1787508335207-4-m1,URL-1787508335207,1월 서울 아파트 평균가격 13억8289만원...역대 최고,2025-03-02,https://www.chosun.com/economy/real_estate/2025/03/02/RNOY6YTQ4JCN3OC5ZPKMVJMRMA/,"통계청에 따르면, 지난해 자기 집을 소유한 가구의 평균 자산(7억2000만원) 가운데 부동산 비율은 79%(5억7000만원)에 달했다.",세계 최고 수준의 집값 격차는 ‘부동산 자산가’인 동시에 ‘하우스 푸어(집에 자산이 집중돼 가계 여유가 없는 사람)’인 한국인을 양산했다.,자산이 많을수록 부동산 편중 현상은 더 심했다.,국내공식통계,N,소득·임금,자기 집을 소유한 가구의 평균 자산,"자기 집, 가구, 평균 자산, 부동산 비율",-,,,,-,-,-,2024,-,Y,확정,7억2000만원,KOSIS_VALUE,hcx,자기 집을 소유한 가구의 평균 자산,-,2024,Y,hcx,현재값,720000000,-,-,N,원,수준값,-,전년,"통계청에 따르면, 지난해 자기 집을 소유한 가구의 평균 자산(7억2000만원) 가운데 부동산 비율은 79%(5억7000만원)에 달했다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,자기 집을 소유한 가구의 평균 자산,,자기집|자산,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE,원,원,currency,amount,household,,,,,currency,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508335207-4,URL-1787508335207-4-m3,URL-1787508335207,1월 서울 아파트 평균가격 13억8289만원...역대 최고,2025-03-02,https://www.chosun.com/economy/real_estate/2025/03/02/RNOY6YTQ4JCN3OC5ZPKMVJMRMA/,"통계청에 따르면, 지난해 자기 집을 소유한 가구의 평균 자산(7억2000만원) 가운데 부동산 비율은 79%(5억7000만원)에 달했다.",세계 최고 수준의 집값 격차는 ‘부동산 자산가’인 동시에 ‘하우스 푸어(집에 자산이 집중돼 가계 여유가 없는 사람)’인 한국인을 양산했다.,자산이 많을수록 부동산 편중 현상은 더 심했다.,국내공식통계,N,소득·임금,부동산 비율에 해당하는 금액,"자기 집, 가구, 평균 자산, 부동산 비율",-,,,,-,-,-,2024,-,Y,확정,5억7000만원,KOSIS_VALUE,hcx,부동산 비율에 해당하는 금액,-,2024,Y,hcx,현재값,570000000,-,-,N,원,수준값,-,전년,"통계청에 따르면, 지난해 자기 집을 소유한 가구의 평균 자산(7억2000만원) 가운데 부동산 비율은 79%(5억7000만원)에 달했다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,자기 집을 소유한 가구의 평균 자산,,자기집|부동산,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE,원,원,currency,rate_level,household,,INDICATOR_UNIT_CONFLICT,비율 지표에 비율 단위가 아님: 부동산비율에해당하는금액/currency,,currency|rate,N,Y,UNIT_HYPOTHESIS_REVIEW_REQUIRED,,direct,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508338319-2,URL-1787508338319-2-m1,URL-1787508338319,"올해 쌀 생산, 작년보다 더 줄어… 쌀 값 상승세 계속되나 - 조선비즈",2025-10-02,https://biz.chosun.com/policy/policy_sub/2025/10/02/VEEJT4Y6QZC47FKCRUA42LWB4Q/,올해 벼 재배 면적은 67만8000㏊로 전년(69만8000㏊)보다 2만㏊(2.9%) 감소한 것으로 집계됐다.,쌀 생산량이 감소한 것은 벼 재배면적이 줄었기 때문이다.,벼 재배면적은 쌀 수급 균형을 위한 적정생산 정책 등의 영향으로 지속적으로 감소하고 있다.,국내공식통계,Y,생산·산업,벼 재배면적,"쌀, 생산량, 재배면적, 감소",-,,,,-,-,-,2025,-,Y,확정,2.9%,KOSIS_VALUE,hcx,벼 재배면적,-,2025,Y,hcx,증감률,2.9,-,-,N,%,증감률,감소,전년,올해 벼 재배 면적은 67만8000㏊로 전년(69만8000㏊)보다 2만㏊(2.9%) 감소한 것으로 집계됐다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,벼 재배면적,,,N,,2025,Y,,,,2025,RELATIVE_YEAR_FROM_ARTICLE_DATE|CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,unspecified,2024,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508340606-3,URL-1787508340606-3-m1,URL-1787508340606,[모닝] 잘나가는 LPG 1톤 트럭… 전기 트럭의 5배 팔려,2025-02-16,https://www.chosun.com/economy/auto/2025/02/17/2CWTTE6ZLZHTXGNIXHZNF7ZXZA/,일본 혼다 역시 작년 중국 판매가 약 85만대로 재작년 대비 30% 줄며 전체 판매량이 4.6% 줄었다.,"10위권 밖이지만, 독일 BMW(-4.1%)와 벤츠(-4%)의 판매량이 1년 새 급감한 것도 중국 시장에서 매출 감소 때문이다.",글로벌 ‘톱 10′ 회사 중에서 판매량이 줄지 않은 것은 중국 사업을 축소하거나 중단한 회사들뿐이다.,국내공식통계,N,무역,판매량,"자동차, 판매 실적, 중국 시장",-,,,혼다,-,-,중국,2024,-,Y,확정,85만대,KOSIS_VALUE,hcx,판매량,혼다,2024,Y,hcx,현재값,850000,-,-,Y,대,수준값,감소,전년,일본 혼다 역시 작년 중국 판매가 약 85만대로 재작년 대비 30% 줄며 전체 판매량이 4.6% 줄었다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,판매량,자동차,,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE,대,대,count,count,item,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508340606-3,URL-1787508340606-3-m2,URL-1787508340606,[모닝] 잘나가는 LPG 1톤 트럭… 전기 트럭의 5배 팔려,2025-02-16,https://www.chosun.com/economy/auto/2025/02/17/2CWTTE6ZLZHTXGNIXHZNF7ZXZA/,일본 혼다 역시 작년 중국 판매가 약 85만대로 재작년 대비 30% 줄며 전체 판매량이 4.6% 줄었다.,"10위권 밖이지만, 독일 BMW(-4.1%)와 벤츠(-4%)의 판매량이 1년 새 급감한 것도 중국 시장에서 매출 감소 때문이다.",글로벌 ‘톱 10′ 회사 중에서 판매량이 줄지 않은 것은 중국 사업을 축소하거나 중단한 회사들뿐이다.,국내공식통계,N,무역,판매량 증가율,"자동차, 판매 실적, 중국 시장",-,,,혼다,-,-,중국,2024,-,Y,확정,30%,KOSIS_VALUE,hcx,판매량 증가율,혼다,2024,Y,hcx,증감률,30,-,-,N,%,증감률,감소,전년,일본 혼다 역시 작년 중국 판매가 약 85만대로 재작년 대비 30% 줄며 전체 판매량이 4.6% 줄었다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,판매량,자동차,,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE|CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,item,2023,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508340606-3,URL-1787508340606-3-m3,URL-1787508340606,[모닝] 잘나가는 LPG 1톤 트럭… 전기 트럭의 5배 팔려,2025-02-16,https://www.chosun.com/economy/auto/2025/02/17/2CWTTE6ZLZHTXGNIXHZNF7ZXZA/,일본 혼다 역시 작년 중국 판매가 약 85만대로 재작년 대비 30% 줄며 전체 판매량이 4.6% 줄었다.,"10위권 밖이지만, 독일 BMW(-4.1%)와 벤츠(-4%)의 판매량이 1년 새 급감한 것도 중국 시장에서 매출 감소 때문이다.",글로벌 ‘톱 10′ 회사 중에서 판매량이 줄지 않은 것은 중국 사업을 축소하거나 중단한 회사들뿐이다.,국내공식통계,N,무역,전체 판매량 증가율,"자동차, 판매 실적, 중국 시장",-,,,혼다,-,-,중국,2024,-,Y,확정,4.6%,KOSIS_VALUE,hcx,전체 판매량 증가율,혼다,2024,Y,hcx,증감률,4.6,-,-,N,%,증감률,감소,전년,일본 혼다 역시 작년 중국 판매가 약 85만대로 재작년 대비 30% 줄며 전체 판매량이 4.6% 줄었다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,판매량,자동차,,N,,2024,Y,,,,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE|CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,item,2023,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508340606-4,URL-1787508340606-4-m1,URL-1787508340606,[모닝] 잘나가는 LPG 1톤 트럭… 전기 트럭의 5배 팔려,2025-02-16,https://www.chosun.com/economy/auto/2025/02/17/2CWTTE6ZLZHTXGNIXHZNF7ZXZA/,"중국승용차협회(CPCA)에 따르면, 작년 상반기 중국에서 국내 브랜드의 판매량은 약 556만대로 재작년 동기 대비 17.8% 증가했다.",중국 시장에서 자국 브랜드의 영향력이 점차 세지면서 이런 변화는 더욱 거세질 전망이다.,이 브랜드들의 점유율이 57%에 달했다.,국내공식통계,N,무역,판매량,"중국, 승용차, 국내 브랜드, 판매량, 점유율",-,,,,-,-,-,2024,-,H,확정,556만대,KOSIS_VALUE,hcx,판매량,-,2024H2,H,hcx,현재값,5560000,-,-,Y,대,수준값,증가,전년동기,"중국승용차협회(CPCA)에 따르면, 작년 상반기 중국에서 국내 브랜드의 판매량은 약 556만대로 재작년 동기 대비 17.8% 증가했다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,판매량,,,N,,2024H2,H,,,,2024H2,,대,대,count,count,unspecified,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508340606-4,URL-1787508340606-4-m2,URL-1787508340606,[모닝] 잘나가는 LPG 1톤 트럭… 전기 트럭의 5배 팔려,2025-02-16,https://www.chosun.com/economy/auto/2025/02/17/2CWTTE6ZLZHTXGNIXHZNF7ZXZA/,"중국승용차협회(CPCA)에 따르면, 작년 상반기 중국에서 국내 브랜드의 판매량은 약 556만대로 재작년 동기 대비 17.8% 증가했다.",중국 시장에서 자국 브랜드의 영향력이 점차 세지면서 이런 변화는 더욱 거세질 전망이다.,이 브랜드들의 점유율이 57%에 달했다.,국내공식통계,N,무역,판매량 증가율,"중국, 승용차, 국내 브랜드, 판매량, 점유율",-,,,,-,-,-,2024,-,H,확정,17.8%,KOSIS_VALUE,hcx,판매량 증가율,-,2024H2,H,hcx,증감률,17.8,-,-,N,%,증감률,증가,전년동기,"중국승용차협회(CPCA)에 따르면, 작년 상반기 중국에서 국내 브랜드의 판매량은 약 556만대로 재작년 동기 대비 17.8% 증가했다.",high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,판매량,,,N,,2024H2,H,,,,2024H2,CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,unspecified,2023,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508344987-1,URL-1787508344987-1-m1,URL-1787508344987,4월 픽업트럭 판매량 1년새 두 배로…타스만·무쏘EV 출시 효과,2025-05-20,https://www.chosun.com/economy/auto/2025/05/20/4WNJC2ZN6VGX7HFCDWIPAWRYMI/,지난달 국내 시장에서 픽업트럭 판매 대수가 작년 동월 대비 2배 안팎 늘어난 것으로 집계됐다.,4월 픽업트럭 판매량 1년새 두 배로타스만·무쏘EV 출시 효과,올 초 출시된 기아 타스만과 KG모빌리티 무쏘EV 등 전기 픽업트럭 신차 효과가 본격화되고 있는 것이다.,국내공식통계,N,소매·소비,픽업트럭 판매량 증가 비율,"픽업트럭, 판매량, 작년 동월 대비, 2배",-,,,,-,-,-,202504,-,M,확정,2배,KOSIS_VALUE,hcx,픽업트럭 판매량 증가 비율,-,202504,M,hcx,현재값,2,-,-,N,배,수준값,증가,전년동월,지난달 국내 시장에서 픽업트럭 판매 대수가 작년 동월 대비 2배 안팎 늘어난 것으로 집계됐다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,픽업트럭 판매량,,,N,,2025-04,M,,,,202504,PREVIOUS_MONTH_FROM_ARTICLE_DATE,배,배,multiple,rate_level,unspecified,,INDICATOR_UNIT_CONFLICT,비율 지표에 비율 단위가 아님: 픽업트럭판매량증가비율/multiple,,multiple|rate,N,Y,UNIT_HYPOTHESIS_REVIEW_REQUIRED,,direct,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508344987-2,URL-1787508344987-2-m1,URL-1787508344987,4월 픽업트럭 판매량 1년새 두 배로…타스만·무쏘EV 출시 효과,2025-05-20,https://www.chosun.com/economy/auto/2025/05/20/4WNJC2ZN6VGX7HFCDWIPAWRYMI/,20일 카이즈유데이터연구소에 따르면 지난달 국내 픽업트럭 판매 대수는 2336대로 작년 동월 대비 102.6% 급증했다.,올 초 출시된 기아 타스만과 KG모빌리티 무쏘EV 등 전기 픽업트럭 신차 효과가 본격화되고 있는 것이다.,픽업트럭 월간 판매 대수가 2000대를 넘어선 것은 2022년 10월(2205대) 이후 2년 7개월 만이다.,국내공식통계,N,소매·소비,픽업트럭 판매량,"픽업트럭, 판매량, 증가, 기아 타스만, KG모빌리티 무쏘EV",-,,,,-,-,-,202504,-,M,확정,2336대,KOSIS_VALUE,hcx,픽업트럭 판매량,-,202504,M,hcx,현재값,2336,-,-,N,대,수준값,-,전년동월,20일 카이즈유데이터연구소에 따르면 지난달 국내 픽업트럭 판매 대수는 2336대로 작년 동월 대비 102.6% 급증했다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,픽업트럭 판매량,,,N,,2025-04,M,,,,202504,PREVIOUS_MONTH_FROM_ARTICLE_DATE,대,대,count,count,unspecified,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508344987-2,URL-1787508344987-2-m2,URL-1787508344987,4월 픽업트럭 판매량 1년새 두 배로…타스만·무쏘EV 출시 효과,2025-05-20,https://www.chosun.com/economy/auto/2025/05/20/4WNJC2ZN6VGX7HFCDWIPAWRYMI/,20일 카이즈유데이터연구소에 따르면 지난달 국내 픽업트럭 판매 대수는 2336대로 작년 동월 대비 102.6% 급증했다.,올 초 출시된 기아 타스만과 KG모빌리티 무쏘EV 등 전기 픽업트럭 신차 효과가 본격화되고 있는 것이다.,픽업트럭 월간 판매 대수가 2000대를 넘어선 것은 2022년 10월(2205대) 이후 2년 7개월 만이다.,국내공식통계,N,소매·소비,픽업트럭 판매량 증가율,"픽업트럭, 판매량, 증가, 기아 타스만, KG모빌리티 무쏘EV",-,,,,-,-,-,202504,-,M,확정,102.6%,KOSIS_VALUE,hcx,픽업트럭 판매량 증가율,-,202504,M,hcx,증감률,102.6,-,-,N,%,증감률,증가,전년동월,20일 카이즈유데이터연구소에 따르면 지난달 국내 픽업트럭 판매 대수는 2336대로 작년 동월 대비 102.6% 급증했다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,픽업트럭 판매량,,,N,,2025-04,M,,,,202504,PREVIOUS_MONTH_FROM_ARTICLE_DATE,%,%,rate,rate_change,unspecified,202404,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508344987-3,URL-1787508344987-3-m1,URL-1787508344987,4월 픽업트럭 판매량 1년새 두 배로…타스만·무쏘EV 출시 효과,2025-05-20,https://www.chosun.com/economy/auto/2025/05/20/4WNJC2ZN6VGX7HFCDWIPAWRYMI/,지난달 타스만 판매량(857대)은 지난 3월 대비 792.7% 증가했다.,픽업트럭 월간 판매 대수가 2000대를 넘어선 것은 2022년 10월(2205대) 이후 2년 7개월 만이다.,지난 2월 국내 출시 이후 꾸준히 판매가 늘고 있다.,국내공식통계,N,소매·소비,타스만 판매량,"픽업트럭, 판매량, 증가, 타스만, 무쏘EV",-,,,타스만,-,-,-,202503,-,M,확정,857대,KOSIS_VALUE,hcx,타스만 판매량,타스만,202504,M,hcx,현재값,857,-,-,N,대,수준값,증가,전월,지난달 타스만 판매량(857대)은 지난 3월 대비 792.7% 증가했다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,direct,판매량,"타스만, 무쏘EV",,N,,2025-04,M,,,,202504,PREVIOUS_MONTH_FROM_ARTICLE_DATE|UNQUALIFIED_MONTH_FROM_ARTICLE_DATE,대,대,count,count,item,,,,,count,N,N,,,,Y,Y,,,READY,ELIGIBLE,,,,,N
URL-1787508344987-3,URL-1787508344987-3-m2,URL-1787508344987,4월 픽업트럭 판매량 1년새 두 배로…타스만·무쏘EV 출시 효과,2025-05-20,https://www.chosun.com/economy/auto/2025/05/20/4WNJC2ZN6VGX7HFCDWIPAWRYMI/,지난달 타스만 판매량(857대)은 지난 3월 대비 792.7% 증가했다.,픽업트럭 월간 판매 대수가 2000대를 넘어선 것은 2022년 10월(2205대) 이후 2년 7개월 만이다.,지난 2월 국내 출시 이후 꾸준히 판매가 늘고 있다.,국내공식통계,N,소매·소비,타스만 판매량 증가율,"픽업트럭, 판매량, 증가, 타스만, 무쏘EV",-,,,타스만,-,-,-,202503,-,M,확정,792.7%,KOSIS_VALUE,hcx,타스만 판매량 증가율,타스만,202504,M,hcx,증감률,792.7,-,-,N,%,증감률,증가,전월,지난달 타스만 판매량(857대)은 지난 3월 대비 792.7% 증가했다.,high,N,-,N,0,0,HCX-007,v1.7-relative-comparison-period,2026-08-23,,판매량,"타스만, 무쏘EV",,N,,2025-04,M,,,,202504,CHANGE_RATE_FROM_TEXT|PREVIOUS_MONTH_FROM_ARTICLE_DATE|UNQUALIFIED_MONTH_FROM_ARTICLE_DATE|RELATIVE_MEASUREMENT_PERIOD_PRESERVED,%,%,rate,rate_change,item,202502,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,,direct|rate_from_level,Y,Y,,,READY,ELIGIBLE,,,,,N
