claim_id,claim_measurement_id,article_id,title,date,url,claim_text,measurement_text,measurement_indicator,measurement_item,value,unit,measurement_period,measurement_prd_se,measurement_usage,claim_domain_scope,measurement_binding_source,measurement_role,gold_verifiable,gold_measurement_correct,gold_ready,gold_label_tier,gold_org_id,gold_tbl_id,gold_tbl_name,gold_itm_id,gold_itm_name,gold_obj_l1,gold_obj_l1_name,gold_prd_se,gold_period,gold_previous_period,gold_value_type,gold_derivation_method,gold_source_unit,gold_source_value,gold_source_previous_value,gold_actual_value,gold_claim_signed_value,gold_abs_error,gold_relative_error_pct,gold_tolerance,gold_verdict,gold_coordinate_status,gold_confidence,gold_reason,gold_evidence_url,gold_retrieved_at,gold_label_source,human_reviewed,gold_inherited_claim_measurement_id,gold_relock_reason,prev_sentence,next_sentence,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_source,value_min,value_max,value_approximate,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions,item_ungrounded,dropped_item,period_span_start,period_span_end,period_aggregation,scope_gate_code,scope_gate_reason,scope_gate_severity,scope_gate_blocked,mapping_type,obj_target_terms,retrieval_fallback_code,retrieval_fallback_reason,indicator_fallback_source,unit_dimension_hypotheses,derived_computation_required,verification_review_required,verification_review_reason,allowed_mapping_types,gold_survey_name,gold_obj_l2,gold_obj_l2_name,gold_denominator_obj_l2,gold_denominator_obj_l2_name,gold_mcp_validation
A0012-SP80940BC114,A0012-SP80940BC114-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,5만8042명,조선업 산업기술인력,조선업,58042,명,2022,Y,KOSIS_VALUE,국내공식통계,hcx,현재값,Y,Y,Y,FULL_KOSIS_MCP_V20,115,DT_115_2012_AA001,산업별(중분류) 현재인원(성별 고용형태별 등),00,산업별(중분류) 현재인원(성별 고용형태별 등),AAA.OZ6,조선,Y,2022,,,DIRECT,명,58042,,58042,,,,,,UNIQUE,HIGH,MCP로 조선·현재인원·2022년 실제 값을 확인,https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-19T00:00:00+09:00,KOSIS_MCP_ACTUAL_QUERY_20260819,N,,,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,Y,고용,조선업 산업기술인력,"조선업, 산업기술인력, 외국인 근로자",-,-,-,조선업,-,-,-,2022,-,Y,확정,hcx,-,-,N,수준값,증가,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,2022,,명,명,person_count,count,item,,Y,Y,,,READY,ELIGIBLE,,N,,,,,,,,N,direct,,,,,person_count,N,N,,,산업기술인력수급실태조사,AA001,현재인원,,,search_or_known_table->validate->table_info->get_data
A0012-SP80940BC114,A0012-SP80940BC114-m3,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,1만명,조선업 산업기술인력 감소폭,조선업,10000,명,2022,Y,KOSIS_VALUE,국내공식통계,hcx,현재값,Y,Y,Y,FULL_KOSIS_MCP_V20,115,DT_115_2012_AA001,산업별(중분류) 현재인원(성별 고용형태별 등),00,산업별(중분류) 현재인원(성별 고용형태별 등),AAA.OZ6,조선,Y,2022,2014,,DIFF_FROM_LEVEL,명,58042,69766,-11724,,,,,,UNIQUE,HIGH,MCP로 2014년과 2022년의 같은 조선 현재인원 좌표를 확인,https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-19T00:00:00+09:00,KOSIS_MCP_ACTUAL_QUERY_20260819,N,,,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,Y,고용,조선업 산업기술인력 감소폭,"조선업, 산업기술인력, 외국인 근로자",-,-,-,조선업,-,-,-,2022,-,Y,확정,hcx,-,-,N,수준값,증가,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,2022,,명,명,person_count,absolute_change,item,2021,Y,Y,,,READY,ELIGIBLE,,N,,,,,,,,N,,,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,person_count,Y,N,,direct|difference_from_level,산업기술인력수급실태조사,AA001,현재인원,,,search_or_known_table->validate->table_info->get_data
A0012-SP80940BC114,A0012-SP80940BC114-m4,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,500명,조선업 산업기술인력 증가폭,조선업,500,명,2023,Y,KOSIS_VALUE,국내공식통계,hcx,현재값,Y,Y,Y,FULL_KOSIS_MCP_V20,115,DT_115_2012_AA001,산업별(중분류) 현재인원(성별 고용형태별 등),00,산업별(중분류) 현재인원(성별 고용형태별 등),AAA.OZ6,조선,Y,2023,2022,,DIFF_FROM_LEVEL,명,58528,58042,486,,,,,,UNIQUE,HIGH,MCP로 2022년과 2023년의 같은 조선 현재인원 좌표를 확인,https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-19T00:00:00+09:00,KOSIS_MCP_ACTUAL_QUERY_20260819,N,,,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,Y,고용,조선업 산업기술인력 증가폭,"조선업, 산업기술인력, 외국인 근로자",-,-,-,조선업,-,-,-,2023,-,Y,확정,hcx,-,-,N,수준값,증가,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,2023,,명,명,person_count,absolute_change,item,2022,Y,Y,,,READY,ELIGIBLE,,N,,,,,,,,N,,,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,person_count,Y,N,,direct|difference_from_level,산업기술인력수급실태조사,AA001,현재인원,,,search_or_known_table->validate->table_info->get_data
A0012-SPE7F554D64E,A0012-SPE7F554D64E-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,5만8528명,조선 산업기술인력,조선업,58528,명,2023,Y,KOSIS_VALUE,국내공식통계,hcx,현재값,Y,Y,Y,FULL_KOSIS_MCP_V20,115,DT_115_2012_AA001,산업별(중분류) 현재인원(성별 고용형태별 등),00,산업별(중분류) 현재인원(성별 고용형태별 등),AAA.OZ6,조선,Y,2023,,,DIRECT,명,58528,,58528,,,,,,UNIQUE,HIGH,MCP로 조선·현재인원·2023년 실제 값을 확인,https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-19T00:00:00+09:00,KOSIS_MCP_ACTUAL_QUERY_20260819,N,,,다만 여전히 현장엔 일할 사람이 부족한 상황이라 앞으로도 인력 확충은 계속될 전망이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",Y,고용,조선 산업기술인력,조선업; 산업기술인력; 인력 수급 실태조사,-,-,-,조선업,-,-,-,2023,-,Y,확정,hcx,-,-,N,수준값,증가,전년,[검증 대상 문장] 31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선 산업기술인력,조선업,2023,Y,2023,,명,명,person_count,count,item,,Y,Y,,,READY,ELIGIBLE,,N,,,,,,,,N,direct,,,,,person_count,N,N,,,산업기술인력수급실태조사,AA001,현재인원,,,search_or_known_table->validate->table_info->get_data
A0012-SPE7F554D64E,A0012-SPE7F554D64E-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,0.8%,조선 산업기술인력 증가율,조선업,0.8,%,2022,Y,KOSIS_VALUE,국내공식통계,hcx,증감률,Y,Y,Y,FULL_KOSIS_MCP_V20,115,DT_115_2012_AA001,산업별(중분류) 현재인원(성별 고용형태별 등),00,산업별(중분류) 현재인원(성별 고용형태별 등),AAA.OZ6,조선,Y,2023,2022,,YOY_FROM_LEVEL,명,58528,58042,0.837324695909869,,,,,,UNIQUE,HIGH,MCP로 조선 현재인원의 동일 좌표·비교기간을 확인,https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-19T00:00:00+09:00,KOSIS_MCP_ACTUAL_QUERY_20260819,N,,,다만 여전히 현장엔 일할 사람이 부족한 상황이라 앞으로도 인력 확충은 계속될 전망이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",Y,고용,조선 산업기술인력 증가율,조선업; 산업기술인력; 인력 수급 실태조사,-,-,-,조선업,-,-,-,2023,-,Y,확정,hcx,-,-,N,증감률,증가,전년,[검증 대상 문장] 31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선 산업기술인력,조선업,2023,Y,2022,COMPARISON_PERIOD_TO_TARGET,%,%,rate,rate_change,item,2022,Y,Y,,,READY,ELIGIBLE,,N,,,,,,,,N,,,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,direct|rate_from_level,산업기술인력수급실태조사,AA001,현재인원,,,search_or_known_table->validate->table_info->get_data
A0012-SPFEFB3037E3,A0012-SPFEFB3037E3-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,1.5%,조선 산업기술인력 중 외국인의 비율,조선업,1.5,%,2022,Y,KOSIS_VALUE,국내공식통계,hcx,증감률,Y,Y,Y,FULL_KOSIS_MCP_V20,115,DT_115_2012_AA001,산업별(중분류) 현재인원(성별 고용형태별 등),00,산업별(중분류) 현재인원(성별 고용형태별 등),AAA.OZ6,조선,Y,2022,,,SHARE_FROM_LEVEL,명,877,58042,1.51097481134351,,,,,,UNIQUE,HIGH,MCP로 분자 외국인인력과 분모 현재인원의 공식 좌표를 확인,https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-19T00:00:00+09:00,KOSIS_MCP_ACTUAL_QUERY_20260819,N,,,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,앞서 정부는 2023년 ‘숙련기능인력 비자(E-7-4)’ 연간 배정 인원을 늘리면서 조선 분야에는 400명을 별도로 배정했다.,Y,고용,조선 산업기술인력 중 외국인의 비율,"조선업, 산업기술인력, 외국인, 비율",-,-,-,조선업,-,-,-,2023,-,Y,확정,hcx,-,-,N,증감률,증가,전년,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다. 이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선 산업기술인력 중 외국인의 비율,조선업,2023,Y,2022,COMPARISON_PERIOD_TO_TARGET,%,%,rate,rate_change,item,2022,Y,Y,,,READY,ELIGIBLE,,N,,,,,,,,N,,,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,direct|rate_from_level,산업기술인력수급실태조사,70,외국인인력,AA001,현재인원,search_or_known_table->validate->table_info->get_data
A0012-SPFEFB3037E3,A0012-SPFEFB3037E3-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,4.4%,조선 산업기술인력 중 외국인의 비율,조선업,4.4,%,2023,Y,KOSIS_VALUE,국내공식통계,hcx,증감률,Y,Y,Y,FULL_KOSIS_MCP_V20,115,DT_115_2012_AA001,산업별(중분류) 현재인원(성별 고용형태별 등),00,산업별(중분류) 현재인원(성별 고용형태별 등),AAA.OZ6,조선,Y,2023,,,SHARE_FROM_LEVEL,명,2563,58528,4.379100601421542,,,,,,UNIQUE,HIGH,MCP로 분자 외국인인력과 분모 현재인원의 공식 좌표를 확인,https://kosis.kr/statHtml/statHtml.do?orgId=115&tblId=DT_115_2012_AA001&vw_cd=MT_ZTITLE,2026-08-19T00:00:00+09:00,KOSIS_MCP_ACTUAL_QUERY_20260819,N,,,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,앞서 정부는 2023년 ‘숙련기능인력 비자(E-7-4)’ 연간 배정 인원을 늘리면서 조선 분야에는 400명을 별도로 배정했다.,Y,고용,조선 산업기술인력 중 외국인의 비율,"조선업, 산업기술인력, 외국인, 비율",-,-,-,조선업,-,-,-,2023,-,Y,확정,hcx,-,-,N,증감률,증가,전년,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다. 이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선 산업기술인력 중 외국인의 비율,조선업,2023,Y,2023,,%,%,rate,rate_change,item,2022,Y,Y,,,READY,ELIGIBLE,,N,,,,,,,,N,,,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,direct|rate_from_level,산업기술인력수급실태조사,70,외국인인력,AA001,현재인원,search_or_known_table->validate->table_info->get_data
A0018-SP2F67F9842A,A0018-SP2F67F9842A-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,1419억달러,수출액,반도체,141900000000.0,달러,2024,Y,KOSIS_VALUE,국내공식통계,hcx,현재값,Y,Y,Y,FULL_KOSIS,127,DT_127005_005,수출 및 수입액,T001,수출액,A020101,반도체,Y,2024,N/A,수준값,DIRECT,백만US$,142086.0,N/A,142086000000.0,141900000000.0,186000000.0,0.13107822410147993,relative_error<=0.5%,일치,UNIQUE,HIGH,MCP 메타에 반도체와 수출액 코드가 직접 존재,https://kosis.kr/statHtml/statHtml.do?orgId=127&tblId=DT_127005_005&vw_cd=MT_ZTITLE,2026-08-05T00:00:00+09:00,KOSIS_MCP_AUTO_V1_RELOCKED_V20,N,A0018-SP2F67F9842A-m1,READY52 기사·주장·측정값 완전일치 후 기존 실제 좌표 재잠금,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",Y,무역,수출액,"반도체, 수출액, 역대 최대치",-,-,-,반도체,-,-,-,2024,-,Y,확정,hcx,-,-,N,수준값,증가,전년,[검증 대상 문장] 주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,반도체,2024,Y,2024,,달러,달러,currency,amount,item,,Y,Y,,,READY,ELIGIBLE,,N,,,,sum,,,,N,direct,,,,,currency,N,N,,,,,,,,
A0018-SP32C9008706,A0018-SP32C9008706-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,6838억달러,총수출액,반도체,683800000000.0,달러,2024,Y,KOSIS_VALUE,국내공식통계,hcx,현재값,Y,Y,Y,FULL_KOSIS,360,DT_1R11001_FRM101,품목별 수출액 수입액,13103112831T1,수출액,13102112831A.A,총액,Y,2024,N/A,수준값,DIRECT,천달러,683609488.0,N/A,683609488000.0,683800000000.0,190512000.0,0.027860778005264698,relative_error<=0.5%,일치,UNIQUE,HIGH,MCP 총수출액 검색 1위,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T00:00:00+09:00,KOSIS_MCP_AUTO_V1_RELOCKED_V20,N,A0018-SP32C9008706-m1,READY52 기사·주장·측정값 완전일치 후 기존 실제 좌표 재잠금,-,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,Y,무역,총수출액,"반도체, 수출액, 역대 최대, 산업통상자원부, 관세청",-,-,-,,-,-,-,2024,-,Y,확정,hcx,-,-,N,수준값,증가,전년,[검증 대상 문장] 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,반도체,2024,Y,2024,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,,Y,반도체,,,sum,,,,N,direct,,,,,currency,N,N,,,,,,,,
A0018-SP32C9008706,A0018-SP32C9008706-m3,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,8.2%,총수출액 증감률,,8.2,%,2023,Y,KOSIS_VALUE,국내공식통계,hcx,증감률,Y,Y,Y,FULL_KOSIS_MCP_V20,360,DT_1R11001_FRM101,품목별 수출액 수입액,13103112831T1,수출액,13102112831A.A,총액,Y,2024,2023,,YOY_FROM_LEVEL,천달러,683609488,632225824,8.12742252046952,,,,,,UNIQUE,HIGH,MCP로 총액·수출액·연 주기와 비교기간을 확인,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-19T00:00:00+09:00,KOSIS_MCP_ACTUAL_QUERY_20260819,N,,,-,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,Y,무역,총수출액 증감률,"반도체, 수출액, 역대 최대, 산업통상자원부, 관세청",-,-,-,,-,-,-,2024,-,Y,확정,hcx,-,-,N,증감률,증가,전년,[검증 대상 문장] 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,반도체,2024,Y,2023,COMPARISON_PERIOD_TO_TARGET,%,%,rate,rate_change,unspecified,2023,Y,Y,,,READY,ELIGIBLE,,Y,반도체,,,,,,,N,,,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,direct|rate_from_level,SITC에의한무역통계,,,,,search_or_known_table->validate->table_info->get_data
A0018-SP33EC69A061,A0018-SP33EC69A061-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",1.6%,수입액 증감률,-,1.6,%,2024,Y,KOSIS_VALUE,국내공식통계,hcx,증감률,Y,Y,Y,FULL_KOSIS_MCP_V20,360,DT_1R11001_FRM101,품목별 수출액 수입액,13103112831T2,수입액,13102112831A.A,총액,Y,2024,2023,,YOY_FROM_LEVEL,천달러,631767209,642572126,-1.6815103803615616,,,,,,UNIQUE,HIGH,MCP로 총액·수입액·연 주기와 비교기간을 확인,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-19T00:00:00+09:00,KOSIS_MCP_ACTUAL_QUERY_20260819,N,,,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,Y,무역,수입액 증감률,"작년, 수입액, 전년, 감소, 무역 흑자",-,-,-,,-,-,-,2024,-,Y,확정,hcx,-,-,N,증감률,감소,전년,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수입액,,2024,Y,2024,,%,%,rate,rate_change,unspecified,2023,Y,Y,,,READY,ELIGIBLE,,N,,,,,,,,N,,,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,direct|rate_from_level,SITC에의한무역통계,,,,,search_or_known_table->validate->table_info->get_data
A0018-SP33EC69A061,A0018-SP33EC69A061-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",6320억달러,수입액,-,632000000000.0,달러,2024,Y,KOSIS_VALUE,국내공식통계,hcx,현재값,Y,Y,Y,FULL_KOSIS,360,DT_1R11001_FRM101,품목별 수출액 수입액,13103112831T2,수입액,13102112831A.A,총액,Y,2024,N/A,수준값,DIRECT,천달러,631767209.0,N/A,631767209000.0,632000000000.0,232791000.0,0.03683401898734177,relative_error<=0.5%,일치,ALTERNATE_RESOLVED,HIGH,MCP 메타의 수입액·총액 코드와 직접 일치,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T00:00:00+09:00,KOSIS_MCP_AUTO_V1_RELOCKED_V20,N,A0018-SP33EC69A061-m2,READY52 기사·주장·측정값 완전일치 후 기존 실제 좌표 재잠금,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,Y,무역,수입액,"작년, 수입액, 전년, 감소, 무역 흑자",-,-,-,,-,-,-,2024,-,Y,확정,hcx,-,-,N,수준값,감소,전년,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수입액,,2024,Y,2024,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,,N,,,,sum,,,,N,direct,,,,,currency,N,N,,,,,,,,
