mapping_row_id,claim_measurement_id,candidate_rank,ORG_ID,TBL_ID,STAT_ID,TBL_NM,path,vector_similarity,keyword_match,item_match,score
MAP000009,A0006-C005-m1,2,395,DT_395N_S2022300,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.873033,0.2,0.0,0.694774
MAP000009,A0006-C005-m1,3,395,DT_395N_S2024265,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.872384,0.2,0.0,0.694288
MAP000009,A0006-C005-m1,4,395,DT_395N_I2021300,2003024,수출액 수준: 2021년,한국기업혁신조사 > 2022년도 조사(제조업 부문) > 매출액 및 수출액 수준,0.870985,0.2,0.0,0.693239
MAP000009,A0006-C005-m1,5,395,DT_395N_S2023298,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2024년도 조사(제조업 부문) > 매출액 및 수출액 수준,0.869401,0.2,0.0,0.692051
MAP000010,A0006-C006-m1,1,395,DT_395N_S2023300,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2024년도 조사(제조업 부문) > 매출액 및 수출액 수준,0.888649,0.166667,0.0,0.69982
MAP000010,A0006-C006-m1,2,395,DT_395N_S2023298,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2024년도 조사(제조업 부문) > 매출액 및 수출액 수준,0.888148,0.166667,0.0,0.699444
MAP000010,A0006-C006-m1,3,395,DT_395N_S2024269,2003024,수출액 수준: 2024년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.886498,0.166667,0.0,0.698207
MAP000010,A0006-C006-m1,4,395,DT_395N_S2023296,2003024,수출액 수준: 2021년,한국기업혁신조사 > 2024년도 조사(제조업 부문) > 매출액 및 수출액 수준,0.884954,0.166667,0.0,0.697049
MAP000010,A0006-C006-m1,5,395,DT_395N_S2023222,2003024,환경편익혁신 도입 유무: 에너지 사용 절감 또는 탄소 발자국 감소(귀사),한국기업혁신조사 > 2024년도 조사(제조업 부문) > 환경편익 혁신 > 환경편익혁신 도입 유무,0.884905,0.166667,0.0,0.697012
MAP000011,A0006-C007-m1,1,127,DT_127005_006,1996008,무역수지,ICT실태조사,0.883712,0.25,0.0,0.712784
MAP000011,A0006-C007-m1,2,127,DT_127005_005,1996008,수출 및 수입액,ICT실태조사,0.882225,0.25,0.0,0.711669
MAP000011,A0006-C007-m1,3,142,DT_D23058,2007272,수출 관련 애로사항 여부,장애인기업실태조사 > 2023년 > 경영활동 현황,0.879345,0.25,0.0,0.709509
MAP000011,A0006-C007-m1,4,142,DT_D22058,2007272,수출 관련 애로사항 여부,장애인기업실태조사 > 2022년 > 경영 활동 사항,0.87893,0.25,0.0,0.709197
MAP000011,A0006-C007-m1,5,127,TX_374_2009_H1035,1998012,방송기기 무역수지,ICT주요품목동향조사 > 2008년 이전 > 정보통신산업,0.878438,0.25,0.0,0.708828
MAP000012,A0006-C009-m1,1,115,DT_115042_25_047,2025009,자동차 부품 신규 수출 및 확대 계획이 없는 이유_1+2순위,자동차부품산업실태조사,0.862445,0.25,0.0,0.696834
MAP000012,A0006-C009-m1,2,115,DT_115042_25_037,2025009,자동차 부품산업 분야 주요 수출 품목_1+2+3순위,자동차부품산업실태조사,0.862327,0.25,0.0,0.696745
MAP000012,A0006-C009-m1,3,395,DT_395N_S2022300,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.870021,0.125,0.0,0.677516
MAP000012,A0006-C009-m1,4,395,DT_395N_S2024265,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.867276,0.125,0.0,0.675457
MAP000012,A0006-C009-m1,5,395,DT_395N_S2024267,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.865363,0.125,0.0,0.674022
MAP000013,A0006-C009-m2,1,115,DT_115042_25_047,2025009,자동차 부품 신규 수출 및 확대 계획이 없는 이유_1+2순위,자동차부품산업실태조사,0.865674,0.222222,0.0,0.6937
MAP000013,A0006-C009-m2,2,115,DT_115042_25_037,2025009,자동차 부품산업 분야 주요 수출 품목_1+2+3순위,자동차부품산업실태조사,0.864055,0.222222,0.0,0.692486
MAP000013,A0006-C009-m2,3,395,DT_395N_S2022300,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.871627,0.111111,0.0,0.675943
MAP000013,A0006-C009-m2,4,395,DT_395N_S2024265,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.868017,0.111111,0.0,0.673235
MAP000013,A0006-C009-m2,5,395,DT_395N_S2024267,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.866673,0.111111,0.0,0.672227
MAP000014,A0006-C009-m3,1,115,DT_115042_25_047,2025009,자동차 부품 신규 수출 및 확대 계획이 없는 이유_1+2순위,자동차부품산업실태조사,0.862445,0.25,0.0,0.696834
MAP000014,A0006-C009-m3,2,115,DT_115042_25_037,2025009,자동차 부품산업 분야 주요 수출 품목_1+2+3순위,자동차부품산업실태조사,0.862327,0.25,0.0,0.696745
MAP000014,A0006-C009-m3,3,395,DT_395N_S2022300,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.870021,0.125,0.0,0.677516
MAP000014,A0006-C009-m3,4,395,DT_395N_S2024265,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.867276,0.125,0.0,0.675457
MAP000014,A0006-C009-m3,5,395,DT_395N_S2024267,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.865363,0.125,0.0,0.674022
MAP000015,A0006-C011-m1,1,115,DT_115042_25_039,2025009,자동차 부품산업 분야 주요 수출 국가_1+2+3순위,자동차부품산업실태조사,0.895425,0.285714,1.0,0.778711
MAP000015,A0006-C011-m1,2,115,DT_115042_25_037,2025009,자동차 부품산업 분야 주요 수출 품목_1+2+3순위,자동차부품산업실태조사,0.895292,0.285714,1.0,0.778612
MAP000015,A0006-C011-m1,3,115,DT_115042_25_047,2025009,자동차 부품 신규 수출 및 확대 계획이 없는 이유_1+2순위,자동차부품산업실태조사,0.893654,0.285714,1.0,0.777383
MAP000015,A0006-C011-m1,4,115,DT_115042_25_046,2025009,자동차 부품 신규 수출 및 확대 계획이 없는 이유_1순위,자동차부품산업실태조사,0.891293,0.285714,1.0,0.775612
MAP000015,A0006-C011-m1,5,115,DT_115042_25_038,2025009,자동차 부품산업 분야 주요 수출 국가_1순위,자동차부품산업실태조사,0.890339,0.285714,1.0,0.774897
MAP000016,A0006-C011-m2,1,115,DT_115042_25_047,2025009,자동차 부품 신규 수출 및 확대 계획이 없는 이유_1+2순위,자동차부품산업실태조사,0.894261,0.25,1.0,0.770696
MAP000016,A0006-C011-m2,2,115,DT_115042_25_039,2025009,자동차 부품산업 분야 주요 수출 국가_1+2+3순위,자동차부품산업실태조사,0.893485,0.25,1.0,0.770114
MAP000016,A0006-C011-m2,3,115,DT_115042_25_037,2025009,자동차 부품산업 분야 주요 수출 품목_1+2+3순위,자동차부품산업실태조사,0.893243,0.25,1.0,0.769933
MAP000016,A0006-C011-m2,4,115,DT_115042_25_046,2025009,자동차 부품 신규 수출 및 확대 계획이 없는 이유_1순위,자동차부품산업실태조사,0.892392,0.25,1.0,0.769294
MAP000016,A0006-C011-m2,5,115,DT_115042_25_038,2025009,자동차 부품산업 분야 주요 수출 국가_1순위,자동차부품산업실태조사,0.889501,0.25,1.0,0.767126
MAP000017,A0006-C012-m1,1,127,TX_10506_A041,2006173,계약연도별·국가별 수출 계약금액,원자력산업실태조사 > 해외수출,0.859095,0.111111,0.0,0.666544
MAP000017,A0006-C012-m1,2,127,TX_10506_A100,2006173,선원별 수출국가별 RI 내장기기류 수입량,원자력산업실태조사 > RI생산·수입·수출,0.856711,0.111111,0.0,0.664755
MAP000017,A0006-C012-m1,3,127,TX_10506_A040,2006173,계약연도별·국가별 수출 계약건수,원자력산업실태조사 > 해외수출,0.85668,0.111111,0.0,0.664732
MAP000017,A0006-C012-m1,4,142,DT_V25_A053,1999037,원자재/부품 수입 여부,"벤처기업정밀실태조사 > 2024년 > 마케팅, 해외 수출 현황",0.854679,0.111111,0.0,0.663232
MAP000017,A0006-C012-m1,5,127,DT_105004_013,2006020,RI 수출금액,방사선및방사성동위원소이용실태조사 > 2016년 이후,0.86577,0.0,0.0,0.649327
MAP000018,A0006-C012-m2,1,127,TX_10506_A100,2006173,선원별 수출국가별 RI 내장기기류 수입량,원자력산업실태조사 > RI생산·수입·수출,0.862258,0.125,0.0,0.671694
MAP000018,A0006-C012-m2,2,127,TX_10506_A041,2006173,계약연도별·국가별 수출 계약금액,원자력산업실태조사 > 해외수출,0.862247,0.125,0.0,0.671686
MAP000018,A0006-C012-m2,3,127,TX_10506_A040,2006173,계약연도별·국가별 수출 계약건수,원자력산업실태조사 > 해외수출,0.86038,0.125,0.0,0.670285
MAP000018,A0006-C012-m2,4,127,DT_105004_013,2006020,RI 수출금액,방사선및방사성동위원소이용실태조사 > 2016년 이후,0.865935,0.0,0.0,0.649451
MAP000018,A0006-C012-m2,5,127,DT_105004_012,2006020,RI 수출량,방사선및방사성동위원소이용실태조사 > 2016년 이후,0.863671,0.0,0.0,0.647753
MAP000019,A0006-C013-m1,1,360,DT_1R11006_FRM101,1976045,"국가별 수출액, 수입액",SITC에의한무역통계,0.886078,0.2,0.0,0.704559
MAP000019,A0006-C013-m1,2,318,TX_31801_A013,1994027,석유제품별 수출,석유수급통계 > 수출입통계,0.886053,0.2,0.0,0.70454
MAP000019,A0006-C013-m1,3,318,TX_31801_A015,1994027,국가별 제품별 수출,석유수급통계 > 수출입통계,0.884361,0.2,0.0,0.703271
MAP000019,A0006-C013-m1,4,127,DT_127010_008,2018022,전년 대비 수출액 증감 현황 및 이유,클라우드산업실태조사,0.883717,0.2,0.0,0.702787
MAP000019,A0006-C013-m1,5,360,DT_1R11001_FRM101_2019,1976045,"품목별 수출액, 수입액",SITC에의한무역통계,0.882963,0.2,0.0,0.702222
MAP000020,A0006-C013-m2,1,318,TX_31801_A013,1994027,석유제품별 수출,석유수급통계 > 수출입통계,0.885232,0.166667,0.0,0.697257
MAP000020,A0006-C013-m2,2,360,DT_1R11006_FRM101,1976045,"국가별 수출액, 수입액",SITC에의한무역통계,0.883549,0.166667,0.0,0.695995
MAP000020,A0006-C013-m2,3,318,TX_31801_A015,1994027,국가별 제품별 수출,석유수급통계 > 수출입통계,0.883344,0.166667,0.0,0.695841
MAP000020,A0006-C013-m2,4,127,DT_127010_008,2018022,전년 대비 수출액 증감 현황 및 이유,클라우드산업실태조사,0.882365,0.166667,0.0,0.695107
MAP000020,A0006-C013-m2,5,360,DT_1R11001_FRM101,1976045,"품목별 수출액, 수입액",SITC에의한무역통계,0.880295,0.166667,0.0,0.693555
MAP000021,A0006-C014-m1,1,145,DT_145011_A008,2017087,화장품 수출액 상위 10개국 현황,화장품산업현황 > 화장품 수출입 현황,0.868063,0.285714,0.0,0.70819
MAP000021,A0006-C014-m1,2,358,DT_358004_024,2021024,수출액 및 해외 매출액 증가 주요 요인_1순위,바이오헬스산업실태조사,0.889867,0.142857,0.0,0.695972
MAP000021,A0006-C014-m1,3,358,DT_358004_025,2021024,수출액 및 해외 매출액 증가 주요 요인_1+2 순위,바이오헬스산업실태조사,0.889573,0.142857,0.0,0.695751
MAP000021,A0006-C014-m1,4,358,DT_358004_026,2021024,수출액 및 해외 매출액 감소 주요 요인_1순위,바이오헬스산업실태조사,0.881629,0.142857,0.0,0.689793
MAP000021,A0006-C014-m1,5,358,DT_358004_027,2021024,수출액 및 해외 매출액 감소 주요 요인_1+2 순위,바이오헬스산업실태조사,0.881525,0.142857,0.0,0.689715
MAP000022,A0006-C014-m2,1,145,DT_145011_A008,2017087,화장품 수출액 상위 10개국 현황,화장품산업현황 > 화장품 수출입 현황,0.86821,0.4,0.0,0.731157
MAP000022,A0006-C014-m2,2,358,DT_358004_024,2021024,수출액 및 해외 매출액 증가 주요 요인_1순위,바이오헬스산업실태조사,0.890436,0.2,0.0,0.707827
MAP000022,A0006-C014-m2,3,358,DT_358004_025,2021024,수출액 및 해외 매출액 증가 주요 요인_1+2 순위,바이오헬스산업실태조사,0.890065,0.2,0.0,0.707549
MAP000022,A0006-C014-m2,4,358,DT_358004_026,2021024,수출액 및 해외 매출액 감소 주요 요인_1순위,바이오헬스산업실태조사,0.882963,0.2,0.0,0.702223
MAP000022,A0006-C014-m2,5,358,DT_358004_027,2021024,수출액 및 해외 매출액 감소 주요 요인_1+2 순위,바이오헬스산업실태조사,0.882789,0.2,0.0,0.702091
MAP000023,A0006-C014-m3,1,145,DT_145011_A008,2017087,화장품 수출액 상위 10개국 현황,화장품산업현황 > 화장품 수출입 현황,0.869931,0.285714,0.0,0.709591
MAP000023,A0006-C014-m3,2,145,DT_145011_A006,2017087,화장품 수입 및 수출액 현황,화장품산업현황 > 화장품 수출입 현황,0.866573,0.285714,0.0,0.707073
MAP000023,A0006-C014-m3,3,358,DT_358004_024,2021024,수출액 및 해외 매출액 증가 주요 요인_1순위,바이오헬스산업실태조사,0.885525,0.142857,0.0,0.692715
MAP000023,A0006-C014-m3,4,358,DT_358004_025,2021024,수출액 및 해외 매출액 증가 주요 요인_1+2 순위,바이오헬스산업실태조사,0.884989,0.142857,0.0,0.692313
MAP000023,A0006-C014-m3,5,358,DT_358004_026,2021024,수출액 및 해외 매출액 감소 주요 요인_1순위,바이오헬스산업실태조사,0.877859,0.142857,0.0,0.686966
MAP000024,A0006-C014-m4,1,145,DT_145011_A008,2017087,화장품 수출액 상위 10개국 현황,화장품산업현황 > 화장품 수출입 현황,0.870067,0.4,0.0,0.73255
MAP000024,A0006-C014-m4,2,145,DT_145011_A006,2017087,화장품 수입 및 수출액 현황,화장품산업현황 > 화장품 수출입 현황,0.866891,0.4,0.0,0.730168
MAP000024,A0006-C014-m4,3,358,DT_358004_024,2021024,수출액 및 해외 매출액 증가 주요 요인_1순위,바이오헬스산업실태조사,0.886462,0.2,0.0,0.704847
MAP000024,A0006-C014-m4,4,358,DT_358004_025,2021024,수출액 및 해외 매출액 증가 주요 요인_1+2 순위,바이오헬스산업실태조사,0.885797,0.2,0.0,0.704348
MAP000024,A0006-C014-m4,5,358,DT_358004_026,2021024,수출액 및 해외 매출액 감소 주요 요인_1순위,바이오헬스산업실태조사,0.879528,0.2,0.0,0.699646
MAP000025,A0006-C014-m5,1,145,DT_145011_A008,2017087,화장품 수출액 상위 10개국 현황,화장품산업현황 > 화장품 수출입 현황,0.876395,0.4,1.0,0.787297
MAP000025,A0006-C014-m5,2,145,DT_145011_A006,2017087,화장품 수입 및 수출액 현황,화장품산업현황 > 화장품 수출입 현황,0.872732,0.4,1.0,0.784549
MAP000025,A0006-C014-m5,3,358,DT_358004_008,2021024,화장품 부문 유통채널별 매출액,바이오헬스산업실태조사,0.879176,0.2,1.0,0.749382
MAP000025,A0006-C014-m5,4,358,DT_358004_007,2021024,화장품 부문 유형별 매출액,바이오헬스산업실태조사,0.87868,0.2,1.0,0.74901
MAP000025,A0006-C014-m5,5,358,DT_358004_020,2021024,화장품 부문 기술분류별 연구개발비,바이오헬스산업실태조사,0.86967,0.2,1.0,0.742253
MAP000026,A0006-C014-m6,1,145,DT_145011_A008,2017087,화장품 수출액 상위 10개국 현황,화장품산업현황 > 화장품 수출입 현황,0.877462,0.285714,1.0,0.76524
MAP000026,A0006-C014-m6,2,145,DT_145011_A006,2017087,화장품 수입 및 수출액 현황,화장품산업현황 > 화장품 수출입 현황,0.873971,0.285714,1.0,0.762621
MAP000026,A0006-C014-m6,3,358,DT_358004_008,2021024,화장품 부문 유통채널별 매출액,바이오헬스산업실태조사,0.879172,0.142857,1.0,0.73795
MAP000026,A0006-C014-m6,4,358,DT_358004_007,2021024,화장품 부문 유형별 매출액,바이오헬스산업실태조사,0.878572,0.142857,1.0,0.7375
MAP000026,A0006-C014-m6,5,358,DT_358004_020,2021024,화장품 부문 기술분류별 연구개발비,바이오헬스산업실태조사,0.87073,0.142857,1.0,0.731619
MAP000027,A0006-C018-m1,1,127,DT_127010_008,2018022,전년 대비 수출액 증감 현황 및 이유,클라우드산업실태조사,0.885863,0.2,0.0,0.704397
MAP000027,A0006-C018-m1,2,183,DT_12701N_034,2015003,국가별 수출액-기업체,우주산업및항공제조산업실태조사 > 2023년 이전,0.883485,0.2,0.0,0.702614
MAP000027,A0006-C018-m1,3,360,DT_1R11006_FRM101,1976045,"국가별 수출액, 수입액",SITC에의한무역통계,0.883051,0.2,0.0,0.702288
MAP000027,A0006-C018-m1,4,115,DT_110534N_839,2016003,매출액 대비 수출액 비중,뿌리산업실태조사 > 2020년 이전 > 해외진출 현황,0.880633,0.2,0.0,0.700475
MAP000027,A0006-C018-m1,5,127,DT_127005_005,1996008,수출 및 수입액,ICT실태조사,0.879871,0.2,0.0,0.699903
MAP000028,A0006-C018-m2,1,127,DT_127010_008,2018022,전년 대비 수출액 증감 현황 및 이유,클라우드산업실태조사,0.885863,0.2,0.0,0.704397
MAP000028,A0006-C018-m2,2,183,DT_12701N_034,2015003,국가별 수출액-기업체,우주산업및항공제조산업실태조사 > 2023년 이전,0.883485,0.2,0.0,0.702614
MAP000028,A0006-C018-m2,3,360,DT_1R11006_FRM101,1976045,"국가별 수출액, 수입액",SITC에의한무역통계,0.883051,0.2,0.0,0.702288
MAP000028,A0006-C018-m2,4,115,DT_110534N_839,2016003,매출액 대비 수출액 비중,뿌리산업실태조사 > 2020년 이전 > 해외진출 현황,0.880633,0.2,0.0,0.700475
MAP000028,A0006-C018-m2,5,127,DT_127005_005,1996008,수출 및 수입액,ICT실태조사,0.879871,0.2,0.0,0.699903
MAP000029,A0006-C018-m3,1,127,DT_127010_008,2018022,전년 대비 수출액 증감 현황 및 이유,클라우드산업실태조사,0.885863,0.2,0.0,0.704397
MAP000029,A0006-C018-m3,2,183,DT_12701N_034,2015003,국가별 수출액-기업체,우주산업및항공제조산업실태조사 > 2023년 이전,0.883485,0.2,0.0,0.702614
MAP000029,A0006-C018-m3,3,360,DT_1R11006_FRM101,1976045,"국가별 수출액, 수입액",SITC에의한무역통계,0.883051,0.2,0.0,0.702288
MAP000029,A0006-C018-m3,4,115,DT_110534N_839,2016003,매출액 대비 수출액 비중,뿌리산업실태조사 > 2020년 이전 > 해외진출 현황,0.880633,0.2,0.0,0.700475
MAP000029,A0006-C018-m3,5,127,DT_127005_005,1996008,수출 및 수입액,ICT실태조사,0.879871,0.2,0.0,0.699903
MAP000030,A0006-C018-m4,1,127,DT_127010_008,2018022,전년 대비 수출액 증감 현황 및 이유,클라우드산업실태조사,0.885863,0.2,0.0,0.704397
MAP000030,A0006-C018-m4,2,183,DT_12701N_034,2015003,국가별 수출액-기업체,우주산업및항공제조산업실태조사 > 2023년 이전,0.883485,0.2,0.0,0.702614
MAP000030,A0006-C018-m4,3,360,DT_1R11006_FRM101,1976045,"국가별 수출액, 수입액",SITC에의한무역통계,0.883051,0.2,0.0,0.702288
MAP000030,A0006-C018-m4,4,115,DT_110534N_839,2016003,매출액 대비 수출액 비중,뿌리산업실태조사 > 2020년 이전 > 해외진출 현황,0.880633,0.2,0.0,0.700475
MAP000030,A0006-C018-m4,5,127,DT_127005_005,1996008,수출 및 수입액,ICT실태조사,0.879871,0.2,0.0,0.699903
MAP000031,A0006-C018-m5,1,127,DT_127010_008,2018022,전년 대비 수출액 증감 현황 및 이유,클라우드산업실태조사,0.885863,0.2,0.0,0.704397
MAP000031,A0006-C018-m5,2,183,DT_12701N_034,2015003,국가별 수출액-기업체,우주산업및항공제조산업실태조사 > 2023년 이전,0.883485,0.2,0.0,0.702614
MAP000031,A0006-C018-m5,3,360,DT_1R11006_FRM101,1976045,"국가별 수출액, 수입액",SITC에의한무역통계,0.883051,0.2,0.0,0.702288
