claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,prev_prev_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,mapping_exclusion_code,mapping_exclusion_reason,measurement_correct,mapping_row_id,retrieval_query,retrieval_status,retrieval_candidate_pool,candidate_score_margin,candidate_review_priority,candidate_1_org_id,candidate_1_tbl_id,candidate_1_stat_id,candidate_1_tbl_nm,candidate_1_path,candidate_1_vector_similarity,candidate_1_keyword_match,candidate_1_item_match,candidate_1_score,candidate_2_org_id,candidate_2_tbl_id,candidate_2_stat_id,candidate_2_tbl_nm,candidate_2_path,candidate_2_vector_similarity,candidate_2_keyword_match,candidate_2_item_match,candidate_2_score,candidate_3_org_id,candidate_3_tbl_id,candidate_3_stat_id,candidate_3_tbl_nm,candidate_3_path,candidate_3_vector_similarity,candidate_3_keyword_match,candidate_3_item_match,candidate_3_score,candidate_4_org_id,candidate_4_tbl_id,candidate_4_stat_id,candidate_4_tbl_nm,candidate_4_path,candidate_4_vector_similarity,candidate_4_keyword_match,candidate_4_item_match,candidate_4_score,candidate_5_org_id,candidate_5_tbl_id,candidate_5_stat_id,candidate_5_tbl_nm,candidate_5_path,candidate_5_vector_similarity,candidate_5_keyword_match,candidate_5_item_match,candidate_5_score
A0012-C007,A0012-C007-m3,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,국내공식통계,Y,고용,조선업 산업기술인력 감소 폭,"조선업, 산업기술인력, 고용",-,-,-,조선업,-,-,-,2022,-,Y,확정,1만명,KOSIS_VALUE,hcx,조선업 산업기술인력 감소 폭,조선업,2022,Y,hcx,현재값,10000,-,-,N,명,수준값,감소,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,명,명,person_count,count,item,,Y,,,N,MAP000051,"query: 측정지표: 조선업 산업기술인력 감소 폭
대표지표: 조선업 산업기술인력
통계 검색어: 조선업, 산업기술인력, 고용
세부항목: 조선업
분야: 고용
기사 주장: 본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.",success,20,0.000689,high,115,DT_115_2010_BB076,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.885832,0.0,0.0,0.664374,115,DT_115_2010_BB091,2004042,"규모별[300인-499인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.884913,0.0,0.0,0.663685,115,DT_115_2010_BB077,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(학력별, 전공별)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.883853,0.0,0.0,0.66289,115,DT_115_2010_BB088,2004042,"규모별[100인-299인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.882993,0.0,0.0,0.662245,115,DT_115_2010_BB073,2004042,"산업별(중분류)･규모별[100인-299인] 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.882718,0.0,0.0,0.662038
A0012-C007,A0012-C007-m4,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",31일 산업통상자원부의 ‘산업기술인력 수급 실태조사’에 따르면 지난 2023년 말 조선 산업기술인력은 5만8528명으로 전년인 2022년 대비 0.8% 증가했다.,국내공식통계,Y,고용,조선업 산업기술인력 증가 폭,"조선업, 산업기술인력, 고용",-,-,-,조선업,-,-,-,2023,-,Y,확정,500명,KOSIS_VALUE,hcx,조선업 산업기술인력 증가 폭,조선업,2023,Y,hcx,현재값,500,-,-,N,명,수준값,증가,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,명,명,person_count,count,item,,Y,,,N,MAP000052,"query: 측정지표: 조선업 산업기술인력 증가 폭
대표지표: 조선업 산업기술인력
통계 검색어: 조선업, 산업기술인력, 고용
세부항목: 조선업
분야: 고용
기사 주장: 본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.",success,20,0.00015,high,115,DT_115_2010_BB076,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.886033,0.0,0.0,0.664525,115,DT_115_2010_BB091,2004042,"규모별[300인-499인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.885833,0.0,0.0,0.664375,115,DT_115_2010_BB077,2004042,"산업별(중분류)･규모별[300인-499인] 부족인력 및 부족률(학력별, 전공별)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.884078,0.0,0.0,0.663058,115,DT_115_2010_BB088,2004042,"규모별[100인-299인]･지역별 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.884064,0.0,0.0,0.663048,115,DT_115_2010_BB073,2004042,"산업별(중분류)･규모별[100인-299인] 부족인력 및 부족률(고용형태별, 학력별 등)",산업기술인력수급실태조사 > 부족인력/부족률 > 2011년 이전,0.883108,0.0,0.0,0.662331
A0012-C010,A0012-C010-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,국내공식통계,N,고용,외국인 근로 인력 비율,"조선업, 산업기술인력, 외국인",-,-,-,조선업,-,-,-,2022,-,Y,확정,1.50%,KOSIS_VALUE,hcx,외국인 근로 인력 비율,조선업,2022,Y,hcx,증감률,1.5,-,-,N,%,증감률,증가,전년,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,외국인 근로 인력 비율,조선업,2025,Y,%,%,rate,rate_change,item,2021,Y,,,N,MAP000053,"query: 측정지표: 외국인 근로 인력 비율
통계 검색어: 조선업, 산업기술인력, 외국인
세부항목: 조선업
분야: 고용
기사 주장: 이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.",success,20,0.004001,high,142,DT_G26046,1967005,외국인근로자 고용 사유,중소기업실태조사 > 2024년 이후 > 외국인 인력,0.903148,0.428571,0.0,0.763076,183,DT_127001_2025B017,2015003,외국인 인력 고용 현황 (기업체),우주산업및항공제조산업실태조사 > 2024년 이후 > 기업체,0.897814,0.428571,0.0,0.759075,115,DT_110534N_917,2016003,외국인 종사자 근무기간,뿌리산업실태조사 > 2020년 이전 > 인력 현황,0.903212,0.285714,0.0,0.734552,142,DT_G26047,1967005,외국인근로자 고용시 고려한 사항,중소기업실태조사 > 2024년 이후 > 외국인 인력,0.903107,0.285714,0.0,0.734473,142,DT_G26048,1967005,외국인근로자 고용시 주요 애로사항,중소기업실태조사 > 2024년 이후 > 외국인 인력,0.900452,0.285714,0.0,0.732482
A0012-C010,A0012-C010-m2,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,국내공식통계,N,고용,외국인 근로 인력 비율,"조선업, 산업기술인력, 외국인",-,-,-,조선업,-,-,-,2023,-,Y,확정,4.40%,KOSIS_VALUE,hcx,외국인 근로 인력 비율,조선업,2023,Y,hcx,증감률,4.4,-,-,N,%,증감률,증가,전년,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,외국인 근로 인력 비율,조선업,2025,Y,%,%,rate,rate_change,item,2022,Y,,,N,MAP000054,"query: 측정지표: 외국인 근로 인력 비율
통계 검색어: 조선업, 산업기술인력, 외국인
세부항목: 조선업
분야: 고용
기사 주장: 이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.",success,20,0.004001,high,142,DT_G26046,1967005,외국인근로자 고용 사유,중소기업실태조사 > 2024년 이후 > 외국인 인력,0.903148,0.428571,0.0,0.763076,183,DT_127001_2025B017,2015003,외국인 인력 고용 현황 (기업체),우주산업및항공제조산업실태조사 > 2024년 이후 > 기업체,0.897814,0.428571,0.0,0.759075,115,DT_110534N_917,2016003,외국인 종사자 근무기간,뿌리산업실태조사 > 2020년 이전 > 인력 현황,0.903212,0.285714,0.0,0.734552,142,DT_G26047,1967005,외국인근로자 고용시 고려한 사항,중소기업실태조사 > 2024년 이후 > 외국인 인력,0.903107,0.285714,0.0,0.734473,142,DT_G26048,1967005,외국인근로자 고용시 주요 애로사항,중소기업실태조사 > 2024년 이후 > 외국인 인력,0.900452,0.285714,0.0,0.732482
A0013-C012,A0013-C012-m1,A0013,사라진 ‘연말연시’… 소비 침체 한동안 이어질 수도,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/Z6WEUBU6FBBDLGDAZFP5PNS574,한 대형 마트의 12월 1~30일 매출 신장률은 전년 같은 기간과 비교해 0%였다.,하지만 최근 분위기는 다르다.,특히 2024년에는 소비 위축이 지속돼 12월 특수를 기대하는 사람이 많았다.,국내공식통계,N,소매·소비,매출 신장률,"연말연시, 소비 침체, 대형마트",-,-,-,대형마트,-,-,-,2024년 12월,-,M,확정,0%,KOSIS_VALUE,hcx,매출 신장률,대형마트,2024년 12월,M,hcx,현재값,0,-,-,N,%,비중,유지,전년동월,한 대형 마트의 12월 1~30일 매출 신장률은 전년 같은 기간과 비교해 0%였다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,매출 신장률,대형마트,2024년 12월,M,%,%,rate,level,item,,Y,,,Y,MAP000055,"query: 측정지표: 매출 신장률
통계 검색어: 연말연시, 소비 침체, 대형마트
세부항목: 대형마트
분야: 소매·소비
기사 주장: 한 대형 마트의 12월 1~30일 매출 신장률은 전년 같은 기간과 비교해 0%였다.",success,20,0.001049,high,115,DT_11523_100,2006044,대형마트 매출 동향(품목별),주요유통업체매출동향조사 > 2024.12 이전,0.893707,0.285714,1.0,0.777423,115,DT_115023_100,2006044,대형마트 매출 동향(품목별),주요유통업체매출동향조사 > 2025.01 이후,0.892308,0.285714,1.0,0.776374,142,DT_G26011,1967005,현금 매출대금 평균 수취기일,중소기업실태조사 > 2024년 이후 > 매출,0.883533,0.142857,0.0,0.691222,142,DT_D10902,2001057,매출 실적(2012년1월까지),소상공인시장경기동향조사 > 2013년 이전 > 매출,0.88276,0.142857,0.0,0.690642,114,DT_114051N_036,2016017,매출 현황,말산업실태조사,0.879664,0.142857,0.0,0.688319
A0018-C001,A0018-C001-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,,,국내공식통계,Y,무역,수출액,"반도체, 수출액, 역대 최대",-,-,-,,-,-,-,2024,-,Y,확정,6838억달러,KOSIS_VALUE,hcx,수출액,-,2024,Y,hcx,현재값,6.838E+11,-,-,N,달러,수준값,증가,전년,[검증 대상 문장] 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,,2024,Y,달러,달러,currency,amount,unspecified,,Y,,,Y,MAP000056,"query: 측정지표: 수출액
통계 검색어: 반도체, 수출액, 역대 최대
분야: 무역
기사 주장: 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.",success,20,0.000632,high,395,DT_395N_S2022300,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.889888,0.2,0.0,0.707416,395,DT_395N_S2024267,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.889045,0.2,0.0,0.706784,395,DT_395N_S2024265,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.886552,0.2,0.0,0.704914,395,DT_395N_S2022296,2003024,수출액 수준: 2021년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.885483,0.2,0.0,0.704112,395,DT_395N_S2023300,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2024년도 조사(제조업 부문) > 매출액 및 수출액 수준,0.88401,0.2,0.0,0.703007
A0018-C001,A0018-C001-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,,,국내공식통계,Y,무역,수출액,"반도체, 수출액, 역대 최대",-,-,-,,-,-,-,2024,-,Y,확정,1006조원,KOSIS_VALUE,hcx,수출액,-,2024,Y,hcx,현재값,1.006E+15,-,-,Y,원,수준값,증가,전년,[검증 대상 문장] 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,,2024,Y,원,원,currency,amount,unspecified,,Y,,,Y,MAP000057,"query: 측정지표: 수출액
통계 검색어: 반도체, 수출액, 역대 최대
분야: 무역
기사 주장: 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.",success,20,0.000632,high,395,DT_395N_S2022300,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.889888,0.2,0.0,0.707416,395,DT_395N_S2024267,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.889045,0.2,0.0,0.706784,395,DT_395N_S2024265,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.886552,0.2,0.0,0.704914,395,DT_395N_S2022296,2003024,수출액 수준: 2021년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.885483,0.2,0.0,0.704112,395,DT_395N_S2023300,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2024년도 조사(제조업 부문) > 매출액 및 수출액 수준,0.88401,0.2,0.0,0.703007
A0018-C001,A0018-C001-m3,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,,,국내공식통계,Y,무역,수출액 증감률,"반도체, 수출액, 역대 최대",-,-,-,,-,-,-,2023,-,Y,확정,8.20%,KOSIS_VALUE,hcx,수출액 증감률,-,2023,Y,hcx,증감률,8.2,-,-,N,%,증감률,증가,전년,[검증 대상 문장] 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,,2024,Y,%,%,rate,rate_change,unspecified,2022,Y,,,Y,MAP000058,"query: 측정지표: 수출액 증감률
대표지표: 수출액
통계 검색어: 반도체, 수출액, 역대 최대
분야: 무역
기사 주장: 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.",success,20,0.00016,high,395,DT_395N_S2022300,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.892478,0.166667,0.0,0.702692,395,DT_395N_S2024267,2003024,수출액 수준: 2023년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.892264,0.166667,0.0,0.702532,127,DT_127010_008,2018022,전년 대비 수출액 증감 현황 및 이유,클라우드산업실태조사,0.8905,0.166667,0.0,0.701208,395,DT_395N_S2024265,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.890062,0.166667,0.0,0.70088,395,DT_395N_S2022296,2003024,수출액 수준: 2021년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.888359,0.166667,0.0,0.699603
A0018-C002,A0018-C002-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,,국내공식통계,N,무역,수출액,"반도체, 수출, 역대 최대 실적",-,-,-,,-,-,-,2022,-,Y,확정,2억달러,KOSIS_VALUE,hcx,수출액,-,2022,Y,hcx,현재값,200000000,-,-,N,달러,수준값,증가,전년동기,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,,2024,Y,달러,달러,currency,amount,unspecified,,Y,,,N,MAP000059,"query: 측정지표: 수출액
통계 검색어: 반도체, 수출, 역대 최대 실적
분야: 무역
기사 주장: 기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.",success,20,0.021371,high,115,DT_115036_A014,2022038,판매 - 수출 실적,중견기업경기전망조사 > 중견기업 > 전체,0.864436,0.285714,0.0,0.70547,395,DT_395N_S2024265,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.874037,0.142857,0.0,0.684099,395,DT_395N_S2022300,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 매출액 및 수출액 수준,0.873918,0.142857,0.0,0.68401,395,DT_395N_I2021300,2003024,수출액 수준: 2021년,한국기업혁신조사 > 2022년도 조사(제조업 부문) > 매출액 및 수출액 수준,0.871746,0.142857,0.0,0.682381,395,DT_395N_S2023298,2003024,수출액 수준: 2022년,한국기업혁신조사 > 2024년도 조사(제조업 부문) > 매출액 및 수출액 수준,0.869888,0.142857,0.0,0.680987
A0018-C003,A0018-C003-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,국내공식통계,N,무역,수출액,"반도체, 수출액, 역대 최대치",-,-,-,반도체,-,-,-,2024,-,Y,확정,1419억달러,KOSIS_VALUE,hcx,수출액,반도체,2024,Y,hcx,현재값,1.419E+11,-,-,N,달러,수준값,증가,전년,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출액,반도체,2024,Y,달러,달러,currency,amount,item,,Y,,,Y,MAP000060,"query: 측정지표: 수출액
통계 검색어: 반도체, 수출액, 역대 최대치
세부항목: 반도체
분야: 무역
기사 주장: 주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.",success,20,0.000195,high,183,DT_12701N_034,2015003,국가별 수출액-기업체,우주산업및항공제조산업실태조사 > 2023년 이전,0.874798,0.2,0.0,0.696098,127,DT_127010_008,2018022,전년 대비 수출액 증감 현황 및 이유,클라우드산업실태조사,0.874537,0.2,0.0,0.695903,127,TX_374_2009_H1033,1998012,방송기기 수출액,ICT주요품목동향조사 > 2008년 이전 > 정보통신산업,0.873858,0.2,0.0,0.695394,127,TX_374_2009_H1037,1998012,부품 수출액,ICT주요품목동향조사 > 2008년 이전 > 정보통신산업,0.872766,0.2,0.0,0.694575,127,TX_374_2009_H1025,1998012,무선통신기기 수출액,ICT주요품목동향조사 > 2008년 이전 > 정보통신산업,0.872356,0.2,0.0,0.694267
A0018-C004,A0018-C004-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,국내공식통계,Y,무역,수입액 증감률,"한국, 수출, 수입액, 무역 흑자",-,-,-,,-,-,-,2024,-,Y,확정,1.60%,KOSIS_VALUE,hcx,수입액 증감률,-,2024,Y,hcx,증감률,1.6,-,-,N,%,증감률,감소,전년,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수입액,,2024,Y,%,%,rate,rate_change,unspecified,2023,Y,,,Y,MAP000061,"query: 측정지표: 수입액 증감률
대표지표: 수입액
통계 검색어: 한국, 수출, 수입액, 무역 흑자
분야: 무역
기사 주장: 작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",success,20,0.03205,medium,127,DT_127005_005,1996008,수출 및 수입액,ICT실태조사,0.881114,0.333333,0.0,0.727502,360,DT_1R11006_FRM101,1976045,"국가별 수출액, 수입액",SITC에의한무역통계,0.882825,0.166667,0.0,0.695452,183,DT_12701N_019,2015003,국가별 수입액-기업체,우주산업및항공제조산업실태조사 > 2023년 이전,0.882686,0.166667,0.0,0.695348,183,DT_12701N_018,2015003,국가별 수입액-전체,우주산업및항공제조산업실태조사 > 2023년 이전,0.876234,0.166667,0.0,0.690509,127,DT_127010_008,2018022,전년 대비 수출액 증감 현황 및 이유,클라우드산업실태조사,0.883676,0.0,0.0,0.662757
A0018-C004,A0018-C004-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,국내공식통계,Y,무역,수입액,"한국, 수출, 수입액, 무역 흑자",-,-,-,,-,-,-,2024,-,Y,확정,6320억달러,KOSIS_VALUE,hcx,수입액,-,2024,Y,hcx,현재값,6.32E+11,-,-,N,달러,수준값,감소,전년,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수입액,,2024,Y,달러,달러,currency,amount,unspecified,,Y,,,Y,MAP000062,"query: 측정지표: 수입액
통계 검색어: 한국, 수출, 수입액, 무역 흑자
분야: 무역
기사 주장: 작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",success,20,0.038764,medium,127,DT_127005_005,1996008,수출 및 수입액,ICT실태조사,0.880235,0.4,0.0,0.740176,183,DT_12701N_019,2015003,국가별 수입액-기업체,우주산업및항공제조산업실태조사 > 2023년 이전,0.881882,0.2,0.0,0.701412,360,DT_1R11006_FRM101,1976045,"국가별 수출액, 수입액",SITC에의한무역통계,0.881487,0.2,0.0,0.701115,183,DT_12701N_018,2015003,국가별 수입액-전체,우주산업및항공제조산업실태조사 > 2023년 이전,0.875002,0.2,0.0,0.696252,410,DT_410001N_A004,2014003,환경기술분야 국가별 수입액 현황,환경기술실태조사,0.874903,0.2,0.0,0.696177
