claim_id,claim_measurement_id,indicator,metric_domain,industry_or_item,value,unit,raw_unit,unit_dimension,semantic_type,entity_type,value_type,direction,measurement_role,measurement_usage,period,prd_se,change_base,comparison_period,candidate_rank,candidate_score,candidate_runner_up_score,candidate_status,candidate_status_code,candidate_status_reason,candidate_hits,retrieval_backend,lexical_score,lexical_eligible,semantic_score,reranker_score,fusion_score,org_id,tbl_id,tbl_name,stat_id,category_path,meta_candidates,selected_itm_id,selected_itm_name,selected_itm_unit,selected_itm_score,selected_obj_l1_axis_id,selected_obj_l1_axis_name,selected_obj_l1,selected_obj_l1_name,selected_obj_l1_score,selected_code_status,mapping_type,unit_compatibility_reason,claim_text,candidate_itm_ids,candidate_obj_combinations,attempted_combination_count,api_valid_combination_count,api_error_count,empty_response_count,request_error_count,response_mismatch_count,not_evaluated_count,api_calls_used,api_call_limit,evaluation_complete,status_reason,high_risk_missing,mapping_status,mapping_confidence,mapping_reason,selected_combination,item_meta_valid,obj_meta_valid,response_code_valid,unit_valid,period_valid,metadata_valid,api_valid,ranking_score,confidence,status,reason,default_reason,default_risk,selected_obj_l2,selected_obj_l2_name,selected_obj_l3,selected_obj_l3_name,selected_obj_l4,selected_obj_l4_name,selected_obj_l5,selected_obj_l5_name,selected_obj_l6,selected_obj_l6_name,selected_obj_l7,selected_obj_l7_name,selected_obj_l8,selected_obj_l8_name,candidate_count
A0006-C011,A0006-C011-m2,자동차 수출 증감률,무역,자동차,0.1,%,%,rate,rate_change,vehicle,증감률,감소,증감률,KOSIS_VALUE,2024,Y,전년,2023,2,394,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"자동차,수출액,수출",lexical,394.0,Y,,,,463,DT_FS463001_A055,자동차튜닝 관련 매출액 중 해외수출액 비중,2022033,자동차튜닝산업실태조사,구분:자동차튜닝 기술 및 훈련 교육기업[01005]/item=N/score=18 | 구분:자동차튜닝 부품 및 내장품 등 판매업[01004]/item=N/score=18 | 구분:자동차튜닝 서비스 제공업[01003]/item=N/score=18 | 구분:자동차튜닝용 부품 제조업[01002]/item=N/score=18 | 구분:튜닝자동차 제조업[01001]/item=N/score=18,,,개,0,TUN,구분,,,267,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.","[""T001"", ""T002""]","[{""itm_id"": ""T001"", ""itm_name"": ""사례수"", ""semantic_score"": 269.0, ""metadata_valid"": true, ""response_code_valid"": false, ""api_valid"": false, ""default_reason"": """", ""default_risk"": ""NONE"", ""api_error"": ""KosisAPIResponseError: KOSIS API error: 데이터가 존재하지 않습니다"", ""objL1"": ""01005"", ""objL1_name"": ""자동차튜닝 기술 및 훈련 교육기업""}, {""itm_id"": ""T002"", ""itm_name"": ""없음"", ""semantic_score"": 267.0, ""metadata_valid"": true, ""response_code_valid"": false, ""api_valid"": false, ""default_reason"": """", ""default_risk"": ""NONE"", ""api_error"": ""KosisAPIResponseError: KOSIS API error: 데이터가 존재하지 않습니다"", ""objL1"": ""01005"", ""objL1_name"": ""자동차튜닝 기술 및 훈련 교육기업""}]",2,0,2,0,0,0,0,30,500,True,API_ERROR,"[""industry_or_item""]",API_ERROR,0.0,API_ERROR,,False,False,False,False,False,False,False,,0.0,API_ERROR,API_ERROR,,NONE,,,,,,,,,,,,,,,
A0006-C011,A0006-C011-m2,자동차 수출 증감률,무역,자동차,0.1,%,%,rate,rate_change,vehicle,증감률,감소,증감률,KOSIS_VALUE,2024,Y,전년,2023,3,394,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"자동차,수출액,수출",lexical,394.0,Y,,,,463,DT_FS463001_A056,자동차튜닝 관련 해외수출액,2022033,자동차튜닝산업실태조사,구분:자동차튜닝 기술 및 훈련 교육기업[01005]/item=N/score=18 | 구분:자동차튜닝 부품 및 내장품 등 판매업[01004]/item=N/score=18 | 구분:자동차튜닝 서비스 제공업[01003]/item=N/score=18 | 구분:자동차튜닝용 부품 제조업[01002]/item=N/score=18 | 구분:튜닝자동차 제조업[01001]/item=N/score=18,T001,사례수,개,0,TUN,구분,01005,자동차튜닝 기술 및 훈련 교육기업,267,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.",,,,,,,,,,30,500,skipped_low_priority,LOW_PRIORITY_CANDIDATE,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0006-C011,A0006-C011-m2,자동차 수출 증감률,무역,자동차,0.1,%,%,rate,rate_change,vehicle,증감률,감소,증감률,KOSIS_VALUE,2024,Y,전년,2023,4,374,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,생산,자동차",lexical,374.0,Y,,,,115,DT_115042_25_024,생산 품목별 수출 금액(합계),2025009,자동차부품산업실태조사,생산품목별:자동차 부품산업 총 수출 금액[2]/item=N/score=56 | 생산품목별:기타 자동차 분야[317]/item=N/score=44 | 생산품목별:생산 품목별 수출 금액[3]/item=N/score=38 | 항목:생산 품목별 수출 금액(합계)[T001]/item=Y/score=38 | 생산품목별:내연차용 전기장치[303]/item=N/score=26 | 생산품목별:동력 전달 부품[305]/item=N/score=26 | 생산품목별:변속기 및 관련 부품[304]/item=N/score=26 | 생산품목별:부품 설계/제조/검사 장비[316]/item=N/score=26,,,,,PRO_ME,생산품목별,2,자동차 부품산업 총 수출 금액,307,itm/obj 후보 선택,,,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.",,,,,,,,,,30,500,skipped_low_priority,LOW_PRIORITY_CANDIDATE,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0006-C011,A0006-C011-m2,자동차 수출 증감률,무역,자동차,0.1,%,%,rate,rate_change,vehicle,증감률,감소,증감률,KOSIS_VALUE,2024,Y,전년,2023,5,358,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"자동차,수출",lexical,358.0,Y,,,,115,DT_115042_25_045,자동차 부품 수출계획 관련 애로사항,2025009,자동차부품산업실태조사,항목:수출입 관련 비용(무역보험·금융 및 기타 현지 시설자금 등) 부담[T006]/item=Y/score=24 | 구분:기타 자동차 분야[517]/item=N/score=18 | 항목:수출입 관련 실무(실무인력 부족 통관 및 현지 법률 등 제도의 복잡성) 부담[T004]/item=Y/score=12,T001,사업체 수,개사,30,CATEGORY,구분,517,기타 자동차 분야,267,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.",,,,,,,,,,30,500,skipped_low_priority,LOW_PRIORITY_CANDIDATE,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0006-C013,A0006-C013-m1,석유화학 수출,무역,-,48000000000,달러,달러,currency,amount,unspecified,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,1,484,168,REVIEW,CODESET_REQUIRED,석유화학 집계용 OBJ 코드셋이 필요함,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,362.0,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:기타 화학제품 및 조제품 [13102112831A.59899]/item=N/score=54 | 품목별:나무 및 수지에서 생산된 화학제품[13102112831A.5981]/item=N/score=54 | 품목별:달리 명시되지 않은 무기화학제품[13102112831A.5249]/item=N/score=54 | 품목별:달리 명시되지 않은 유기화학제품[13102112831A.5986]/item=N/score=54 | 품목별:달리 명시되지 않은 화학제품 및 조제품[13102112831A.5989]/item=N/score=54 | 품목별:기타 석유가스 및 달리 명시되지 않은 기타 가스성 탄화수소[13102112831A.344]/item=N/score=38 | 품목별:석유와 역청유 (원유를 제외) 및 석유와 역청유가 70% 이상의 중량을 차지하며 기초 구성물이 되는 그외 별도의 표시가 없는 조제품 (폐오일 제외)[13102112831A.3346]/item=N/score=38 | 품목별:석탄가스수성가스발생로가스 기타       이와 유사한 가스(석유가스 및 기타        [13102112831A.3450]/item=N/score=38,13103112831T1,수출액,천달러,150,13101112831A,품목별,13102112831A.59899,기타 화학제품 및 조제품,212,itm/obj 후보 선택,direct,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.","[""13103112831T1"", ""13103112831T2""]","[{""itm_id"": ""13103112831T1"", ""itm_name"": ""수출액"", ""semantic_score"": 362.0, ""metadata_valid"": true, ""response_code_valid"": true, ""unit_valid"": false, ""period_valid"": true, ""default_reason"": """", ""default_risk"": ""NONE"", ""validation_reason"": ""UNIT_MISMATCH"", ""objL1"": ""13102112831A.59899"", ""objL1_name"": ""기타 화학제품 및 조제품""}, {""itm_id"": ""13103112831T2"", ""itm_name"": ""수입액"", ""semantic_score"": 212.0, ""metadata_valid"": true, ""response_code_valid"": true, ""unit_valid"": false, ""period_valid"": true, ""default_reason"": """", ""default_risk"": ""NONE"", ""validation_reason"": ""UNIT_MISMATCH"", ""objL1"": ""13102112831A.59899"", ""objL1_name"": ""기타 화학제품 및 조제품""}]",2,2,0,0,0,0,0,32,500,True,UNIT_MISMATCH,[],NEEDS_CONFIRMATION,361.85,UNIT_MISMATCH,"{""itm_id"": ""13103112831T1"", ""itm_name"": ""수출액"", ""semantic_score"": 362.0, ""default_fields"": [], ""default_reason"": """", ""default_risk"": ""NONE"", ""objL1"": ""13102112831A.59899"", ""objL1_name"": ""기타 화학제품 및 조제품"", ""item_meta_valid"": true, ""obj_meta_valid"": true, ""invalid_obj_codes"": [], ""metadata_valid"": true, ""response_code_valid"": true, ""matching_rows"": [{""TBL_ID"": ""DT_1R11001_FRM101"", ""ORG_ID"": ""360"", ""ITM_NM_ENG"": ""The amount of export"", ""PRD_SE"": ""A"", ""ITM_NM"": ""수출액"", ""LST_CHN_DE"": ""2025-05-16"", ""ITM_ID"": ""13103112831T1"", ""UNIT_NM"": ""천달러"", ""C1"": ""13102112831A.59899"", ""DT"": ""2371843"", ""UNIT_NM_ENG"": ""Thousand Dollar"", ""C1_OBJ_NM_ENG"": ""By SKTC"", ""C1_NM"": ""기타 화학제품 및 조제품 "", ""PRD_DE"": ""2024"", ""TBL_NM"": ""품목별 수출액 수입액"", ""C1_OBJ_NM"": ""품목별""}], ""response_row_count"": 1, ""unit_valid"": false, ""period_valid"": true, ""available_periods"": [""2024""], ""missing_periods"": [], ""validation_reason"": ""UNIT_MISMATCH"", ""api_valid"": true, ""ranking_score"": 361.85, ""final_confidence"": 361.85}",True,True,True,False,True,True,True,361.85,361.85,NEEDS_CONFIRMATION,UNIT_MISMATCH,,NONE,,,,,,,,,,,,,,,2
A0006-C013,A0006-C013-m1,석유화학 수출,무역,-,48000000000,달러,달러,currency,amount,unspecified,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,2,168,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,수입,무역",lexical,168.0,Y,,,,134,DT_134006_N001,품목별 수입·수출현황,2017044,기업무역활동통계,품목별:석유·석탄 [A27]/item=N/score=30 | 품목별:화학공업품 [A38]/item=N/score=30 | 품목별:가구 [A93]/item=N/score=18 | 품목별:가죽류 [A41]/item=N/score=18 | 품목별:가죽제품 [A42]/item=N/score=18 | 품목별:견직물[A50]/item=N/score=18 | 품목별:고무제품 [A40]/item=N/score=18 | 품목별:곡물 [A10]/item=N/score=18,,,백만달러,30,A001,품목별,,,52,itm/obj 후보 선택,direct,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.","[""T002"", ""T001""]",[],0,0,0,0,0,0,0,32,500,True,INVALID_COMBINATION,[],INVALID_COMBINATION,0.0,INVALID_COMBINATION,,False,False,False,False,False,False,False,,0.0,INVALID_COMBINATION,INVALID_COMBINATION,,NONE,,,,,,,,,,,,,,,
A0006-C013,A0006-C013-m1,석유화학 수출,무역,-,48000000000,달러,달러,currency,amount,unspecified,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,3,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028692,게임기기 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:게임기기[131021274021.001]/item=N/score=18 | 품목별:비디오 게임용구[131021274021.002]/item=N/score=18 | 품목별:전자식 게임용구[131021274021.003]/item=N/score=18 | 통계분류:무역수지[131021274022.003]/item=N/score=12 | 통계분류:수출[131021274022.001]/item=N/score=12 | 통계분류:수입[131021274022.002]/item=N/score=8,,,,,131011274021,품목별,131021274021.001,게임기기,32,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",,,,,,,,,,32,500,skipped_low_priority,LOW_PRIORITY_CANDIDATE,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0006-C013,A0006-C013-m1,석유화학 수출,무역,-,48000000000,달러,달러,currency,amount,unspecified,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,4,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028682,공예품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:공예품[131021273861.001]/item=N/score=18 | 품목별:기타공예품[131021273861.009]/item=N/score=18 | 품목별:도자공예품[131021273861.002]/item=N/score=18 | 품목별:목공예품[131021273861.003]/item=N/score=18 | 품목별:수산공예품[131021273861.004]/item=N/score=18 | 품목별:유리공예품[131021273861.005]/item=N/score=18 | 품목별:장신구(액세서리)[131021273861.006]/item=N/score=18 | 품목별:조화[131021273861.007]/item=N/score=18,,,,,131011273861,품목별,131021273861.001,공예품,32,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",,,,,,,,,,32,500,skipped_low_priority,LOW_PRIORITY_CANDIDATE,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0006-C013,A0006-C013-m1,석유화학 수출,무역,-,48000000000,달러,달러,currency,amount,unspecified,수준값,증가,현재값,KOSIS_VALUE,2024,Y,전년,,5,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028678,레저용품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:낚시용품[131021274031.002]/item=N/score=18 | 품목별:등산화[131021274031.003]/item=N/score=18 | 품목별:레저[131021274031.001]/item=N/score=18 | 품목별:레저/수렵사격용품[131021274031.004]/item=N/score=18 | 품목별:자전거[131021274031.005]/item=N/score=18 | 품목별:캠핑용품[131021274031.006]/item=N/score=18 | 통계분류:무역수지[131021274032.003]/item=N/score=12 | 통계분류:수출[131021274032.001]/item=N/score=12,,,,,131011274031,품목별,131021274031.002,낚시용품,32,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",,,,,,,,,,32,500,skipped_low_priority,LOW_PRIORITY_CANDIDATE,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0006-C013,A0006-C013-m2,석유화학 수출 증가율,무역,-,5,%,%,rate,rate_change,unspecified,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,1,484,168,REVIEW,CODESET_REQUIRED,석유화학 집계용 OBJ 코드셋이 필요함,"품목별,수출액,수출,수입,무역",lexical,484.0,Y,362.0,,,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:기타 화학제품 및 조제품 [13102112831A.59899]/item=N/score=54 | 품목별:나무 및 수지에서 생산된 화학제품[13102112831A.5981]/item=N/score=54 | 품목별:달리 명시되지 않은 무기화학제품[13102112831A.5249]/item=N/score=54 | 품목별:달리 명시되지 않은 유기화학제품[13102112831A.5986]/item=N/score=54 | 품목별:달리 명시되지 않은 화학제품 및 조제품[13102112831A.5989]/item=N/score=54 | 품목별:기타 석유가스 및 달리 명시되지 않은 기타 가스성 탄화수소[13102112831A.344]/item=N/score=38 | 품목별:석유와 역청유 (원유를 제외) 및 석유와 역청유가 70% 이상의 중량을 차지하며 기초 구성물이 되는 그외 별도의 표시가 없는 조제품 (폐오일 제외)[13102112831A.3346]/item=N/score=38 | 품목별:석탄가스수성가스발생로가스 기타       이와 유사한 가스(석유가스 및 기타        [13102112831A.3450]/item=N/score=38,13103112831T1,수출액,천달러,150,13101112831A,품목별,13102112831A.59899,기타 화학제품 및 조제품,212,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.","[""13103112831T1"", ""13103112831T2""]","[{""itm_id"": ""13103112831T1"", ""itm_name"": ""수출액"", ""semantic_score"": 362.0, ""metadata_valid"": true, ""response_code_valid"": true, ""unit_valid"": true, ""period_valid"": true, ""default_reason"": """", ""default_risk"": ""NONE"", ""validation_reason"": """", ""objL1"": ""13102112831A.59899"", ""objL1_name"": ""기타 화학제품 및 조제품""}, {""itm_id"": ""13103112831T2"", ""itm_name"": ""수입액"", ""semantic_score"": 212.0, ""metadata_valid"": true, ""response_code_valid"": true, ""unit_valid"": true, ""period_valid"": true, ""default_reason"": """", ""default_risk"": ""NONE"", ""validation_reason"": """", ""objL1"": ""13102112831A.59899"", ""objL1_name"": ""기타 화학제품 및 조제품""}]",2,2,0,0,0,0,0,34,500,True,validated candidate,[],NEEDS_CONFIRMATION,362.0,upstream table candidate is not decisive rank-1 READY,"{""itm_id"": ""13103112831T1"", ""itm_name"": ""수출액"", ""semantic_score"": 362.0, ""default_fields"": [], ""default_reason"": """", ""default_risk"": ""NONE"", ""objL1"": ""13102112831A.59899"", ""objL1_name"": ""기타 화학제품 및 조제품"", ""item_meta_valid"": true, ""obj_meta_valid"": true, ""invalid_obj_codes"": [], ""metadata_valid"": true, ""response_code_valid"": true, ""matching_rows"": [{""TBL_ID"": ""DT_1R11001_FRM101"", ""ORG_ID"": ""360"", ""ITM_NM_ENG"": ""The amount of export"", ""PRD_SE"": ""A"", ""ITM_NM"": ""수출액"", ""LST_CHN_DE"": """", ""ITM_ID"": ""13103112831T1"", ""UNIT_NM"": ""천달러"", ""C1"": ""13102112831A.59899"", ""DT"": ""2582553"", ""UNIT_NM_ENG"": ""Thousand Dollar"", ""C1_OBJ_NM_ENG"": ""By SKTC"", ""C1_NM"": ""기타 화학제품 및 조제품 "", ""PRD_DE"": ""2023"", ""TBL_NM"": ""품목별 수출액 수입액"", ""C1_OBJ_NM"": ""품목별""}, {""TBL_ID"": ""DT_1R11001_FRM101"", ""ORG_ID"": ""360"", ""ITM_NM_ENG"": ""The amount of export"", ""PRD_SE"": ""A"", ""ITM_NM"": ""수출액"", ""LST_CHN_DE"": ""2025-05-16"", ""ITM_ID"": ""13103112831T1"", ""UNIT_NM"": ""천달러"", ""C1"": ""13102112831A.59899"", ""DT"": ""2371843"", ""UNIT_NM_ENG"": ""Thousand Dollar"", ""C1_OBJ_NM_ENG"": ""By SKTC"", ""C1_NM"": ""기타 화학제품 및 조제품 "", ""PRD_DE"": ""2024"", ""TBL_NM"": ""품목별 수출액 수입액"", ""C1_OBJ_NM"": ""품목별""}], ""response_row_count"": 2, ""unit_valid"": true, ""period_valid"": true, ""available_periods"": [""2023"", ""2024""], ""missing_periods"": [], ""validation_reason"": """", ""api_valid"": true, ""ranking_score"": 362.0, ""final_confidence"": 362.0}",True,True,True,True,True,True,True,362.0,362.0,READY,validated candidate,,NONE,,,,,,,,,,,,,,,2
A0006-C013,A0006-C013-m2,석유화학 수출 증가율,무역,-,5,%,%,rate,rate_change,unspecified,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,2,168,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출,수입,무역",lexical,168.0,Y,,,,134,DT_134006_N001,품목별 수입·수출현황,2017044,기업무역활동통계,품목별:석유·석탄 [A27]/item=N/score=30 | 품목별:화학공업품 [A38]/item=N/score=30 | 품목별:가구 [A93]/item=N/score=18 | 품목별:가죽류 [A41]/item=N/score=18 | 품목별:가죽제품 [A42]/item=N/score=18 | 품목별:견직물[A50]/item=N/score=18 | 품목별:고무제품 [A40]/item=N/score=18 | 품목별:곡물 [A10]/item=N/score=18,,,백만달러,0,A001,품목별,,,52,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.","[""T002"", ""T001""]",[],0,0,0,0,0,0,0,34,500,True,INVALID_COMBINATION,[],INVALID_COMBINATION,0.0,INVALID_COMBINATION,,False,False,False,False,False,False,False,,0.0,INVALID_COMBINATION,INVALID_COMBINATION,,NONE,,,,,,,,,,,,,,,
A0006-C013,A0006-C013-m2,석유화학 수출 증가율,무역,-,5,%,%,rate,rate_change,unspecified,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,3,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028692,게임기기 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:게임기기[131021274021.001]/item=N/score=18 | 품목별:비디오 게임용구[131021274021.002]/item=N/score=18 | 품목별:전자식 게임용구[131021274021.003]/item=N/score=18 | 통계분류:무역수지[131021274022.003]/item=N/score=12 | 통계분류:수출[131021274022.001]/item=N/score=12 | 통계분류:수입[131021274022.002]/item=N/score=8,,,,,131011274021,품목별,131021274021.001,게임기기,32,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",,,,,,,,,,34,500,skipped_low_priority,LOW_PRIORITY_CANDIDATE,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0006-C013,A0006-C013-m2,석유화학 수출 증가율,무역,-,5,%,%,rate,rate_change,unspecified,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,4,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028682,공예품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:공예품[131021273861.001]/item=N/score=18 | 품목별:기타공예품[131021273861.009]/item=N/score=18 | 품목별:도자공예품[131021273861.002]/item=N/score=18 | 품목별:목공예품[131021273861.003]/item=N/score=18 | 품목별:수산공예품[131021273861.004]/item=N/score=18 | 품목별:유리공예품[131021273861.005]/item=N/score=18 | 품목별:장신구(액세서리)[131021273861.006]/item=N/score=18 | 품목별:조화[131021273861.007]/item=N/score=18,,,,,131011273861,품목별,131021273861.001,공예품,32,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",,,,,,,,,,34,500,skipped_low_priority,LOW_PRIORITY_CANDIDATE,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0006-C013,A0006-C013-m2,석유화학 수출 증가율,무역,-,5,%,%,rate,rate_change,unspecified,증감률,증가,증감률,KOSIS_VALUE,2024,Y,전년,2023,5,152,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"품목별,수출",lexical,152.0,Y,,,,434,DT_434_STBL_1028678,레저용품 품목별 수출입 실적,2016058,문화체육관광산업통계 > 수출입 실적 현황,품목별:낚시용품[131021274031.002]/item=N/score=18 | 품목별:등산화[131021274031.003]/item=N/score=18 | 품목별:레저[131021274031.001]/item=N/score=18 | 품목별:레저/수렵사격용품[131021274031.004]/item=N/score=18 | 품목별:자전거[131021274031.005]/item=N/score=18 | 품목별:캠핑용품[131021274031.006]/item=N/score=18 | 통계분류:무역수지[131021274032.003]/item=N/score=12 | 통계분류:수출[131021274032.001]/item=N/score=12,,,,,131011274031,품목별,131021274031.002,낚시용품,32,itm/obj 후보 선택,,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",,,,,,,,,,34,500,skipped_low_priority,LOW_PRIORITY_CANDIDATE,,NOT_EVALUATED,,LOW_PRIORITY_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
