claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions,item_ungrounded,dropped_item,period_span_start,period_span_end,period_aggregation,scope_gate_code,scope_gate_reason,scope_gate_severity,scope_gate_blocked,mapping_type,obj_target_terms,retrieval_fallback_code,retrieval_fallback_reason,indicator_fallback_source,unit_dimension_hypotheses,derived_computation_required,verification_review_required,verification_review_reason,allowed_mapping_types
A0006-SPA4FBC97BC2,A0006-SPA4FBC97BC2-m5,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,국내공식통계,N,무역,화장품 수출액,"수출, 역대 최대, 경신",-,,,화장품,-,-,-,2024,-,Y,확정,102억 달러,KOSIS_VALUE,hcx,화장품 수출액,화장품,2024,Y,hcx,현재값,10200000000,-,-,N,달러,수준값,증가,전년,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,"바이오헬스, 농수산식품, 화장품",2024,Y,2024,,달러,달러,currency,amount,item,,N,N,GLOBAL_COMPARISON,세계 비교 문맥(전 세계) — 대상이 국내 통계인지 확인 필요,ENRICH,GLOBAL_COMPARISON,CONFIRM_KOSIS_SCOPE,N,,,,sum,GLOBAL_COMPARISON,세계 비교 문맥(전 세계) — 대상이 국내 통계인지 확인 필요,REVIEW,N,direct,,,,,currency,N,N,,
A0006-SPA4FBC97BC2,A0006-SPA4FBC97BC2-m6,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,국내공식통계,N,무역,화장품 수출 증감률,"수출, 역대 최대, 경신",-,,,화장품,-,-,-,2024,-,Y,확정,20.6%,KOSIS_VALUE,hcx,화장품 수출 증감률,화장품,2024,Y,hcx,증감률,20.6,-,-,N,%,증감률,증가,전년,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,"바이오헬스, 농수산식품, 화장품",2024,Y,2024,CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,item,2023,N,N,GLOBAL_COMPARISON,세계 비교 문맥(전 세계) — 대상이 국내 통계인지 확인 필요,ENRICH,GLOBAL_COMPARISON,CONFIRM_KOSIS_SCOPE,N,,,,,GLOBAL_COMPARISON,세계 비교 문맥(전 세계) — 대상이 국내 통계인지 확인 필요,REVIEW,N,,,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,,rate,Y,N,,direct|rate_from_level
A0007-SPAEE6E3EFF3,-,A0007,"외신 “2024년, 2018년 이후 가장 항공 희생자 많은 해 됐다”",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/CQYMZH3PHRHZ7CXJFKL5PT4AB4,0 2024년이 무안공항 제주항공 참사와 아제르바이잔 항공기 추락 사건을 계기로 2018년 이후 가장 많은 사망자가 발생한 해가 됐다.,-,영국 항공 데이터분석 기관 시리움(Cirium)에 따르면 지난해 여객기 사고로 숨진 사람은 세계에서 318명에 이른다.,해외통계·정책,N,보건·복지,,"항공, 희생자, 사망자, 사고, 추락",-,,,,-,-,-,,-,,확정,-,-,-,-,-,-,-,-,,-,-,-,-,,,-,,영국 항공 데이터분석 기관 시리움(Cirium)에 따르면 지난해 여객기 사고로 숨진 사람은 세계에서 318명에 이른다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,항공 희생자 수,,2024,Y,,,,,unknown,level,vehicle,,N,N,NO_MEASUREMENT,측정값 없는 placeholder,ENRICH,NO_MEASUREMENT,REEXTRACT_MEASUREMENT,N,,,,,,,,N,direct,,,,,,N,N,,
A0012-SP80940BC114,A0012-SP80940BC114-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,"산업기술인력은 연구개발직, 기술직, 관리자를 비롯한 기능·기술 인력을 뜻한다.",이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,국내공식통계,Y,고용,조선업 산업기술인력,"조선업, 산업기술인력, 외국인 근로자",-,,,조선업,-,-,-,2014,-,Y,확정,6만9766명,KOSIS_VALUE,hcx,조선업 산업기술인력,조선업,2014,Y,hcx,이전값,69766,-,-,N,명,수준값,증가,전년,본래 조선업의 산업기술인력은 2014년 6만9766명에서 2022년 5만8042명까지 꾸준히 하락해 1만명 넘게 줄어든 상태였는데 이 수가 500명 가까이 늘어난 것이다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선업 산업기술인력,조선업,2023,Y,2014,,명,명,person_count,count,item,,N,N,ROLE_NOT_DIRECT_TARGET,measurement_role=이전값,ENRICH,ROLE_NOT_DIRECT_TARGET,CONFIRM_DIRECT_TARGET_ROLE,N,,,,,,,,N,direct,,,,,person_count,N,N,,
A0012-SP13E0E2E6EE,A0012-SP13E0E2E6EE-m1,A0012,조선업 산업기술인력 9년 만에 다시 상승세,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/VR4RUPY3CFEGZGFC5M4JPY5SDE,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,이 숫자가 다시 증가한 것은 최근 외국인 근로 인력이 많아진 덕이다.,이들이 차지하는 비율도 같은 기간 1.5%에서 4.4%로 증가했다.,국내공식통계,Y,고용,조선 산업기술인력 중 외국인 수,"조선업, 산업기술인력, 외국인, 2022년, 2023년",-,,,조선업,-,-,-,2022,-,Y,확정,877명,KOSIS_VALUE,hcx,조선 산업기술인력 중 외국인 수,조선업,2022,Y,hcx,이전값,877,-,-,N,명,수준값,증가,전년,조선 산업기술인력 중 외국인은 2022년 877명에서 2023년 2563명으로 3배 가까이 늘었다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,조선 산업기술인력 중 외국인 수,조선업,2023,Y,2022,,명,명,person_count,count,item,,N,N,ROLE_NOT_DIRECT_TARGET,measurement_role=이전값,ENRICH,ROLE_NOT_DIRECT_TARGET,CONFIRM_DIRECT_TARGET_ROLE,N,,,,,,,,N,direct,,,,,person_count,N,N,,
A0013-SP489F153D8A,-,A0013,사라진 ‘연말연시’… 소비 침체 한동안 이어질 수도,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/Z6WEUBU6FBBDLGDAZFP5PNS574,지방자치단체들은 부진한 지방 경제의 활력소가 되기를 기대한 연말연시 행사를 대부분 취소했다.,"기업들은 소비 진작을 위해 수개월 동안 준비한 대규모 연말연시 할인, 행사 등을 예정대로 하되 사회 분위기를 감안해 홍보와 마케팅을 최소화한 ‘소리 없는 진행’을 하기로 했다.",소비 침체가 새해에도 한동안 이어질 수 있다는 전망도 나온다.,전망·목표,N,소매·소비,,-,-,,,,-,-,-,,-,,모호,-,-,-,-,-,-,-,-,,-,-,-,-,,,-,,[A0013-C006] 지방자치단체들은 부진한 지방 경제의 활력소가 되기를 기대한 연말연시 행사를 대부분 취소했다.,mid,Y,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,소비 침체,,,,,,,,unknown,level,unspecified,,N,N,NO_MEASUREMENT,측정값 없는 placeholder,ENRICH,NO_MEASUREMENT,REEXTRACT_MEASUREMENT,N,,,,,,,,N,direct,,,,,,N,N,,
A0013-SPA774726453,A0013-SPA774726453-m1,A0013,사라진 ‘연말연시’… 소비 침체 한동안 이어질 수도,2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/Z6WEUBU6FBBDLGDAZFP5PNS574,한 대형 마트의 12월 1~30일 매출 신장률은 전년 같은 기간과 비교해 0%였다.,하지만 최근 분위기는 다르다.,"이 회사 관계자는 “인건비, 임차료 상승을 고려하면 역성장한 것”이라고 말했다.",국내공식통계,N,소매·소비,매출 신장률,"연말연시, 소비, 침체, 매출 신장률",-,,,대형 마트,-,-,-,,-,,확정,0%,KOSIS_VALUE,hcx,매출 신장률,대형 마트,-,-,hcx,현재값,0,-,-,N,%,수준값,유지,전년동월,한 대형 마트의 12월 1~30일 매출 신장률은 전년 같은 기간과 비교해 0%였다.,high,Y,measurement_period_ungrounded:1,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,매출 신장률,대형 마트,202501,M,,,%,%,rate,rate_level,item,,N,N,PERIOD_MISSING,measurement period 없음,ENRICH,PERIOD_MISSING,RESOLVE_PERIOD_FROM_CONTEXT,N,,,,,,,,N,direct,,,,,rate,N,N,,
A0018-SPBAED6BB4CA,A0018-SPBAED6BB4CA-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,국내공식통계,Y,무역,총 수출액,"반도체, 수출액, 역대 최대 실적",-,,,,-,-,-,2022,-,Y,확정,6836억달러,KOSIS_VALUE,hcx,총 수출액,,2022,Y,hcx,이전값,683600000000,-,-,N,달러,수준값,-,전년동기,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,반도체,2024,Y,2022,,달러,달러,currency,amount,unspecified,,N,N,ROLE_NOT_DIRECT_TARGET,measurement_role=이전값,ENRICH,ROLE_NOT_DIRECT_TARGET,CONFIRM_DIRECT_TARGET_ROLE,Y,반도체,,,sum,,,,N,direct,,,,,currency,N,N,,
A0018-SP6C1F318589,A0018-SP6C1F318589-m4,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,작년 수출이 역대 최대 실적을 달성한 것은 4개월 연속 둔화세를 보이던 수출이 지난달 선방했기 때문이다.,지난달 수출액은 월간 기준으로 역대 최고치다.,국내공식통계,Y,무역,수출 증가율,"수출, 역대 최대 실적, 반도체, 작년, 12월",-,,,,-,-,-,202411,-,M,확정,1.4%,KOSIS_VALUE,hcx,수출 증가율,-,2024-11,M,hcx,증감률,1.4,-,-,N,%,증감률,증가,전월,[검증 대상 문장] 작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,,2024,M,2024-11,CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,unspecified,202410,N,N,DERIVED_VALUE_REQUIRES_COMPUTATION,증감값은 직접 공표 ITEM 확인 또는 수준값 재계산 필요,ENRICH,DERIVED_VALUE_REQUIRES_COMPUTATION,VERIFY_DIRECT_RATE_ITEM_OR_COMPUTE_FROM_LEVELS,N,,,,,,,,N,direct,,,,,rate,N,N,,
A0020-SP1EF57D6942,A0020-SP1EF57D6942-m1,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,전체 공정의 87%까지 로봇화를 이뤘다.,경북 칠곡에 있는 자동차 부품 가공 업체 화신정공은 2016년에 처음 산업용 로봇을 두 대 도입한 이후 현재 로봇 27대를 운용하는 곳이다.,이 업체는 최저임금 상승으로 인건비가 오르자 로봇화를 서둘렀다고 했다.,국내공식통계,N,생산·산업,로봇화 비율,"로봇화, 공정, 최저임금, 인건비",-,,,,-,-,-,,-,,확정,87%,KOSIS_VALUE,hcx,로봇화 비율,,-,-,hcx,현재값,87,-,-,N,%,비중,-,,전체 공정의 87%까지 로봇화를 이뤘다.,high,Y,measurement_period_ungrounded:1,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,로봇화 비율,자동차 부품 가공,2025,Y,,,%,%,rate,rate_level,unspecified,,N,N,PERIOD_MISSING,measurement period 없음,ENRICH,PERIOD_MISSING,RESOLVE_PERIOD_FROM_CONTEXT,Y,자동차 부품 가공,,,,,,,N,direct,,,,,rate,N,N,,
A0020-SPF5B9BD524F,A0020-SPF5B9BD524F-m1,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,김 대표는 “기존 5명이 작업하던 부품 가공 공정에는 로봇 2대를 비치하고 사람은 두 명만 남겼다. 나머지 3명은 새로운 신규 라인에 배치했다”고 했다.,로봇화 덕에 인력 배치도 달라졌다.,그 과정에서 직원 수는 줄었지만 생산량은 더 늘었다.,국내공식통계,N,고용,부품 가공 공정 인력,"로봇화, 인력 배치, 생산량 증가",-,,,부품 가공,-,-,-,,-,,확정,5명,KOSIS_VALUE,hcx,부품 가공 공정 인력,부품 가공,-,-,hcx,이전값,5,-,-,N,명,수준값,-,전년,"""김 대표는 ""기존 5명이 작업하던 부품 가공 공정에는 로봇 2대를 비치하고 사람은 두 명만 남겼다. 나머지 3명은 새로운 신규 라인에 배치했다""라고 했다.""",high,Y,measurement_period_ungrounded:4,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,직원 수 변화,자동차 부품 가공,2025,Y,,,명,명,person_count,count,item,,N,N,ROLE_NOT_DIRECT_TARGET,measurement_role=이전값,ENRICH,ROLE_NOT_DIRECT_TARGET,CONFIRM_DIRECT_TARGET_ROLE,N,,,,,,,,N,direct,,,,,person_count,N,N,,
A0020-SPF5B9BD524F,A0020-SPF5B9BD524F-m2,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,김 대표는 “기존 5명이 작업하던 부품 가공 공정에는 로봇 2대를 비치하고 사람은 두 명만 남겼다. 나머지 3명은 새로운 신규 라인에 배치했다”고 했다.,로봇화 덕에 인력 배치도 달라졌다.,그 과정에서 직원 수는 줄었지만 생산량은 더 늘었다.,국내공식통계,N,고용,로봇 도입 수,"로봇화, 인력 배치, 생산량 증가",-,,,부품 가공 공정,-,-,-,,-,,확정,2대,KOSIS_VALUE,hcx,로봇 도입 수,부품 가공 공정,-,-,hcx,현재값,2,-,-,N,대,수준값,-,전년,"""김 대표는 ""기존 5명이 작업하던 부품 가공 공정에는 로봇 2대를 비치하고 사람은 두 명만 남겼다. 나머지 3명은 새로운 신규 라인에 배치했다""라고 했다.""",high,Y,measurement_period_ungrounded:4,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,직원 수 변화,자동차 부품 가공,2025,Y,,,대,대,count,count,item,,N,N,PERIOD_MISSING,measurement period 없음,ENRICH,PERIOD_MISSING,RESOLVE_PERIOD_FROM_CONTEXT,N,,,,,,,,N,direct,,,,,count,N,N,,
A0020-SPF5B9BD524F,A0020-SPF5B9BD524F-m3,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,김 대표는 “기존 5명이 작업하던 부품 가공 공정에는 로봇 2대를 비치하고 사람은 두 명만 남겼다. 나머지 3명은 새로운 신규 라인에 배치했다”고 했다.,로봇화 덕에 인력 배치도 달라졌다.,그 과정에서 직원 수는 줄었지만 생산량은 더 늘었다.,국내공식통계,N,고용,부품 가공 공정 인력,"로봇화, 인력 배치, 생산량 증가",-,,,부품 가공,-,-,-,,-,,확정,두 명,KOSIS_VALUE,hcx,부품 가공 공정 인력,부품 가공,-,-,hcx,현재값,2,-,-,N,명,수준값,-,전년,"""김 대표는 ""기존 5명이 작업하던 부품 가공 공정에는 로봇 2대를 비치하고 사람은 두 명만 남겼다. 나머지 3명은 새로운 신규 라인에 배치했다""라고 했다.""",high,Y,measurement_period_ungrounded:4,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,직원 수 변화,자동차 부품 가공,2025,Y,,,명,명,person_count,count,item,,N,N,PERIOD_MISSING,measurement period 없음,ENRICH,PERIOD_MISSING,RESOLVE_PERIOD_FROM_CONTEXT,N,,,,,,,,N,direct,,,,,person_count,N,N,,
A0020-SPF5B9BD524F,A0020-SPF5B9BD524F-m4,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,김 대표는 “기존 5명이 작업하던 부품 가공 공정에는 로봇 2대를 비치하고 사람은 두 명만 남겼다. 나머지 3명은 새로운 신규 라인에 배치했다”고 했다.,로봇화 덕에 인력 배치도 달라졌다.,그 과정에서 직원 수는 줄었지만 생산량은 더 늘었다.,국내공식통계,N,고용,새로운 신규 라인 인력,"로봇화, 인력 배치, 생산량 증가",-,,,신규 라인,-,-,-,,-,,확정,3명,KOSIS_VALUE,hcx,새로운 신규 라인 인력,신규 라인,-,-,hcx,현재값,3,-,-,N,명,수준값,-,전년,"""김 대표는 ""기존 5명이 작업하던 부품 가공 공정에는 로봇 2대를 비치하고 사람은 두 명만 남겼다. 나머지 3명은 새로운 신규 라인에 배치했다""라고 했다.""",high,Y,measurement_period_ungrounded:4,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,직원 수 변화,자동차 부품 가공,2025,Y,,,명,명,person_count,count,item,,N,N,PERIOD_MISSING,measurement period 없음,ENRICH,PERIOD_MISSING,RESOLVE_PERIOD_FROM_CONTEXT,N,,,,,,,,N,direct,,,,,person_count,N,N,,
A0026-SPA80125EA48,-,A0026,"선물환포지션 한도 풀고, 외화대출 규제도 완화",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/QWFKNTB7ZRARZGL4HKVD5NS234,정부는 또 지난해 말 시행 예정이었던 ‘외화 유동성 스트레스 테스트’를 올해 6월로 시행을 유예했다.,과거 원화 가치 급등을 우려해 외환 유입을 엄격히 제한했던 기존 정책 기조를 전환한 것이다.,이는 위기 상황을 가정해 금융기관의 외화자금 부족액을 평가하고 이를 통과하지 못하면 유동성 확충 계획 등을 제출하도록 하는 규제다.,해외통계·정책,N,금융·금리,,-,-,,,,-,-,-,,-,,모호,-,-,-,-,-,-,-,-,,-,-,-,-,,,-,,정부는 또 지난해 말 시행 예정이었던 ‘외화 유동성 스트레스 테스트’를 올해 6월로 시행을 유예했다.,mid,Y,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,,,,,,,,,unknown,level,unspecified,,N,N,NO_MEASUREMENT,측정값 없는 placeholder,ENRICH,NO_MEASUREMENT,REEXTRACT_MEASUREMENT,N,,,,,,,,N,direct,,,,,,N,N,,
A0026-SPA0B6F37833,-,A0026,"선물환포지션 한도 풀고, 외화대출 규제도 완화",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/QWFKNTB7ZRARZGL4HKVD5NS234,외국환은행의 거주자 대상 외화대출에 대한 규제도 완화된다. 대,이는 위기 상황을 가정해 금융기관의 외화자금 부족액을 평가하고 이를 통과하지 못하면 유동성 확충 계획 등을 제출하도록 하는 규제다.,·중소·중견기업의 시설자금에 대한 외화대출을 허용하되 환 리스크 부담이 낮은 수출기업에 제한해 추진할 계획이다.,해외통계·정책,N,금융·금리,,-,-,,,,-,-,-,,-,,모호,-,-,-,-,-,-,-,-,,-,-,-,-,,,-,,외국환은행의 거주자 대상 외화대출에 대한 규제도 완화된다.,low,Y,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,,,,,,,,,unknown,level,unspecified,,N,N,NO_MEASUREMENT,측정값 없는 placeholder,ENRICH,NO_MEASUREMENT,REEXTRACT_MEASUREMENT,N,,,,,,,,N,direct,,,,,,N,N,,
A0032-SP73674714B9,-,A0032,수의직 7급→6급 높여도… “공무원 안 하죠”,2025-01-03,https://www.chosun.com/economy/economy_general/2025/01/03/TAEI2K7JCBBI5FCC7FT5WEJMRE,기존엔 7급으로 선발하던 자리다.,전남도는 지난해 ‘6급’ 수의직을 6명 뽑겠다고 발표했다.,수의직 7급으로 들어와 6급이 되기까지 통상 10년씩 걸린다.,국내공식통계,N,고용,,-,-,,,,-,-,-,,-,,확정,-,-,-,-,-,-,-,-,,-,-,-,-,,,-,,기존엔 7급으로 선발하던 자리다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수의직 채용 등급 변화,,2024,Y,,,,,unknown,level,unspecified,,N,N,NO_MEASUREMENT,측정값 없는 placeholder,ENRICH,NO_MEASUREMENT,REEXTRACT_MEASUREMENT,N,,,,,,,,N,direct,,,,,,N,N,,
A0041-SPF140502152,A0041-SPF140502152-m1,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.",지난해 말 상승한 국제 곡물 가격도 3~4개월 시차를 두고 국내 식품 물가에 반영될 가능성이 높다.,"175개 품목의 평균 물가 상승폭은 3.9%로, 지난해 연간 소비자물가지수 상승폭(2.3%)을 뛰어넘었다.",국내공식통계,N,물가,품목 수,"환율, 식품, 물가, 가격, 상승폭",-,,,,-,-,-,202412,-,M,확정,175개,KOSIS_VALUE,hcx,품목 수,-,202501,M,hcx,현재값,175,-,-,N,개,수준값,증가,전년동기,"3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.",high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,v1.6-early-kosis-context,2026-07-30,평균 물가 상승폭,,202501,M,202501,PREVIOUS_MONTH_FROM_ARTICLE_DATE,개,개,count,count,unspecified,,N,N,CONTEXTUAL_QUANTIFIER,평균·비율 계산의 조사 집단 크기는 관측 지표값이 아님,ENRICH,CONTEXTUAL_QUANTIFIER,REEXTRACT_MEASUREMENT,N,,,,,,,,N,direct,,,,,count,N,N,,
A0041-SPF140502152,A0041-SPF140502152-m2,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,"3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.",지난해 말 상승한 국제 곡물 가격도 3~4개월 시차를 두고 국내 식품 물가에 반영될 가능성이 높다.,"175개 품목의 평균 물가 상승폭은 3.9%로, 지난해 연간 소비자물가지수 상승폭(2.3%)을 뛰어넘었다.",국내공식통계,N,물가,상승 품목 수,"환율, 식품, 물가, 가격, 상승폭",-,,,,-,-,-,202501,-,M,확정,121개,KOSIS_VALUE,hcx,상승 품목 수,-,202501,M,hcx,현재값,121,-,-,N,개,수준값,증가,전년동기,"3일 한국소비자원이 전국 대형마트와 편의점 500여 곳을 조사해 발표하는 ‘생필품 가격 보고서’에 따르면, 지난달 20일 기준 초콜릿·카레·커피 등 주요 가공식품 175개 품목 가운데 121개(69%) 품목의 평균 가격이 1년 전보다 오른 것으로 나타났다.",high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,v1.6-early-kosis-context,2026-07-30,평균 물가 상승폭,,202501,M,202501,,개,개,count,count,unspecified,,N,N,CONTEXTUAL_QUANTIFIER,평균·비율 계산의 조사 집단 크기는 관측 지표값이 아님,ENRICH,CONTEXTUAL_QUANTIFIER,REEXTRACT_MEASUREMENT,N,,,,,,,,N,direct,,,,,count,N,N,,
