claim_id,article_id,title,date,url,claim_text,metric,metric_all,is_claim,population,prev_sentence,next_sentence,numbers,units,year,region,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note,actual_value,actual_period,actual_prev_value,actual_prev_period,actual_change_pct,actual_change_point,api_error,claim_type,claim_number,actual_number,actual_source,verdict,diff,judge_note,refined_claim_type,refined_claim_number,refined_claim_number_reason,refined_actual_number,refined_actual_reason,refined_verdict,refined_diff,refined_judge_note,refined_final_status,audit_future_period,audit_forecast_or_target,audit_mapping_unconfirmed,rerun_actual_period,rerun_actual_value,rerun_verdict,rerun_api_error,audit_reason,audit_status,manual_decision,manual_final_status,manual_mapping_reason,manual_kosis_evidence,manual_checked_at,obj_l2,remap_decision,remap_final_status,remap_reason,remap_kosis_evidence,verification_method,aggregation_rule,remap_checked_at,unavailable_category,unavailable_category_reason
C03143,398,귤 한 알에 1000원… ‘프루트플레이션’ 일상 되나,2025-01-31,https://www.chosun.com/economy/economy_general/2025/01/31/5JT3HABFHBBJPLTZRTPNYU7XCU,"30일 한국농수산식품유통공사(aT)에 따르면, 이달 노지감귤 10개 평균 가격은 5472원으로 1년 전(4548원)보다 20.3% 뛰었다.",비율·증감률,비율·증감률; 금액; 건수·개수; 날짜·시간,True,,이에 귤 한 알에 1000원씩 하는 ‘프루트플레이션(과일을 뜻하는 fruit+인플레이션)’이 일상이 될 수 있다는 우려가 나온다.,"감귤 가격은 지난 2023년 1월(3349원)과 비교해 지난해 1월에 35.8%나 올랐는데, 올해 들어 또다시 치솟은 것이다.","[30, 10, 5472, 1, 4548, 20.3]","['일', '개', '원', '년', '원', '%']",[],[],어업생산동향 총괄표(tblId=DT_1EW0001),"orgId=101, tblId=DT_1EW0001 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1EW0001,0,T01,Y,어업생산동향 후보 선택. 어업/판매형태/지역 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,10.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1EW0001&objL1=0&itmId=T01&prdSe=Y&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),LEVEL,4548.0,원 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C03275,414,"앞다퉈 튀르키예·폴란드로 달려가는 한국 게임 회사들… “개발은 잘하는데, 인건비는 최저 수준”",2025-02-01,https://www.chosun.com/economy/money/2025/02/01/PSJQ6NVZKZ7YPWXH3ZS7M4SH6M,"글로벌 직장 평가 사이트 글래스도어에 따르면 폴란드 소프트웨어 개발자들의 평균 연봉은 약 3만7680달러로, 영국이나 독일 등(약 6만달러)과 비교하면 절반 정도에 불과했다.",임금·소득,임금·소득; 금액,True,,그러나 연봉은 반대다.,상황이 이렇다 보니 국내 주요 게임사들도 잇달아 폴란드에 돈을 풀고 있다.,[7680],['달러'],[],[],"가구당 월평균 가계수지 (전국,1인이상)(tblId=DT_1L9U101); 소득5분위별 가구당 가계수지 (전국,1인이상)(tblId=DT_1L9U103); 소득구간별 가구당 월평균 가계수지 (전국,1인이상)(tblId=DT_1L9U107)","orgId=101, tblId=DT_1L9U101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1L9U101,A,T110,Y,가구당 월평균 가계수지 후보 선택. 소득/지출 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,3.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1L9U101&objL1=A&itmId=T110&prdSe=Y&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),LEVEL,6.0,만달러 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C03486,439,日 금리 올려도… ‘정국 혼란 충격’ 원화보다 더 떨어진 엔화,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/VYSTHUNQQNHHNDASV5NEENXIKA,"2012년에는 달러당 평균 80엔이었던 엔화 환율이, 작년에는 152엔 수준이었기 때문에 달러로 표시되는 1인당 소득이 확 낮아질 수밖에 없다.",임금·소득,임금·소득; 환율; 날짜·시간,True,,"일본의 1인당 GDP는 2012년 4만9145달러에 달했는데, 12년 만에 달러로 환산해 3분의 2 수준으로 쪼그라들었다.","낮은 환율 덕에 수출 대기업의 주가는 올라 닛케이평균이 1990년 버블 시대를 넘어섰다지만, 일본 내 중소기업과 서민들은 수입 물가 상승에 허리띠를 졸라매야 하는 상황이다.",[2012],['년'],['2012'],[],"가구당 월평균 가계수지 (전국,1인이상)(tblId=DT_1L9U101); 소득5분위별 가구당 가계수지 (전국,1인이상)(tblId=DT_1L9U103); 소득구간별 가구당 월평균 가계수지 (전국,1인이상)(tblId=DT_1L9U107)","orgId=101, tblId=DT_1L9U101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1L9U101,A,T110,Y,가구당 월평균 가계수지 후보 선택. 소득/지출 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,80.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1L9U101&objL1=A&itmId=T110&prdSe=Y&newEstPrdCnt=1&format=json&startPrdDe=%5B%272012%27%5D&endPrdDe=%5B%272012%27%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),LEVEL,80.0,날짜/기간 숫자 제거 후 첫 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C03558,448,끝이 안 보이는 내수 부진… 소매 판매 21년 만에 최대 감소,2025-02-04,https://www.chosun.com/economy/economy_general/2025/02/04/54YXZORW2RA5FHIRI552AGTUY4,건설 경기가 얼어붙으면서 토목·건축 분야 건설 실적을 뜻하는 ‘건설기성’도 작년 한 해 4.9%나 줄어 2021년(-6.7%) 이후 3년 만에 가장 큰 낙폭을 보였다.,비율·증감률,비율·증감률; 날짜·시간,True,,내수의 또 다른 축인 건설도 부진한 흐름을 이어갔다.,다만 반도체를 중심으로 수출 실적이 회복되면서 작년 산업 생산은 1.7% 늘어 전년(1%)에 비해 증가 폭이 커졌다.,"[4.9, 2021, 6.7, 3]","['%', '년', '%', '년']",['2021'],['경기'],시도별 소매판매액지수(2020=100)(tblId=DT_1K41018); 재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012),"orgId=101, tblId=DT_1K41018 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41018,31,T2,Y,시도별 소매판매액지수 후보 선택. 지역/상품군 코드 확인 필요 | 업종별 objL2는 총지수(A0) 필요 가능성 있음 | 지역 코드 자동 후보 입력; 업종별 objL2 후보=A0(총지수),,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,4.9,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1K41018&objL1=31&itmId=T2&prdSe=Y&newEstPrdCnt=1&format=json&startPrdDe=%5B%272021%27%5D&endPrdDe=%5B%272021%27%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),LEVEL,-6.7,% 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,지역·분류 불일치,필요한 세부 분류와 기존 매핑이 일치하지 않음
C03905,498,세계식량가격 두달째 하락…브라질 작황 개선에 설탕 6.8%↓,2025-02-08,https://www.chosun.com/economy/economy_general/2025/02/08/WJYLZYZR2VDABMOKYTYA76IEGI,2위 생산국인 인도 정부가 지난 2023년 10월 이후 제한해온 설탕 수출을 재개할 예정이라는 소식이 나온 점도 설탕 가격 지수를 낮추는 데 한몫했다.,무역지표,무역지표; 날짜·시간,True,,특히 설탕 가격지수는 세계 1위 설탕 생산국인 브라질의 올해 작황 전망이 긍정적으로 돌아서면서 전달 대비 6.8% 하락했다.,다만 유제품 가격지수는 전세계적 수입 수요 증가로 전달 대비 2.4% 상승했다.,"[2023, 10]","['년', '월']",['2023'],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T1,M,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,54989950,202310,54650691,202309,0.620777146257858,339259.0,,LEVEL,2.0,54989950.0,actual_value 컬럼 사용,불일치,0.9999999636297178,"claim=2.0, actual=54989950.0, 오차=1.000 (허용=0.05)",LEVEL,,claim 숫자 선택 실패,54989950.0,actual_value 사용,판단불가,,claim 숫자 선택 실패,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,지역·분류 불일치,필요한 세부 분류와 기존 매핑이 일치하지 않음
C04030,509,3분기 연속 0%대 성장...쓸 사람도 없는 한국의 돌파구는? [송의달 LIVE],2025-02-09,https://www.chosun.com/economy/economy_general/2025/02/09/3TOJKHHJPVBKPLEORVUCWACWEU,“하위 소득 10%에 해당하는 사람이 평균 소득 수준에 도달할 때까지 5세대 즉 150년이 걸린다는 연구가 있다.,임금·소득,임금·소득; 비율·증감률; 날짜·시간,True,,구조개혁 가운데 교육 개혁과 재정 개혁이 가장 시급하다”고 말했다.,"사회적 이동성과 계층 사다리 복원을 위해서도 무너진 공교육을 되살리고 교육 개혁을 꼭 이뤄야 한다.” 포럼을 기획하고 진행한 오종남 인간개발연구원 회장(전 IMF 상임이사) 은 “대한민국은 지난 50년 동안 가난에서 번영으로, 배고픔에서 다이어트로 발전했다”며 “우리나라가 모방(模倣) 위주 교육을 창의성(創意性) 중심으로 바꾸어 경쟁국들을 추종하는 ‘패스트 팔로워(fast follower)’에서 앞장서서 이끄는 ‘퍼스트 무버(first mover)’ 국가로 변신해야 한다”고 말했다.","[10, 150]","['%', '년']",[],[],"가구당 월평균 가계수지 (전국,1인이상)(tblId=DT_1L9U101); 소득5분위별 가구당 가계수지 (전국,1인이상)(tblId=DT_1L9U103); 소득구간별 가구당 월평균 가계수지 (전국,1인이상)(tblId=DT_1L9U107)","orgId=101, tblId=DT_1L9U101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1L9U101,A,T110,Y,가구당 월평균 가계수지 후보 선택. 소득/지출 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,10.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1L9U101&objL1=A&itmId=T110&prdSe=Y&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),LEVEL,10.0,% 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C04129,519,"‘연 9%대’ 청년도약계좌 신청, 올해 들어 5배 이상 급증",2025-02-09,https://www.chosun.com/economy/money/2025/02/09/4SL5TSLL7KPMWQWY3QNXI2LUU4,"금융위원회는 청년도약계좌의 긴 만기 부담을 덜기 위해 혼인·출산 등을 포함한 특별중도해지를 폭넓게 인정하고 있으며, 3년 이상 유지 시 해지해도 연 최대 7% 후반대의 수익효과를 보장한다.",여론조사,여론조사; 비율·증감률; 날짜·시간,True,청년,정부도 청년들의 가입을 독려하기 위해 다양한 ‘당근’을 제시하고 있다.,"부분인출 서비스, 신용점수 가점, 청년주택드림청약통장과의 연계 강화 등도 정부가 내놓은 대표 유인책들이다.","[3, 7]","['년', '%']",[],[],"인구동태건수 및 동태율 추이(출생,사망,혼인,이혼)(tblId=DT_1B8000F); 시도/인구동태건수 및 동태율(출생,사망,혼인,이혼)(tblId=DT_1B8000H)","orgId=101, tblId=DT_1B8000F | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1B8000F,13,T1,Y,인구동태 후보 선택. 출생/사망/혼인/이혼 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,7.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1B8000F&objL1=13&itmId=T1&prdSe=Y&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),LEVEL,7.0,% 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C04331,547,미국 1월 소비자물가 3% 상승... 금리 인하 속도 늦춰질 듯,2025-02-12,https://www.chosun.com/economy/economy_general/2025/02/12/6KAQJONZLRB4HIL6R2ER3BJ5WQ,"전날까지만 해도 상반기 연준의 금리 동결 확률이 반반(50%)이었는데, 급등한 것이다.",비율·증감률,비율·증감률,True,,이날 물가상승률 발표 후 연준의 기준금리를 예측하는 시카고 상품거래소의 페드워치툴은 올 상반기 미 연준이 금리를 인하하지 않을 확률을 65%까지 높였다.,"금리가 더 이상 인하되지 않을 수 있다는 전망에 미국 주식 선물 가격은 떨어졌고, 국채 금리는 상승했다.",[50],['%'],[],[],소비자물가지수(2020=100)(tblId=DT_1J22003); 월별 소비자물가 등락률(tblId=DT_1J22042); 품목별 소비자물가지수(품목성질별: 2020=100)(tblId=DT_1J22112),"orgId=101, tblId=DT_1J22003 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1J22003,T10,T,H,소비자물가지수 후보 선택. 지역/품목 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,50.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1J22003&objL1=T10&itmId=T&prdSe=H&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),LEVEL,50.0,% 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,지역·분류 불일치,필요한 세부 분류와 기존 매핑이 일치하지 않음
C04371,552,미국 1월 소비자물가 3% 상승... 금리 인하 속도 늦춰질 듯,2025-02-12,https://www.chosun.com/economy/economy_general/2025/02/12/6KAQJONZLRB4HIL6R2ER3BJ5WQ,"전날까지만 해도 상반기 연준의 금리 동결 확률이 반반(50%)이었는데, 급등한 것이다.",비율·증감률,비율·증감률,True,,이날 물가상승률 발표 후 연준의 기준금리를 예측하는 시카고 상품거래소의 페드워치툴은 올 상반기 미 연준이 금리를 인하하지 않을 확률을 65%까지 높였다.,"금리가 더 이상 인하되지 않을 수 있다는 전망에 미국 주식 선물 가격은 떨어졌고, 국채 금리는 상승했다.",[50],['%'],[],[],소비자물가지수(2020=100)(tblId=DT_1J22003); 월별 소비자물가 등락률(tblId=DT_1J22042); 품목별 소비자물가지수(품목성질별: 2020=100)(tblId=DT_1J22112),"orgId=101, tblId=DT_1J22003 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1J22003,T10,T,H,소비자물가지수 후보 선택. 지역/품목 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,50.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1J22003&objL1=T10&itmId=T&prdSe=H&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),LEVEL,50.0,% 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,지역·분류 불일치,필요한 세부 분류와 기존 매핑이 일치하지 않음
C04581,579,1월 취업자 13.5만명 늘어...노인 일자리 신속 집행에 일시 호조,2025-02-14,https://www.chosun.com/economy/economy_general/2025/02/14/CMQ2GGIF6NFVFOK7NS472SUCSM,노인 일자리에 참여하려는 고령층도 다수 몰리며 65세 이상 실업률이 9.6%로 전년 동월 대비 0.2%포인트 오르기도 했다.,고용지표,고용지표; 비율·증감률,True,노인; 고령층,이 덕분에 지난달 65세 이상 고령층 취업자만 33만8000명 늘었다.,공미숙 통계청 사회통계국장은 “노인 일자리 공급으로 보건·복지와 공공행정 분야 취업자가 늘면서 전체 고용 회복을 이끌었다”고 했다.,"[9.6, 0.2]","['%', '%']",[],[],성별 경제활동인구 총괄(tblId=DT_1DA7001S); 연령별 경제활동인구 총괄(tblId=DT_1DA7002S); 행정구역(시도)별 경제활동인구(tblId=DT_1DA7004S),"orgId=101, tblId=DT_1DA7001S | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1DA7001S,0,T80,M,경제활동인구 총괄 후보 선택. 실업률/실업자 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,3.8,202412,3.3,202312,15.151515151515152,0.5,,POINT_CHANGE,0.2,0.5,actual_change_point 컬럼 사용(전기대비 계산값),일치,0.3,"claim=0.2, actual=0.5, 오차=0.300 (허용=0.3)",POINT_CHANGE,0.2,% 숫자 선택,0.5,actual_change_point 사용,일치,0.3,"claim=0.2, adjusted_actual=0.5, 오차=0.300, 허용=0.3",검증완료_일치,N,N,Y,,,판단불가,목표 시점 미확정: 월/분기/반기 표현을 확인해야 함,목표 시점 미확정: 월/분기/반기 표현을 확인해야 함,판단불가_정확시점조회실패,,,,,,,,,,,,,,정보 부족,시점·대상·파라미터 또는 관측 실적이 확정되지 않음
C04595,580,美 소비자 물가 상승률 3%… 당분간 금리 인하 멈출 듯,2025-02-14,https://www.chosun.com/economy/economy_general/2025/02/14/DOSWUEHIRBDRXA22EYJWFTUYHI,미 국채 10년물 금리가 단숨에 0.1%포인트 오르는 등 금리는 일제히 상승했다.,비율·증감률,비율·증감률; 날짜·시간,True,,시장은 연준의 금리 인하 가능성이 낮아졌다는 데 베팅했다.,기준 금리를 전망하는 시카고상품거래소의 페드워치툴에서 3월 금리 동결 가능성은 98%까지 높아졌다.,"[10, 0.1]","['년', '%']",[],[],월별 소비자물가 등락률(tblId=DT_1J22042); 소비자물가지수(2020=100)(tblId=DT_1J22003); 품목별 소비자물가지수(품목성질별: 2020=100)(tblId=DT_1J22112),"orgId=101, tblId=DT_1J22042 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1J22042,0,T03,Y,소비자물가 등락률 후보 선택. 지역/품목/월별 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,3.2,202606,3.1,202605,3.2258064516129057,0.10000000000000009,,POINT_CHANGE,0.1,0.10000000000000009,actual_change_point 컬럼 사용(전기대비 계산값),일치,8.326672684688674e-17,"claim=0.1, actual=0.10000000000000009, 오차=0.000 (허용=0.3)",POINT_CHANGE,0.1,% 숫자 선택,0.10000000000000009,actual_change_point 사용,일치,8.326672684688674e-17,"claim=0.1, adjusted_actual=0.10000000000000009, 오차=0.000, 허용=0.3",검증완료_일치,Y,N,Y,202512,2.3,일치,,기존 미래시점 선택을 정확한 과거 시점으로 교정해 수치가 일치했으나 매핑 수동 확정이 필요함,판단불가_KOSIS직접검증불가,직접검증불가,판단불가_KOSIS직접검증불가,미국 10년물 국채금리 변동으로 국내 KOSIS 소비자물가 통계의 직접 검증 대상이 아님,,2026-07-14,,,,,,,,,KOSIS 미제공,현재 코드북 표에서 같은 정의의 값을 확보하지 못함
C04601,580,美 소비자 물가 상승률 3%… 당분간 금리 인하 멈출 듯,2025-02-14,https://www.chosun.com/economy/economy_general/2025/02/14/DOSWUEHIRBDRXA22EYJWFTUYHI,"중국에 10% 추가 관세, 외국산 철강과 알루미늄에 25%의 관세, 다른 국가들이 미국 수출품에 부과하는 관세를 동일하게 부과하는 ‘상호 관세’까지 부과되면 미국 내 수입 물가는 올라가고, 금리 인하를 위한 연준의 입지는 더 쪼그라들 수밖에 없다.",무역지표,무역지표; 금리지표; 비율·증감률,True,,한국은행 뉴욕사무소는 최근 보고서에서 글로벌 IB 10곳 중 5곳이 미 연준의 올해 금리 인하 횟수를 0~1회로 전망했다고 전했다.,"◇연준 금리 동결, 한은에도 부담 미국이 금리 인하 사이클에서 이탈하면 달러 강세가 유지될 가능성이 높다.","[10, 25]","['%', '%']",[],[],수입물가지수(기본분류)(tblId=DT_401Y015); 수입물가지수(용도별)(tblId=DT_401Y018); 수입물가지수(특수분류)(tblId=DT_401Y016); 수입물가지수(품목별)(tblId=DT_401Y017),"orgId=301, tblId=DT_401Y015 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,301,DT_401Y015,13102134643ACC_CD.*AA,13103134643999,Y,수입물가지수 후보 선택. 기본분류/통화 기준 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,10.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=301&tblId=DT_401Y015&objL1=13102134643ACC_CD.%2AAA&itmId=13103134643999&prdSe=Y&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),LEVEL,25.0,% 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패,,,,,,,,,,,,,,지역·분류 불일치,필요한 세부 분류와 기존 매핑이 일치하지 않음
