claim_id,claim_measurement_id,indicator,metric_domain,industry_or_item,value,unit,raw_unit,unit_dimension,semantic_type,entity_type,value_type,measurement_role,measurement_usage,period,prd_se,change_base,comparison_period,candidate_rank,candidate_score,candidate_runner_up_score,candidate_status,candidate_status_code,candidate_status_reason,candidate_hits,retrieval_backend,lexical_score,lexical_eligible,semantic_score,reranker_score,fusion_score,table_override_rule,mapping_override_rule,org_id,tbl_id,tbl_name,stat_id,category_path,meta_candidates,selected_itm_id,selected_itm_name,selected_itm_unit,selected_itm_score,selected_obj_l1_axis_id,selected_obj_l1_axis_name,selected_obj_l1,selected_obj_l1_name,selected_obj_l1_score,selected_obj_l2_axis_id,selected_obj_l2_axis_name,selected_obj_l2,selected_obj_l2_name,selected_obj_l2_score,selected_obj_l3_axis_id,selected_obj_l3_axis_name,selected_obj_l3,selected_obj_l3_name,selected_obj_l3_score,selected_obj_l4_axis_id,selected_obj_l4_axis_name,selected_obj_l4,selected_obj_l4_name,selected_obj_l4_score,selected_obj_l5_axis_id,selected_obj_l5_axis_name,selected_obj_l5,selected_obj_l5_name,selected_obj_l5_score,selected_obj_l6_axis_id,selected_obj_l6_axis_name,selected_obj_l6,selected_obj_l6_name,selected_obj_l6_score,selected_obj_l7_axis_id,selected_obj_l7_axis_name,selected_obj_l7,selected_obj_l7_name,selected_obj_l7_score,selected_obj_l8_axis_id,selected_obj_l8_axis_name,selected_obj_l8,selected_obj_l8_name,selected_obj_l8_score,selected_code_status,mapping_type,unit_compatibility_reason,claim_text
A0004-SP5B2108834A,A0004-SP5B2108834A-m2,로봇 밀도 증가율,생산·산업,-,5,%,%,rate,rate_change,unspecified,증감률,증감률,KOSIS_VALUE,2018,Y,전년동월,2017,1,711,660,TABLE_ONLY,META_NOT_LOADED,통계표 메타 조회 전 후보,"로봇,자동화",hybrid+reranker,182,Y,0.5844792127609253,0.7937461733818054,0.6668458781362007,,,336,DT_336003N_ICT_004,전체 자동화 설비 중 제조용 로봇의 비율,2006021,사업체패널조사 > 자동차와 스마트공장,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"우리나라는 로봇 밀도 1위 나라일 뿐 아니라, 지난 2018년 이후로 매년 5%씩 성장한 유일한 나라이기도 하다."
A0004-SP5B2108834A,A0004-SP5B2108834A-m2,로봇 밀도 증가율,생산·산업,-,5,%,%,rate,rate_change,unspecified,증감률,증감률,KOSIS_VALUE,2018,Y,전년동월,2017,2,660,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,로봇,hybrid+reranker,164,Y,0.6103841066360474,0.402450829744339,0.7985599738177056,,,395,DT_395N_S2024295,디지털 전환(DX) 도입 목적: 로봇,2003024,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 디지털 전환 > 디지털 전환(DX) 도입 목적,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"우리나라는 로봇 밀도 1위 나라일 뿐 아니라, 지난 2018년 이후로 매년 5%씩 성장한 유일한 나라이기도 하다."
A0004-SP5B2108834A,A0004-SP5B2108834A-m2,로봇 밀도 증가율,생산·산업,-,5,%,%,rate,rate_change,unspecified,증감률,증감률,KOSIS_VALUE,2018,Y,전년동월,2017,3,648,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,로봇,hybrid+reranker,164,Y,0.6294078826904297,0.3845653831958771,0.7904761904761904,,,164,DT_164004_2024273,"인공지능에 대한 인식_인공지능과 로봇은 높은 정확도를 가지고 있어, 기계가 제공하는 정보는 사람보다 오류가 적은 경향이 있다",2022035,지능정보사회이용자패널조사 > 2024년 > 사회환경적 요인,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"우리나라는 로봇 밀도 1위 나라일 뿐 아니라, 지난 2018년 이후로 매년 5%씩 성장한 유일한 나라이기도 하다."
A0004-SP5B2108834A,A0004-SP5B2108834A-m2,로봇 밀도 증가율,생산·산업,-,5,%,%,rate,rate_change,unspecified,증감률,증감률,KOSIS_VALUE,2018,Y,전년동월,2017,4,642,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"로봇,산업",hybrid+reranker,188,Y,0.5888254642486572,0.468395471572876,0.7349397590361446,,,401,DT_401N_021,로봇 단품 및 부품 국가별 수입 현황,2006203,로봇산업실태조사,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"우리나라는 로봇 밀도 1위 나라일 뿐 아니라, 지난 2018년 이후로 매년 5%씩 성장한 유일한 나라이기도 하다."
A0004-SP5B2108834A,A0004-SP5B2108834A-m2,로봇 밀도 증가율,생산·산업,-,5,%,%,rate,rate_change,unspecified,증감률,증감률,KOSIS_VALUE,2018,Y,전년동월,2017,5,633,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,로봇,hybrid+reranker,164,Y,0.6064843535423279,0.37227699160575867,0.7733457019171304,,,395,DT_395N_S2024286,디지털 전환(DX) 도입 여부/계획: 로봇,2003024,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 디지털 전환 > 디지털 전환(DX) 도입 여부,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"우리나라는 로봇 밀도 1위 나라일 뿐 아니라, 지난 2018년 이후로 매년 5%씩 성장한 유일한 나라이기도 하다."
A0004-SP7C04DFBFD3,A0004-SP7C04DFBFD3-m1,로봇화에 뛰어든 기업의 수,무역,-,13,%,%,rate,rate_change,organization,증감률,증감률,KOSIS_VALUE,2019,Y,전년,2018,1,933,927,TABLE_ONLY,META_NOT_LOADED,통계표 메타 조회 전 후보,"로봇,기업",hybrid+reranker,154,Y,0.7037147879600525,0.9908744096755981,0.9013157894736842,,,395,DT_395N_S2022277,디지털 신기술별 도입 여부: 로봇공학,2003024,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 디지털전환 > 디지털 신기술별 도입 여부,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,한국로봇산업진흥원에 따르면 2023년까지 로봇화에 뛰어든 우리 기업은 2524곳으로 지난 2019년보다 13%가량 증가했다.
A0004-SP7C04DFBFD3,A0004-SP7C04DFBFD3-m1,로봇화에 뛰어든 기업의 수,무역,-,13,%,%,rate,rate_change,organization,증감률,증감률,KOSIS_VALUE,2019,Y,전년,2018,2,927,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"로봇,기업,제조업",hybrid+reranker,160,Y,0.6874141097068787,0.988447368144989,0.8943707191780821,,,395,DT_395N_I2021277,디지털 신기술별 도입 여부: 로봇공학,2003024,한국기업혁신조사 > 2022년도 조사(제조업 부문) > 디지털전환 > 디지털 신기술별 도입 여부,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,한국로봇산업진흥원에 따르면 2023년까지 로봇화에 뛰어든 우리 기업은 2524곳으로 지난 2019년보다 13%가량 증가했다.
A0004-SP7C04DFBFD3,A0004-SP7C04DFBFD3-m1,로봇화에 뛰어든 기업의 수,무역,-,13,%,%,rate,rate_change,organization,증감률,증감률,KOSIS_VALUE,2019,Y,전년,2018,3,916,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"로봇,기업",hybrid+reranker,154,Y,0.701505184173584,0.9866234660148621,0.8780114332380562,,,395,DT_395N_S2024286,디지털 전환(DX) 도입 여부/계획: 로봇,2003024,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 디지털 전환 > 디지털 전환(DX) 도입 여부,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,한국로봇산업진흥원에 따르면 2023년까지 로봇화에 뛰어든 우리 기업은 2524곳으로 지난 2019년보다 13%가량 증가했다.
A0004-SP7C04DFBFD3,A0004-SP7C04DFBFD3-m1,로봇화에 뛰어든 기업의 수,무역,-,13,%,%,rate,rate_change,organization,증감률,증감률,KOSIS_VALUE,2019,Y,전년,2018,4,913,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"로봇,기업",hybrid+reranker,154,Y,0.6899733543395996,0.9846346974372864,0.875152625152625,,,395,DT_395N_S2024295,디지털 전환(DX) 도입 목적: 로봇,2003024,한국기업혁신조사 > 2025년도 조사(서비스 부문) > 디지털 전환 > 디지털 전환(DX) 도입 목적,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,한국로봇산업진흥원에 따르면 2023년까지 로봇화에 뛰어든 우리 기업은 2524곳으로 지난 2019년보다 13%가량 증가했다.
A0004-SP7C04DFBFD3,A0004-SP7C04DFBFD3-m1,로봇화에 뛰어든 기업의 수,무역,-,13,%,%,rate,rate_change,organization,증감률,증감률,KOSIS_VALUE,2019,Y,전년,2018,5,909,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"로봇,기업",hybrid+reranker,154,Y,0.6641227602958679,0.9904406070709229,0.8653346653346653,,,395,DT_395N_S2022268,디지털 신기술별 중요도: 로봇공학,2003024,한국기업혁신조사 > 2023년도 조사(서비스 부문) > 디지털전환 > 디지털 신기술별 중요도,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,한국로봇산업진흥원에 따르면 2023년까지 로봇화에 뛰어든 우리 기업은 2524곳으로 지난 2019년보다 13%가량 증가했다.
A0005-SP4D2596C117,A0005-SP4D2596C117-m1,전시 분야 비중,소매·소비,생활가전,18,%,%,rate,level,item,비중,현재값,KOSIS_VALUE,2025,Y,전년,,1,499,492,TABLE_ONLY,META_NOT_LOADED,통계표 메타 조회 전 후보,"전시,서비스,판매",hybrid+reranker,196,Y,,0.6045156717300415,0.44202898550724634,,,430,DT_430001_04_004,전시 서비스 사업자의 판매 경로별 매출 현황,2016059,전시산업통계조사 > 전시 서비스 사업자 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다."
A0005-SP4D2596C117,A0005-SP4D2596C117-m1,전시 분야 비중,소매·소비,생활가전,18,%,%,rate,level,item,비중,현재값,KOSIS_VALUE,2025,Y,전년,,2,492,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"전시,서비스",hybrid+reranker,188,Y,,0.6799229383468628,0.39102564102564097,,,430,DT_430001_04_007,전시 서비스 사업자의 전시관련 사업활동 애로사항,2016059,전시산업통계조사 > 전시 서비스 사업자 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다."
A0005-SP4D2596C117,A0005-SP4D2596C117-m1,전시 분야 비중,소매·소비,생활가전,18,%,%,rate,level,item,비중,현재값,KOSIS_VALUE,2025,Y,전년,,3,430,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"전시,서비스",hybrid+reranker,188,Y,,0.48255106806755066,0.4013157894736842,,,430,DT_430001_04_003,전시 서비스 사업자의 매출 현황,2016059,전시산업통계조사 > 전시 서비스 사업자 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다."
A0005-SP4D2596C117,A0005-SP4D2596C117-m1,전시 분야 비중,소매·소비,생활가전,18,%,%,rate,level,item,비중,현재값,KOSIS_VALUE,2025,Y,전년,,4,399,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"전시,서비스",hybrid+reranker,188,Y,,0.38416096568107605,0.4066666666666667,,,430,DT_430001_04_001,전시 서비스 사업자의 고용 현황,2016059,전시산업통계조사 > 전시 서비스 사업자 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다."
A0005-SP4D2596C117,A0005-SP4D2596C117-m1,전시 분야 비중,소매·소비,생활가전,18,%,%,rate,level,item,비중,현재값,KOSIS_VALUE,2025,Y,전년,,5,396,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"전시,서비스",hybrid+reranker,188,Y,,0.3968859910964966,0.3961038961038961,,,430,DT_430001_04_005,전시 서비스 사업자의 영업이익 현황,2016059,전시산업통계조사 > 전시 서비스 사업자 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다."
A0005-SP4D2596C117,A0005-SP4D2596C117-m2,전시 분야 비중,소매·소비,디지털헬스,17,%,%,rate,level,item,비중,현재값,KOSIS_VALUE,2025,Y,전년,,1,678,603,TABLE_ONLY,META_NOT_LOADED,통계표 메타 조회 전 후보,"디지털헬스,서비스",hybrid+reranker,212,Y,0.6487175822257996,0.21601155400276184,0.9261559696342305,,,367,DT_36701_24_A097,주로 이용하는 디지털 헬스케어 서비스(복수응답),1976052,생명보험이용실태조사 > 디지털 채널에 대한 의견 > 2024년,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다."
A0005-SP4D2596C117,A0005-SP4D2596C117-m2,전시 분야 비중,소매·소비,디지털헬스,17,%,%,rate,level,item,비중,현재값,KOSIS_VALUE,2025,Y,전년,,2,603,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"디지털헬스,서비스",hybrid+reranker,212,Y,0.6321247816085815,0.23616375029087067,0.8010101010101011,,,367,DT_36701_24_A096,디지털 헬스케어 서비스 이용 여부,1976052,생명보험이용실태조사 > 디지털 채널에 대한 의견 > 2024년,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다."
A0005-SP4D2596C117,A0005-SP4D2596C117-m2,전시 분야 비중,소매·소비,디지털헬스,17,%,%,rate,level,item,비중,현재값,KOSIS_VALUE,2025,Y,전년,,3,515,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"전시,서비스,판매",hybrid+reranker,196,Y,,0.6745866537094116,0.4295774647887324,,,430,DT_430001_04_004,전시 서비스 사업자의 판매 경로별 매출 현황,2016059,전시산업통계조사 > 전시 서비스 사업자 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다."
A0005-SP4D2596C117,A0005-SP4D2596C117-m2,전시 분야 비중,소매·소비,디지털헬스,17,%,%,rate,level,item,비중,현재값,KOSIS_VALUE,2025,Y,전년,,4,476,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"비중,전체,서비스",hybrid+reranker,184,Y,0.6325057148933411,0.058560825884342194,0.7015201586252477,,,115,DT_115039_5_6_4,전체 매출액에서 디지털 혁신 제품 및 서비스 매출이 차지하는 비중,2024008,산업디지털전환실태조사 > 디지털 신기회 창출,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다."
A0005-SP4D2596C117,A0005-SP4D2596C117-m2,전시 분야 비중,소매·소비,디지털헬스,17,%,%,rate,level,item,비중,현재값,KOSIS_VALUE,2025,Y,전년,,5,426,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"전시,서비스",hybrid+reranker,188,Y,,0.48250532150268555,0.3961038961038961,,,430,DT_430001_04_001,전시 서비스 사업자의 고용 현황,2016059,전시산업통계조사 > 전시 서비스 사업자 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다."
A0005-SP4D2596C117,A0005-SP4D2596C117-m3,전시 분야 비중,소매·소비,인공지능,16,%,%,rate,level,item,비중,현재값,KOSIS_VALUE,2025,Y,전년,,1,564,463,TABLE_ONLY,META_NOT_LOADED,통계표 메타 조회 전 후보,"인공지능,분야,서비스",hybrid+reranker,264,Y,0.6376217603683472,0.11162799596786499,0.8080808080808081,,,127,DT_127016_B005,대표 인공지능 제품 서비스의 응용 산업 분야,2019056,인공지능산업실태조사 > 기술 및 사업 현황,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다."
A0005-SP4D2596C117,A0005-SP4D2596C117-m3,전시 분야 비중,소매·소비,인공지능,16,%,%,rate,level,item,비중,현재값,KOSIS_VALUE,2025,Y,전년,,2,463,,ALTERNATE,NOT_TOP_TABLE,후순위 통계표 후보,"인공지능,서비스",hybrid+reranker,194,Y,0.6382609009742737,0.10951516032218933,0.6533218785796105,,,164,DT_164004_2024037,지능형 기기 이용 의도_인공지능 내장형 일반 가전,2022035,지능정보사회이용자패널조사 > 2024년 > 지능정보기술·서비스의 이용 현황 및 지능정보화 환경 평가,meta_index 없음 또는 코드명 매칭 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta 없음,,,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다."
