claim_id,claim_measurement_id,indicator,metric_domain,industry_or_item,value,unit,raw_unit,unit_dimension,semantic_type,entity_type,value_type,measurement_role,measurement_usage,period,prd_se,change_base,comparison_period,candidate_rank,candidate_score,candidate_runner_up_score,candidate_status,candidate_status_code,candidate_status_reason,candidate_hits,retrieval_backend,lexical_score,lexical_eligible,semantic_score,reranker_score,fusion_score,org_id,tbl_id,tbl_name,stat_id,category_path,meta_candidates,selected_itm_id,selected_itm_name,selected_itm_unit,selected_itm_score,selected_obj_l1_axis_id,selected_obj_l1_axis_name,selected_obj_l1,selected_obj_l1_name,selected_obj_l1_score,selected_code_status,mapping_type,unit_compatibility_reason,claim_text,claim_value_numeric,kosis_obj_l1,kosis_obj_l1_name,kosis_itm_id,kosis_itm_name,kosis_unit,kosis_prd_se,kosis_period_used,kosis_previous_period_used,kosis_actual_raw,kosis_actual_value,kosis_rows_used,value_diff,verdict,verdict_code,verdict_stage,verdict_reason
A0004-C048,A0004-C048-m1,로봇화에 뛰어든 기업 수,무역,-,13,%,%,rate,rate_change,organization,증감률,증감률,KOSIS_VALUE,2023,Y,전년,2019,1,975,937,REJECT,NO_COMPATIBLE_ITEM,단위·지표 의미가 맞는 ITEM 없음,"로봇,기업,제조업",hybrid+reranker,166.0,Y,0.6797167062759399,0.987375020980835,0.9684979838709676,395,DT_395N_I2021277,디지털 신기술별 도입 여부: 로봇공학,2003024,한국기업혁신조사 > 2022년도 조사(제조업 부문) > 디지털전환 > 디지털 신기술별 도입 여부,구분별:대기업[005004]/item=N/score=12 | 구분별:소기업[005001]/item=N/score=12 | 구분별:중견기업[005003]/item=N/score=12 | 구분별:중기업[005002]/item=N/score=12 | 구분별:R＆D활동(전체)[007002]/item=N/score=8 | 구분별:전체[001]/item=N/score=8 | 구분별:1차 금속 제조업[002014]/item=N/score=6 | 구분별:가구 제조업[002022]/item=N/score=6,,,,,A,구분별,005004,대기업,12,itm/obj 후보 선택,,,한국로봇산업진흥원에 따르면 2023년까지 로봇화에 뛰어든 우리 기업은 2524곳으로 지난 2019년보다 13%가량 증가했다.,13.0,,,,,,,,,,,,,판단불가,NO_COMPATIBLE_ITEM,candidate,단위·지표 의미가 맞는 ITEM 없음
A0006-C001,A0006-C001-m1,수출액,무역,-,683800000000,달러,달러,currency,amount,unspecified,수준값,현재값,KOSIS_VALUE,2024,Y,전년동기,,1,636,622,REVIEW,AMBIGUOUS_TABLE,"1·2위 점수 차이 부족: margin=14, required=63","수출액,수출,수입,국가별,무역",hybrid+reranker,100.0,Y,,0.9029524326324463,0.4919354838709677,360,DT_1R11006_FRM101,"국가별 수출액, 수입액",1976045,SITC에의한무역통계,항목:수출액[13103103829T1]/item=Y/score=30 | 국가별:전체국가[13102103829E.XY]/item=N/score=8 | 항목:수입액[13103103829T2]/item=Y/score=8 | 국가별:E.U.[13102103829E.EU]/item=N/score=6 | 국가별:가나[13102103829E.GH]/item=N/score=6 | 국가별:가봉[13102103829E.GA]/item=N/score=6 | 국가별:가이아나[13102103829E.GY]/item=N/score=6 | 국가별:감비아[13102103829E.GM]/item=N/score=6,13103103829T1,수출액,천달러,140,13101103829E,국가별,13102103829E.00,계,7,itm/obj 후보 선택,direct,,한국의 2024년 수출이 6838억 달러를 기록해 역대 최대실적을 달성했다고 1일 산업통상자원부가 밝혔다.,683800000000.0,,,,,,,,,,,,,판단불가,AMBIGUOUS_TABLE,candidate,"1·2위 점수 차이 부족: margin=14, required=63"
A0006-C007,A0006-C007-m1,무역수지,무역,-,69700000000,달러,달러,currency,amount,unspecified,수준값,현재값,KOSIS_VALUE,2018,Y,전년,,1,435,430,REVIEW,FORMULA_REQUIRED,수출액-수입액 계산식 매핑이 필요함,"수출액,수입액,품목별,수출,수입,무역",hybrid+reranker,508.0,Y,,0.31447142362594604,0.5,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:총액[13102112831A.A]/item=N/score=30 | 항목:수출액[13103112831T1]/item=Y/score=28 | 품목별:기타 우표 또는 수입인지우편요금 별납증지우편엽서[13102112831A.89649]/item=N/score=22 | 품목별:기타(우표 또는 수입인지 우편요금 별납증지  초일봉투 우편엽서(엽서) 및 이와 유사  )[13102112831A.89640]/item=N/score=22 | 품목별:우표 또는 수입인지 우편요금 별납증지  초일봉투 우편엽서(엽서) 및 이와 유사  [13102112831A.8964]/item=N/score=22 | 품목별:우표수입인지 또는 이와 유사한 물품  (우리나라에서 통용 또는 발행된 것  으로서 사[13102112831A.89283]/item=N/score=22 | 항목:수입액[13103112831T2]/item=Y/score=22 | 품목별: 불이나 웨이퍼 반도체 장비 또는 집적회로 평면판표시장치 제조를 위한 기계 및 기구[13102112831A.72821]/item=N/score=18,13103112831T2,수입액,천달러,60,13101112831A,품목별,13102112831A.A,총액,7,itm/obj 후보 선택,direct,,이에 2018년(697억 달러 흑자) 이후 최대 흑자를 기록하게 됐다.,69700000000.0,,,,,,,,,,,,,판단불가,FORMULA_REQUIRED,candidate,수출액-수입액 계산식 매핑이 필요함
A0009-C001,A0009-C001-m1,국제선 여객 수,무역,-,47200000,명,명,person_count,count,person,수준값,현재값,KOSIS_VALUE,2023,Y,전년,,1,670,664,REVIEW,AMBIGUOUS_TABLE,"1·2위 점수 차이 부족: margin=6, required=67","국제선,항공",hybrid+reranker,320.0,Y,,0.9870296716690063,0.5,381,DT_920005_B005,국제선 지역별 통계,2005006,항공통계,항목:여객[T002]/item=Y/score=12,T002,여객,명,40,B,도착출발별,B01,계,7,itm/obj 후보 선택,direct,,7 2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,47200000.0,,,,,,,,,,,,,판단불가,AMBIGUOUS_TABLE,candidate,"1·2위 점수 차이 부족: margin=6, required=67"
A0009-C001,A0009-C001-m2,LCC 이용객 수,무역,-,24190000,명,명,person_count,count,person,수준값,현재값,KOSIS_VALUE,2023,Y,전년,,1,672,666,REVIEW,CODESET_REQUIRED,LCC 항공사 묶음 OBJ 코드셋이 필요함,,hybrid+reranker,480.0,Y,,0.9904035329818726,0.5,381,DT_920005_B008,항공사별 통계,2005006,항공통계,항목:여객[T002]/item=Y/score=8 | 항공사별:아시아나항공[A03]/item=N/score=6 | 항공사별:대한항공[A02]/item=N/score=4,T002,여객,명,30,B,도착출발별,B01,계,7,itm/obj 후보 선택,direct,,7 2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,24190000.0,,,,,,,,,,,,,판단불가,CODESET_REQUIRED,candidate,LCC 항공사 묶음 OBJ 코드셋이 필요함
A0009-C001,A0009-C001-m3,대형항공사 이용객 수,무역,-,23000000,명,명,person_count,count,person,수준값,현재값,KOSIS_VALUE,2023,Y,전년,,1,670,664,REVIEW,CODESET_REQUIRED,대형 항공사 묶음 OBJ 코드셋이 필요함,항공,hybrid+reranker,492.0,Y,,0.9862577319145203,0.5,381,DT_920005_B008,항공사별 통계,2005006,항공통계,항목:여객[T002]/item=Y/score=12 | 항공사별:아시아나항공[A03]/item=N/score=10 | 항공사별:대한항공[A02]/item=N/score=8 | 항공사별:에어로케이[A13]/item=N/score=4 | 항공사별:에어부산[A07]/item=N/score=4 | 항공사별:에어서울[A09]/item=N/score=4 | 항공사별:에어제타[A10]/item=N/score=4 | 항공사별:에어프레미아[A14]/item=N/score=4,T002,여객,명,30,B,도착출발별,B01,계,7,itm/obj 후보 선택,direct,,7 2023년 국적기로 국제선을 이용한 여객 4720만여 명 가운데 저비용항공사(LCC) 이용객이 2419만여 명으로 대형항공사(대한항공·아시아나항공) 이용객 2300만여 명을 처음으로 넘어섰다.,23000000.0,,,,,,,,,,,,,판단불가,CODESET_REQUIRED,candidate,대형 항공사 묶음 OBJ 코드셋이 필요함
A0009-C009,A0009-C009-m2,정비사 수,고용,항공,5849,명,명,person_count,count,person,수준값,현재값,KOSIS_VALUE,2023년말,Y,-,,1,673,,REJECT,NO_COMPATIBLE_ITEM,단위·지표 의미가 맞는 ITEM 없음,"항공,항공사",hybrid+reranker,268.0,Y,,0.9944880604743958,0.5,381,DT_920005_B008,항공사별 통계,2005006,항공통계,항공사별:아시아나항공[A03]/item=N/score=25 | 항공사별:대한항공[A02]/item=N/score=23 | 항공사별:에어로케이[A13]/item=N/score=19 | 항공사별:에어부산[A07]/item=N/score=19 | 항공사별:에어서울[A09]/item=N/score=19 | 항공사별:에어제타[A10]/item=N/score=19 | 항공사별:에어프레미아[A14]/item=N/score=19 | 항공사별:외항사[A12]/item=N/score=19,,,,,A,항공사별,A02,대한항공,12,itm/obj 후보 선택,,,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",5849.0,,,,,,,,,,,,,판단불가,NO_COMPATIBLE_ITEM,candidate,단위·지표 의미가 맞는 ITEM 없음
A0009-C009,A0009-C009-m4,정비사 수,고용,대형 항공사,4248,명,명,person_count,count,person,수준값,현재값,KOSIS_VALUE,2023년말,Y,-,,1,674,,REJECT,NO_COMPATIBLE_ITEM,단위·지표 의미가 맞는 ITEM 없음,항공사,hybrid+reranker,276.0,Y,,0.9961305856704712,0.5,381,DT_920005_B008,항공사별 통계,2005006,항공통계,항공사별:아시아나항공[A03]/item=N/score=24 | 항공사별:대한항공[A02]/item=N/score=22 | 항공사별:에어로케이[A13]/item=N/score=18 | 항공사별:에어부산[A07]/item=N/score=18 | 항공사별:에어서울[A09]/item=N/score=18 | 항공사별:에어제타[A10]/item=N/score=18 | 항공사별:에어프레미아[A14]/item=N/score=18 | 항공사별:외항사[A12]/item=N/score=18,,,,,A,항공사별,A02,대한항공,17,itm/obj 후보 선택,,,"◇급성장한 LCC, 안전 투자는 미흡 국토교통부가 지난해 9월 발표한 ‘2023 항공안전백서’에 따르면, 국내 12개 항공사의 정비사 총 5849명(2023년말 기준) 가운데 대형 항공사인 대한항공, 아시아나항공 등 2사 소속은 4248명이었다.",4248.0,,,,,,,,,,,,,판단불가,NO_COMPATIBLE_ITEM,candidate,단위·지표 의미가 맞는 ITEM 없음
A0009-C010,A0009-C010-m2,정비사 수,고용,LCC,1601,명,명,person_count,count,person,수준값,현재값,KOSIS_VALUE,2023,Y,-,,1,650,,REJECT,NO_COMPATIBLE_ITEM,단위·지표 의미가 맞는 ITEM 없음,항공사,hybrid+reranker,238.0,Y,,0.9290551543235779,0.5,381,DT_920005_B008,항공사별 통계,2005006,항공통계,항공사별:제주항공[A04]/item=N/score=13 | 항공사별:진에어[A05]/item=N/score=12 | 항공사별:대한항공[A02]/item=N/score=9 | 항공사별:아시아나항공[A03]/item=N/score=9 | 항공사별:에어로케이[A13]/item=N/score=9 | 항공사별:에어부산[A07]/item=N/score=9 | 항공사별:에어서울[A09]/item=N/score=9 | 항공사별:에어제타[A10]/item=N/score=9,,,,,B,도착출발별,B01,계,7,itm/obj 후보 선택,,,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",1601.0,,,,,,,,,,,,,판단불가,NO_COMPATIBLE_ITEM,candidate,단위·지표 의미가 맞는 ITEM 없음
A0009-C010,A0009-C010-m3,정비사 수 비율,고용,LCC,37.7,%,%,rate,rate_level,person,비중,현재값,KOSIS_VALUE,2023,Y,-,,1,640,,REJECT,NO_COMPATIBLE_ITEM,단위·지표 의미가 맞는 ITEM 없음,항공사,hybrid+reranker,238.0,Y,,0.9007046222686768,0.5,381,DT_920005_B008,항공사별 통계,2005006,항공통계,항공사별:제주항공[A04]/item=N/score=13 | 항공사별:진에어[A05]/item=N/score=12 | 항공사별:대한항공[A02]/item=N/score=9 | 항공사별:아시아나항공[A03]/item=N/score=9 | 항공사별:에어로케이[A13]/item=N/score=9 | 항공사별:에어부산[A07]/item=N/score=9 | 항공사별:에어서울[A09]/item=N/score=9 | 항공사별:에어제타[A10]/item=N/score=9,,,,,B,도착출발별,B01,계,7,itm/obj 후보 선택,,,"제주항공·진에어 등 LCC 10사의 정비사는 모두 1601명으로, 대형항공사의 3분의 1 수준(37.7%)에 그쳤다.",37.7,,,,,,,,,,,,,판단불가,NO_COMPATIBLE_ITEM,candidate,단위·지표 의미가 맞는 ITEM 없음
A0006-C019,A0006-C019-m1,반도체 수출 증가율,무역,반도체,31.5,%,%,rate,rate_change,item,증감률,증감률,KOSIS_VALUE,202412,M,전년,202312,1,658,649,REVIEW,CODESET_REQUIRED,반도체 집계용 OBJ 코드셋이 필요함,"품목별,수출액,수출,수입,무역",hybrid+reranker,484.0,Y,,0.9527502655982971,0.5,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:감광성 반도체 디바이스 및 발광다이오드 [13102112831A.77637]/item=N/score=60 | 품목별:다이오드트랜지스터 기타 이와 유사한 반도체 디바이스[13102112831A.7763]/item=N/score=60 | 품목별:기타 전자집적회로와 초소형 조립회로 [13102112831A.77649]/item=N/score=54 | 품목별:전자집적회로와 초소향 조립회로[13102112831A.7764]/item=N/score=54 | 품목별:776.81항의 압전기 결정소자 및 776.3항의  디바이스의 부분품[13102112831A.77688]/item=N/score=42 | 품목별:다이리스터 다이액과 트라이액(감광성 디  바이스 제외)[13102112831A.77635]/item=N/score=42 | 품목별:달리 명시되지 않은 액정 디바이스레이저 기기[13102112831A.8719]/item=N/score=42 | 품목별: 불이나 웨이퍼 반도체 장비 또는 집적회로 평면판표시장치 제조를 위한 기계 및 기구[13102112831A.72821]/item=N/score=36,13103112831T1,수출액,천달러,150,13101112831A,품목별,13102112831A.77649,기타 전자집적회로와 초소형 조립회로 ,312,itm/obj 후보 선택,rate_from_level,KOSIS 수준값에서 증감률 계산 필요,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,31.5,,,,,,,,,,,,,판단불가,CODESET_REQUIRED,candidate,반도체 집계용 OBJ 코드셋이 필요함
A0006-C019,A0006-C019-m2,반도체 수출액,무역,반도체,14500000000,달러,달러,currency,amount,item,수준값,현재값,KOSIS_VALUE,202412,M,전년,,1,631,614,REVIEW,CODESET_REQUIRED,반도체 집계용 OBJ 코드셋이 필요함,"수출액,품목별,수출,수입,무역",hybrid+reranker,484.0,Y,,0.8743993639945984,0.5,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",1976045,SITC에의한무역통계,품목별:감광성 반도체 디바이스 및 발광다이오드 [13102112831A.77637]/item=N/score=60 | 품목별:다이오드트랜지스터 기타 이와 유사한 반도체 디바이스[13102112831A.7763]/item=N/score=60 | 품목별:기타 전자집적회로와 초소형 조립회로 [13102112831A.77649]/item=N/score=54 | 품목별:전자집적회로와 초소향 조립회로[13102112831A.7764]/item=N/score=54 | 품목별:776.81항의 압전기 결정소자 및 776.3항의  디바이스의 부분품[13102112831A.77688]/item=N/score=42 | 품목별:다이리스터 다이액과 트라이액(감광성 디  바이스 제외)[13102112831A.77635]/item=N/score=42 | 품목별:달리 명시되지 않은 액정 디바이스레이저 기기[13102112831A.8719]/item=N/score=42 | 품목별: 불이나 웨이퍼 반도체 장비 또는 집적회로 평면판표시장치 제조를 위한 기계 및 기구[13102112831A.72821]/item=N/score=36,13103112831T1,수출액,천달러,140,13101112831A,품목별,13102112831A.77649,기타 전자집적회로와 초소형 조립회로 ,297,itm/obj 후보 선택,direct,,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,14500000000.0,,,,,,,,,,,,,판단불가,CODESET_REQUIRED,candidate,반도체 집계용 OBJ 코드셋이 필요함
