org_id,tbl_id,tbl_name,category_path,axis_id,axis_name,axis_order,code_id,code_name,parent_code_id,is_item,unit_id,unit_name,unit_eng_name,prd_se_list,metadata_source
101,DT_1DA7002S,연령별 경제활동인구 총괄,,ITEM,항목,,T50,비경제활동인구,,Y,14STD06156,천명,Thousand Person,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,ITEM,항목,,T60,경제활동참가율,,Y,14STD00018,%,%,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,ITEM,항목,,T80,실업률,,Y,14STD00018,%,%,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,ITEM,항목,,T90,고용률,,Y,14STD00018,%,%,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,00,15세 이상 전체,,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,75,15 - 29세,,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,10,15 - 19세,,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,20,20 - 29세,,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,201,20 - 24세,20,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,202,25 - 29세,20,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,30,30 - 39세,,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,301,30 - 34세,30,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,302,35 - 39세,30,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,40,40 - 49세,,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,401,40 - 44세,40,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,402,45 - 49세,40,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,50,50 - 59세,,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,501,50 - 54세,50,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,502,55 - 59세,50,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,60,60세이상,,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,91,60 - 69세,60,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,601,ㆍ60 - 64세,60,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,912,ㆍ65 - 69세,60,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,602,65세 이상,60,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,92,70세 이상,60,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,701,ㆍ70 - 74세,60,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,702,ㆍ75세 이상,60,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,63,15 - 64세,,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1DA7002S,연령별 경제활동인구 총괄,,G,연령계층별,1,70,15 - 24세,,N,,,,M|Q|Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,ITEM,항목,,T00,농가,,Y,14STD03085,가구,households,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,ITEM,항목,,T01,상대표준오차,,Y,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,ITEM,항목,,T02,농가인구,,Y,14STD04548,명,In person,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,ITEM,항목,,T03,상대표준오차(농가인구),,Y,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,ITEM,항목,,T04,농가인구(남),,Y,14STD04548,명,In person,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,ITEM,항목,,T05,농가인구(여),,Y,14STD04548,명,In person,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,00,전국,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,11,서울특별시,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,11000,서울시부,11,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,21,부산광역시,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,21000,부산시부,21,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,21310,기장군,21,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,22,대구광역시,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,22000,대구시부,22,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,22310,달성군,22,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,23,인천광역시,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,23000,인천시부,23,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,23310,강화군,23,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,23320,옹진군,23,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,24,광주광역시,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,24000,광주시부,24,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,24050,광산구,24,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,25,대전광역시,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,25000,대전시부,25,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,26,울산광역시,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,26000,울산시부,26,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,26310,울주군,26,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,29,세종특별자치시,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31,경기도,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31010,수원시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31020,성남시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31030,의정부시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31040,안양시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31050,부천시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31060,광명시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31070,평택시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31080,동두천시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31090,안산시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31100,고양시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31110,과천시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31120,구리시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31130,남양주시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31140,오산시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31150,시흥시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31160,군포시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31170,의왕시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31180,하남시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31190,용인시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31200,파주시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31210,이천시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31220,안성시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31230,김포시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31240,화성시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31250,광주시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31260,양주시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31270,포천시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31280,여주시,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31320,여주군,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31350,연천군,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31370,가평군,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,31380,양평군,31,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32,강원도,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32010,춘천시,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32020,원주시,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32030,강릉시,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32040,동해시,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32050,태백시,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32060,속초시,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32070,삼척시,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32310,홍천군,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32320,횡성군,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32330,영월군,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32340,평창군,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32350,정선군,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32360,철원군,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32370,화천군,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32380,양구군,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32390,인제군,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32400,고성군,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,32410,양양군,32,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33,충청북도,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33020,충주시,33,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33030,제천시,33,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33010,청주시,33,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33310,청원군,33,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33320,보은군,33,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33330,옥천군,33,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33340,영동군,33,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33350,진천군,33,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33360,괴산군,33,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33370,음성군,33,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33380,단양군,33,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,33390,증평군,33,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34,충청남도,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34010,천안시,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34020,공주시,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34030,보령시,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34040,아산시,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34050,서산시,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34060,논산시,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34070,계룡시,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34080,당진시,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34310,금산군,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34320,연기군,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34330,부여군,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34340,서천군,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34350,청양군,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34360,홍성군,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34370,예산군,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34380,태안군,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,34390,당진군,34,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,35,전라북도,,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,35010,전주시,35,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,35020,군산시,35,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,35030,익산시,35,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,35040,정읍시,35,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,35050,남원시,35,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,35060,김제시,35,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,35310,완주군,35,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,35320,진안군,35,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,35330,무주군,35,N,,,,Y,KOSIS_MCP_TABLE_INFO
101,DT_1EA1011,"행정구역(시군구)별 농가, 농가인구",,A,행정구역별,1,35340,장수군,35,N,,,,Y,KOSIS_MCP_TABLE_INFO
