claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_type,obj_target_terms,blind_source_type,gold_ready,gold_verifiable,gold_label_tier,gold_org_id,gold_tbl_id,gold_tbl_name,gold_itm_id,gold_itm_name,gold_obj_l1,gold_obj_l1_name,gold_prd_se,gold_period,gold_source_value,gold_source_unit,gold_actual_value,gold_coordinate_status,gold_confidence,gold_reason,gold_evidence_url,gold_retrieved_at,gold_label_source,human_reviewed,development_table_overlap,gold_obj_l2,gold_obj_l2_name,gold_obj_l3,gold_obj_l3_name,gold_obj_l4,gold_obj_l4_name,gold_obj_l5,gold_obj_l5_name,gold_obj_l6,gold_obj_l6_name,gold_obj_l7,gold_obj_l7_name,gold_obj_l8,gold_obj_l8_name
V32BLIND-011,V32BLIND-011-m1,V32BLIND-011,1989년 3월 범죄분석통계 군인범죄자 처분결과(해군) 업무상 과실치사상 범죄자 수,,https://kosis.kr/,1989년 3월 업무상 과실치사상 범죄자 수은 3명으로 집계됐다.,-,-,국내공식통계,Y,범죄분석통계,업무상 과실치사상 범죄자 수,"범죄분석통계, 범죄자 수, 업무상 과실치사상",-,-,-,,-,-,-,198903,-,M,확정,3명,KOSIS_VALUE,KOSIS_OPEN_API,업무상 과실치사상 범죄자 수,,198903,M,hcx,현재값,3,-,-,N,명,현재값,-,-,1989년 3월 업무상 과실치사상 범죄자 수은 3명으로 집계됐다.,high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,업무상 과실치사상 범죄자 수,,198903,M,198903,exact,명,명,person_count,count,item,,direct,업무상 과실치사상,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,135,TX_13501_A383,군인범죄자 처분결과(해군),16135AAD3,범죄자 수,15135AA0A0D9,업무상 과실치사상,M,198903,3,명,3,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,15135AC900,총계,,,,,,,,,,,,
V32BLIND-012,V32BLIND-012-m1,V32BLIND-012,1989년 3월 범죄분석통계 군인범죄자 처분결과(해군) 군무이탈 범죄자 수,,https://kosis.kr/,1989년 3월 군무이탈 범죄자 수은 76명으로 집계됐다.,-,-,국내공식통계,Y,범죄분석통계,군무이탈 범죄자 수,"범죄분석통계, 범죄자 수, 군무이탈",-,-,-,,-,-,-,198903,-,M,확정,76명,KOSIS_VALUE,KOSIS_OPEN_API,군무이탈 범죄자 수,,198903,M,hcx,현재값,76,-,-,N,명,현재값,-,-,1989년 3월 군무이탈 범죄자 수은 76명으로 집계됐다.,high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,군무이탈 범죄자 수,,198903,M,198903,exact,명,명,person_count,count,item,,direct,군무이탈,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,135,TX_13501_A383,군인범죄자 처분결과(해군),16135AAD3,범죄자 수,15135AA0A5A0,군무이탈,M,198903,76,명,76,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,15135AC900,총계,,,,,,,,,,,,
V32BLIND-013,V32BLIND-013-m1,V32BLIND-013,2017년 4분기 경제활동인구조사 종사상지위별 취업자(시계열 보정 前 자료) 취업자,2017-12-29,https://kosis.kr/,"2017년 4분기 취업자은 26,707.1천명으로 집계됐다.",-,-,국내공식통계,Y,경제활동인구조사,취업자,"경제활동인구조사, 취업자",-,-,-,,-,-,-,201704,-,Q,확정,"26,707.1천명",KOSIS_VALUE,KOSIS_OPEN_API,취업자,,201704,Q,hcx,현재값,26707.1,-,-,N,천명,현재값,-,-,"2017년 4분기 취업자은 26,707.1천명으로 집계됐다.",high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,취업자,,201704,Q,201704,exact,천명,천명,person_count,count,item,,direct,,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,101,DT_1DA7010,종사상지위별 취업자(시계열 보정 前 자료),T30,취업자,00,계,Q,201704,26707.1,천명,26707.1,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,,,,,,,,,,,,,,
V32BLIND-014,V32BLIND-014-m1,V32BLIND-014,2017년 4분기 경제활동인구조사 종사상지위별 취업자(시계열 보정 前 자료) -상용근로자 취업자,2017-12-29,https://kosis.kr/,"2017년 4분기 -상용근로자 취업자은 13,457.8천명으로 집계됐다.",-,-,국내공식통계,Y,경제활동인구조사,-상용근로자 취업자,"경제활동인구조사, 취업자, -상용근로자",-,-,-,,-,-,-,201704,-,Q,확정,"13,457.8천명",KOSIS_VALUE,KOSIS_OPEN_API,-상용근로자 취업자,,201704,Q,hcx,현재값,13457.8,-,-,N,천명,현재값,-,-,"2017년 4분기 -상용근로자 취업자은 13,457.8천명으로 집계됐다.",high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,-상용근로자 취업자,,201704,Q,201704,exact,천명,천명,person_count,count,item,,direct,-상용근로자,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,101,DT_1DA7010,종사상지위별 취업자(시계열 보정 前 자료),T30,취업자,41,-상용근로자,Q,201704,13457.8,천명,13457.8,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,,,,,,,,,,,,,,
V32BLIND-015,V32BLIND-015-m1,V32BLIND-015,2017년 4분기 경제활동인구조사 종사상지위별 취업자(시계열 보정 前 자료) -임시근로자 취업자,2017-12-29,https://kosis.kr/,"2017년 4분기 -임시근로자 취업자은 4,994.9천명으로 집계됐다.",-,-,국내공식통계,Y,경제활동인구조사,-임시근로자 취업자,"경제활동인구조사, 취업자, -임시근로자",-,-,-,,-,-,-,201704,-,Q,확정,"4,994.9천명",KOSIS_VALUE,KOSIS_OPEN_API,-임시근로자 취업자,,201704,Q,hcx,현재값,4994.9,-,-,N,천명,현재값,-,-,"2017년 4분기 -임시근로자 취업자은 4,994.9천명으로 집계됐다.",high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,-임시근로자 취업자,,201704,Q,201704,exact,천명,천명,person_count,count,item,,direct,-임시근로자,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,101,DT_1DA7010,종사상지위별 취업자(시계열 보정 前 자료),T30,취업자,51,-임시근로자,Q,201704,4994.9,천명,4994.9,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,,,,,,,,,,,,,,
V32BLIND-016,V32BLIND-016-m1,V32BLIND-016,2026년 6월 국내인구이동통계 시군구별 이동자수 총전입,2026-07-06,https://kosis.kr/,"2026년 6월 총전입은 480,857명으로 집계됐다.",-,-,국내공식통계,Y,국내인구이동통계,총전입,"국내인구이동통계, 총전입",-,-,-,,-,-,-,202606,-,M,확정,"480,857명",KOSIS_VALUE,KOSIS_OPEN_API,총전입,,202606,M,hcx,현재값,480857,-,-,N,명,현재값,-,-,"2026년 6월 총전입은 480,857명으로 집계됐다.",high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,총전입,,202606,M,202606,exact,명,명,person_count,count,item,,direct,,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,101,DT_1B26001_A01,시군구별 이동자수,T10,총전입,00,전국,M,202606,480857,명,480857,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,,,,,,,,,,,,,,
V32BLIND-017,V32BLIND-017-m1,V32BLIND-017,2026년 6월 국내인구이동통계 시군구별 이동자수 성동구 시도내이동-시군구간 전출,2026-07-06,https://kosis.kr/,"2026년 6월 성동구 시도내이동-시군구간 전출은 1,468명으로 집계됐다.",-,-,국내공식통계,Y,국내인구이동통계,성동구 시도내이동-시군구간 전출,"국내인구이동통계, 시도내이동-시군구간 전출, 성동구",성동구,-,-,,-,-,-,202606,-,M,확정,"1,468명",KOSIS_VALUE,KOSIS_OPEN_API,성동구 시도내이동-시군구간 전출,,202606,M,hcx,현재값,1468,-,-,N,명,현재값,-,-,"2026년 6월 성동구 시도내이동-시군구간 전출은 1,468명으로 집계됐다.",high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,성동구 시도내이동-시군구간 전출,,202606,M,202606,exact,명,명,person_count,count,item,,direct,성동구,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,101,DT_1B26001_A01,시군구별 이동자수,T32,시도내이동-시군구간 전출,11200,성동구,M,202606,1468,명,1468,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,,,,,,,,,,,,,,
V32BLIND-018,V32BLIND-018-m1,V32BLIND-018,2026년 6월 국내인구이동통계 시군구별 이동자수 화천군 총전출,2026-07-06,https://kosis.kr/,2026년 6월 화천군 총전출은 233명으로 집계됐다.,-,-,국내공식통계,Y,국내인구이동통계,화천군 총전출,"국내인구이동통계, 총전출, 화천군",화천군,-,-,,-,-,-,202606,-,M,확정,233명,KOSIS_VALUE,KOSIS_OPEN_API,화천군 총전출,,202606,M,hcx,현재값,233,-,-,N,명,현재값,-,-,2026년 6월 화천군 총전출은 233명으로 집계됐다.,high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,화천군 총전출,,202606,M,202606,exact,명,명,person_count,count,item,,direct,화천군,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,101,DT_1B26001_A01,시군구별 이동자수,T20,총전출,51790,화천군,M,202606,233,명,233,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,,,,,,,,,,,,,,
V32BLIND-019,V32BLIND-019-m1,V32BLIND-019,2026년 6월 오피스텔가격동향조사 수익률 수익률,2026-07-15,https://kosis.kr/,2026년 6월 수익률은 5.81235%으로 집계됐다.,-,-,국내공식통계,Y,오피스텔가격동향조사,수익률,"오피스텔가격동향조사, 수익률",-,-,-,,-,-,-,202606,-,M,확정,5.81235%,KOSIS_VALUE,KOSIS_OPEN_API,수익률,,202606,M,hcx,현재값,5.8123520359,-,-,N,%,현재값,-,-,2026년 6월 수익률은 5.81235%으로 집계됐다.,high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,수익률,,202606,M,202606,exact,%,%,rate,level,item,,direct,,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,408,DT_08002_10_010A,수익률,T001,수익률,0001,전국,M,202606,5.8123520359,%,5.8123520359,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,0001,전체,,,,,,,,,,,,
V32BLIND-020,V32BLIND-020-m1,V32BLIND-020,2026년 6월 오피스텔가격동향조사 수익률 서울 수익률,2026-07-15,https://kosis.kr/,2026년 6월 서울 수익률은 5.08021%으로 집계됐다.,-,-,국내공식통계,Y,오피스텔가격동향조사,서울 수익률,"오피스텔가격동향조사, 수익률, 서울",서울,-,-,,-,-,-,202606,-,M,확정,5.08021%,KOSIS_VALUE,KOSIS_OPEN_API,서울 수익률,,202606,M,hcx,현재값,5.0802124319,-,-,N,%,현재값,-,-,2026년 6월 서울 수익률은 5.08021%으로 집계됐다.,high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,서울 수익률,,202606,M,202606,exact,%,%,rate,level,item,,direct,서울,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,408,DT_08002_10_010A,수익률,T001,수익률,00020001,서울,M,202606,5.0802124319,%,5.0802124319,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,0001,전체,,,,,,,,,,,,
V32BLIND-021,V32BLIND-021-m1,V32BLIND-021,2026년 6월 오피스텔가격동향조사 수익률 대구 수익률,2026-07-15,https://kosis.kr/,2026년 6월 대구 수익률은 6.30914%으로 집계됐다.,-,-,국내공식통계,Y,오피스텔가격동향조사,대구 수익률,"오피스텔가격동향조사, 수익률, 대구",대구,-,-,,-,-,-,202606,-,M,확정,6.30914%,KOSIS_VALUE,KOSIS_OPEN_API,대구 수익률,,202606,M,hcx,현재값,6.3091426126,-,-,N,%,현재값,-,-,2026년 6월 대구 수익률은 6.30914%으로 집계됐다.,high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,대구 수익률,,202606,M,202606,exact,%,%,rate,level,item,,direct,대구,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,408,DT_08002_10_010A,수익률,T001,수익률,00030002,대구,M,202606,6.3091426126,%,6.3091426126,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,0001,전체,,,,,,,,,,,,
V32BLIND-022,V32BLIND-022-m1,V32BLIND-022,2025년 4분기 조달통계 기업 구분별 업무대상별 실적 건수,2026-06-23,https://kosis.kr/,"2025년 4분기 건수은 2,624,060건으로 집계됐다.",-,-,국내공식통계,Y,조달통계,건수,"조달통계, 건수",-,-,-,,-,-,-,202504,-,Q,확정,"2,624,060건",KOSIS_VALUE,KOSIS_OPEN_API,건수,,202504,Q,hcx,현재값,2624060,-,-,N,건,현재값,-,-,"2025년 4분기 건수은 2,624,060건으로 집계됐다.",high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,건수,,202504,Q,202504,exact,건,건,count,count,item,,direct,,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,131,DT_13103_C013,기업 구분별 업무대상별 실적,T1,건수,A01,전체,Q,202504,2624060,건,2624060,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,B01,합계,,,,,,,,,,,,
V32BLIND-023,V32BLIND-023-m1,V32BLIND-023,2025년 4분기 조달통계 기업 구분별 업무대상별 실적 미분류 금액,2026-06-23,https://kosis.kr/,2025년 4분기 미분류 금액은 0백만원으로 집계됐다.,-,-,국내공식통계,Y,조달통계,미분류 금액,"조달통계, 금액, 미분류",-,-,-,,-,-,-,202504,-,Q,확정,0백만원,KOSIS_VALUE,KOSIS_OPEN_API,미분류 금액,,202504,Q,hcx,현재값,0,-,-,N,백만원,현재값,-,-,2025년 4분기 미분류 금액은 0백만원으로 집계됐다.,high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,미분류 금액,,202504,Q,202504,exact,백만원,백만원,currency,level,item,,direct,미분류,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,131,DT_13103_C013,기업 구분별 업무대상별 실적,T2,금액,A01,전체,Q,202504,0,백만원,0,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,B06,미분류,,,,,,,,,,,,
V32BLIND-024,V32BLIND-024-m1,V32BLIND-024,2025년 4분기 조달통계 기업 구분별 업무대상별 실적 기술용역 건수,2026-06-23,https://kosis.kr/,"2025년 4분기 기술용역 건수은 152,746건으로 집계됐다.",-,-,국내공식통계,Y,조달통계,기술용역 건수,"조달통계, 건수, 기술용역",-,-,-,,-,-,-,202504,-,Q,확정,"152,746건",KOSIS_VALUE,KOSIS_OPEN_API,기술용역 건수,,202504,Q,hcx,현재값,152746,-,-,N,건,현재값,-,-,"2025년 4분기 기술용역 건수은 152,746건으로 집계됐다.",high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,기술용역 건수,,202504,Q,202504,exact,건,건,count,count,item,,direct,기술용역,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,131,DT_13103_C013,기업 구분별 업무대상별 실적,T1,건수,A01,전체,Q,202504,152746,건,152746,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,B05,기술용역,,,,,,,,,,,,
V32BLIND-025,V32BLIND-025-m1,V32BLIND-025,2019년 4분기 상업용부동산임대동향조사 상권별 집합 상가 순영업소득 영업경비,2020-01-30,https://kosis.kr/,2019년 4분기 영업경비은 10.7%으로 집계됐다.,-,-,국내공식통계,Y,상업용부동산임대동향조사,영업경비,"상업용부동산임대동향조사, 영업경비",-,-,-,,-,-,-,201904,-,Q,확정,10.7%,KOSIS_VALUE,KOSIS_OPEN_API,영업경비,,201904,Q,hcx,현재값,10.7,-,-,N,%,현재값,-,-,2019년 4분기 영업경비은 10.7%으로 집계됐다.,high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,영업경비,,201904,Q,201904,exact,%,%,rate,level,item,,direct,,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,408,DT_40801_N3303_02,상권별 집합 상가 순영업소득,H3,영업경비,10,전국,Q,201904,10.7,%,10.7,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,,,,,,,,,,,,,,
V32BLIND-026,V32BLIND-026-m1,V32BLIND-026,2019년 4분기 상업용부동산임대동향조사 상권별 집합 상가 순영업소득 오산시청 기타수입,2020-01-30,https://kosis.kr/,2019년 4분기 오산시청 기타수입은 0%으로 집계됐다.,-,-,국내공식통계,Y,상업용부동산임대동향조사,오산시청 기타수입,"상업용부동산임대동향조사, 기타수입, 오산시청",-,-,-,,-,-,-,201904,-,Q,확정,0%,KOSIS_VALUE,KOSIS_OPEN_API,오산시청 기타수입,,201904,Q,hcx,현재값,0,-,-,N,%,현재값,-,-,2019년 4분기 오산시청 기타수입은 0%으로 집계됐다.,high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,오산시청 기타수입,,201904,Q,201904,exact,%,%,rate,level,item,,direct,오산시청,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,408,DT_40801_N3303_02,상권별 집합 상가 순영업소득,H2,기타수입,41024,오산시청,Q,201904,0,%,0,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,,,,,,,,,,,,,,
V32BLIND-027,V32BLIND-027-m1,V32BLIND-027,2019년 4분기 상업용부동산임대동향조사 상권별 집합 상가 순영업소득 용담동우체국 순영업소득,2020-01-30,https://kosis.kr/,2019년 4분기 용담동우체국 순영업소득은 93.7%으로 집계됐다.,-,-,국내공식통계,Y,상업용부동산임대동향조사,용담동우체국 순영업소득,"상업용부동산임대동향조사, 순영업소득, 용담동우체국",-,-,-,,-,-,-,201904,-,Q,확정,93.7%,KOSIS_VALUE,KOSIS_OPEN_API,용담동우체국 순영업소득,,201904,Q,hcx,현재값,93.7,-,-,N,%,현재값,-,-,2019년 4분기 용담동우체국 순영업소득은 93.7%으로 집계됐다.,high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,용담동우체국 순영업소득,,201904,Q,201904,exact,%,%,rate,level,item,,direct,용담동우체국,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,408,DT_40801_N3303_02,상권별 집합 상가 순영업소득,H4,순영업소득,43002,용담동우체국,Q,201904,93.7,%,93.7,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,,,,,,,,,,,,,,
V32BLIND-028,V32BLIND-028-m1,V32BLIND-028,2023년 12월 한국철도통계 여객사고 발생현황(SRT) 여객사고 발생현황(SRT),2024-12-20,https://kosis.kr/,2023년 12월 여객사고 발생현황(SRT)은 0명으로 집계됐다.,-,-,국내공식통계,Y,한국철도통계,여객사고 발생현황(SRT),"한국철도통계, 여객사고 발생현황(SRT)",-,-,-,,-,-,-,202312,-,M,확정,0명,KOSIS_VALUE,KOSIS_OPEN_API,여객사고 발생현황(SRT),,202312,M,hcx,현재값,0,-,-,N,명,현재값,-,-,2023년 12월 여객사고 발생현황(SRT)은 0명으로 집계됐다.,high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,여객사고 발생현황(SRT),,202312,M,202312,exact,명,명,person_count,count,item,,direct,,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,357,DT_357001_LJ00102,여객사고 발생현황(SRT),bb,여객사고 발생현황(SRT),13,합계,M,202312,0,명,0,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,,,,,,,,,,,,,,
V32BLIND-029,V32BLIND-029-m1,V32BLIND-029,2023년 12월 한국철도통계 여객사고 발생현황(SRT) 사망인원 여객사고 발생현황(SRT),2024-12-20,https://kosis.kr/,2023년 12월 사망인원 여객사고 발생현황(SRT)은 0명으로 집계됐다.,-,-,국내공식통계,Y,한국철도통계,사망인원 여객사고 발생현황(SRT),"한국철도통계, 여객사고 발생현황(SRT), 사망인원",-,-,-,,-,-,-,202312,-,M,확정,0명,KOSIS_VALUE,KOSIS_OPEN_API,사망인원 여객사고 발생현황(SRT),,202312,M,hcx,현재값,0,-,-,N,명,현재값,-,-,2023년 12월 사망인원 여객사고 발생현황(SRT)은 0명으로 집계됐다.,high,N,-,N,0,0,BLIND_KOSIS_OFFICIAL_COORDINATE,v32-identifiable-ready-unused-coordinate-r1,2026-08-20T15:22:58.515302+00:00,사망인원 여객사고 발생현황(SRT),,202312,M,202312,exact,명,명,person_count,count,item,,direct,사망인원,KOSIS_API_PRE_PREDICTION_TABLE_DISJOINT_FIXTURE,Y,Y,FULL_KOSIS,357,DT_357001_LJ00102,여객사고 발생현황(SRT),bb,여객사고 발생현황(SRT),1201,사망인원,M,202312,0,명,0,UNIQUE,HIGH,v31b 동결 후 예측 전 KOSIS API+PostgreSQL 좌표 잠금,https://kosis.kr/,2026-08-20T15:22:58.515302+00:00,KOSIS_OPEN_API_PRE_PREDICTION,N,N,,,,,,,,,,,,,,
