org_id,tbl_id,tbl_name,source_org,classification_system,periodicity,direct_item_ids,direct_item_names,supports_direct_level,supports_rate_derivation,supports_absolute_change,supports_trade_balance,supports_trade_balance_change,supports_rank,supports_partial_period,requires_codeset_for_broad_categories,unsupported_claim_types,evidence_source,reviewed_at,capability_source,capability_review_status,evidence_url,evidence_note,reviewed_by
101,DT_1L9U001,"가구당 월평균 가계수지 (전국,1인이상)",101,KOSIS 공식 메타 분류,,T110|T120|T150,전체가구|근로자가구|근로자외가구,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=101 tbl_id=DT_1L9U001; meta_rows=140 item_rows=3 obj_rows=137,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=101 tbl_id=DT_1L9U001; meta_rows=140 item_rows=3 obj_rows=137,
101,DT_1L9U015,"가구구성별 가구당 월평균 가계수지 (전국,1인이상)",101,KOSIS 공식 메타 분류,,T110|T120|T150,전체가구|근로자가구|근로자외가구,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=101 tbl_id=DT_1L9U015; meta_rows=145 item_rows=3 obj_rows=142,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=101 tbl_id=DT_1L9U015; meta_rows=145 item_rows=3 obj_rows=142,
101,DT_1L9V014,"가구구성별 가구당 월평균 가계수지 (전국,2인이상)",101,KOSIS 공식 메타 분류,,T210|T220|T250,전체가구|근로자가구|근로자외가구,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=101 tbl_id=DT_1L9V014; meta_rows=145 item_rows=3 obj_rows=142,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=101 tbl_id=DT_1L9V014; meta_rows=145 item_rows=3 obj_rows=142,
101,DT_2FB002F,(귀화 전)국적별 취업자(이민자),101,KOSIS 공식 메타 분류,,T100|T200|T210|T220|T230|T240|T241|T242|T243|T244|T245|T246|T001|T247|T248|T249|T250|T300|T400|T500|T600,합계|아시아| - 한국계중국| - 중국(한국계 제외)|- 베트남| - 기타아시아1|   · 우즈베키스탄|   · 필리핀|   · 인도네시아|   · 일본|   · 태국|   · 몽골|   · 기타아시아2|    · · 캄보디아|    · · 네팔|    · · 기타아시아3|아시아이외|- 북미|- 유럽|- 오세아니아|- 기타,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=101 tbl_id=DT_2FB002F; meta_rows=28 item_rows=21 obj_rows=7,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=101 tbl_id=DT_2FB002F; meta_rows=28 item_rows=21 obj_rows=7,
101,DT_2FB003F,거주지역별 취업자(이민자),101,KOSIS 공식 메타 분류,,T100|T200|T210|T220|T230|T240|T300|T310|T320|T330|T340|T350,합계|수도권| - 서울| - 경기 인천|ㆍ인천|ㆍ경기|비수도권| - 부산 울산 경남| - 대전 충남 충북 세종| - 대구 경북| - 광주 전남 전북| - 강원 제주,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=101 tbl_id=DT_2FB003F; meta_rows=19 item_rows=12 obj_rows=7,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=101 tbl_id=DT_2FB003F; meta_rows=19 item_rows=12 obj_rows=7,
101,DT_2FB010F,동일 직장 근속기간별 취업자(이민자),101,KOSIS 공식 메타 분류,,T100|T200|T300|T400|T500|T600,합계|6개월 미만|6개월 이상 ~ 1년 미만|1년 이상 ~ 2년 미만|2년 이상 ~ 3년 미만|3년 이상,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=101 tbl_id=DT_2FB010F; meta_rows=13 item_rows=6 obj_rows=7,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=101 tbl_id=DT_2FB010F; meta_rows=13 item_rows=6 obj_rows=7,
101,DT_2FB011F,동일 직업 근무기간별 취업자(이민자),101,KOSIS 공식 메타 분류,,T100|T200|T300|T400|T500|T600,합계|6개월 미만|6개월 이상 ~ 1년 미만|1년 이상 ~ 2년 미만|2년 이상 ~ 3년 미만|3년 이상,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=101 tbl_id=DT_2FB011F; meta_rows=13 item_rows=6 obj_rows=7,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=101 tbl_id=DT_2FB011F; meta_rows=13 item_rows=6 obj_rows=7,
101,DT_3KB9017,[도소매업] 시도/산업/상품 판매처별 구성비 현황,101,KOSIS 공식 메타 분류,,T01|T02|T021|T022|T023|T024|T025|T026|T027,사업체수|합계|본지점 간 이동|도매업자|소매업자|산업사용자|일반소비자|해외수출|기타,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=101 tbl_id=DT_3KB9017; meta_rows=300 item_rows=9 obj_rows=291,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=101 tbl_id=DT_3KB9017; meta_rows=300 item_rows=9 obj_rows=291,
101,DT_3KB9018,[도소매업] 시도/산업/상품판매 유형별 매출액 구성비 현황,101,KOSIS 공식 메타 분류,,T01|T02|T021|T022|T023|T024|T025,사업체수|합계|매장 판매|방문 판매|인터넷 판매|TV홈쇼핑 전화 우편 판매|기타,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=101 tbl_id=DT_3KB9018; meta_rows=298 item_rows=7 obj_rows=291,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=101 tbl_id=DT_3KB9018; meta_rows=298 item_rows=7 obj_rows=291,
110,DT_11029N_204,행정서비스 이용 시 이용 방법_ 자동차 등록 및 이전,110,KOSIS 공식 메타 분류,,T2,행정서비스 이용 시 이용 방법_ 자동차 등록 및 이전,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=110 tbl_id=DT_11029N_204; meta_rows=75 item_rows=1 obj_rows=74,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=110 tbl_id=DT_11029N_204; meta_rows=75 item_rows=1 obj_rows=74,
111,DT_111014_B087,숙련기능인력(E-7-4) 고용 이유 - 비전문취업자보다 업무 숙련도가 높아서,111,KOSIS 공식 메타 분류,,T001,숙련기능인력(E-7-4) 고용 이유,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=111 tbl_id=DT_111014_B087; meta_rows=39 item_rows=1 obj_rows=38,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=111 tbl_id=DT_111014_B087; meta_rows=39 item_rows=1 obj_rows=38,
111,DT_111014_C029,올해 일당 근로자 중 외국인 고용 비율,111,KOSIS 공식 메타 분류,,T001,올해 일당 근로자 중 외국인 고용 비율,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=111 tbl_id=DT_111014_C029; meta_rows=29 item_rows=1 obj_rows=28,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=111 tbl_id=DT_111014_C029; meta_rows=29 item_rows=1 obj_rows=28,
111,DT_111014_C035,올해 한달 이상 고용 근로자 필요한 근로자 중 외국인 비율,111,KOSIS 공식 메타 분류,,T001,올해 한달 이상 고용 근로자 필요한 근로자 중 외국인 비율,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=111 tbl_id=DT_111014_C035; meta_rows=29 item_rows=1 obj_rows=28,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=111 tbl_id=DT_111014_C035; meta_rows=29 item_rows=1 obj_rows=28,
113,DT_113_STBL_1024767,콘텐츠산업 :  유통(소매 및 서비스) 매출액 현황,113,KOSIS 공식 메타 분류,,13103844025T1|13103844025T2|13103844025T3|13103844025T4,매출액|비중|전년대비증감률|연평균증감률,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=113 tbl_id=DT_113_STBL_1024767; meta_rows=13 item_rows=4 obj_rows=9,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=113 tbl_id=DT_113_STBL_1024767; meta_rows=13 item_rows=4 obj_rows=9,
113,DT_113_STBL_1030566,관광여행 만족도_관광지 물가,113,KOSIS 공식 메타 분류,,13103133085T1|13103133085T2|13103133085T3|13103133085T4|13103133085T5|13103133085T6|13103133085T7|13103133085T8|13103133085T9|13103133085T10|13103133085T11|13103133085T12|13103133085T13|13103133085T14|13103133085T15|13103133085T16|13103133085T17,서울|부산|대구|인천|광주|대전|울산|세종|경기|강원|충북|충남|전북|전남|경북|경남|제주,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=113 tbl_id=DT_113_STBL_1030566; meta_rows=54 item_rows=17 obj_rows=37,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=113 tbl_id=DT_113_STBL_1030566; meta_rows=54 item_rows=17 obj_rows=37,
113,DT_113_STBL_1030567,관광 숙박여행 만족도_관광지 물가,113,KOSIS 공식 메타 분류,,13103133096T1|13103133096T2|13103133096T3|13103133096T4|13103133096T5|13103133096T6|13103133096T7|13103133096T8|13103133096T9|13103133096T10|13103133096T11|13103133096T12|13103133096T13|13103133096T14|13103133096T15|13103133096T16|13103133096T17,서울|부산|대구|인천|광주|대전|울산|세종|경기|강원|충북|충남|전북|전남|경북|경남|제주,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=113 tbl_id=DT_113_STBL_1030567; meta_rows=54 item_rows=17 obj_rows=37,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=113 tbl_id=DT_113_STBL_1030567; meta_rows=54 item_rows=17 obj_rows=37,
113,DT_113_STBL_1030568,관광 당일여행 만족도_관광지 물가,113,KOSIS 공식 메타 분류,,13103133093T1|13103133093T2|13103133093T3|13103133093T4|13103133093T5|13103133093T6|13103133093T7|13103133093T8|13103133093T9|13103133093T10|13103133093T11|13103133093T12|13103133093T13|13103133093T14|13103133093T15|13103133093T16|13103133093T17,서울|부산|대구|인천|광주|대전|울산|세종|경기|강원|충북|충남|전북|전남|경북|경남|제주,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=113 tbl_id=DT_113_STBL_1030568; meta_rows=54 item_rows=17 obj_rows=37,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=113 tbl_id=DT_113_STBL_1030568; meta_rows=54 item_rows=17 obj_rows=37,
113,DT_113_STBL_1030964, 광역자치단체 중앙정부 문화 관련 사업 평균 및 전체 건 수,113,KOSIS 공식 메타 분류,,13103135279T1|13103135279T2|13103135279T3,광역전체|시|도,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=113 tbl_id=DT_113_STBL_1030964; meta_rows=5 item_rows=3 obj_rows=2,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=113 tbl_id=DT_113_STBL_1030964; meta_rows=5 item_rows=3 obj_rows=2,
114,DT_114055_B015,귀촌 후 경제활동 수행에서의 어려움,114,KOSIS 공식 메타 분류,,T001,귀촌 후 경제활동 수행에서의 어려움,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=114 tbl_id=DT_114055_B015; meta_rows=13 item_rows=1 obj_rows=12,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=114 tbl_id=DT_114055_B015; meta_rows=13 item_rows=1 obj_rows=12,
115,DT_115042_25_024,생산 품목별 수출 금액(합계),115,KOSIS 공식 메타 분류,,T001,생산 품목별 수출 금액(합계),Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=115 tbl_id=DT_115042_25_024; meta_rows=42 item_rows=1 obj_rows=41,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=115 tbl_id=DT_115042_25_024; meta_rows=42 item_rows=1 obj_rows=41,
115,DT_115042_25_042,향후 신규 수출 계획 또는 수출 확대 계획,115,KOSIS 공식 메타 분류,,T001|T002|T003,사업체 수|예|아니오,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=115 tbl_id=DT_115042_25_042; meta_rows=42 item_rows=3 obj_rows=39,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=115 tbl_id=DT_115042_25_042; meta_rows=42 item_rows=3 obj_rows=39,
115,DT_115042_25_045,자동차 부품 수출계획 관련 애로사항,115,KOSIS 공식 메타 분류,,T001|T002|T003|T004|T005|T006|T007,사업체 수|해외 시장 정보 부족|해외 거래처 확보 어려움|수출입 관련 실무(실무인력 부족 통관 및 현지 법률 등 제도의 복잡성) 부담|제품 가격경쟁력 부족|수출입 관련 비용(무역보험·금융 및 기타 현지 시설자금 등) 부담|기타,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=115 tbl_id=DT_115042_25_045; meta_rows=45 item_rows=7 obj_rows=38,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=115 tbl_id=DT_115042_25_045; meta_rows=45 item_rows=7 obj_rows=38,
115,DT_115042_25_077,자동차 부품산업 연간 투자액 - 생산설비투자,115,KOSIS 공식 메타 분류,,T001|T002,합계|비율,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=115 tbl_id=DT_115042_25_077; meta_rows=41 item_rows=2 obj_rows=39,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=115 tbl_id=DT_115042_25_077; meta_rows=41 item_rows=2 obj_rows=39,
115,DT_115042_25_082,자동차 부품산업 연간 투자계획 금액 - 생산설비투자,115,KOSIS 공식 메타 분류,,T001|T002,합계|비율,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=115 tbl_id=DT_115042_25_082; meta_rows=41 item_rows=2 obj_rows=39,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=115 tbl_id=DT_115042_25_082; meta_rows=41 item_rows=2 obj_rows=39,
115,DT_115_2012_AA061,"광주광역시･산업별(중분류) 현재인원(성별, 고용형태별 등)",115,KOSIS 공식 메타 분류,,T001,산업별(중분류)･광주광역시 현재인원,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=115 tbl_id=DT_115_2012_AA061; meta_rows=84 item_rows=1 obj_rows=83,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=115 tbl_id=DT_115_2012_AA061; meta_rows=84 item_rows=1 obj_rows=83,
115,DT_115_2012_AA079,"경기도･산업별(중분류) 현재인원(성별, 고용형태별 등)",115,KOSIS 공식 메타 분류,,T001,경기도･산업별(중분류) 현재인원(성별 고용형태별 등),Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=115 tbl_id=DT_115_2012_AA079; meta_rows=84 item_rows=1 obj_rows=83,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=115 tbl_id=DT_115_2012_AA079; meta_rows=84 item_rows=1 obj_rows=83,
115,DT_115_2012_AA085,"강원특별자치도･산업별(중분류) 현재인원(성별, 고용형태별 등)",115,KOSIS 공식 메타 분류,,T001,강원도･산업별(중분류) 현재인원(성별 고용형태별 등),Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=115 tbl_id=DT_115_2012_AA085; meta_rows=84 item_rows=1 obj_rows=83,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=115 tbl_id=DT_115_2012_AA085; meta_rows=84 item_rows=1 obj_rows=83,
115,DT_115_2012_AA115,"경상북도･산업별(중분류) 현재인원(성별, 고용형태별 등)",115,KOSIS 공식 메타 분류,,T001,경상북도･산업별(중분류) 현재인원(성별 고용형태별 등),Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=115 tbl_id=DT_115_2012_AA115; meta_rows=84 item_rows=1 obj_rows=83,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=115 tbl_id=DT_115_2012_AA115; meta_rows=84 item_rows=1 obj_rows=83,
115,DT_115_2012_AA121,"경상남도･산업별(중분류) 현재인원(성별, 고용형태별 등)",115,KOSIS 공식 메타 분류,,T001,경상남도･산업별(중분류) 현재인원(성별 고용형태별 등),Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=115 tbl_id=DT_115_2012_AA121; meta_rows=84 item_rows=1 obj_rows=83,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=115 tbl_id=DT_115_2012_AA121; meta_rows=84 item_rows=1 obj_rows=83,
115,DT_14217C_055,중견기업 후보기업 주요수출 국가 1+2+3+4+5순위(상위 14개),115,KOSIS 공식 메타 분류,,T001,주요수출 국가 1+2+3+4+5순위(상위 14개),Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=115 tbl_id=DT_14217C_055; meta_rows=57 item_rows=1 obj_rows=56,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=115 tbl_id=DT_14217C_055; meta_rows=57 item_rows=1 obj_rows=56,
115,TX_115_2009_H4562,정부/공공기관 연간 이러닝 과정 수,115,KOSIS 공식 메타 분류,,16115T2009_1959|16115T2009_1960|16115T2009_1961,평균 교육과정|이러닝 운영과정수|이러닝 과정비율,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=115 tbl_id=TX_115_2009_H4562; meta_rows=12 item_rows=3 obj_rows=9,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=115 tbl_id=TX_115_2009_H4562; meta_rows=12 item_rows=3 obj_rows=9,
116,DT_MLTM_1048,국내·국제여객 월별 수송수단별,116,KOSIS 공식 메타 분류,,13103871070T1,합계,Y,Y,Y,N,N,N,UNKNOWN,Y,,KOSIS getMeta org_id=116 tbl_id=DT_MLTM_1048; meta_rows=17 item_rows=1 obj_rows=16,2026-08-04,AUTO_INFERRED,UNREVIEWED,,KOSIS getMeta org_id=116 tbl_id=DT_MLTM_1048; meta_rows=17 item_rows=1 obj_rows=16,
