claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at
A2698-C021,-,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"반도체경기 호조세는 유지됐으나, 미국 관세 인상의 부정적 영향이 파급되면서 수출 증가세가 점차 둔화됐다.",10월 수출은 전년 동월 대비 3.6% 증가에 그쳤다.,"미국으로의 수출이 감소세를 지속한 가운데, 반도체를 제외한 품목의 부진으로 일평균 수출액은 완만하게 둔화되는 모습이다.",국내공식통계,Y,무역,수출 증가율,"반도체, 미국 관세 인상, 수출 증가세",-,-,-,반도체,-,-,미국,2025-10,-,M,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10월 수출은 전년 동월 대비 3.6% 증가에 그쳤다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2698-C022,-,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"미국으로의 수출이 감소세를 지속한 가운데, 반도체를 제외한 품목의 부진으로 일평균 수출액은 완만하게 둔화되는 모습이다.","반도체경기 호조세는 유지됐으나, 미국 관세 인상의 부정적 영향이 파급되면서 수출 증가세가 점차 둔화됐다.",9~10월 일평균 수출액은 3.2% 증가에 그쳤다.,해외통계·정책,Y,무역,수출액,"미국, 수출, 반도체, 일평균 수출액",-,-,-,-,-,-,미국,202509,-,M,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"미국으로의 수출이 감소세를 지속한 가운데, 반도체를 제외한 품목의 부진으로 일평균 수출액은 완만하게 둔화되는 모습이다.",mid,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2698-C023,A2698-C023-m1,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,9~10월 일평균 수출액은 3.2% 증가에 그쳤다.,"미국으로의 수출이 감소세를 지속한 가운데, 반도체를 제외한 품목의 부진으로 일평균 수출액은 완만하게 둔화되는 모습이다.","미국으로의 수출은 자동차를 중심으로 12.9% 감소했고, 중국으로의 수출도 반도체를 제외한 품목을 중심으로 6.8% 감소했다.",국내공식통계,N,무역,일평균 수출액 증감률,"수출액, 증감률",-,-,-,-,-,-,-,2025-09,-,M,확정,3.2%,KOSIS_VALUE,hcx,일평균 수출액,-,-,-,hcx,증감률,3.2,-,-,N,%,증감률,증가,전월,9~10월 일평균 수출액은 3.2% 증가에 그쳤다.,high,Y,measurement_period_ungrounded:1,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2698-C024,A2698-C024-m1,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"미국으로의 수출은 자동차를 중심으로 12.9% 감소했고, 중국으로의 수출도 반도체를 제외한 품목을 중심으로 6.8% 감소했다.",9~10월 일평균 수출액은 3.2% 증가에 그쳤다.,건설투자의 부진도 지속되고 있다.,해외통계·정책,N,무역,수출액 증감률,"미국, 중국, 수출, 자동차, 반도체",-,-,-,"자동차, 반도체",-,-,"미국, 중국",2025-10,-,M,확정,12.9%,KOSIS_VALUE,hcx,수출액,자동차,-,-,hcx,증감률,12.9,-,-,N,%,증감률,감소,전년동월,"미국으로의 수출은 자동차를 중심으로 12.9% 감소했고, 중국으로의 수출도 반도체를 제외한 품목을 중심으로 6.8% 감소했다.",high,Y,measurement_period_ungrounded:2,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2698-C024,A2698-C024-m2,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"미국으로의 수출은 자동차를 중심으로 12.9% 감소했고, 중국으로의 수출도 반도체를 제외한 품목을 중심으로 6.8% 감소했다.",9~10월 일평균 수출액은 3.2% 증가에 그쳤다.,건설투자의 부진도 지속되고 있다.,해외통계·정책,N,무역,수출액 증감률,"미국, 중국, 수출, 자동차, 반도체",-,-,-,"자동차, 반도체",-,-,"미국, 중국",2025-10,-,M,확정,6.8%,KOSIS_VALUE,hcx,수출액,반도체 제외 품목,-,-,hcx,증감률,6.8,-,-,N,%,증감률,감소,전년동월,"미국으로의 수출은 자동차를 중심으로 12.9% 감소했고, 중국으로의 수출도 반도체를 제외한 품목을 중심으로 6.8% 감소했다.",high,Y,measurement_period_ungrounded:2,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2698-C025,-,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,건설투자의 부진도 지속되고 있다.,"미국으로의 수출은 자동차를 중심으로 12.9% 감소했고, 중국으로의 수출도 반도체를 제외한 품목을 중심으로 6.8% 감소했다.",9월 건설기성은 전년 동월 대비 4.3% 감소했다.,국내공식통계,Y,생산·산업,건설기성,"건설투자, 부진",-,-,-,-,-,-,-,2025Q3,-,Q,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9월 건설기성은 전년 동월 대비 4.3% 감소했다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2698-C026,A2698-C026-m1,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,9월 건설기성은 전년 동월 대비 4.3% 감소했다.,건설투자의 부진도 지속되고 있다.,"조업일수 확대로 감소폭이 다소 완화됐으나, 건설투자는 여전히 부진한 것으로 KDI는 판단했다.",국내공식통계,Y,생산·산업,건설기성,"건설기성, 조업일수 확대, 감소폭 완화",-,-,-,-,-,-,-,2025-09,-,M,확정,4.3%,KOSIS_VALUE,hcx,건설기성,-,-,-,hcx,증감률,4.3,-,-,N,%,증감률,감소,전년동월,9월 건설기성은 전년 동월 대비 4.3% 감소했다.,high,Y,measurement_period_ungrounded:1,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2698-C027,-,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"조업일수 확대로 감소폭이 다소 완화됐으나, 건설투자는 여전히 부진한 것으로 KDI는 판단했다.",9월 건설기성은 전년 동월 대비 4.3% 감소했다.,3분기 국민계정상 건설투자가 전기 대비로도 0.1% 감소세를 이어가고 있어 건설투자는 여전히 부진한 것으로 분석됐다.,국내공식통계,Y,생산·산업,건설기성,"조업일수 확대, 건설투자, 부진",-,-,-,-,-,-,-,2025Q3,-,Q,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3분기 국민계정상 건설투자가 전기 대비로도 0.1% 감소세를 이어가고 있어 건설투자는 여전히 부진한 것으로 분석됐다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2698-C028,A2698-C028-m1,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,3분기 국민계정상 건설투자가 전기 대비로도 0.1% 감소세를 이어가고 있어 건설투자는 여전히 부진한 것으로 분석됐다.,"조업일수 확대로 감소폭이 다소 완화됐으나, 건설투자는 여전히 부진한 것으로 KDI는 판단했다.","부동산 프로젝트파이낸싱(PF) 대출 강화와 지방 부동산경기 둔화 등으로 수주가 착공으로 원활하게 연결되지 못하고, 공사 기간도 확대되면서 건설투자의 부진이 지속되고 있다는 설명이다.",국내공식통계,Y,생산·산업,건설투자 증감률,"국민계정, 건설투자, 감소세",-,-,-,-,-,-,-,2025Q3,-,Q,확정,0.1%,KOSIS_VALUE,hcx,건설투자 증감률,-,-,-,hcx,증감률,0.1,-,-,N,%,증감률,감소,전분기,[검증 대상 문장] 3분기 국민계정상 건설투자가 전기 대비로도 0.1% 감소세를 이어가고 있어 건설투자는 여전히 부진한 것으로 분석됐다.,high,Y,measurement_period_ungrounded:1,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2698-C029,-,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"부동산 프로젝트파이낸싱(PF) 대출 강화와 지방 부동산경기 둔화 등으로 수주가 착공으로 원활하게 연결되지 못하고, 공사 기간도 확대되면서 건설투자의 부진이 지속되고 있다는 설명이다.",3분기 국민계정상 건설투자가 전기 대비로도 0.1% 감소세를 이어가고 있어 건설투자는 여전히 부진한 것으로 분석됐다.,"KDI는 “한·미 무역협정 진전, 미·중 무역 긴장 완화 등 통상여건이 일부 개선됐으나 불확실성은 상존한다”고 덧붙였다.",국내공식통계,N,부동산,-,-,-,-,-,-,-,-,-,-,-,-,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"부동산 프로젝트파이낸싱(PF) 대출 강화와 지방 부동산경기 둔화 등으로 수주가 착공으로 원활하게 연결되지 못하고, 공사 기간도 확대되면서 건설투자의 부진이 지속되고 있다는 설명이다.",mid,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2700-C001,A2700-C001-m1,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,올해 3분기 수출액 상위 10대 기업의 무역집중도가 40%로 역대 최고치를 기록했다.,-,반도체 수출 호황으로 대기업 실적이 크게 개선되면서 수출이 소수 대기업에 집중되는 현상이 심화되고 있다.,국내공식통계,Y,무역,무역집중도,"수출, 톱10, 기업, 비중, 역대 최대, 대기업 쏠림",-,-,-,-,-,-,-,2025Q3,-,Q,확정,10대,KOSIS_VALUE,hcx,수출액 상위 기업의 수,-,2025Q3,Q,hcx,현재값,10,-,-,N,대,수준값,-,전분기,올해 3분기 수출액 상위 10대 기업의 무역집중도가 40%로 역대 최고치를 기록했다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2700-C001,A2700-C001-m2,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,올해 3분기 수출액 상위 10대 기업의 무역집중도가 40%로 역대 최고치를 기록했다.,-,반도체 수출 호황으로 대기업 실적이 크게 개선되면서 수출이 소수 대기업에 집중되는 현상이 심화되고 있다.,국내공식통계,Y,무역,무역집중도,"수출, 톱10, 기업, 비중, 역대 최대, 대기업 쏠림",-,-,-,-,-,-,-,2025Q3,-,Q,확정,40%,KOSIS_VALUE,hcx,무역집중도,-,2025Q3,Q,hcx,현재값,40,-,-,N,%,비중,-,전분기,올해 3분기 수출액 상위 10대 기업의 무역집중도가 40%로 역대 최고치를 기록했다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2700-C002,-,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,반도체 수출 호황으로 대기업 실적이 크게 개선되면서 수출이 소수 대기업에 집중되는 현상이 심화되고 있다.,올해 3분기 수출액 상위 10대 기업의 무역집중도가 40%로 역대 최고치를 기록했다.,전체 수출이 늘어도 중소·중견기업이 체감하는 효과는 제한적이어서 수출 증가세가 경제 전반의 활력으로 이어지지 못하고 있다는 지적이 나온다.,국내공식통계,N,무역,수출액,"수출, 톱10, 기업, 비중, 역대 최대, 대기업 쏠림",-,-,-,반도체,-,-,-,2025Q3,-,Q,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,올해 3분기 수출액 상위 10대 기업의 무역집중도가 40%로 역대 최고치를 기록했다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2700-C003,-,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,전체 수출이 늘어도 중소·중견기업이 체감하는 효과는 제한적이어서 수출 증가세가 경제 전반의 활력으로 이어지지 못하고 있다는 지적이 나온다.,반도체 수출 호황으로 대기업 실적이 크게 개선되면서 수출이 소수 대기업에 집중되는 현상이 심화되고 있다.,"국가데이터처가 10일 발표한 ’2025년 3분기 기업특성별 무역통계’에 따르면, 3분기 수출액 상위 10개 기업의 무역집중도는 40.0%로 지난해 3분기(37.4%)보다 2.6%포인트 상승했다.",국내공식통계,Y,무역,수출액 상위 10개 기업의 무역집중도,"수출, 중소기업, 중견기업, 경제 활력",-,-,-,-,-,-,-,2025Q3,-,Q,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"국가데이터처가 10일 발표한 '2025년 3분기 기업특성별 무역통계'에 따르면, 3분기 수출액 상위 10개 기업의 무역집중도는 40.0%로 지난해 3분기(37.4%)보다 2.6%포인트 상승했다.",high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
A2700-C004,A2700-C004-m1,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,"국가데이터처가 10일 발표한 ’2025년 3분기 기업특성별 무역통계’에 따르면, 3분기 수출액 상위 10개 기업의 무역집중도는 40.0%로 지난해 3분기(37.4%)보다 2.6%포인트 상승했다.",전체 수출이 늘어도 중소·중견기업이 체감하는 효과는 제한적이어서 수출 증가세가 경제 전반의 활력으로 이어지지 못하고 있다는 지적이 나온다.,이는 2015년 기업 특성별 분기 통계 작성 이래 가장 높은 수치다.,국내공식통계,Y,무역,무역집중도,"수출액, 상위 10개 기업, 무역통계",-,-,-,-,-,-,-,2025Q3,-,Q,확정,40.0%,KOSIS_VALUE,hcx,무역집중도,-,2025Q3,Q,hcx,현재값,40,-,-,N,%,수준값,증가,전년동기,"국가데이터처가 10일 발표한 '2025년 3분기 기업특성별 무역통계'에 따르면, 3분기 수출액 상위 10개 기업의 무역집중도는 40.0%로 지난해 3분기(37.4%)보다 2.6%포인트 상승했다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-23
