claim_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence
A2698-C022,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"미국으로의 수출이 감소세를 지속한 가운데, 반도체를 제외한 품목의 부진으로 일평균 수출액은 완만하게 둔화되는 모습이다.","반도체경기 호조세는 유지됐으나, 미국 관세 인상의 부정적 영향이 파급되면서 수출 증가세가 점차 둔화됐다.",9~10월 일평균 수출액은 3.2% 증가에 그쳤다.
A2698-C023,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,9~10월 일평균 수출액은 3.2% 증가에 그쳤다.,"미국으로의 수출이 감소세를 지속한 가운데, 반도체를 제외한 품목의 부진으로 일평균 수출액은 완만하게 둔화되는 모습이다.","미국으로의 수출은 자동차를 중심으로 12.9% 감소했고, 중국으로의 수출도 반도체를 제외한 품목을 중심으로 6.8% 감소했다."
A2698-C024,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"미국으로의 수출은 자동차를 중심으로 12.9% 감소했고, 중국으로의 수출도 반도체를 제외한 품목을 중심으로 6.8% 감소했다.",9~10월 일평균 수출액은 3.2% 증가에 그쳤다.,건설투자의 부진도 지속되고 있다.
A2698-C025,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,건설투자의 부진도 지속되고 있다.,"미국으로의 수출은 자동차를 중심으로 12.9% 감소했고, 중국으로의 수출도 반도체를 제외한 품목을 중심으로 6.8% 감소했다.",9월 건설기성은 전년 동월 대비 4.3% 감소했다.
A2698-C026,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,9월 건설기성은 전년 동월 대비 4.3% 감소했다.,건설투자의 부진도 지속되고 있다.,"조업일수 확대로 감소폭이 다소 완화됐으나, 건설투자는 여전히 부진한 것으로 KDI는 판단했다."
A2698-C027,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"조업일수 확대로 감소폭이 다소 완화됐으나, 건설투자는 여전히 부진한 것으로 KDI는 판단했다.",9월 건설기성은 전년 동월 대비 4.3% 감소했다.,3분기 국민계정상 건설투자가 전기 대비로도 0.1% 감소세를 이어가고 있어 건설투자는 여전히 부진한 것으로 분석됐다.
A2698-C028,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,3분기 국민계정상 건설투자가 전기 대비로도 0.1% 감소세를 이어가고 있어 건설투자는 여전히 부진한 것으로 분석됐다.,"조업일수 확대로 감소폭이 다소 완화됐으나, 건설투자는 여전히 부진한 것으로 KDI는 판단했다.","부동산 프로젝트파이낸싱(PF) 대출 강화와 지방 부동산경기 둔화 등으로 수주가 착공으로 원활하게 연결되지 못하고, 공사 기간도 확대되면서 건설투자의 부진이 지속되고 있다는 설명이다."
A2698-C029,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"부동산 프로젝트파이낸싱(PF) 대출 강화와 지방 부동산경기 둔화 등으로 수주가 착공으로 원활하게 연결되지 못하고, 공사 기간도 확대되면서 건설투자의 부진이 지속되고 있다는 설명이다.",3분기 국민계정상 건설투자가 전기 대비로도 0.1% 감소세를 이어가고 있어 건설투자는 여전히 부진한 것으로 분석됐다.,"KDI는 “한·미 무역협정 진전, 미·중 무역 긴장 완화 등 통상여건이 일부 개선됐으나 불확실성은 상존한다”고 덧붙였다."
A2698-C030,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"KDI는 “한·미 무역협정 진전, 미·중 무역 긴장 완화 등 통상여건이 일부 개선됐으나 불확실성은 상존한다”고 덧붙였다.","부동산 프로젝트파이낸싱(PF) 대출 강화와 지방 부동산경기 둔화 등으로 수주가 착공으로 원활하게 연결되지 못하고, 공사 기간도 확대되면서 건설투자의 부진이 지속되고 있다는 설명이다.",경제 전문가들은 소비쿠폰 같은 일회성 정책은 단기 효과에 그칠 수밖에 없다고 지적한다.
A2698-C031,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,경제 전문가들은 소비쿠폰 같은 일회성 정책은 단기 효과에 그칠 수밖에 없다고 지적한다.,"KDI는 “한·미 무역협정 진전, 미·중 무역 긴장 완화 등 통상여건이 일부 개선됐으나 불확실성은 상존한다”고 덧붙였다.","김정식 연세대 명예교수는 “결국 기업이 투자하고 생산하고 수출해야 경제가 성장하고, 그래야 일자리가 늘고 소득이 늘어 소비도 자연스럽게 살아난다”고 말했다."
A2698-C032,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"김정식 연세대 명예교수는 “결국 기업이 투자하고 생산하고 수출해야 경제가 성장하고, 그래야 일자리가 늘고 소득이 늘어 소비도 자연스럽게 살아난다”고 말했다.",경제 전문가들은 소비쿠폰 같은 일회성 정책은 단기 효과에 그칠 수밖에 없다고 지적한다.,"김지섭 기자 2010년 조선일보에 입사해 사회부와 산업부를 거쳤으며, 주로 경제부에서 취재해왔다."
A2698-C033,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"김지섭 기자 2010년 조선일보에 입사해 사회부와 산업부를 거쳤으며, 주로 경제부에서 취재해왔다.","김정식 연세대 명예교수는 “결국 기업이 투자하고 생산하고 수출해야 경제가 성장하고, 그래야 일자리가 늘고 소득이 늘어 소비도 자연스럽게 살아난다”고 말했다.",현재는 경제부 정책팀 소속으로 세종의 주요 경제 부처를 출입하며 기사를 쓰고 있다.
A2698-C034,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,현재는 경제부 정책팀 소속으로 세종의 주요 경제 부처를 출입하며 기사를 쓰고 있다.,"김지섭 기자 2010년 조선일보에 입사해 사회부와 산업부를 거쳤으며, 주로 경제부에서 취재해왔다.",복잡하고 어려운 경제 정책과 현상을 독자들이 이해하기 쉽게 풀어내는 데 관심이 많다.
A2698-C035,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,복잡하고 어려운 경제 정책과 현상을 독자들이 이해하기 쉽게 풀어내는 데 관심이 많다.,현재는 경제부 정책팀 소속으로 세종의 주요 경제 부처를 출입하며 기사를 쓰고 있다.,"거시적인 경제 흐름과 구조적 변화에 주목하는 한편, 통계와 현장의 작은 변화를 확대해 그 의미를 짚어내는 기사를 지향한다."
A2698-C036,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"거시적인 경제 흐름과 구조적 변화에 주목하는 한편, 통계와 현장의 작은 변화를 확대해 그 의미를 짚어내는 기사를 지향한다.",복잡하고 어려운 경제 정책과 현상을 독자들이 이해하기 쉽게 풀어내는 데 관심이 많다.,2025년 미국 뉴욕대(NYU) ‘Communications and AI’ 과정을 수료했다.
A2698-C037,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,2025년 미국 뉴욕대(NYU) ‘Communications and AI’ 과정을 수료했다.,"거시적인 경제 흐름과 구조적 변화에 주목하는 한편, 통계와 현장의 작은 변화를 확대해 그 의미를 짚어내는 기사를 지향한다.",구독 구독수 126 Video Player is loading.
A2698-C038,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,구독 구독수 126 Video Player is loading.,2025년 미국 뉴욕대(NYU) ‘Communications and AI’ 과정을 수료했다.,"Pause Next Unmute Current Time 0:00 / Duration 1:37 Loaded : 32.97% 0:00 Stream Type LIVE Seek to live, currently behind live LIVE Remaining Time - 1:37 1x Playback Rate Chapters Chapters Descriptions descriptions off , selected Subtitles subtitles settings , opens subtitles settings dialog subtitles off , selected Audio Track Ladin , selected Fullscreen This is a modal window."
A2698-C039,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,"Pause Next Unmute Current Time 0:00 / Duration 1:37 Loaded : 32.97% 0:00 Stream Type LIVE Seek to live, currently behind live LIVE Remaining Time - 1:37 1x Playback Rate Chapters Chapters Descriptions descriptions off , selected Subtitles subtitles settings , opens subtitles settings dialog subtitles off , selected Audio Track Ladin , selected Fullscreen This is a modal window.",구독 구독수 126 Video Player is loading.,Beginning of dialog window.
A2698-C040,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,Beginning of dialog window.,"Pause Next Unmute Current Time 0:00 / Duration 1:37 Loaded : 32.97% 0:00 Stream Type LIVE Seek to live, currently behind live LIVE Remaining Time - 1:37 1x Playback Rate Chapters Chapters Descriptions descriptions off , selected Subtitles subtitles settings , opens subtitles settings dialog subtitles off , selected Audio Track Ladin , selected Fullscreen This is a modal window.",Escape will cancel and close the window.
A2698-C041,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,Escape will cancel and close the window.,Beginning of dialog window.,Text Color White Black Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Background Color Black White Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Transparent Window Color Black White Red Green Blue Yellow Magenta Cyan Transparency Transparent Semi-Transparent Opaque Font Size 50% 75% 100% 125% 150% 175% 200% 300% 400% Text Edge Style None Raised Depressed Uniform Dropshadow Font Family Proportional Sans-Serif Monospace Sans-Serif Proportional Serif Monospace Serif Casual Script Small Caps Reset restore all settings to the default values Done Close Modal Dialog End of dialog window.
A2698-C042,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,Text Color White Black Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Background Color Black White Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Transparent Window Color Black White Red Green Blue Yellow Magenta Cyan Transparency Transparent Semi-Transparent Opaque Font Size 50% 75% 100% 125% 150% 175% 200% 300% 400% Text Edge Style None Raised Depressed Uniform Dropshadow Font Family Proportional Sans-Serif Monospace Sans-Serif Proportional Serif Monospace Serif Casual Script Small Caps Reset restore all settings to the default values Done Close Modal Dialog End of dialog window.,Escape will cancel and close the window.,Backward Skip 10s Play Video Pause Video Forward Skip 10s
A2698-C043,A2698,"KDI “소비 회복에 경기 다소 개선”…석 달째 같은 진단, 현실은?",2025-11-09,https://www.chosun.com/economy/economy_general/2025/11/09/PU2BGMNE3JEOBM3XGQRSWQLMP4/,Backward Skip 10s Play Video Pause Video Forward Skip 10s,Text Color White Black Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Background Color Black White Red Green Blue Yellow Magenta Cyan Transparency Opaque Semi-Transparent Transparent Window Color Black White Red Green Blue Yellow Magenta Cyan Transparency Transparent Semi-Transparent Opaque Font Size 50% 75% 100% 125% 150% 175% 200% 300% 400% Text Edge Style None Raised Depressed Uniform Dropshadow Font Family Proportional Sans-Serif Monospace Sans-Serif Proportional Serif Monospace Serif Casual Script Small Caps Reset restore all settings to the default values Done Close Modal Dialog End of dialog window.,
A2699-C001,A2699,[인사] 국가데이터처,2025-11-09,https://biz.chosun.com/notice/appointment/2025/11/09/BFALMDNKNNAMJE2EAEOIL7P36Y/,"실시간 뉴스 10분 전 [사이언스샷] ""인간은 또 다른 원숭이"" 동물학자 데스먼드 모리스 별세 16분 전 티아고·이승우부터 조위제까지 '융단폭격' 예고...인천 '후반전 집중력 저하' 극복할까 [오!쎈 프리뷰] 17분 전 유안타證 ""KT&G, 실적·주당가치 모두 오른다…목표가↑"" 18분 전 '와' 류현진 제치고 1위!",,"드래프트 초대도 못 받았는데 韓 평정 실화냐...1선발 같은 5선발, 당차게 외쳤다 ""올해 10승 한다"" 32분 전 '토트넘 큰일났다' 웨스트햄, C.팰리스 원정서 0-0 무승부...승점 1점 추가하며 토트넘과 2점 차 유지 33분 전 폰세급 맞네! '체인지업과 스위퍼' 韓 45년 최초 20이닝 무실점 대기록 비결…오타니부터 시작됐다 37분 전 다카이치, 야스쿠니 신사에 공물 봉납…"
A2699-C002,A2699,[인사] 국가데이터처,2025-11-09,https://biz.chosun.com/notice/appointment/2025/11/09/BFALMDNKNNAMJE2EAEOIL7P36Y/,"드래프트 초대도 못 받았는데 韓 평정 실화냐...1선발 같은 5선발, 당차게 외쳤다 ""올해 10승 한다"" 32분 전 '토트넘 큰일났다' 웨스트햄, C.팰리스 원정서 0-0 무승부...승점 1점 추가하며 토트넘과 2점 차 유지 33분 전 폰세급 맞네! '체인지업과 스위퍼' 韓 45년 최초 20이닝 무실점 대기록 비결…오타니부터 시작됐다 37분 전 다카이치, 야스쿠니 신사에 공물 봉납…","실시간 뉴스 10분 전 [사이언스샷] ""인간은 또 다른 원숭이"" 동물학자 데스먼드 모리스 별세 16분 전 티아고·이승우부터 조위제까지 '융단폭격' 예고...인천 '후반전 집중력 저하' 극복할까 [오!쎈 프리뷰] 17분 전 유안타證 ""KT&G, 실적·주당가치 모두 오른다…목표가↑"" 18분 전 '와' 류현진 제치고 1위!","참배는 보류할 듯 39분 전 젠니혼주류, 2026 대한민국주류대상 사케·와인 부문 14종 대상 40분 전 조은술세종 '아이엠더문', 2026 대한민국주류대상 대상 41분 전 공사사양조 '삭 블랙 50′, 2026 대한민국주류대상 대상"
A2699-C003,A2699,[인사] 국가데이터처,2025-11-09,https://biz.chosun.com/notice/appointment/2025/11/09/BFALMDNKNNAMJE2EAEOIL7P36Y/,"참배는 보류할 듯 39분 전 젠니혼주류, 2026 대한민국주류대상 사케·와인 부문 14종 대상 40분 전 조은술세종 '아이엠더문', 2026 대한민국주류대상 대상 41분 전 공사사양조 '삭 블랙 50′, 2026 대한민국주류대상 대상","드래프트 초대도 못 받았는데 韓 평정 실화냐...1선발 같은 5선발, 당차게 외쳤다 ""올해 10승 한다"" 32분 전 '토트넘 큰일났다' 웨스트햄, C.팰리스 원정서 0-0 무승부...승점 1점 추가하며 토트넘과 2점 차 유지 33분 전 폰세급 맞네! '체인지업과 스위퍼' 韓 45년 최초 20이닝 무실점 대기록 비결…오타니부터 시작됐다 37분 전 다카이치, 야스쿠니 신사에 공물 봉납…",
A2700-C001,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,올해 3분기 수출액 상위 10대 기업의 무역집중도가 40%로 역대 최고치를 기록했다.,,반도체 수출 호황으로 대기업 실적이 크게 개선되면서 수출이 소수 대기업에 집중되는 현상이 심화되고 있다.
A2700-C002,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,반도체 수출 호황으로 대기업 실적이 크게 개선되면서 수출이 소수 대기업에 집중되는 현상이 심화되고 있다.,올해 3분기 수출액 상위 10대 기업의 무역집중도가 40%로 역대 최고치를 기록했다.,전체 수출이 늘어도 중소·중견기업이 체감하는 효과는 제한적이어서 수출 증가세가 경제 전반의 활력으로 이어지지 못하고 있다는 지적이 나온다.
A2700-C003,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,전체 수출이 늘어도 중소·중견기업이 체감하는 효과는 제한적이어서 수출 증가세가 경제 전반의 활력으로 이어지지 못하고 있다는 지적이 나온다.,반도체 수출 호황으로 대기업 실적이 크게 개선되면서 수출이 소수 대기업에 집중되는 현상이 심화되고 있다.,"국가데이터처가 10일 발표한 ’2025년 3분기 기업특성별 무역통계’에 따르면, 3분기 수출액 상위 10개 기업의 무역집중도는 40.0%로 지난해 3분기(37.4%)보다 2.6%포인트 상승했다."
A2700-C004,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,"국가데이터처가 10일 발표한 ’2025년 3분기 기업특성별 무역통계’에 따르면, 3분기 수출액 상위 10개 기업의 무역집중도는 40.0%로 지난해 3분기(37.4%)보다 2.6%포인트 상승했다.",전체 수출이 늘어도 중소·중견기업이 체감하는 효과는 제한적이어서 수출 증가세가 경제 전반의 활력으로 이어지지 못하고 있다는 지적이 나온다.,이는 2015년 기업 특성별 분기 통계 작성 이래 가장 높은 수치다.
A2700-C005,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,이는 2015년 기업 특성별 분기 통계 작성 이래 가장 높은 수치다.,"국가데이터처가 10일 발표한 ’2025년 3분기 기업특성별 무역통계’에 따르면, 3분기 수출액 상위 10개 기업의 무역집중도는 40.0%로 지난해 3분기(37.4%)보다 2.6%포인트 상승했다.",삼성전자·SK하이닉스 등 반도체 기업과 현대차·LG 등 상위 10개 기업이 전체 수출의 40%를 차지한 셈이다.
A2700-C006,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,삼성전자·SK하이닉스 등 반도체 기업과 현대차·LG 등 상위 10개 기업이 전체 수출의 40%를 차지한 셈이다.,이는 2015년 기업 특성별 분기 통계 작성 이래 가장 높은 수치다.,반면 상위 100대 기업의 무역집중도는 67.6%로 0.2%포인트 하락했다.
A2700-C007,A2700,수출 ‘톱10′ 기업 비중 40%로 역대 최대...‘대기업 쏠림’ 심화,2025-11-10,https://www.chosun.com/economy/economy_general/2025/11/10/STP3LFTONFGQLFJKML7SF2LS24/,반면 상위 100대 기업의 무역집중도는 67.6%로 0.2%포인트 하락했다.,삼성전자·SK하이닉스 등 반도체 기업과 현대차·LG 등 상위 10개 기업이 전체 수출의 40%를 차지한 셈이다.,톱10 기업과 그 다음 90개 기업 간 수출 격차가 벌어지면서 대기업 내에서도 양극화가 진행되는 것으로 풀이된다.
