claim_id,article_id,title,date,url,claim_text,prev_sentence,prev_prev_sentence,is_claim,is_claim_reason,is_claim_confidence,is_claim_method,extraction_model,prompt_version,extracted_at
A0004-C012,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,이미 우리나라는 로봇 밀도(공장 직원 한 명당 로봇수) 전 세계 1위 국가인 것이다.,국제로봇연맹(IFR)에 따르면 2023년 우리나라는 직원 1만명당 로봇 1012대를 쓰는 나라였다.,2025년 한국 산업 현장의 주역이 로봇이란 말이 과언이 아닐 정도다.,TRUE,문장에서 '로봇 밀도(공장 직원 한 명당 로봇수)'가 전 세계 1위라는 주장은 KOSIS를 통해 검증 가능한 국내 집계 통계 정보에 해당합니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C014,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,전 세계 평균(1만명당 162대)의 6배가 넘는 수치다.,싱가포르와 중국이 그 뒤를 이었다.,이미 우리나라는 로봇 밀도(공장 직원 한 명당 로봇수) 전 세계 1위 국가인 것이다.,TRUE,"현재 문장은 한국의 로봇 밀도가 전 세계 평균의 몇 배인지 수치적인 비교를 하고 있으며, 이는 국제적인 통계로서 KOSIS 등에서 관련 데이터를 찾아볼 수 있을 것으로 판단됩니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C020,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,"우리나라는 로봇 밀도 1위 나라일 뿐 아니라, 지난 2018년 이후로 매년 5%씩 성장한 유일한 나라이기도 하다.",◇로봇 밀도 1위의 나라 로봇 밀도는 그 나라의 제조업이 얼마나 자동화됐는지 평가하는 기본 지표로 여겨진다.,가파른 경제성장 이후 저출산·고령화 사회로 진입하면서 ‘사람’에서 ‘로봇’으로 빠르게 옮겨가고 있는 산업 현장을 살펴봤다.,TRUE,문장에서 우리나라의 로봇 밀도가 매년 5%씩 성장했다고 주장하며 이는 KOSIS를 통해 검증 가능한 국내 집계 통계에 해당합니다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C042,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,이곳 관계자는 “로봇 자동화를 통해 생산량은 로봇을 들이기 이전보다 38% 올라갔고 원가도 45%가량 줄일 수 있었다”고 했다.,이곳에서 물티슈를 포장하고 싣는 모든 과정은 이제 다관절 로봇 5대가 해결한다.,충북 음성에 있는 중소기업 ㈜제일참은 물티슈 및 위생용품을 만드는 곳이다.,TRUE,"생산량이 38% 증가하고 원가가 45% 절감되었다는 구체적인 수치 주장이 포함되어 있으며, 이는 기업의 생산성과 비용 절감을 나타내는 통계적 변화로서 KOSIS에서 관련 통계를 찾아볼 수 있을 것이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C046,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,한국로봇산업진흥원에 따르면 2023년까지 로봇화에 뛰어든 우리 기업은 2524곳으로 지난 2019년보다 13%가량 증가했다.,경기도 파주의 한 소규모 도서물류 업체 관계자는 “물류 현장에서 각종 사고를 예방하기 위해 허리나 허벅지에 차면 근력을 올려주는 웨어러블 로봇 7대를 구입해 사용하고 있다”고 했다.,중대재해법 관련 사고를 예방하기 위해 로봇을 쓰는 경우도 있다.,TRUE,"문장에서 언급된 '2023년까지 로봇화에 뛰어든 우리 기업은 2524곳으로 지난 2019년보다 13%가량 증가했다.'는 기업의 수 변화에 대한 구체적인 통계를 제공하고 있으며, 이는 국가 단위의 집계 통계로서 KOSIS를 통해 검증될 가능성이 높습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0004-C047,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,진흥원 관계자는 “아직 2024년 조사 결과가 나오진 않았지만 지난 3년보다 더 많은 증가율을 보였을 것으로 추정한다”고 했다.,한국로봇산업진흥원에 따르면 2023년까지 로봇화에 뛰어든 우리 기업은 2524곳으로 지난 2019년보다 13%가량 증가했다.,경기도 파주의 한 소규모 도서물류 업체 관계자는 “물류 현장에서 각종 사고를 예방하기 위해 허리나 허벅지에 차면 근력을 올려주는 웨어러블 로봇 7대를 구입해 사용하고 있다”고 했다.,TRUE,"진흥원 관계자가 언급한 내용은 2024년의 로봇화 참여 기업의 증가율에 대한 추정을 포함하며, 이는 KOSIS를 통해 관련 통계를 확인할 수 있는 내용이다.",mid,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0005-C004,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,이는 지난해 443개보다 2개 늘어난 역대 최대 규모다.,산업통상자원부와 코트라(KOTRA)는 이달 7~10일 개최되는 CES 2025에 36개 기관과 협업해 445개사 규모의 역대 최대 통합한국관을 구성한다.,범정부 차원의 통합 홍보와 규모 있는 국가관 운용으로 국내 기업의 수출 마케팅 효과가 증대할 것으로 기대된다.,TRUE,"현재 문장은 CES 2025에서의 통합한국관의 규모가 작년 대비 증가한 것을 주장하며, 이는 KOSIS를 통해 대조 가능한 국내 집계 통계 정보에 해당합니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0005-C006,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.","통합한국관 주요 전시분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",이는 지난해 443개보다 2개 늘어난 역대 최대 규모다.,TRUE,"현재 문장에서 언급된 '통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정'이라는 내용은 특정 행사에 참여하는 기업의 수를 나타내며, 이 정보는 KOSIS를 통해 대조 가능한 국내 집계 통계 정보로 볼 수 있다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0005-C007,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.","통합한국관 주요 전시분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",TRUE,"현재 문장은 한국 기업의 전시회 참가 숫자가 지난해보다 늘어났다는 내용을 포함하며, 이는 KOSIS를 통해 대조 가능한 국내 집계 통계 정보로 볼 수 있습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0006-C001,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,한국의 2024년 수출이 6838억 달러를 기록해 역대 최대실적을 달성했다고 1일 산업통상자원부가 밝혔다.,,,TRUE,한국의 2024년 수출액이 역대 최대 실적인지에 대한 정보는 국가 통계의 수출 관련 데이터를 통해 확인 가능하다.,high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0006-C002,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"이전 최대 실적은 2022년 기록한 6836억달러인데, 이를 2년 만에 근소하게 경신한 것이다.",한국의 2024년 수출이 6838억 달러를 기록해 역대 최대실적을 달성했다고 1일 산업통상자원부가 밝혔다.,,TRUE,"현재 문장은 한국의 수출액이 2022년의 기록을 2년 만에 근소하게 경신했다는 내용을 담고 있으며, 이는 KOSIS 국가통계포털에서 수출액 관련 통계를 통해 검증할 수 있는 내용이다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
A0006-C003,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.","이전 최대 실적은 2022년 기록한 6836억달러인데, 이를 2년 만에 근소하게 경신한 것이다.",한국의 2024년 수출이 6838억 달러를 기록해 역대 최대실적을 달성했다고 1일 산업통상자원부가 밝혔다.,TRUE,"현재 문장은 한국이 2024년 WTO 기준으로 전 세계 수출 순위에서 6위를 달성했고, 상위 10대 수출국 중에서 가장 높은 수출 증가율을 기록했다는 내용을 포함하고 있습니다.",high,hcx,HCX-007,isclaim-v1.3-prev2-context,2026-07-30
