claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at
A1159-C003,A1159-C003-m5,A1159,대기업 절반 이상 평균 연봉 1억원 넘어…5년 전보다 6배 증가,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/3HOYJOZVWBBCPAVJOZLZTZC4QM,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,연합뉴스는 연결 기준 매출 100대 비금융 상장사의 사업 보고서를 전수 분석한 결과를 31일 보도했다.,5년 전인 2019년과 비교해 그 수가 6.1배 늘었다.,개별기업,Y,소득·임금,임직원 평균 연봉,"대기업, 평균 연봉, 1억원, 매출 100대 기업",-,-,-,-,-,-,-,2024,-,Y,확정,12개사,KOSIS_VALUE,hcx,평균 연봉 1억원 초과 기업 수,-,2020,Y,hcx,이전값,12,-,-,N,개사,수준값,-,전년동기,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A1159-C003,A1159-C003-m6,A1159,대기업 절반 이상 평균 연봉 1억원 넘어…5년 전보다 6배 증가,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/3HOYJOZVWBBCPAVJOZLZTZC4QM,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,연합뉴스는 연결 기준 매출 100대 비금융 상장사의 사업 보고서를 전수 분석한 결과를 31일 보도했다.,5년 전인 2019년과 비교해 그 수가 6.1배 늘었다.,개별기업,Y,소득·임금,임직원 평균 연봉,"대기업, 평균 연봉, 1억원, 매출 100대 기업",-,-,-,-,-,-,-,2024,-,Y,확정,23개사,KOSIS_VALUE,hcx,평균 연봉 1억원 초과 기업 수,-,2021,Y,hcx,이전값,23,-,-,N,개사,수준값,-,전년동기,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A1159-C003,A1159-C003-m7,A1159,대기업 절반 이상 평균 연봉 1억원 넘어…5년 전보다 6배 증가,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/3HOYJOZVWBBCPAVJOZLZTZC4QM,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,연합뉴스는 연결 기준 매출 100대 비금융 상장사의 사업 보고서를 전수 분석한 결과를 31일 보도했다.,5년 전인 2019년과 비교해 그 수가 6.1배 늘었다.,개별기업,Y,소득·임금,임직원 평균 연봉,"대기업, 평균 연봉, 1억원, 매출 100대 기업",-,-,-,-,-,-,-,2024,-,Y,확정,35개사,KOSIS_VALUE,hcx,평균 연봉 1억원 초과 기업 수,-,2022,Y,hcx,이전값,35,-,-,N,개사,수준값,-,전년동기,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A1159-C003,A1159-C003-m8,A1159,대기업 절반 이상 평균 연봉 1억원 넘어…5년 전보다 6배 증가,2025-03-31,https://www.chosun.com/economy/economy_general/2025/03/31/3HOYJOZVWBBCPAVJOZLZTZC4QM,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,연합뉴스는 연결 기준 매출 100대 비금융 상장사의 사업 보고서를 전수 분석한 결과를 31일 보도했다.,5년 전인 2019년과 비교해 그 수가 6.1배 늘었다.,개별기업,Y,소득·임금,임직원 평균 연봉,"대기업, 평균 연봉, 1억원, 매출 100대 기업",-,-,-,-,-,-,-,2024,-,Y,확정,48개사,KOSIS_VALUE,hcx,평균 연봉 1억원 초과 기업 수,-,2023,Y,hcx,이전값,48,-,-,N,개사,수준값,-,전년동기,임직원 평균 연봉이 1억원이 넘는 매출 100대 기업은 ▲2019년 9개사 ▲2020년 12개사 ▲2021년 23개사 ▲2022년 35개사 ▲2023년 48개사 ▲2024년 55개사로 매년 늘고 있다.,high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A1131-C039,A1131-C039-m1,A1131,시진핑·이재용 회동… 중국의 ‘우군 만들기’,2025-03-29,https://www.chosun.com/economy/industry-company/2025/03/29/5P4PF6H5JNAVHFJJKY3QZDBZ64,"SK하이닉스는 미국과 중국이 각각 전체 매출의 63%, 23%(지난해 기준)를 차지한다.","줄곧 미주 지역이 최대였다가, 지난해 중국이 약 65조원의 매출로 미주(약 61조원)를 제치고 1위로 올라섰다.","현재 도널드 트럼프 미 대통령은 취임 이후 ‘반도체 관세‘를 무기로 휘두르며, 자국에서 첨단 반도체를 직접 생산할 것을 요구하고 있다.",개별기업,N,무역,매출 비중,"SK하이닉스, 미국, 중국, 매출",-,-,-,반도체,-,-,-,2024,-,Y,확정,63%,KOSIS_VALUE,hcx,미국 매출 비중,반도체,2024,Y,hcx,현재값,63,-,-,N,%,비중,-,전년,"SK하이닉스는 미국과 중국이 각각 전체 매출의 63%, 23%(지난해 기준)를 차지한다.",high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A1131-C039,A1131-C039-m2,A1131,시진핑·이재용 회동… 중국의 ‘우군 만들기’,2025-03-29,https://www.chosun.com/economy/industry-company/2025/03/29/5P4PF6H5JNAVHFJJKY3QZDBZ64,"SK하이닉스는 미국과 중국이 각각 전체 매출의 63%, 23%(지난해 기준)를 차지한다.","줄곧 미주 지역이 최대였다가, 지난해 중국이 약 65조원의 매출로 미주(약 61조원)를 제치고 1위로 올라섰다.","현재 도널드 트럼프 미 대통령은 취임 이후 ‘반도체 관세‘를 무기로 휘두르며, 자국에서 첨단 반도체를 직접 생산할 것을 요구하고 있다.",개별기업,N,무역,매출 비중,"SK하이닉스, 미국, 중국, 매출",-,-,-,반도체,-,-,-,2024,-,Y,확정,23%,KOSIS_VALUE,hcx,중국 매출 비중,반도체,2024,Y,hcx,현재값,23,-,-,N,%,비중,-,전년,"SK하이닉스는 미국과 중국이 각각 전체 매출의 63%, 23%(지난해 기준)를 차지한다.",high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A0023-C026,A0023-C026-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,다만 11월 소매판매는 전년 동월과 비교하면 1.9% 줄어 부진한 흐름을 이어갔다.,소비 지표인 소매판매는 9월(-0.3%)과 10월(-0.8%) 2달 연속 감소하다가 11월 0.4% 증가세로 돌아섰다.,◇잠재 성장률보다 낮은 올해 성장률 전망치 정부의 올해 성장률 전망치는 잠재 성장률보다도 낮다.,국내공식통계,N,소매·소비,소매판매,"경제성장률, 소매판매, 전년 동월",-,-,-,-,-,-,-,202501,-,M,확정,1.9%,KOSIS_VALUE,hcx,소매판매,-,202501,M,hcx,현재값,1.9,-,-,N,%,비중,감소,전년동월,다만 11월 소매판매는 전년 동월과 비교하면 1.9% 줄어 부진한 흐름을 이어갔다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A1540-C003,-,A1540,5월 초 LA입항 컨테이너 36% 급감. 미 실물 경제 타격 현실화,2025-04-29,https://www.chosun.com/economy/economy_general/2025/04/29/UBPAUAJWS5BCPO5KA6ZKTIFGZE,중국산 수입품이 미국으로 들어오는 주요 거점인 LA항의 물동량이 크게 둔화하고 있다고 28일 야후파이낸스 등이 LA항 물류통계를 인용해 보도했다.,그간 소비 심리 지표나 금융 시장을 선제 타격해 왔던 미국의 경기 둔화 우려가 점차 실물 경제 전반에 현실화하고 있다.,전문가들은 트럼프 대중국 145% 관세 부과로 인한 컨테이너 물동량 감소가 미국 경제 성장 둔화의 초기 신호일 수 있다고 분석한다.,해외통계·정책,N,무역,컨테이너 물동량,"LA항, 중국산 수입품, 관세 부과",-,-,-,-,-,중국,미국,2025-05,-,M,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,중국산 수입품이 미국으로 들어오는 주요 거점인 LA항의 물동량이 크게 둔화하고 있다고 28일 야후파이낸스 등이 LA항 물류통계를 인용해 보도했다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A1631-C010,-,A1631,1~4월 日 항공편 승객 역대 최대 기록... 코로나 이전보다 16% 증가,2025-05-06,https://www.chosun.com/economy/industry-company/2025/05/06/AT5W4GSYHZGFFCFWO6BWQPGOKY,2019년 이후 가장 많은 수치다.,"올해 1~4월 중국 노선 이용객은 479만9674명으로, 지난해 같은 기간(395만명)보다 21.6% 증가했다.",한중 노선의 전통적 비수기인 겨울에도 비자 면제로 진입장벽이 낮아지면서 수요가 급증한 것이다.,국내공식통계,N,무역,항공편 승객 수,"일본, 항공편, 승객, 역대 최대 기록, 코로나 이전",-,-,-,-,-,-,-,2025-04,-,M,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""2019년 이후 가장 많은 수치다.""",low,Y,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A0100-C007,A0100-C007-m1,A0100,"“한국, 저성장 해결하기 위해 ‘無자녀세’ 도입 검토해야”",2025-01-08,https://www.chosun.com/economy/economy_general/2025/01/08/KKZ7ZPJITFF3REAOSU2JRXUWCA,"한국을 여러 차례 방문했던 그는 이번 인터뷰에서 한국 경제의 저성장에 대해 “0.7명에 불과한 낮은 출산율이 원인”이라고 진단하며, 그 해법으로 아이를 낳지 않는 사람들에게 높은 세금을 물리는 이른바 ‘무자녀세(無子女稅)’ 도입 등이 필요하다고 제언했다. –올해 미국 경제는 어떻게 될까.",고령화로 인해 의료비나 사회복지 서비스 비용 등이 오르다 보니 전 세계가 인플레이션을 겪을 것이라는 게 그의 주장이다.,“앞으로 세계 경제에는 각종 정치 상황이 매우 중요한 영향을 끼칠 것이다.,전망·목표,N,인구,출산율,"저성장, 무자녀세, 인구",-,-,-,-,-,-,-,2025,-,Y,확정,0.7명,KOSIS_VALUE,hcx,출산율,-,2025,Y,hcx,현재값,0.7,-,-,N,명,수준값,유지,전년,"""0.7명에 불과한 낮은 출산율이 원인""이라고 진단하며, 그 해법으로 아이를 낳지 않는 사람들에게 높은 세금을 물리는 이른바 '무자녀세(無子女稅)' 도입 등이 필요하다고 제언했다.",high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A2234-C002,-,A2234,코스피 3000에 올해 시총 500조원 불어나…‘1조 클럽’ 25개사 증가,2025-06-21,https://www.chosun.com/economy/money/2025/06/21/AGSEFDCATIND4Q54ZOW2YSPMYI,08:26 업데이트 2025.06.21.,2026년 4월 21일(화) 신문구독 | English | 日本語 | 中文 0 조선경제 오피니언 정치 사회 국제 건강 스포츠 문화·연예 콘텐츠판 땅집고 BEMIL 군사세계 헬스조선 IT조선 조선에듀 어린이조선일보 산&트래블 이코노미조선 신문은 선생님 THE BOUTIQUE 행복플러스 주간조선 여성조선 월간조선 민학수 올댓골프 Topclass Life&Learning English 日本語 中文 검색 2026년 4월 21일(화) 신문구독 | English | 日本語 | 中文 0 신문구독 | English | 日本語 | 中文 조선경제 오피니언 정치 사회 국제 건강 스포츠 문화·연예 콘텐츠판 땅집고 BEMIL 군사세계 헬스조선 IT조선 조선에듀 어린이조선일보 산&트래블 이코노미조선 신문은 선생님 THE BOUTIQUE 행복플러스 주간조선 여성조선 월간조선 민학수 올댓골프 Topclass Life&Learning 콘텐츠판 땅집고 BEMIL 군사세계 헬스조선 IT조선 조선에듀 어린이조선일보 산&트래블 이코노미조선 신문은 선생님 THE BOUTIQUE 행복플러스 주간조선 여성조선 월간조선 민학수 올댓골프 Topclass Life&Learning 땅집고 BEMIL 군사세계 헬스조선 IT조선 조선에듀 어린이조선일보 산&트래블 이코노미조선 신문은 선생님 THE BOUTIQUE 행복플러스 주간조선 여성조선 월간조선 민학수 올댓골프 Topclass Life&Learning 조선경제 머니 코스피 3000에 올해 시총 500조원 불어나…'1조 클럽' 25개사 증가 변지희 기자(조선비즈) 입력 2025.06.21.,08:27 0 코스피가 3000선을 돌파하며 고공행진을 이어가면서 올해 들어 유가증권시장 시가총액이 500조원 넘게 불어났다.,국내공식통계,N,금융·금리,시가총액,-,-,-,-,-,-,-,-,2025,-,-,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,코스피가 3000선을 돌파하며 고공행진을 이어가면서 올해 들어 유가증권시장 시가총액이 500조원 넘게 불어났다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A2533-C001,-,A2533,주유소 기름값 4주 만에 하락,2025-07-14,https://www.chosun.com/economy/industry-company/2025/07/14/KOLW4ZK2IJCXZOOOOLD6E7BDTA,국내 주유소 휘발유와 경유의 주간 평균 가격이 4주 만에 하락세로 돌아섰다.,-,"13일 한국석유공사에 따르면 7월 둘째 주(6~12일) 전국 주유소 휘발유 평균 판매가는 직전주보다 리터(L)당 0.6원 내린 1667.5원, 경유 평균 판매가는 1.2원 내린 1530.2원이었다.",국내공식통계,Y,물가,휘발유 및 경유 가격,"주유소, 기름값, 휘발유, 경유",-,-,-,-,-,-,-,2025-07-02 ~ 2025-07-08,2025-07-08,M,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[검증 대상 문장] 국내 주유소 휘발유와 경유의 주간 평균 가격이 4주 만에 하락세로 돌아섰다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A0434-C026,-,A0434,"韓 ·日·대만 증시, 반도체·자동차 등 수출주 급락",2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/DANR6YYCSNBOVPKQMGJVB624SE,관세 전쟁이 미국 내 수입 물가를 끌어올려 인플레이션 압력을 높이면서 미국 금리 상승 요인으로 작용할 것이라는 전망이 달러 가치 상승으로 이어지고 있다.,주요 6개 통화에 대한 달러 가치를 표시하는 달러 인덱스는 2년여 만에 110선에 근접했다(달러 가치 상승).,또한 관세 전쟁이 미국보다 다른 나라들에 더 큰 타격을 줄 것이란 예상에 미 달러의 안전 자산 기능이 부각될 것이라는 전망도 달러 가치 상승에 힘을 더하고 있다.,전망·목표,N,금융·금리,달러 가치,-,-,-,-,-,-,-,-,-,-,-,모호,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,관세 전쟁이 미국 내 수입 물가를 끌어올려 인플레이션 압력을 높이면서 미국 금리 상승 요인으로 작용할 것이라는 전망이 달러 가치 상승으로 이어지고 있다.,low,Y,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A0559-C003,-,A0559,"트럼프, 세상에 없던 ‘반도체 관세’ 꺼냈다",2025-02-12,https://www.chosun.com/economy/industry-company/2025/02/12/25AH2GBFAZEKVGNXQ7ZPACNOJU,우리 수출의 쌍두마차로 최근 대미 수출에서 가파른 증가세를 보이던 자동차와 반도체까지 ‘트럼프 관세 폭탄’의 영향권에 들어가며 ‘수출 한국’ 전반에 충격이 몰려올 것이라는 우려가 나온다.,도널드 트럼프 미 대통령은 10일(현지 시각) 전날 예고한 대로 미국이 수입하는 철강·알루미늄 제품에 대한 25% 관세 부과 계획을 담은 포고령에 서명하며 “자동차·반도체·의약품에 대한 관세도 검토 중”이라고 밝혔다.,"지난해 대미 수출에서 자동차는 1위, 반도체는 3위를 기록했다.",국내공식통계,N,무역,대미 수출 증가세,"자동차, 반도체, 수출",-,-,-,"자동차, 반도체",-,한국,미국,2024,-,Y,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"지난해 대미 수출에서 자동차는 1위, 반도체는 3위를 기록했다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A0076-C001,A0076-C001-m1,A0076,"반도체 수출, 中·홍콩 비율 9%p 이상 줄어",2025-01-06,https://www.chosun.com/economy/industry-company/2025/01/06/BMVO4ZZBRRFZ7NTLK4INPJWIF4,우리나라 수출의 20%가량을 맡고 있는 핵심 품목인 반도체의 ‘수출 지형도’가 눈에 띄게 변한 것으로 나타났다.,-,"최근 중국(홍콩 포함) 비율이 크게 줄고 미국과 대만, 베트남 수출 비율은 확대되고 있다.",국내공식통계,N,무역,반도체 수출 비율 변화,"반도체, 수출, 중국, 홍콩, 미국, 대만, 베트남",-,-,-,반도체,-,-,-,2025,-,Y,확정,20%가량,KOSIS_VALUE,hcx,반도체 수출 비율,반도체,-,-,hcx,현재값,20,-,-,Y,%,비중,-,전년,[검증 대상 문장] 우리나라 수출의 20%가량을 맡고 있는 핵심 품목인 반도체의 '수출 지형도'가 눈에 띄게 변한 것으로 나타났다.,mid,Y,measurement_period_ungrounded:1,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A0604-C018,-,A0604,“개미 돌아오나”… 국내 증시 훈풍에 거래대금 ‘쑥’,2025-02-16,https://www.chosun.com/economy/money/2025/02/16/5HANXJSFJBXULT43QBI22PKIPA,"국내 주식시장에서 투자 심리가 완화되는 흐름은 신용거래융자 잔액, 이른바 ‘빚투’가 늘어나는 것에서도 확인할 수 있다.","이달 유가증권시장 거래대금 상위 종목을 보면 시가총액 1, 2위인 삼성전자와 SK하이닉스에 이어 한화오션, 두산에너빌리티, 한화시스템, NAVER, 한화에어로스페이스, 카카오 순이었다.",금융투자협회에 따르면 투자자들이 주식을 사기 위해 증권사에서 빌린 돈 중 상환되지 않은 금액을 의미하는 신용거래융자 잔액은 지난해 12월 말 15조원에서 이달 13일 17조원으로 늘었다.,국내공식통계,N,금융·금리,신용거래융자 잔액,-,-,-,-,-,-,-,-,2025,-,Y,확정,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,금융투자협회에 따르면 투자자들이 주식을 사기 위해 증권사에서 빌린 돈 중 상환되지 않은 금액을 의미하는 신용거래융자 잔액은 지난해 12월 말 15조원에서 이달 13일 17조원으로 늘었다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A0097-C014,A0097-C014-m1,A0097,"종신보험의 사망보험금, 살아있을 때 연금처럼 받을 수 있다",2025-01-08,https://www.chosun.com/economy/economy_general/2025/01/08/7NABNLMIERFLLITMX4DDZG37WQ,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",또 1월부터 은행들이 부과하는 중도상환수수료율은 실제 발생한 비용만 반영할 수 있도록 의무화된다.,금융소비자보호법에 따르면 소비자가 대출한 시점으로부터 3년 이내에 대출금을 갚는 경우 은행이 중도상환수수료를 부과할 수 있다.,기타,N,금융·금리,중도상환수수료율,"중도상환수수료율, 주택담보대출, 신용대출",-,-,-,-,-,-,-,202501,-,M,확정,1.2%,KOSIS_VALUE,hcx,주택담보대출 중도상환수수료율,주택담보대출,-,-,hcx,현재값,1.2,-,-,Y,%,수준값,유지,전년동기,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",high,Y,measurement_period_ungrounded:6,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A0097-C014,A0097-C014-m2,A0097,"종신보험의 사망보험금, 살아있을 때 연금처럼 받을 수 있다",2025-01-08,https://www.chosun.com/economy/economy_general/2025/01/08/7NABNLMIERFLLITMX4DDZG37WQ,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",또 1월부터 은행들이 부과하는 중도상환수수료율은 실제 발생한 비용만 반영할 수 있도록 의무화된다.,금융소비자보호법에 따르면 소비자가 대출한 시점으로부터 3년 이내에 대출금을 갚는 경우 은행이 중도상환수수료를 부과할 수 있다.,기타,N,금융·금리,중도상환수수료율,"중도상환수수료율, 주택담보대출, 신용대출",-,-,-,-,-,-,-,202501,-,M,확정,1.4%,KOSIS_VALUE,hcx,주택담보대출 중도상환수수료율,주택담보대출,-,-,hcx,현재값,1.4,-,-,N,%,수준값,유지,전년동기,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",high,Y,measurement_period_ungrounded:6,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A0097-C014,A0097-C014-m3,A0097,"종신보험의 사망보험금, 살아있을 때 연금처럼 받을 수 있다",2025-01-08,https://www.chosun.com/economy/economy_general/2025/01/08/7NABNLMIERFLLITMX4DDZG37WQ,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",또 1월부터 은행들이 부과하는 중도상환수수료율은 실제 발생한 비용만 반영할 수 있도록 의무화된다.,금융소비자보호법에 따르면 소비자가 대출한 시점으로부터 3년 이내에 대출금을 갚는 경우 은행이 중도상환수수료를 부과할 수 있다.,기타,N,금융·금리,중도상환수수료율,"중도상환수수료율, 주택담보대출, 신용대출",-,-,-,-,-,-,-,202501,-,M,확정,0.6%,KOSIS_VALUE,hcx,주택담보대출 중도상환수수료율,주택담보대출,-,-,hcx,현재값,0.6,-,-,N,%,수준값,유지,전년동기,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",high,Y,measurement_period_ungrounded:6,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A0097-C014,A0097-C014-m4,A0097,"종신보험의 사망보험금, 살아있을 때 연금처럼 받을 수 있다",2025-01-08,https://www.chosun.com/economy/economy_general/2025/01/08/7NABNLMIERFLLITMX4DDZG37WQ,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",또 1월부터 은행들이 부과하는 중도상환수수료율은 실제 발생한 비용만 반영할 수 있도록 의무화된다.,금융소비자보호법에 따르면 소비자가 대출한 시점으로부터 3년 이내에 대출금을 갚는 경우 은행이 중도상환수수료를 부과할 수 있다.,기타,N,금융·금리,중도상환수수료율,"중도상환수수료율, 주택담보대출, 신용대출",-,-,-,-,-,-,-,202501,-,M,확정,0.7%,KOSIS_VALUE,hcx,주택담보대출 중도상환수수료율,주택담보대출,-,-,hcx,현재값,0.7,-,-,N,%,수준값,유지,전년동기,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",high,Y,measurement_period_ungrounded:6,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A0097-C014,A0097-C014-m5,A0097,"종신보험의 사망보험금, 살아있을 때 연금처럼 받을 수 있다",2025-01-08,https://www.chosun.com/economy/economy_general/2025/01/08/7NABNLMIERFLLITMX4DDZG37WQ,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",또 1월부터 은행들이 부과하는 중도상환수수료율은 실제 발생한 비용만 반영할 수 있도록 의무화된다.,금융소비자보호법에 따르면 소비자가 대출한 시점으로부터 3년 이내에 대출금을 갚는 경우 은행이 중도상환수수료를 부과할 수 있다.,기타,N,금융·금리,중도상환수수료율,"중도상환수수료율, 주택담보대출, 신용대출",-,-,-,-,-,-,-,202501,-,M,확정,0.8%,KOSIS_VALUE,hcx,신용대출 중도상환수수료율,신용대출,-,-,hcx,현재값,0.8,-,-,N,%,수준값,유지,전년동기,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",high,Y,measurement_period_ungrounded:6,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
A0097-C014,A0097-C014-m6,A0097,"종신보험의 사망보험금, 살아있을 때 연금처럼 받을 수 있다",2025-01-08,https://www.chosun.com/economy/economy_general/2025/01/08/7NABNLMIERFLLITMX4DDZG37WQ,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",또 1월부터 은행들이 부과하는 중도상환수수료율은 실제 발생한 비용만 반영할 수 있도록 의무화된다.,금융소비자보호법에 따르면 소비자가 대출한 시점으로부터 3년 이내에 대출금을 갚는 경우 은행이 중도상환수수료를 부과할 수 있다.,기타,N,금융·금리,중도상환수수료율,"중도상환수수료율, 주택담보대출, 신용대출",-,-,-,-,-,-,-,202501,-,M,확정,0.4%,KOSIS_VALUE,hcx,신용대출 중도상환수수료율,신용대출,-,-,hcx,현재값,0.4,-,-,N,%,수준값,유지,전년동기,"이에 따라 주택담보대출 중도상환수수료율은 현재 약 1.2∼1.4%에서 0.6∼0.7%로, 신용대출은 현재 0.6∼0.8%에서 0.4% 수준으로 내려간다.",high,Y,measurement_period_ungrounded:6,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27
