claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,mapping_exclusion_code,mapping_exclusion_reason
A0872-C007,A0872-C007-m4,A0872,"픽업트럭 기아 타스만, 불티나게 팔리는 이유",2025-03-09,https://www.chosun.com/economy/auto/2025/03/09/7KBLGBFYONHXZBMQOMJWKE275U,"한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",자동차 업계에서는 타스만의 인기가 침체했던 국내 픽업 시장 부흥으로 이어질지 관심을 키우고 있다.,전체 승용차 판매에서 차지하는 비율도 2019년 3.3%에서 2024년 1.1%로 3분의 1 수준으로 줄었다.,국내공식통계,Y,소매·소비,픽업 판매량,"완성차, 픽업, 판매량, 국내",-,-,-,완성차,-,-,-,2021,-,Y,확정,2만9567대,KOSIS_VALUE,hcx,픽업 판매량,완성차,2021,Y,hcx,현재값,29567,-,-,N,대,수준값,-,전년,"[검증 대상 문장] 한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-27,픽업 판매량,완성차,2024,Y,대,대,count,count,vehicle,,Y,,
A0872-C007,A0872-C007-m5,A0872,"픽업트럭 기아 타스만, 불티나게 팔리는 이유",2025-03-09,https://www.chosun.com/economy/auto/2025/03/09/7KBLGBFYONHXZBMQOMJWKE275U,"한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",자동차 업계에서는 타스만의 인기가 침체했던 국내 픽업 시장 부흥으로 이어질지 관심을 키우고 있다.,전체 승용차 판매에서 차지하는 비율도 2019년 3.3%에서 2024년 1.1%로 3분의 1 수준으로 줄었다.,국내공식통계,Y,소매·소비,픽업 판매량,"완성차, 픽업, 판매량, 국내",-,-,-,완성차,-,-,-,2022,-,Y,확정,2만8753대,KOSIS_VALUE,hcx,픽업 판매량,완성차,2022,Y,hcx,현재값,28753,-,-,N,대,수준값,-,전년,"[검증 대상 문장] 한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-27,픽업 판매량,완성차,2024,Y,대,대,count,count,vehicle,,Y,,
A0872-C007,A0872-C007-m6,A0872,"픽업트럭 기아 타스만, 불티나게 팔리는 이유",2025-03-09,https://www.chosun.com/economy/auto/2025/03/09/7KBLGBFYONHXZBMQOMJWKE275U,"한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",자동차 업계에서는 타스만의 인기가 침체했던 국내 픽업 시장 부흥으로 이어질지 관심을 키우고 있다.,전체 승용차 판매에서 차지하는 비율도 2019년 3.3%에서 2024년 1.1%로 3분의 1 수준으로 줄었다.,국내공식통계,Y,소매·소비,픽업 판매량,"완성차, 픽업, 판매량, 국내",-,-,-,완성차,-,-,-,2023,-,Y,확정,1만7455대,KOSIS_VALUE,hcx,픽업 판매량,완성차,2023,Y,hcx,현재값,17455,-,-,N,대,수준값,-,전년,"[검증 대상 문장] 한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-27,픽업 판매량,완성차,2024,Y,대,대,count,count,vehicle,,Y,,
A0872-C007,A0872-C007-m7,A0872,"픽업트럭 기아 타스만, 불티나게 팔리는 이유",2025-03-09,https://www.chosun.com/economy/auto/2025/03/09/7KBLGBFYONHXZBMQOMJWKE275U,"한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",자동차 업계에서는 타스만의 인기가 침체했던 국내 픽업 시장 부흥으로 이어질지 관심을 키우고 있다.,전체 승용차 판매에서 차지하는 비율도 2019년 3.3%에서 2024년 1.1%로 3분의 1 수준으로 줄었다.,국내공식통계,Y,소매·소비,픽업 판매량,"완성차, 픽업, 판매량, 국내",-,-,-,완성차,-,-,-,2024,-,Y,확정,1만3475대,KOSIS_VALUE,hcx,픽업 판매량,완성차,2024,Y,hcx,현재값,13475,-,-,N,대,수준값,-,전년,"[검증 대상 문장] 한국자동차모빌리티산업협회(KAMA)에 따르면 2019년 국내 완성차 5사의 픽업 판매량은 4만2619대였지만, 2020년 3만8117대, 2021년 2만9567대, 2022년 2만8753대, 2023년 1만7455대, 2024년 1만3475대로 매년 줄고 있다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-27,픽업 판매량,완성차,2024,Y,대,대,count,count,vehicle,,Y,,
A1356-C021,A1356-C021-m1,A1356,"3040은 생활비, 60대 이상은 팬클럽 활동에 ‘모임 통장’ 쓴다",2025-04-15,https://www.chosun.com/economy/economy_general/2025/04/15/KNSLCZWTCZCXDIAF2VXAAVSXKM,모임 통장 이용자 중 1.5%(2020년)에 불과했던 60대 이상 비율은 작년 말 6.9%로 4년 만에 4.6배로 뛰었다.,카카오뱅크 관계자는 “가수 임영웅 신드롬을 타고 중장년층에 형성된 팬덤 문화 덕에 최근 60대 이상 모임 통장 가입자가 늘었다”고 했다.,이 연령대의 10%는 모임 통장 개설 목적이 ‘팬 모임’이라고 밝혔다.,국내공식통계,N,소매·소비,모임 통장 이용자 비율,"모임 통장, 60대 이상, 비중, 배수",-,60대 이상,-,60대 이상,-,-,-,2024,-,Y,확정,6.9%,KOSIS_VALUE,hcx,모임 통장 이용자 비율,60대 이상,2024,Y,hcx,현재값,6.9,-,-,N,%,비중,-,전년,[검증 대상 문장] 모임 통장 이용자 중 1.5%(2020년)에 불과했던 60대 이상 비율은 작년 말 6.9%로 4년 만에 4.6배로 뛰었다.,high,Y,measurement_rule_fallback:2,Y,2,0,HCX-007,v1.5-measurement-binding,2026-07-27,모임 통장 이용자 비율,,2024,Y,%,%,rate,rate_level,item,,Y,,
A0882-C023,A0882-C023-m1,A0882,일본 따라가네... 중소·벤처 M&A 시장서 독립계 자문사 뜬다,2025-03-09,https://www.chosun.com/economy/money/2025/03/09/FQYIFBQP7R6CKAJTG5MV7SQ2XA,중소벤처기업연구원에 따르면 국내 제조 중소기업 경영자 중 ’60세 이상’ 비중은 2012년 14.1%에서 2022년 33.5%로 증가했다.,독립계 자문사의 먹거리가 느는 셈이다.,특히 이 중 20.4%의 중소기업은 적절한 후계자가 없으며 후계자가 없는 중소기업 중 30.7%가 M&A를 고려 중인 것으로 조사됐다.,국내공식통계,N,고용,제조 중소기업 경영자의 60세 이상 비중,"중소기업, 제조업, 경영자, 60세 이상, 후계자, M&A",-,60세 이상,-,,제조 중소기업 경영자,-,-,2022,-,Y,확정,33.5%,KOSIS_VALUE,hcx,제조 중소기업 경영자의 60세 이상 비중,-,2022,Y,hcx,현재값,33.5,-,-,N,%,수준값,증가,전년동기,중소벤처기업연구원에 따르면 국내 제조 중소기업 경영자 중 '60세 이상' 비중은 2012년 14.1%에서 2022년 33.5%로 증가했다.,high,Y,measurement_binding_fallback:1,Y,0,1,HCX-007,v1.5-measurement-binding,2026-07-27,제조 중소기업 경영자의 연령 분포,,2022,Y,%,%,rate,level,organization,,Y,,
A2426-C003,A2426-C003-m1,A2426,"국내 주식형 펀드 주간 설정액, 3개월 만에 최대 증가 폭",2025-07-06,https://www.chosun.com/economy/money/2025/07/06/DQY4UVHVL2IYBWR2FELGTNX3QU,15:40 0 국내 주식형 펀드 설정액이 일주일 새 6000억원 넘게 늘면서 3개월 만에 최대 증가 폭을 기록했다.,15:40 업데이트 2025.07.06.,6일 펀드평가사 에프앤가이드에 따르면 국내 주식형 펀드 1039개의 설정액은 지난 4일 기준 총 56조1830억원이다.,국내공식통계,Y,소매·소비,주식형 펀드 설정액,"펀드, 설정액, 증가폭",-,-,-,,-,-,-,202507,-,M,확정,6000억원,KOSIS_VALUE,hcx,주식형 펀드 설정액,-,202507,M,hcx,현재값,600000000000,-,-,N,원,수준값,증가,전월,[검증 대상 문장] 15:40 국내 주식형 펀드 설정액이 일주일 새 6000억원 넘게 늘면서 3개월 만에 최대 증가 폭을 기록했다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27,주식형 펀드 설정액,,202507,M,원,원,currency,amount,unspecified,,Y,,
A0837-C012,A0837-C012-m1,A0837,1인 年소득 5000만원? 난 왜 체감이 안 될까,2025-03-06,https://www.chosun.com/economy/economy_general/2025/03/06/6NO5N7ES2NFOJIC7KKZF4E3ZHI,"한은에 따르면 GNI 대비 PGDI 비율은 한은이 해당 통계 작성을 시작한 1975년에는 77.5%였는데, 지난 2023년 53.9%로 역대 최저치로 떨어졌다.","문제는 GNI에서 PGDI가 차지하는 비율이 줄고, 기업과 정부 비율이 늘고 있다는 것이다.","갈수록 국민소득이 개인보다 기업이나 정부에 돌아가다 보니, 개인은 소득이 늘었다고 느끼기 어려워지는 것이다.",국내공식통계,N,소득·임금,GNI 대비 PGDI 비율,"GNI, PGDI, 비율, 소득",-,-,-,,-,-,-,2023,-,Y,확정,53.9%,KOSIS_VALUE,hcx,GNI 대비 PGDI 비율,-,2023,Y,hcx,현재값,53.9,-,-,N,%,비중,-,전년,"한은에 따르면 GNI 대비 PGDI 비율은 한은이 해당 통계 작성을 시작한 1975년에는 77.5%였는데, 지난 2023년 53.9%로 역대 최저치로 떨어졌다.",high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27,GNI 대비 PGDI 비율,,2023,Y,%,%,rate,rate_level,unspecified,,Y,,
A1731-C001,A1731-C001-m1,A1731,"KDI, 올해 성장률 전망치 1.6→0.8% 반토막 하향 조정",2025-05-14,https://www.chosun.com/economy/economy_general/2025/05/14/BVZZJRMGC5H4LHGST2P2SVCX2Y,국책연구기관인 한국개발연구원(KDI)이 14일 올해 한국의 경제성장률을 0.8%로 전망했다.,-,KDI는 지난 2월 올해 경제성장률을 1.6%로 전망했지만 건설업 부진과 통상 여건 악화가 이어지면서 0.8%포인트 하향 조정한 것이다.,국내공식통계,Y,재정·조세,경제성장률,한국개발연구원; 경제성장률; 전망치,-,-,-,,-,-,-,2025,-,Y,확정,0.8%,KOSIS_VALUE,hcx,경제성장률,-,2025,Y,hcx,현재값,0.8,-,-,N,%,수준값,유지,전년,국책연구기관인 한국개발연구원(KDI)이 14일 올해 한국의 경제성장률을 0.8%로 전망했다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-27,경제성장률,,2025,Y,%,%,rate,level,unspecified,,Y,,
A1891-C007,A1891-C007-m2,A1891,팬데믹 때도 안 줄었는데… 내수 침체에 커피 음료점 첫 감소,2025-05-26,https://www.chosun.com/economy/economy_general/2025/05/26/MNOSMU43GBFBJMFG6IPB4SHSJ4,2021년 7만개를 돌파한 커피 전문점은 지난해 1분기 9만6080개까지 늘어났다.,"2018년 1분기 4만5200여 개이던 커피음료점은 2019년 5만3100여 개로 늘었고, 코로나 팬데믹 시기를 지나면서도 저가 커피의 인기에 힘입어 숫자는 계속 늘었다.","그러나 지난해 하반기 비상계엄과 탄핵 사태로 깊어진 내수 부진과 원두 가격, 인건비 등의 상승 부담으로 폐업이 늘면서 감소세로 돌아선 것이다.",국내공식통계,N,소매·소비,커피 전문점 수,"팬데믹, 내수 침체, 커피 음료점, 증가, 감소",-,-,-,,-,-,-,2024Q1,-,Q,확정,9만6080개,KOSIS_VALUE,hcx,커피 전문점 수,-,2024Q1,Q,hcx,현재값,96080,-,-,N,개,수준값,감소,전분기,2021년 7만개를 돌파한 커피 전문점은 지난해 1분기 9만6080개까지 늘어났다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-28,커피 전문점 수,,2021,Y,개,개,count,count,unspecified,,Y,,
A2568-C004,A2568-C004-m1,A2568,"우리나라 가구당 순자산 약 6억원, 주택이 절반 이상 차지...전체 국민순자산은 2경4105조원으로 집계",2025-07-17,https://www.chosun.com/economy/economy_general/2025/07/17/NK56CBTS5BH4THD2J2OCG5PQZI,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",17일 한국은행이 발표한 ‘2024년 국민대차대조표(잠정)’에 따르면 작년 말 기준 우리나라 가계 및 비영리단체 순자산은 1경3068조원이다.,가계순자산은 부동산과 예금 등 한 가구가 보유한 전체 자산에서 빚(금융 부채)을 뺀 금액이다.,국내공식통계,Y,부동산,가구 수,"우리나라, 가구당 순자산, 주택, 국민순자산",-,-,-,,-,-,-,2024,-,Y,확정,2218만 가구,KOSIS_VALUE,hcx,가구 수,-,2024,Y,hcx,현재값,22180000,-,-,N,가구,수준값,증가,전년,"[검증 대상 문장] 이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-28,가구당 가계순자산,,2024,Y,가구,가구,count,count,household,,Y,,
A2568-C004,A2568-C004-m2,A2568,"우리나라 가구당 순자산 약 6억원, 주택이 절반 이상 차지...전체 국민순자산은 2경4105조원으로 집계",2025-07-17,https://www.chosun.com/economy/economy_general/2025/07/17/NK56CBTS5BH4THD2J2OCG5PQZI,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",17일 한국은행이 발표한 ‘2024년 국민대차대조표(잠정)’에 따르면 작년 말 기준 우리나라 가계 및 비영리단체 순자산은 1경3068조원이다.,가계순자산은 부동산과 예금 등 한 가구가 보유한 전체 자산에서 빚(금융 부채)을 뺀 금액이다.,국내공식통계,Y,부동산,가구당 가계순자산 증감률,"우리나라, 가구당 순자산, 주택, 국민순자산",-,-,-,,-,-,-,2024,-,Y,확정,2.4%,KOSIS_VALUE,hcx,가구당 가계순자산 증감률,-,2024,Y,hcx,증감률,2.4,-,-,N,%,증감률,증가,전년,"[검증 대상 문장] 이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-28,가구당 가계순자산,,2024,Y,%,%,rate,rate_change,household,2023,Y,,
A2568-C004,A2568-C004-m3,A2568,"우리나라 가구당 순자산 약 6억원, 주택이 절반 이상 차지...전체 국민순자산은 2경4105조원으로 집계",2025-07-17,https://www.chosun.com/economy/economy_general/2025/07/17/NK56CBTS5BH4THD2J2OCG5PQZI,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",17일 한국은행이 발표한 ‘2024년 국민대차대조표(잠정)’에 따르면 작년 말 기준 우리나라 가계 및 비영리단체 순자산은 1경3068조원이다.,가계순자산은 부동산과 예금 등 한 가구가 보유한 전체 자산에서 빚(금융 부채)을 뺀 금액이다.,국내공식통계,Y,부동산,가구당 가계순자산,"우리나라, 가구당 순자산, 주택, 국민순자산",-,-,-,,-,-,-,2024,-,Y,확정,5억8916만원,KOSIS_VALUE,hcx,가구당 가계순자산,-,2024,Y,hcx,현재값,589160000,-,-,N,원,수준값,증가,전년,"[검증 대상 문장] 이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-28,가구당 가계순자산,,2024,Y,원,원,currency,amount,household,,Y,,
A2568-C004,A2568-C004-m4,A2568,"우리나라 가구당 순자산 약 6억원, 주택이 절반 이상 차지...전체 국민순자산은 2경4105조원으로 집계",2025-07-17,https://www.chosun.com/economy/economy_general/2025/07/17/NK56CBTS5BH4THD2J2OCG5PQZI,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",17일 한국은행이 발표한 ‘2024년 국민대차대조표(잠정)’에 따르면 작년 말 기준 우리나라 가계 및 비영리단체 순자산은 1경3068조원이다.,가계순자산은 부동산과 예금 등 한 가구가 보유한 전체 자산에서 빚(금융 부채)을 뺀 금액이다.,국내공식통계,Y,부동산,인구,"우리나라, 가구당 순자산, 주택, 국민순자산",-,-,-,,-,-,-,2024,-,Y,확정,5175만명,KOSIS_VALUE,hcx,인구,-,2024,Y,hcx,현재값,51750000,-,-,N,명,수준값,증가,전년,"[검증 대상 문장] 이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-28,가구당 가계순자산,,2024,Y,명,명,person_count,count,person,,Y,,
A2568-C004,A2568-C004-m5,A2568,"우리나라 가구당 순자산 약 6억원, 주택이 절반 이상 차지...전체 국민순자산은 2경4105조원으로 집계",2025-07-17,https://www.chosun.com/economy/economy_general/2025/07/17/NK56CBTS5BH4THD2J2OCG5PQZI,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",17일 한국은행이 발표한 ‘2024년 국민대차대조표(잠정)’에 따르면 작년 말 기준 우리나라 가계 및 비영리단체 순자산은 1경3068조원이다.,가계순자산은 부동산과 예금 등 한 가구가 보유한 전체 자산에서 빚(금융 부채)을 뺀 금액이다.,국내공식통계,Y,부동산,1인당 가계순자산 증감률,"우리나라, 가구당 순자산, 주택, 국민순자산",-,-,-,,-,-,-,2024,-,Y,확정,3.3%,KOSIS_VALUE,hcx,1인당 가계순자산 증감률,-,2024,Y,hcx,증감률,3.3,-,-,N,%,증감률,증가,전년,"[검증 대상 문장] 이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-28,가구당 가계순자산,,2024,Y,%,%,rate,rate_change,household,2023,Y,,
A2568-C004,A2568-C004-m6,A2568,"우리나라 가구당 순자산 약 6억원, 주택이 절반 이상 차지...전체 국민순자산은 2경4105조원으로 집계",2025-07-17,https://www.chosun.com/economy/economy_general/2025/07/17/NK56CBTS5BH4THD2J2OCG5PQZI,"이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",17일 한국은행이 발표한 ‘2024년 국민대차대조표(잠정)’에 따르면 작년 말 기준 우리나라 가계 및 비영리단체 순자산은 1경3068조원이다.,가계순자산은 부동산과 예금 등 한 가구가 보유한 전체 자산에서 빚(금융 부채)을 뺀 금액이다.,국내공식통계,Y,부동산,1인당 가계순자산,"우리나라, 가구당 순자산, 주택, 국민순자산",-,-,-,,-,-,-,2024,-,Y,확정,2억5251만원,KOSIS_VALUE,hcx,1인당 가계순자산,-,2024,Y,hcx,현재값,252510000,-,-,N,원,수준값,증가,전년,"[검증 대상 문장] 이를 가구 수(2218만 가구)로 나눈 가구당 가계순자산은 전년보다 2.4% 증가한 5억8916만원, 인구(5175만명)로 나눈 1인당 가계순자산은 3.3% 늘어난 2억5251만원으로 집계됐다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-28,가구당 가계순자산,,2024,Y,원,원,currency,amount,household,,Y,,
A0807-C004,A0807-C004-m1,A0807,전기차 보조금 한 달 빨리 결정됐더니... 2월 완성차 5사 내수 늘었다,2025-03-04,https://www.chosun.com/economy/auto/2025/03/04/K5RBLU6XRRGMDCVYPVPCHI5UO4,"4일 완성차 5사(현대차, 기아, GM 한국사업장, KG모빌리티, 르노코리아)의 지난달 내수 판매량은 11만2302대로 집계됐다.","작년 2월에 있던 설 연휴가 올해는 1월에 있어, 영업 일수가 작년 대비 늘어난 점도 영향을 미쳤다.",작년 대비 13.1％ 늘어난 수치다.,국내공식통계,N,소매·소비,내수 판매량,"전기차, 보조금, 완성차, 내수",-,-,-,완성차,-,-,-,202503,-,M,확정,11만2302대,KOSIS_VALUE,hcx,내수 판매량,완성차,202503,M,hcx,현재값,112302,-,-,N,대,수준값,-,전년동월,"[검증 대상 문장] 4일 완성차 5사(현대차, 기아, GM 한국사업장, KG모빌리티, 르노코리아)의 지난달 내수 판매량은 11만2302대로 집계됐다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-28,내수 판매량,완성차,202503,M,대,대,count,count,item,,Y,,
A0976-C006,A0976-C006-m1,A0976,제네시스 3대 중 1대 美서 팔린다… 트럼프 관세로 제동 우려,2025-03-17,https://www.chosun.com/economy/auto/2025/03/17/QH7A3LKN4ZE47F3HF5Y3FWSDF4,국내에서는 13만674대(56.9%)를 팔아 한·미 양국이 전체 시장의 89.6%에 달했다.,"16일 현대차와 한국자동차모빌리티협회에 따르면 제네시스는 지난해 미국 시장에서 전년보다 8.4% 증가한 7만5003대를 판매, 전 세계 제네시스 판매량(22만9532대)의 32.7%를 미국에서 판 것으로 집계됐다.",2016년부터 미국 고급차 시장을 공략해온 제네시스의 미국 시장 비율은 점점 커지고 있다.,국내공식통계,Y,무역,제네시스 판매량,"현대차, 제네시스, 미국 시장, 판매량",-,-,-,자동차,-,-,-,2024,-,Y,확정,13만674대,KOSIS_VALUE,hcx,제네시스 판매량,자동차,2024,Y,hcx,현재값,130674,-,-,N,대,수준값,-,전년,국내에서는 13만674대(56.9%)를 팔아 한·미 양국이 전체 시장의 89.6%에 달했다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-28,제네시스 판매량,자동차,2024,Y,대,대,count,count,vehicle,,Y,,
A0976-C006,A0976-C006-m2,A0976,제네시스 3대 중 1대 美서 팔린다… 트럼프 관세로 제동 우려,2025-03-17,https://www.chosun.com/economy/auto/2025/03/17/QH7A3LKN4ZE47F3HF5Y3FWSDF4,국내에서는 13만674대(56.9%)를 팔아 한·미 양국이 전체 시장의 89.6%에 달했다.,"16일 현대차와 한국자동차모빌리티협회에 따르면 제네시스는 지난해 미국 시장에서 전년보다 8.4% 증가한 7만5003대를 판매, 전 세계 제네시스 판매량(22만9532대)의 32.7%를 미국에서 판 것으로 집계됐다.",2016년부터 미국 고급차 시장을 공략해온 제네시스의 미국 시장 비율은 점점 커지고 있다.,국내공식통계,Y,무역,국내 판매 비율,"현대차, 제네시스, 미국 시장, 판매량",-,-,-,자동차,-,-,-,2024,-,Y,확정,56.9%,KOSIS_VALUE,hcx,국내 판매 비율,자동차,2024,Y,hcx,현재값,56.9,-,-,N,%,비중,-,전년,국내에서는 13만674대(56.9%)를 팔아 한·미 양국이 전체 시장의 89.6%에 달했다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-28,제네시스 판매량,자동차,2024,Y,%,%,rate,rate_level,vehicle,,Y,,
A0976-C006,A0976-C006-m3,A0976,제네시스 3대 중 1대 美서 팔린다… 트럼프 관세로 제동 우려,2025-03-17,https://www.chosun.com/economy/auto/2025/03/17/QH7A3LKN4ZE47F3HF5Y3FWSDF4,국내에서는 13만674대(56.9%)를 팔아 한·미 양국이 전체 시장의 89.6%에 달했다.,"16일 현대차와 한국자동차모빌리티협회에 따르면 제네시스는 지난해 미국 시장에서 전년보다 8.4% 증가한 7만5003대를 판매, 전 세계 제네시스 판매량(22만9532대)의 32.7%를 미국에서 판 것으로 집계됐다.",2016년부터 미국 고급차 시장을 공략해온 제네시스의 미국 시장 비율은 점점 커지고 있다.,국내공식통계,Y,무역,한·미 판매 비율,"현대차, 제네시스, 미국 시장, 판매량",-,-,-,자동차,-,-,-,2024,-,Y,확정,89.6%,KOSIS_VALUE,hcx,한·미 판매 비율,자동차,2024,Y,hcx,현재값,89.6,-,-,N,%,비중,-,전년,국내에서는 13만674대(56.9%)를 팔아 한·미 양국이 전체 시장의 89.6%에 달했다.,high,N,-,N,0,0,HCX-007,v1.5-measurement-binding,2026-07-28,제네시스 판매량,자동차,2024,Y,%,%,rate,rate_level,vehicle,,Y,,
A2109-C017,A2109-C017-m2,A2109,“환갑 넘겨도 일해야 돼요” 노인 취업자 첫 700만명,2025-06-12,https://www.chosun.com/economy/economy_general/2025/06/12/2VNVWIY73JHI7EB3XE4YNTYIVM,"국회 예산정책처에 따르면, 작년 8월 기준 65세 임금 근로자 61.2%는 비정규직이었고, 70세는 이 비율이 85.1%에 달했다.","고용의 질 낮아 일하는 고령층이 늘고 있지만, 고용의 질은 낮은 편이다.","지난해 임금 근로자의 월평균 임금은 55세가 378만원이었지만, 60세 317만원, 65세 221만원으로 연령이 높아질수록 낮아졌다.",국내공식통계,N,고용,노인 취업자 비정규직 비율,"노인, 취업자, 비정규직, 임금 근로자, 연령",-,고령층,-,,-,-,-,2024,-,Y,확정,61.2%,KOSIS_VALUE,hcx,노인 취업자 비정규직 비율,-,2024,Y,hcx,현재값,61.2,-,-,N,%,비중,-,전년,"국회 예산정책처에 따르면, 작년 8월 기준 65세 임금 근로자 61.2%는 비정규직이었고, 70세는 이 비율이 85.1%에 달했다.",high,N,-,Y,0,0,HCX-007,v1.5-measurement-binding,2026-07-28,노인 취업자 비정규직 비율,,2024,Y,%,%,rate,rate_level,person,,Y,,
