claim_id,article_id,title,date,url,claim_text,metric,metric_all,is_claim,population,prev_sentence,next_sentence,numbers,units,year,region,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note,actual_value,actual_period,actual_prev_value,actual_prev_period,actual_change_pct,actual_change_point,api_error,claim_type,claim_number,actual_number,actual_source,verdict,diff,judge_note,refined_claim_type,refined_claim_number,refined_claim_number_reason,refined_actual_number,refined_actual_reason,refined_verdict,refined_diff,refined_judge_note,refined_final_status,audit_future_period,audit_forecast_or_target,audit_mapping_unconfirmed,rerun_actual_period,rerun_actual_value,rerun_verdict,rerun_api_error,audit_reason,audit_status
C00813,103,라면·냉동 김밥… K푸드 수출 1위는 미국,2025-01-08,https://www.chosun.com/economy/economy_general/2025/01/08/OCB6UW6X6NHHJAWKHI34GRQSBI,"특히 라면(70.3%), 냉동김밥을 포함한 쌀 가공식품(51%) 등의 대미 수출이 크게 늘었다.",무역지표,무역지표; 비율·증감률,True,,대(對)미국 수출은 15억9000만달러로 2023년보다 21.2% 늘었다.,이에 따라 미국은 2023년 수출 대상국 3위에서 지난해 1위로 올라섰다.,"[70.3, 51]","['%', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.US,13103103829T1,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,122850915,2025,127761371,2024,-3.843459068703951,-4910456.0,,CHANGE_RATE,51.0,-3.843459068703951,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,54.84345906870395,"claim=51.0, actual=-3.843459068703951, 오차=54.843 (허용=0.3)",CHANGE_RATE,51.0,% 숫자 선택,-3.843459068703951,actual_change_pct 사용,불일치,54.84345906870395,"claim=51.0, adjusted_actual=-3.843459068703951, 오차=54.843, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치
C00886,116,일감 쌓인 K조선… 점유율은 17%로 하락,2025-01-09,https://www.chosun.com/economy/industry-company/2025/01/09/2VN5WI5GTNGDLOYEQQK3GHV23Q,한국수출입은행에 따르면 한국의 수주 점유율이 10%대로 떨어진 건 조선업 불황이 닥쳤던 2016년(약 15.5%) 이후 처음이다.,무역지표,무역지표; 비율·증감률; 날짜·시간,True,,동시에 저가 상선 시장에서 중국과 경쟁한 국내 중소 조선사가 대부분 구조조정에 들어가면서 한국 조선업 점유율 하락에도 영향을 미쳤다.,,"[10, 2016, 15.5]","['%', '년', '%']",['2016'],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,709330045,2025,683609488,2024,3.7624634314613257,25720557.0,,LEVEL,10.0,709330045.0,actual_value 컬럼 사용,불일치,0.9999999859021903,"claim=10.0, actual=709330045.0, 오차=1.000 (허용=0.05)",LEVEL,15.5,% 숫자 선택,709330045.0,actual_value 사용,불일치,0.9999999781483949,"claim=15.5, adjusted_actual=709330045.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치
C00914,126,졸업 시즌 맞아 꽃값 오름세,2025-01-10,https://www.chosun.com/economy/economy_general/2025/01/10/JST7XT4YUFDPTGQIYT3D6HUQ7Y,"한국농수산식품유통공사(aT)에 따르면, 지난 8일 기준 양재동 화훼 공판장 경매에서 장미 8송이(맨스필드파크)는 작년보다 112% 오른 평균 2만6482원에 거래됐다.",비율·증감률,비율·증감률; 금액; 날짜·시간,True,,성수기를 맞아 꽃 수요가 커진 상황에서 기후 변화와 작황 부진으로 꽃 공급은 줄어 가격이 계속 뛰는 것이다.,백합(나리)도 지난 8일 전년보다 61% 오른 평균 6850원에 팔렸다.,"[8, 112, 6482]","['일', '%', '원']",[],[],어업생산동향 총괄표(tblId=DT_1EW0001),"orgId=101, tblId=DT_1EW0001 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1EW0001,0,T01,Y,어업생산동향 후보 선택. 어업/판매형태/지역 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,,,,,,,데이터 없음(응답은 성공했으나 매칭 실패),LEVEL,8.0,,"KOSIS 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/Param/statisticsParameterData.do?method=getList&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_1EW0001&objL1=0&itmId=T01&prdSe=Y&newEstPrdCnt=1&format=json&startPrdDe=%5B%5D&endPrdDe=%5B%5D (Caused by NameResolutionError(""HTTPSConnection(host='kosis.kr', port=443): Failed to resolve 'kosis.kr' ([Errno 8] nodename nor servname provided, or not known)""))",판단불가,,KOSIS 실제값을 못 가져옴 (표/시점/분류 코드 재확인 필요),LEVEL,6482.0,원 숫자 선택,,데이터 없음(응답은 성공했으나 매칭 실패),판단불가,,KOSIS 실제값/계산값 없음,판단불가_API조회실패,N,N,N,,,,,기존 재검토/판단불가 상태 유지,판단불가_API조회실패
C00922,129,美 12월 고용 25만6000개 증가… 예상 밖 폭증에 금리 인하 먹구름,2025-01-10,https://www.chosun.com/economy/economy_general/2025/01/10/VUL2QRBWABBEBOLJO24Z7OCASA,실업률은 4.1%를 기록했다.,고용지표,고용지표; 비율·증감률,True,,"앞선 11월(22만7000개)은 물론이고, 전문가 예상치(15만5000개)를 훨씬 웃도는 수치다.",실업률은 예상치보다 0.1% 포인트 낮은 4.1%로 소폭 떨어졌다.,[4.1],['%'],[],[],성별 경제활동인구 총괄(tblId=DT_1DA7001S); 연령별 경제활동인구 총괄(tblId=DT_1DA7002S); 행정구역(시도)별 경제활동인구(tblId=DT_1DA7004S),"orgId=101, tblId=DT_1DA7001S | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1DA7001S,0,T80,Y,경제활동인구 총괄 후보 선택. 실업률/실업자 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,2.8,2025,2.8,2024,0.0,0.0,,LEVEL,4.1,2.8,actual_value 컬럼 사용,불일치,0.46428571428571425,"claim=4.1, actual=2.8, 오차=0.464 (허용=0.05)",LEVEL,4.1,% 숫자 선택,2.8,actual_value 사용,불일치,0.46428571428571425,"claim=4.1, adjusted_actual=2.8, 오차=0.464, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치
C00923,129,美 12월 고용 25만6000개 증가… 예상 밖 폭증에 금리 인하 먹구름,2025-01-10,https://www.chosun.com/economy/economy_general/2025/01/10/VUL2QRBWABBEBOLJO24Z7OCASA,실업률은 예상치보다 0.1% 포인트 낮은 4.1%로 소폭 떨어졌다.,고용지표,고용지표; 비율·증감률,True,,실업률은 4.1%를 기록했다.,고금리가 장기화할 우려가 커지면서 미 국채 10년물 금리는 이날 고용지표 발표 직후 4.79%를 기록까지 기록해 지난 2023년 11월 초 이후 13개월 만에 가장 높은 수치를 기록했다.,"[0.1, 4.1]","['%', '%']",[],[],성별 경제활동인구 총괄(tblId=DT_1DA7001S); 연령별 경제활동인구 총괄(tblId=DT_1DA7002S); 행정구역(시도)별 경제활동인구(tblId=DT_1DA7004S),"orgId=101, tblId=DT_1DA7001S | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1DA7001S,0,T80,Y,경제활동인구 총괄 후보 선택. 실업률/실업자 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,2.8,2025,2.8,2024,0.0,0.0,,POINT_CHANGE,4.1,0.0,actual_change_point 컬럼 사용(전기대비 계산값),불일치,4.1,"claim=4.1, actual=0.0, 오차=4.100 (허용=0.3)",POINT_CHANGE,4.1,% 숫자 선택,0.0,actual_change_point 사용,불일치,4.1,"claim=4.1, adjusted_actual=0.0, 오차=4.100, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치
C00962,134,美고용 25만6000개 증가… 예상치 크게 웃돌아,2025-01-11,https://www.chosun.com/economy/economy_general/2025/01/11/HGADIHJ5VZEDHA6GB7LDMFJZBA,실업률은 전월(4.2%)보다 소폭(0.1% 포인트) 떨어진 4.1%를 기록했다.,고용지표,고용지표; 비율·증감률,True,,"앞선 11월(22만7000개)은 물론이고, 전문가 예상치(15만5000개)를 훨씬 웃도는 수치다.",예상 밖 고용 증가로 고금리가 장기화할 우려가 커지면서 미 국채 10년물 금리는 이날 고용지표 발표 직후 전 거래일 대비 10bp(1bp=0.01%포인트) 오른 4.79%를 기록했다.,"[4.2, 0.1, 4.1]","['%', '%', '%']",[],[],성별 경제활동인구 총괄(tblId=DT_1DA7001S); 연령별 경제활동인구 총괄(tblId=DT_1DA7002S); 행정구역(시도)별 경제활동인구(tblId=DT_1DA7004S),"orgId=101, tblId=DT_1DA7001S | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1DA7001S,0,T80,M,경제활동인구 총괄 후보 선택. 실업률/실업자 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,3.8,202412,2.2,202411,72.7272727272727,1.5999999999999996,,POINT_CHANGE,4.1,1.5999999999999996,actual_change_point 컬럼 사용(전기대비 계산값),불일치,2.5,"claim=4.1, actual=1.5999999999999996, 오차=2.500 (허용=0.3)",POINT_CHANGE,4.1,% 숫자 선택,1.5999999999999996,actual_change_point 사용,불일치,2.5,"claim=4.1, adjusted_actual=1.5999999999999996, 오차=2.500, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치
C01002,139,"IMF 총재, 트럼프 관세 위협에 “세계경제 불확실성 커졌다” 우려",2025-01-11,https://www.chosun.com/economy/int_economy/2025/01/11/VDNZBEIBOZB5ZOAX42FU5WLUE4,트럼프 당선인은 모든 수입품에 10% 내지 20%의 보편 관세를 부과하겠다는 공약을 내세우고 있다.,무역지표,무역지표; 비율·증감률,True,,"게오르기에바 총재는 “미국 경제의 규모와 역할을 고려할 때 전 세계적으로 곧 들어설 (트럼프) 정부의 정책 방향에 대한 관심이 높다”며 “특히 관세, 세금, 규제 완화 그리고 정부 효율성에 관심이 모이고 있다”고 말했다.","특히 미국의 최대 교역국인 캐나다와 멕시코에는 25%의 관세를, 중국에는 기존 관세에 더해 10% 추가 관세를 매기겠다고 밝힌 상황이다.","[10, 20]","['%', '%']",[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T2,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,631895368,2025,631767209,2024,0.020285794858339982,128159.0,,LEVEL,10.0,631895368.0,actual_value 컬럼 사용,불일치,0.9999999841745952,"claim=10.0, actual=631895368.0, 오차=1.000 (허용=0.05)",LEVEL,20.0,% 숫자 선택,631895368.0,actual_value 사용,불일치,0.9999999683491904,"claim=20.0, adjusted_actual=631895368.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치
C01003,139,"IMF 총재, 트럼프 관세 위협에 “세계경제 불확실성 커졌다” 우려",2025-01-11,https://www.chosun.com/economy/int_economy/2025/01/11/VDNZBEIBOZB5ZOAX42FU5WLUE4,"특히 미국의 최대 교역국인 캐나다와 멕시코에는 25%의 관세를, 중국에는 기존 관세에 더해 10% 추가 관세를 매기겠다고 밝힌 상황이다.",무역지표,무역지표; 비율·증감률,True,,트럼프 당선인은 모든 수입품에 10% 내지 20%의 보편 관세를 부과하겠다는 공약을 내세우고 있다.,"게오르기에바 총재는 “앞으로의 무역 정책에 대한 불확실성이 세계 경제가 맞닥뜨린 역풍을 가중시키고 있다”며 “(이러한 흐름은) 글로벌 공급망에 들어와 있는 국가와 지역, 중간 규모의 경제, 아시아 지역에서 특히 거세다”고 말했다.","[25, 10]","['%', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.US,13103103829T1,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,122850915,2025,127761371,2024,-3.843459068703951,-4910456.0,,LEVEL,25.0,122850915.0,actual_value 컬럼 사용,불일치,0.9999997965013122,"claim=25.0, actual=122850915.0, 오차=1.000 (허용=0.05)",LEVEL,10.0,% 숫자 선택,122850915.0,actual_value 사용,불일치,0.9999999186005248,"claim=10.0, adjusted_actual=122850915.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치
C01239,173,"2주 남기고 정하는 임시공휴일, 기업들 혼선",2025-01-14,https://www.chosun.com/economy/economy_general/2025/01/14/5M4QGMSUVZFDJMQIRYE7VYC3VU,실제로 내수 부진이 한창이었던 작년 10월은 임시 공휴일(10월 2일) 지정에도 소매 판매액 지수가 전월 대비 0.8% 감소했다.,비율·증감률,비율·증감률; 날짜·시간,True,,"서울 은평구에 사는 박모(43)씨는 “한 푼이라도 아껴야 할 판이라 여행은 언감생심이고, 아이들 학원은 쉰다고 해서 손해 보는 기분”이라고 했다.","반면, 2020년 8월과 2023년 10월은 이 지수가 각각 3%, 0.8% 반등했다.","[10, 10, 2, 0.8]","['월', '월', '일', '%']",[],[],재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012); 시도별 소매판매액지수(2020=100)(tblId=DT_1K41018),"orgId=101, tblId=DT_1K41012 | obj_l1/obj_l2 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41012,G12,T2,M,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 가전제품(G12),80.1,202410,81,202409,-1.111111111111118,-0.9000000000000057,,CHANGE_RATE,0.8,-1.111111111111118,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,1.911111111111118,"claim=0.8, actual=-1.111111111111118, 오차=1.911 (허용=0.3)",CHANGE_RATE,0.8,% 숫자 선택,-1.111111111111118,actual_change_pct 사용,불일치,1.911111111111118,"claim=0.8, adjusted_actual=-1.111111111111118, 오차=1.911, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치
C01298,182,"올 첫 열흘 동안 수출, 작년보다 3.8% 늘어",2025-01-14,https://www.chosun.com/economy/industry-company/2025/01/14/IPPOGTCXI5BFRB5DIIBS3YJ77I,"13일 관세청이 발표한 올해 1월 1일~10일 수출입현황에 따르면, 수출은 160억400만달러로 전년 같은 기간보다 3.8% 늘었다.",무역지표,무역지표; 비율·증감률; 날짜·시간,True,,"올해 첫 열흘 동안 수출액이 반도체, 자동차, 선박 등 주력 수출 품목의 상승세에 힘입어 지난해 같은 기간보다 늘었다.",이 기간 휴일을 뺀 조업(操業) 일수는 지난해와 같아 이를 고려한 일평균 수출액 역시 3.8% 증가했다.,"[13, 1, 1, 10, 3.8]","['일', '월', '일', '일', '%']",[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T1,M,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,54709823,202401,57573193,202312,-4.97344310919146,-2863370.0,,CHANGE_RATE,3.8,-4.97344310919146,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,8.77344310919146,"claim=3.8, actual=-4.97344310919146, 오차=8.773 (허용=0.3)",CHANGE_RATE,3.8,% 숫자 선택,-4.97344310919146,actual_change_pct 사용,불일치,8.77344310919146,"claim=3.8, adjusted_actual=-4.97344310919146, 오차=8.773, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치
C01300,182,"올 첫 열흘 동안 수출, 작년보다 3.8% 늘어",2025-01-14,https://www.chosun.com/economy/industry-company/2025/01/14/IPPOGTCXI5BFRB5DIIBS3YJ77I,"품목별로는 반도체(23.8%), 승용차(4.7%), 선박(15.7%), 가전제품(24%) 등이 증가했다.",비율·증감률,비율·증감률,True,,이 기간 휴일을 뺀 조업(操業) 일수는 지난해와 같아 이를 고려한 일평균 수출액 역시 3.8% 증가했다.,"반면 중국발 저가 제품 밀어내기 공세에 어려움을 겪고 있는 석유제품 부문에선 47%나 감소했고, 자동차 부품도 6.7% 줄었다.","[23.8, 4.7, 15.7, 24]","['%', '%', '%', '%']",[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.7763,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | 품목 세부 코드 필요: 총액 코드로 확정하지 않음 | 품목 코드 자동 후보: 반도체 디바이스,3370573,2025,3601287,2024,-6.406431922809817,-230714.0,,CHANGE_RATE,24.0,-6.406431922809817,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,30.406431922809816,"claim=24.0, actual=-6.406431922809817, 오차=30.406 (허용=0.3)",CHANGE_RATE,24.0,% 숫자 선택,-6.406431922809817,actual_change_pct 사용,불일치,30.406431922809816,"claim=24.0, adjusted_actual=-6.406431922809817, 오차=30.406, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치
C01301,182,"올 첫 열흘 동안 수출, 작년보다 3.8% 늘어",2025-01-14,https://www.chosun.com/economy/industry-company/2025/01/14/IPPOGTCXI5BFRB5DIIBS3YJ77I,"반면 중국발 저가 제품 밀어내기 공세에 어려움을 겪고 있는 석유제품 부문에선 47%나 감소했고, 자동차 부품도 6.7% 줄었다.",비율·증감률,비율·증감률,True,,"품목별로는 반도체(23.8%), 승용차(4.7%), 선박(15.7%), 가전제품(24%) 등이 증가했다.",국가별로는 한국의 양대 수출국인 중국(3.4%)과 미국(1.4%)으로의 수출이 모두 증가했다.,"[47, 6.7]","['%', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.CN,13103103829T1,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 중국,130781482,2025,133011386,2024,-1.6764760273981354,-2229904.0,,CHANGE_RATE,6.7,-1.6764760273981354,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,8.376476027398136,"claim=6.7, actual=-1.6764760273981354, 오차=8.376 (허용=0.3)",CHANGE_RATE,6.7,% 숫자 선택,-1.6764760273981354,actual_change_pct 사용,불일치,8.376476027398136,"claim=6.7, adjusted_actual=-1.6764760273981354, 오차=8.376, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치
C01302,182,"올 첫 열흘 동안 수출, 작년보다 3.8% 늘어",2025-01-14,https://www.chosun.com/economy/industry-company/2025/01/14/IPPOGTCXI5BFRB5DIIBS3YJ77I,국가별로는 한국의 양대 수출국인 중국(3.4%)과 미국(1.4%)으로의 수출이 모두 증가했다.,무역지표,무역지표; 비율·증감률,True,,"반면 중국발 저가 제품 밀어내기 공세에 어려움을 겪고 있는 석유제품 부문에선 47%나 감소했고, 자동차 부품도 6.7% 줄었다.","유럽연합(-2.5%), 일본(-4.2%)은 반면 수출이 줄었다.","[3.4, 1.4]","['%', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.US,13103103829T1,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,122850915,2025,127761371,2024,-3.843459068703951,-4910456.0,,CHANGE_RATE,1.4,-3.843459068703951,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,5.243459068703951,"claim=1.4, actual=-3.843459068703951, 오차=5.243 (허용=0.3)",CHANGE_RATE,1.4,% 숫자 선택,-3.843459068703951,actual_change_pct 사용,불일치,5.243459068703951,"claim=1.4, adjusted_actual=-3.843459068703951, 오차=5.243, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치
C01303,182,"올 첫 열흘 동안 수출, 작년보다 3.8% 늘어",2025-01-14,https://www.chosun.com/economy/industry-company/2025/01/14/IPPOGTCXI5BFRB5DIIBS3YJ77I,"유럽연합(-2.5%), 일본(-4.2%)은 반면 수출이 줄었다.",무역지표,무역지표; 비율·증감률,True,,국가별로는 한국의 양대 수출국인 중국(3.4%)과 미국(1.4%)으로의 수출이 모두 증가했다.,한편 지난달까지 15개월 연속 증가세를 이어갔던 월간 수출액은 이번 달 설 연휴로 조업 일수가 줄어들면서 16개월 만에 마이너스로 돌아설 가능성이 있다.,"[2.5, 4.2]","['%', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.JP,13103103829T1,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 일본,28307861,2025,29607166,2024,-4.388481491271404,-1299305.0,,CHANGE_RATE,-4.2,-4.388481491271404,actual_change_pct 컬럼 사용(전기대비 계산값),일치,0.18848149127140346,"claim=-4.2, actual=-4.388481491271404, 오차=0.188 (허용=0.3)",CHANGE_RATE,-4.2,% 숫자 선택,-4.388481491271404,actual_change_pct 사용,일치,0.18848149127140346,"claim=-4.2, adjusted_actual=-4.388481491271404, 오차=0.188, 허용=0.3",검증완료_일치,N,N,Y,2025,28307861,일치,,수치 오차는 허용범위 이내지만 표·항목·단위·의미 매핑 확정이 필요함,수동확인필요_일치후보
C01332,185,"수입차 시장, IMF 이후 처음 2년 연속 역성장",2025-01-15,https://www.chosun.com/economy/auto/2025/01/15/MS2YWXFVJVFGVKZPZIJZ6DXAAU,4 작년 국내 수입차 판매량이 2.9% 줄며 2년 연속 감소세를 기록했다.,무역지표,무역지표; 판매·생산량; 비율·증감률; 날짜·시간,True,,,연간 수입차 판매량이 2년 연속 역성장한 것은 IMF(국제통화기금) 외환위기 이후 처음이다.,"[2.9, 2]","['%', '년']",[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T2,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,631767209,2024,642572126,2023,-1.6815103803615659,-10804917.0,,CHANGE_RATE,2.9,-1.6815103803615659,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,4.581510380361566,"claim=2.9, actual=-1.6815103803615659, 오차=4.582 (허용=0.3)",CHANGE_RATE,2.9,% 숫자 선택,-1.6815103803615659,actual_change_pct 사용,불일치,4.581510380361566,"claim=2.9, adjusted_actual=-1.6815103803615659, 오차=4.582, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치
C01335,185,"수입차 시장, IMF 이후 처음 2년 연속 역성장",2025-01-15,https://www.chosun.com/economy/auto/2025/01/15/MS2YWXFVJVFGVKZPZIJZ6DXAAU,"2023년에도 전년 대비 수입차 판매량이 4.4％ 줄었는데, 2년 연속 줄어든 것이다.",무역지표,무역지표; 판매·생산량; 날짜·시간,True,,"15일 한국수입자동차협회(KAIDA)에 따르면, 작년 수입 승용차 판매량은 26만3288대로 2023년 대비 2.9％ 줄었다.",수입차 시장이 2년 연속 줄어든 것은 IMF 외환위기 시기였던 1997∼1998년 이후 26년 만이다.,"[2023, 2]","['년', '년']",['2023'],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T2,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,631767209,2024,642572126,2023,-1.6815103803615659,-10804917.0,,CHANGE_RATE,4.4,-1.6815103803615659,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,6.081510380361566,"claim=4.4, actual=-1.6815103803615659, 오차=6.082 (허용=0.3)",CHANGE_RATE,4.4,날짜/기간 숫자 제거 후 첫 숫자 선택,-1.6815103803615659,actual_change_pct 사용,불일치,6.081510380361566,"claim=4.4, adjusted_actual=-1.6815103803615659, 오차=6.082, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치
