claim_id,claim_text,metric,time,population,unit,candidate_kosis_table,api_params,calculation,verifiable
C16196,"12일 한국무역협회가 발표한 ‘글로벌 첨단 기술 제품 공급망 구조 변화 및 시사점’ 보고서에 따르면, 2014년부터 지난해까지 미국 첨단 기술 제품 수입 시장에서 한국산이 차지하는 비율은 약 2.25%에서 1.73%p 늘어난 3.98%에 머물렀다.",,,,,첨단세라믹산업 매출액 상위 30대 제품(tblId=DT_11533N_007); 첨단세라믹제품의 제품화단계(tblId=DT_11533N_011); 첨단세라믹제품의 활용산업 현황(tblId=DT_11533N_012); 최초제품-매출액에서차지하는비중(tblId=TX_39501_A513); 벤처기업 윤리경영 및 사회적 책임 변화 추이(tblId=TX_14203_A105); 글로벌경쟁심화(tblId=TX_39501_A257); 혁신정책별 기여도 - 글로벌시장 개척 지원(tblId=DT_395N_S2015142); 혁신정책별 기여도 - 글로벌시장 개척 지원(tblId=DT_395N_I2015142); 공급망 구조별 기업 현황(tblId=DT_SDI_002); 공급망 구조별 고용인원 현황(tblId=DT_SDI_008),"orgId=458, tblId=DT_11533N_007 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=458&tblId=DT_11533N_007&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C16199,한편 미국 첨단 기술 제품 수입 시장에서 중국산이 차지하는 비율은 46.4%에서 16.3%로 30.1%p 감소한 것으로 나타났다.,,,,,"최초제품-매출액에서차지하는비중(tblId=TX_39501_A513); 주요 3개국(중국, 미국, 일본) 건강기능식품 수입현황(tblId=DT_145010_015); 전체 매출액에서 디지털 혁신 제품 및 서비스 매출이 차지하는 비중(tblId=DT_115039_5_6_4); 기술혁신수준-시장에서최초인제품혁신(tblId=TX_39501_A014); 2005년도매출액기여도-시장최초제품(tblId=TX_39501_A018); 혁신적제품에대한시장수요가불확실함(tblId=TX_39501_A096); 혁신적제품에대한시장수요가불확실함(tblId=TX_39501_A118); 진부해진기존제품대체(tblId=TX_39501_A279); 제품다양화(tblId=TX_39501_A280); 제품의시각적디자인효과증대(tblId=TX_39501_A283)","orgId=395, tblId=TX_39501_A513 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=395&tblId=TX_39501_A513&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C19438,"전체 인구 중 취업자 비율을 뜻하는 고용률은 63.6%로 전년 동월 대비 0.1%포인트 증가하며, 지난 1982년 관련 통계 작성 이래 최고치를 새로 썼다.",,,,,성별 고용률 비교(tblId=DT_43701N_032); 시군구/연령별 취업자 및 고용률 (전체)(tblId=DT_1ES3A03_A01S); 시군구/연령별 취업자 및 고용률 (남자)(tblId=DT_1ES3A03_A02S); 시군구/연령별 취업자 및 고용률 (여자)(tblId=DT_1ES3A03_A03S); 전국 연령별/교육분류(영역)별 취업자 및 고용률(tblId=DT_1ES3D11J); 전국 연령별/교육분류(영역)별 취업자 및 고용률(tblId=DT_1ES3D11S); 전국 성별/연령별/전공계열별 취업자 및 고용률(tblId=DT_1ES3D06S); 시군(9개도)/연령별 취업자 및 고용률 (전체)(tblId=DT_1ES3A03_A01); 시군(9개도)/연령별 취업자 및 고용률 (남자)(tblId=DT_1ES3A03_A02); 시군(9개도)/연령별 취업자 및 고용률 (여자)(tblId=DT_1ES3A03_A03),"orgId=437, tblId=DT_43701N_032 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=437&tblId=DT_43701N_032&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C11464,"같은 기간 GDP(국내총생산) 대비 민간 소비의 비율을 뜻하는 평균소비성향은 52.1%에서 48.5%로 3.6%포인트 하락했는데, KDI는 기대 수명 증가가 평균소비성향의 3.1%포인트 하락에 기여한 것으로 추정했다.",,,,,"사망자수, 조사망률, 기대수명(tblId=INH_1B8000F_02); 장래 기대수명 / 전국(tblId=DT_1BPA201); [디자인활용업체]주력제품의 디자인 평균 기대 수명(2010)(tblId=DT_11526N_2010_A071); 장래소득에 대한 기대 (15세 이상 인구)(tblId=DT_1SSIC070R); 장래소득에 대한 기대 : 15세 이상 통계표(tblId=DT_1W3C3); 기대인플레이션율(전국, 월)(tblId=DT_511Y003); [전문디자인업체]디자인용역제공이 고객(소비자)의 기대에 못미친 이유-1순위(2012)(tblId=DT_11526N_2012_A134); [전문디자인업체]디자인용역제공이 고객(소비자)의 기대에 못미친 이유-1순위(2010)(tblId=DT_11526N_2010_A204); [전문디자인업체]디자인용역제공이 고객(소비자)의 기대에 못미친 이유-중복(2010)(tblId=DT_11526N_2010_A205); 지능형 서비스에 대한 기대 수준_소비(tblId=DT_164004_2024027)","orgId=101, tblId=INH_1B8000F_02 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=INH_1B8000F_02&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C04393,"◇버팀목 수출도 옛말, 일평균 수출 6.4% 줄어 작년에 그나마 한국 경제의 버팀목 역할을 했던 수출 실적은 올 들어 크게 주춤하는 모습을 보이고 있다.",,,,,이상적이라고 생각하는 부부간의 역할 분담 모습(tblId=DT_331001_2021AH011); 기혼여성(19~49세)의 이상적이라고 생각하는 부부간의 역할 분담 모습(tblId=DT_331001_2021BI011); 미혼남녀(19~49세)의 이상적이라고 생각하는 부부간의 역할 분담 모습(tblId=DT_331001_2021CG011); 작년 일당 근로자 필요했던 월_1순위 품목(중복 응답)(tblId=DT_111014_C053); 작년 일당 근로자 필요했던 월_2순위 품목(중복 응답)(tblId=DT_111014_C054); 작년 필요했던 일당 근로자 수_1순위 품목(중복 응답)(tblId=DT_111014_C055); 작년 필요했던 일당 근로자 수_2순위 품목(중복 응답)(tblId=DT_111014_C056); 작년 한달 이상 근로자 필요했던 월_1순위 품목(중복 응답)(tblId=DT_111014_C066); 작년 한달 이상 근로자 필요했던 월_2순위 품목(중복 응답)(tblId=DT_111014_C067); 작년 필요했던 한달 이상 근로자 수_1순위 품목(중복 응답)(tblId=DT_111014_C068),"orgId=331, tblId=DT_331001_2021AH011 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=331&tblId=DT_331001_2021AH011&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C04193,"KDI는 “지난달 반도체를 포함한 ICT 품목의 일평균 수출은 전년 동월 대비 25% 증가했지만, ICT를 제외한 품목들의 일평균 수출액은 1.7% 감소했다”고 했다.",,,,,"반도체 항목별 EBSI 전망(tblId=DT_36005_A017); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101_2019); 출판산업 : 품목별 수출액 현황(tblId=DT_113_STBL_1017612); 출판산업 : 품목별 지역별 수출액 현황(tblId=DT_113_STBL_1023553); 의료기기 수출액 기준 상위 10개 품목 현황(tblId=DT_14508_008); 완제의약품 수출액 상위 10개 품목 현황(수출실적 보고의무자)-연도별(tblId=DT_145009_033); 원료의약품 수출액 상위 10개 품목 현황(수출실적 보고의무자)-연도별(tblId=DT_145009_034); 완제의약품 수출액 상위 10개 품목 현황-연도별(tblId=DT_145009_012); 원료의약품 수출액 상위 10개 품목 현황-연도별(tblId=DT_145009_013)","orgId=360, tblId=DT_36005_A017 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=360&tblId=DT_36005_A017&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C04203,"원전 비율은 문재인 정부 시절 탈원전 정책으로 2018년에는 23.7%까지 줄었지만, 이후 계속 회복세를 보이며 2009년(34.8%) 이후 최고 수준까지 돌아왔다.",,,,,성과 창출 - 발명 심의(출원전 심사)(tblId=DT_138002_B028_1); 정보보호최고책임자(CISO) 임명 여부(tblId=DT_A12719_2022_E_B032); 정보보호최고책임자(CISO) 전담 여부_정보보호최고책임자 임명 기업체(tblId=DT_A12719_2022_E_B0321); 정보보호최고책임자(CISO) 겸직 업무(복수응답) - 정보보호최고책임자가 정보보호 업무를 전담하지 않는 기업체(tblId=DT_A12719_2022_E_B0322); 최고기술책임자(CTO) 임명 여부(tblId=DT_A12719_2022_E_B034); 최고기술책임자(CTO) 전담 여부_최고기술책임자 임명 기업체(tblId=DT_A12719_2022_E_B0341); 최고기술책임자(CTO) 겸직 업무(복수응답) - 최고기술책임자가 정보보호 업무를 전담하지 않는 기업체(tblId=DT_A12719_2022_E_B0342); CSO(최고정보보호 책임자) 및 CPO(개인정보보호 책임자) 임명 여부(2005)(tblId=TX_342_2009_H1177); 대학 시절 영역별 사교육 경험(tblId=DT_154013_A079); 학창 시절에 독서 권장을 받은 경험 (성인)(tblId=DT_113_STBL_1025539),"orgId=138, tblId=DT_138002_B028_1 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=138&tblId=DT_138002_B028_1&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C04397,게다가 이달 1~10일 조업 일수를 고려한 일평균 수출액은 6.4% 감소했다.,,,,,"[도소매]산업세세분류별/조직형태별 정기휴무일수 및 일일평균 영업시간 현황(tblId=DT_2KI2039); [도소매]산업세세분류별/조직형태별 정기휴무일수 및 일일평균 영업시간 현황(tblId=DT_1KI1539); [도매및소매업]산업세세분류, 조직형태별 정기휴무일수 및 일일평균 영업시간 현황(tblId=DT_1KI3054); 장애인 무급가족종사자의 월평균 근무일수, 일평균 근무시간(tblId=DT_38303N_0077); 장애인 임금근로자의 월평균 근무일수, 일평균 근무시간(tblId=DT_38303N_0027); 장애인 자영업주의 월평균 근무일수, 일평균 근무시간(tblId=DT_38303N_0060); [일반]산업세세분류별/일일평균 영업시간별 사업체수(tblId=DT_2KI2031); [도소매,숙박,음식주점]산업세세분류별/종사자규모별/일일평균 영업시간별 사업체수(tblId=DT_2KI2043); [도소매]산업세세분류별/종사자규모별/일일평균 영업시간별 사업체수(tblId=DT_1KI1541); [숙박,음식주점]산업세세분류별/종사자규모별/일일평균 영업시간별 사업체수(tblId=DT_1KI1546)","orgId=101, tblId=DT_2KI2039 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_2KI2039&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C04398,월초 일평균 수출액 기준으로 2023년 9월(-14.5%) 이후 최대 감소폭이다.,,,,,동포 밀집지역 선호 여부 및 선호 이유(최대2개선택)(tblId=DT_2FR022R); 최대 장애인 고용인원(tblId=TX_383_2009_H1096); 카지노업 최대 수용력(tblId=DT_113_STBL_1026636); 관광편의시설업 객실현황 및 최대 수용력(tblId=DT_113_STBL_1026836); 2010년 관광편의시설업 객실현황 및 최대 수용력(tblId=DT_113_STBL_1024460); 전시시설 사업자의 보유 회의실 중 가장 큰 회의실의 최대수용 인원 현황(tblId=DT_430001_01_003); 발목최대둘레(tblId=DT_115019_057); 장딴지최대둘레(3차원)(tblId=DT_115019_224); 발목최대둘레(3차원)(tblId=DT_115019_226); 엉덩이최대둘레높이(3차원)(tblId=DT_115019_282),"orgId=101, tblId=DT_2FR022R | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=101&tblId=DT_2FR022R&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C04224,"10일(현지 시각) 멕시코 통계청(INEGI)에서 발표한 ‘1월 소형차 생산·수출 현황 결과 보고서’에 따르면, 지난달 수출 물량은 총 21만9414대로 2023년 1월(25만4369대)에 비해 13.7% 급감했다.",,,,,통계청 사망원인통계 기준 성별 연령별 결핵 사망자 수(tblId=DT_117N_A00113); 공사대금의 결정 고려 요인_발주한 물량 변화 (다량발주 등)(tblId=DT_152009_C029); 물량내역서를 수정하는 방식으로 직접공사비 항목의 값을 합한 금액보다 낮은 금액으로 하도급대금을 결정 여부(tblId=DT_152009_D041); 수입물량지수(tblId=DT_403Y004); 수출물량지수(tblId=DT_403Y002); 현지에서 맞선 상대자를 소개받은 방식(tblId=DT_154017_24DD004800); 현지에서 맞선 상대자를 소개받은 방식(tblId=DT_154017_20DD055); 현지에서 한국에 대한 교육의 필요성(tblId=DT_MOGE_3033900721); 결혼이민자가 현지에서 한국에 대한 교육을 받을 필요성(tblId=DT_MOGE_3033900088); 부정한 방법으로 국제결혼 대상자를 모집·알선하는 행위: 해외 현지인 중개인(tblId=DT_MOGE_3033900234),"orgId=177, tblId=DT_117N_A00113 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=177&tblId=DT_117N_A00113&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C11415,"통계청이 23일 발표한 ‘2월 인구 동향’에 따르면, 지난 2월 혼인 건수는 1만9370건으로 지난해 같은 달(1만6948건)보다 14.3% 증가했다.",,,,,"청소년: 인터넷 사용으로 건강이 이전보다 나빠진 것 같다(tblId=DT_12019_2015_104); 청소년: 인터넷 사용으로 건강이 이전보다 나빠진 것 같다(tblId=DT_12019_2014_036); 청소년용 : 인터넷 사용으로 건강이 이전보다 나빠진 것 같다(2013)(tblId=DT_12019_2013_B4_1); 청소년용 : 인터넷 사용으로 건강이 이전보다 나빠진 것 같다(2012)(tblId=DT_12711_2012_056); 청소년용 - 인터넷 사용으로 건강이 이전보다 나빠진 것 같다.(2011)(tblId=DT_12711_2011_048); 디지털 역량 수준_당근마켓과 같은 중고 거래 앱을 통해 새 상품보다 저렴한 가격에 물건을 구매할 수 있다(tblId=DT_164004_2024248); 인구동태건수 및 동태율 추이(출생,사망,혼인,이혼)(tblId=DT_1B8000F); 시도/인구동태건수 및 동태율(출생,사망,혼인,이혼)(tblId=DT_1B8000H); 시군구/인구동태건수 및 동태율(출생,사망,혼인,이혼)(tblId=DT_1B8000I); 읍면동/성별/인구동태건수(출생,사망,혼인,이혼)(tblId=DT_1B8000K)","orgId=127, tblId=DT_12019_2015_104 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=127&tblId=DT_12019_2015_104&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C11280,"올해만도 공공 부채 비율이 2.8%포인트 늘어날 것으로 예상했는데, 이는 작년 예상치보다 두 배 이상 많은 수준이다.",,,,,작년 인력 고용이 가장 많은 품목(1+2순위)(tblId=DT_111014_C036); 작년 인력 고용이 가장 많은 품목(1순위)(tblId=DT_111014_C037); 이용하는 정보보호 제품의 유형_시스템(앤드 포인트) 보안(복수응답) - 시스템(앤드 포인트) 보안 제품 활용 기업체(tblId=DT_A12719_2022_E_E0112); 스마트폰 서비스 이용 빈도_제품 할인 및 포인트 적립 앱(tblId=DT_164004_2022115); 정보화의 영향(사생활침해가 늘어날 것이다)(tblId=DT_1W872); 정보화의 영향(일자리가 늘어날 것이다)(tblId=DT_1W873); 웹툰을 활용한 2차적 저작물로의 IP 확장이 늘어날 것이라고 생각한다(tblId=DT_467002_A028); 지능정보사회 발전으로 이용자가 5년 이내에 경험할 수 있는 현상_전자적 감시가 보편화되면서 사생활 침해가 점차 늘어날 것이다(tblId=DT_164004_2024110); 인공지능 보편화와 사생활 보호_인공지능이나 사물인터넷이 보편화되면 사생활 노출이 늘어날 것이다(tblId=DT_164004_2024173); 지능정보사회 발전으로 이용자가 5년 이내에 경험할 수 있는 현상_전자적 감시가 보편화되면서 사생활 침해가 점차 늘어날 것이다(tblId=DT_164004_2023114),"orgId=111, tblId=DT_111014_C036 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=111&tblId=DT_111014_C036&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C11395,관세전쟁의 최전선에 있는 중국은 5%의 성장률 목표를 지키기 위해 올해 GDP 대비 재정 적자 비율 목표치를 역대 최대 수준인 4%로 높였다.,,,,,"기술이전·사업화 비전과 목표치의 구체적 제시, 보유기술의 유형별 기술이전·사업화 전략 수립 및 추진(tblId=DT_TX_115_2018_H0061); 평가제도 실시율 – 목표에 의한 관리(MBO)(tblId=DT_389003_A061); 평가제도 실시율 – 목표에 의한 관리(MBO)(tblId=DT_389_2013_041); [전문디자인업체]디자인 관련 용역대가를 산정하는 방식(2007)(tblId=TX_115_2009_H9045); 리더십 특성(격년) - 업무의 세부추진 일정과 달성하고자 하는 목표를 명확히 제시해 주고 있다(tblId=DT_KWMP_2020180); 나는 목표 달성을 위해서 좋은 팀을 만들 수 있는 능력이 있다(tblId=DT_427001_A036); 정년퇴직 연령 - 직급 또는 직종에 관계없이 정년이 정해져 있는 경우(tblId=DT_389003_A034); 고졸 직원의 학력 상승에 따른 처우 변화가 있는 비율(tblId=DT_389003_A132); 현재 직무와 관련이 있는 자격증 취득률(tblId=DT_389003_A095); 고졸직원의 학력상승에 따른 처우 변화가 있는지 여부(tblId=DT_389_2015_008)","orgId=115, tblId=DT_TX_115_2018_H0061 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=115&tblId=DT_TX_115_2018_H0061&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C04207,"그러나 최근 탈탄소 흐름이 강해지며 석탄의 비율은 2017년(44%)을 기점으로 계속 줄었고, 지난해에는 30% 선까지 무너졌다.",,,,,석탄광 매장량(tblId=TX_38601_A003); 석탄광 탄전별 매장량(tblId=TX_38601_A006); 지난해에 비해 올해 인터넷 이용정도의 변화 여부(2009)(tblId=DT_12019_2009_A072); 지난해에 비해 올해 인터넷 이용정도의 변화 여부(2008)(tblId=DT_12019_2008_A087); 정기점검결과 지적사항 및 개선 현황(tblId=DT_127015_C021); 조직 내 관행(격년) - 의사전달이나 정보흐름이 하향식(tblId=DT_KWMP_2020173); 임가현금흐름표(tblId=DT_136023_11496); 임가현금흐름표(tblId=DT_136023_9524); 임가현금흐름표(tblId=TX_136_2009_H1049); 현금흐름표(2012~)(tblId=DT_501Y013),"orgId=386, tblId=TX_38601_A003 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=386&tblId=TX_38601_A003&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C11687,전체 주담대 금리에서 이 값이 차지하는 비율도 최대 5%에서 34%로 6배 이상 올랐다.,,,,,"중견기업 담보대출 지급금리 수준(tblId=DT_14217M_D03A); 중견기업 신용대출 지급금리 수준(tblId=DT_14217M_D03B); 중견기업 보증대출 지급금리 수준(tblId=DT_14217M_D03C); 중견기업 후보기업 담보대출 지급금리 수준(tblId=DT_14217C_095A); 중견기업 후보기업 신용대출 지급금리 수준(tblId=DT_14217C_095B); 중견기업 후보기업 보증대출 지급금리 수준(tblId=DT_14217C_095C); 사교육·특별활동 비용 및 생활비에서 차지하는 비중(tblId=TX_117_2013_H278); 자영업자, 사업주 - 기여도가 가장 높은 고객이 차지하는 매출 비중(tblId=DT_380002_A018_6TH); [전문디자인업체]매출액 중 가장 많은 부분을 차지하는 의뢰업체(2007)(tblId=TX_115_2009_H9046); 노숙인 등의 지난 3개월 동안 가장 큰 비중을 차지하는 지출(tblId=DT_117098N_815)","orgId=115, tblId=DT_14217M_D03A | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=115&tblId=DT_14217M_D03A&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C04441,"세계금협회(WGC)가 68개국 중앙은행을 대상으로 실시한 2024년 설문조사에 따르면, 응답 기관의 69%가 “향후 5년 안에 금 보유 비중을 늘리겠다”고 밝혔다.",,,,,정기점검을 자체점검 실시한 경우 인적자격요건 부합 여부 및 참여 인원 현황(tblId=DT_127015_C009); 특별안전점검 자체점검 실시한 경우 인적자격요건 부합 여부 및 참여 인원 현황(tblId=DT_127015_C013); 정밀안전진단을 자체점검 실시한 경우 인적자격요건 부합 여부 및 참여 인원 현황(tblId=DT_127015_C017); 분쟁의 해결 방법으로 실시한 방안(tblId=DT_S25A034); 분쟁의 해결 방법으로 실시한 방안(tblId=DT_S25A104); 실시한 직원 교육(복수응답)(tblId=DT_462001_058); [디자인교육기관-교수]현 소속 대학에서 실시한 산학협동 활동 형태(2007)(tblId=TX_115_2009_H7061); [디자인교육기관-교수]우리나라의 Landmark 보유 개수에 대한 인식(2007)(tblId=TX_115_2009_H7075); [디자인교육기관-학생]우리나라의 Landmark 보유 개수에 대한 인식(2007)(tblId=TX_115_2009_H7164); [디자인교육기관-교수]우리나라의 국제적 제품 브랜드 보유 개수에 대한 인식(2007)(tblId=TX_115_2009_H7077),"orgId=127, tblId=DT_127015_C009 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=127&tblId=DT_127015_C009&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
C04508,미디어 사업은 IPTV 전체 가입자 순증과 ARPU(가입자당 평균 매출) 가입자 증가로 전년 대비 1.2%의 매출 성장을 이뤘다.,,,,,디지털 크리에이터미디어산업 사업체의 성장단계(tblId=DT_127020_A7); 매출액규모기준 비율(tblId=TX_37002_A044); 매출액규모기준 비율(tblId=TX_37002_A076); 방송산업 :지상파방송 사업자 및 지상파이동멀티미디어방송 사업자 연도별 매출액 구성내역 현황(tblId=DT_113_STBL_1025701); 방송산업: 일반위성방송 사업자 및 위성이동멀티미디어방송 사업자 연도별 매출액 구성내역 현황(tblId=DT_113_STBL_1025703); 지역별 외국인 순증감(신규 유입-유출) 현황(tblId=DT_A111015_003); 주요 체류자격별 외국인 순증감(신규 유입-유출) 현황(tblId=DT_A111015_006); 최근 3년간(2006년~2008년) 벤처기업 매출성장률(tblId=DT_C11404); 2003년 대비 매출액 성장률(tblId=TX_39301_A043); 매출액 성장률 및 자기자본 경상 이익률(tblId=TX_39301_A604),"orgId=164, tblId=DT_127020_A7 | 메타 조회 실패: HTTPSConnectionPool(host='kosis.kr', port=443): Max retries exceeded with url: /openapi/statisticsData.do?method=getMeta&type=ITM&apiKey=ZTFiMTMzZDliNDQyYmRlMWI5MjJjMmUxNzgyODg3NGM%3D&orgId=164&tblId=DT_127020_A7&format=json (Caused by ProxyError('Unable to connect to proxy', OSError('Tunnel connection failed: 403 Forbidden')))",직접 확인 필요 (원자료가 비율/증감 그대로 나오는지 확인),검토 필요
