claim_id,claim_measurement_id,article_id,title,date,url,claim_text,measurement_text,measurement_usage,claim_domain_scope,measurement_binding_source,measurement_role,measurement_indicator,measurement_item,value,unit,measurement_period,measurement_prd_se,gold_verifiable,gold_measurement_correct,gold_ready,gold_label_tier,gold_org_id,gold_tbl_id,gold_tbl_name,gold_itm_id,gold_itm_name,gold_obj_l1,gold_obj_l1_name,gold_prd_se,gold_period,gold_previous_period,gold_value_type,gold_derivation_method,gold_source_unit,gold_source_value,gold_source_previous_value,gold_actual_value,gold_claim_signed_value,gold_abs_error,gold_relative_error_pct,gold_tolerance,gold_verdict,gold_coordinate_status,gold_confidence,gold_reason,gold_evidence_url,gold_retrieved_at,gold_label_source,human_reviewed
A0006-CG0137,A0006-CG0137-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,2024년에는 에너지 수입이 감소하면서 전체 수입이 전년 대비 1.6% 감소한 덕에 무역수지가 개선됐다.,1.6%,KOSIS_VALUE,국내공식통계,codex_common_codebook,증감률,전체 수입 증감률,전체 수입 증감률,1.6,%,2024,Y,Y,Y,Y,CODEBOOK_KOSIS,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",N/A,N/A,N/A,N/A,Y,2024,N/A,증감률,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,1.6,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:TRADE_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0006-CG0138,A0006-CG0138-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",117억 달러,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,농수산식품 수출액,농수산식품,11700000000,달러,2024,Y,Y,Y,Y,CODEBOOK_KOSIS,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",N/A,N/A,N/A,N/A,Y,2024,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,11700000000,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:TRADE_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0006-CG0139,A0006-CG0139-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",7.6%,KOSIS_VALUE,국내공식통계,codex_common_codebook,증감률,농수산식품 수출 증감률,농수산식품,7.6,%,2024,Y,Y,Y,Y,CODEBOOK_KOSIS,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",N/A,N/A,N/A,N/A,Y,2024,N/A,증감률,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,7.6,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:TRADE_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0006-CG0140,A0006-CG0140-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",13.1%,KOSIS_VALUE,국내공식통계,codex_common_codebook,증감률,바이오헬스 수출 증감률,바이오헬스,13.1,%,2024,Y,Y,Y,Y,CODEBOOK_KOSIS,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",N/A,N/A,N/A,N/A,Y,2024,N/A,증감률,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,13.1,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:TRADE_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0006-CG0141,A0006-CG0141-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",151억 달러,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,바이오헬스 수출액,바이오헬스,15100000000,달러,2024,Y,Y,Y,Y,CODEBOOK_KOSIS,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",N/A,N/A,N/A,N/A,Y,2024,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,15100000000,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:TRADE_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0006-CG0142,A0006-CG0142-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다.",1292억 달러,KOSIS_VALUE,국내공식통계,codex_common_codebook,이전값,반도체 수출액,반도체,129200000000,달러,2022,Y,Y,Y,Y,CODEBOOK_KOSIS,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",N/A,N/A,N/A,N/A,Y,2022,N/A,이전값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,129200000000,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:TRADE_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0006-CG0147,A0006-CG0147-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다.",43.9%,KOSIS_VALUE,국내공식통계,codex_common_codebook,증감률,반도체 수출 증감률,반도체,43.9,%,2024,Y,Y,Y,Y,CODEBOOK_KOSIS,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",N/A,N/A,N/A,N/A,Y,2024,N/A,증감률,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,43.9,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:TRADE_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0006-CG0149,A0006-CG0149-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",480억 달러,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,석유화학 수출액,석유화학,48000000000,달러,2024,Y,Y,Y,Y,CODEBOOK_KOSIS,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",N/A,N/A,N/A,N/A,Y,2024,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,48000000000,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:TRADE_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0006-CG0150,A0006-CG0150-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",5%,KOSIS_VALUE,국내공식통계,codex_common_codebook,증감률,석유화학 수출액 증감률,석유화학,5,%,2024,Y,Y,Y,Y,CODEBOOK_KOSIS,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",N/A,N/A,N/A,N/A,Y,2024,N/A,증감률,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:TRADE_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0006-CG0151,A0006-CG0151-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.",두 자릿수(18%),KOSIS_VALUE,국내공식통계,codex_common_codebook,증감률,선박 수출 증감률,선박,18,%,2024,Y,Y,Y,Y,CODEBOOK_KOSIS,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",N/A,N/A,N/A,N/A,Y,2024,N/A,증감률,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,18,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:TRADE_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0006-CG0152,A0006-CG0152-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.",256억 달러,KOSIS_VALUE,국내공식통계,codex_common_codebook,현재값,선박 수출액,선박,25600000000,달러,2024,Y,Y,Y,Y,CODEBOOK_KOSIS,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",N/A,N/A,N/A,N/A,Y,2024,N/A,현재값,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,25600000000,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:TRADE_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
A0006-CG0153,A0006-CG0153-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.",-0.1%,KOSIS_VALUE,국내공식통계,codex_common_codebook,증감률,자동차 수출 증감률,자동차,0.1,%,2024,Y,Y,Y,Y,CODEBOOK_KOSIS,360,DT_1R11001_FRM101,"품목별 수출액, 수입액",N/A,N/A,N/A,N/A,Y,2024,N/A,증감률,TABLE_SERIES_LABEL,N/A,N/A,N/A,N/A,0.1,N/A,N/A,N/A,값검증대기,TABLE_ONLY,HIGH,"READY:TRADE_OFFICIAL_SERIES; 잠긴 Codex 공통 골드에서 측정·검증 가능 판정, KOSIS MCP로 통계표명 재확인, 세부 항목·분류·실제값은 미확정.",https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T16:37:34+09:00,CODEX_COMMON_GOLD_V1+KOSIS_MCP_TABLE_INFO_200,N
