"candidate_id","candidate_key","article_id","title","date","claim_text","context_excerpt","measurement_text","indicator_family","measurement_indicator","measurement_item","value","unit","measurement_period","measurement_prd_se","measurement_role","full_context_pred","prev_2_pred","overlap_context_pred","full_context_rows","prev_2_rows","overlap_context_rows","gold_measurement_correct_draft","gold_verifiable_draft","gold_ready_draft","gold_candidate_tbl_id","gold_reason","measurement_correct_reason","period_grounding_gold","human_override","review_note","gold_label_source","source_row_count","gold_measurement_correct","gold_verifiable","gold_ready"
"CG0137","A0006|수입:전체|1.6|%|2024|Y|증감률","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","2024년에는 에너지 수입이 감소하면서 전체 수입이 전년 대비 1.6% 감소한 덕에 무역수지가 개선됐다.","2022년 당시 수출액은 역대 최대를 기록하면서도 472억달러 적자를 냈던 것과 다른 결과다. | 2024년에는 에너지 수입이 감소하면서 전체 수입이 전년 대비 1.6% 감소한 덕에 무역수지가 개선됐다. | 이에 2018년(697억 달러 흑자) 이후 최대 흑자를 기록하게 됐다.","1.6%","수입:전체","전체 수입 증감률","","1.6","%","2024","Y","증감률","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_EXPLICIT","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0138","A0006|수출:농수산식품|11700000000|달러|2024|Y|현재값","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다. | 바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다. | ◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.","117억 달러","수출:농수산식품","농수산식품 수출액","농수산식품","11700000000","달러","2024","Y","현재값","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0139","A0006|수출:농수산식품|7.6|%|2024|Y|증감률","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다. | 바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다. | ◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.","7.6%","수출:농수산식품","농수산식품 수출 증감률","농수산식품","7.6","%","2024","Y","증감률","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0140","A0006|수출:바이오헬스|13.1|%|2024|Y|증감률","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다. | 바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다. | ◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.","13.1%","수출:바이오헬스","바이오헬스 수출 증감률","바이오헬스","13.1","%","2024","Y","증감률","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0141","A0006|수출:바이오헬스|15100000000|달러|2024|Y|현재값","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다. | 바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다. | ◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.","151억 달러","수출:바이오헬스","바이오헬스 수출액","바이오헬스","15100000000","달러","2024","Y","현재값","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0142","A0006|수출:반도체|129200000000|달러|2022|Y|이전값","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다.","지난해 유가가 하향 안정화된 가운데 반도체 등 IT 품목, 선박·자동차 등 주력 품목과 바이오헬스·농수산식품·화장품 등 소비재 품목이 고르게 호조를 보이면서 역대 최대 수출 실적과 무역수지 흑자를 동시에 기록했다. | ◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다. | 특히 지난 4분기에는 범용 메모리 가격하락에도 불구하고, DDR5·HBM 등 고부가 품목을 중심으로 수출이 확대되면서 올해 전체적으로 분기별 수출이 우상향했다.","1292억 달러","수출:반도체","반도체 수출액","반도체","129200000000","달러","2022","Y","이전값","Y","Y","N","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_EXPLICIT","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0143","A0006|수출:반도체|141900000000|달러|2024|Y|현재값","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다.","지난해 유가가 하향 안정화된 가운데 반도체 등 IT 품목, 선박·자동차 등 주력 품목과 바이오헬스·농수산식품·화장품 등 소비재 품목이 고르게 호조를 보이면서 역대 최대 수출 실적과 무역수지 흑자를 동시에 기록했다. | ◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다. | 특히 지난 4분기에는 범용 메모리 가격하락에도 불구하고, DDR5·HBM 등 고부가 품목을 중심으로 수출이 확대되면서 올해 전체적으로 분기별 수출이 우상향했다.","1419억 달러","수출:반도체","반도체 수출액","반도체","141900000000","달러","2024","Y","현재값","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0144","A0006|수출:반도체|14500000000|달러|202412|M|현재값","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.","전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다. | 12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.","145억 달러","수출:반도체","수출액","반도체","14500000000","달러","202412","M","현재값","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0145","A0006|수출:반도체|14|개월|2023|Y|참고값","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다.","지난해 유가가 하향 안정화된 가운데 반도체 등 IT 품목, 선박·자동차 등 주력 품목과 바이오헬스·농수산식품·화장품 등 소비재 품목이 고르게 호조를 보이면서 역대 최대 수출 실적과 무역수지 흑자를 동시에 기록했다. | ◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다. | 특히 지난 4분기에는 범용 메모리 가격하락에도 불구하고, DDR5·HBM 등 고부가 품목을 중심으로 수출이 확대되면서 올해 전체적으로 분기별 수출이 우상향했다.","14개월","수출:반도체","반도체 수출 증가 기간","반도체","14","개월","2023","Y","참고값","Y","N","N","1","0","1","N","N","N","","OUT_OF_KOSIS_SCOPE","CONTEXT","CLAIM_EXPLICIT","","","Codex_common_measurement_codebook_v1","2","N","N","N"
"CG0146","A0006|수출:반도체|31.5|%|202412|M|증감률","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.","전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다. | 12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.","31.5%","수출:반도체","수출 증가율","반도체","31.5","%","202412","M","증감률","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0147","A0006|수출:반도체|43.9|%|2024|Y|증감률","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다.","지난해 유가가 하향 안정화된 가운데 반도체 등 IT 품목, 선박·자동차 등 주력 품목과 바이오헬스·농수산식품·화장품 등 소비재 품목이 고르게 호조를 보이면서 역대 최대 수출 실적과 무역수지 흑자를 동시에 기록했다. | ◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다. | 특히 지난 4분기에는 범용 메모리 가격하락에도 불구하고, DDR5·HBM 등 고부가 품목을 중심으로 수출이 확대되면서 올해 전체적으로 분기별 수출이 우상향했다.","43.9%","수출:반도체","반도체 수출 증감률","반도체","43.9","%","2024","Y","증감률","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0148","A0006|수출:반도체||||Y|","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","특히 지난 4분기에는 범용 메모리 가격하락에도 불구하고, DDR5·HBM 등 고부가 품목을 중심으로 수출이 확대되면서 올해 전체적으로 분기별 수출이 우상향했다.","◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다. | 24 한국의 2024년 수출이 6838억 달러를 기록해 역대 최대실적을 달성했다고 1일 산업통상자원부가 밝혔다. 이전 최대 실적은 2022년 기록한 6836억달러인데, 이를 2년 만에 근소하게 경신한 것이다. 이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다. 무역수지는 전년 대비 621억 달러 개선된 518억 달러의 흑자를 기록했다. 2022년 당시 수출액은 역대 최대를 기록하면서도 472억달러 적자를 냈던 것과 다른 결과다. 2024년에는 에너지 수입이 감소하면서 전체 수입이 전년 대비 1.6% 감소한 덕에 무역수지가 개선됐다. 이에 2018년(697억 달러 흑자) 이후 최대 흑자를 기록하게 됐다. 지난해 유가가 하향 안정화된 가운데 반도체 등 IT 품목, 선박·자동차 등 주력 품목과 바이오헬스·농수산식품·화장품 등 소비재 품목이 고르게 호조를 보이면서 역대 최대 수출 실적과 무역수지 흑자를 동시에 기록했다. ◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다. | 특히 지난 4분기에는 범용 메모리 가격하락에도 불구하고, DDR5·HBM 등 고부가 품목을 중심으로 수출이 확대되면서 올해 전체적으로 분기별 수출이 우상향했다. | 자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.","","수출:반도체","수출액","반도체, 자동차","","","","Y","","N","N","N","1","0","0","N","N","N","","OUT_OF_KOSIS_SCOPE","NO_MEASUREMENT","MISSING","","","Codex_common_measurement_codebook_v1","1","N","N","N"
"CG0149","A0006|수출:석유화학|48000000000|달러|2024|Y|현재값","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.","선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다. | 석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다. | 바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","480억 달러","수출:석유화학","석유화학 수출액","석유화학","48000000000","달러","2024","Y","현재값","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CONTEXT_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0150","A0006|수출:석유화학|5|%|2024|Y|증감률","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.","선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다. | 석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다. | 바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","5%","수출:석유화학","석유화학 수출액 증감률","석유화학","5","%","2024","Y","증감률","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CONTEXT_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0151","A0006|수출:선박|18|%|2024|Y|증감률","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.","자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다. | 선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다. | 석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.","두 자릿수(18%)","수출:선박","선박 수출 증감률","선박","18","%","2024","Y","증감률","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0152","A0006|수출:선박|25600000000|달러|2024|Y|현재값","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.","자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다. | 선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다. | 석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.","256억 달러","수출:선박","선박 수출액","선박","25600000000","달러","2024","Y","현재값","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
"CG0153","A0006|수출:자동차|0.1|%|2024|Y|증감률","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.","특히 지난 4분기에는 범용 메모리 가격하락에도 불구하고, DDR5·HBM 등 고부가 품목을 중심으로 수출이 확대되면서 올해 전체적으로 분기별 수출이 우상향했다. | 자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다. | 선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.","-0.1%","수출:자동차","자동차 수출 증감률","자동차","0.1","%","2024","Y","증감률","N","N","Y","0","0","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","1","Y","Y","Y"
"CG0154","A0006|수출:자동차|2|년|2024|Y|참고값","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.","특히 지난 4분기에는 범용 메모리 가격하락에도 불구하고, DDR5·HBM 등 고부가 품목을 중심으로 수출이 확대되면서 올해 전체적으로 분기별 수출이 우상향했다. | 자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다. | 선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.","2년","수출:자동차","자동차 수출","자동차","2","년","2024","Y","참고값","N","N","N","0","0","1","N","N","N","","OUT_OF_KOSIS_SCOPE","CONTEXT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","1","N","N","N"
"CG0155","A0006|수출:자동차|70000000000|달러|2024|Y|참고값","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.","특히 지난 4분기에는 범용 메모리 가격하락에도 불구하고, DDR5·HBM 등 고부가 품목을 중심으로 수출이 확대되면서 올해 전체적으로 분기별 수출이 우상향했다. | 자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다. | 선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.","700억 달러","수출:자동차","자동차 수출 목표치","자동차","70000000000","달러","2024","Y","참고값","N","N","N","0","0","1","Y","N","N","","FORECAST_OR_TARGET","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","1","Y","N","N"
"CG0156","A0006|수출:자동차|70800000000|달러|2024|Y|현재값","A0006","2024년 수출, 6838억달러로 ‘역대 최대’ 경신","2025-01-01","자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.","특히 지난 4분기에는 범용 메모리 가격하락에도 불구하고, DDR5·HBM 등 고부가 품목을 중심으로 수출이 확대되면서 올해 전체적으로 분기별 수출이 우상향했다. | 자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다. | 선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.","708억 달러","수출:자동차","자동차 수출","자동차","70800000000","달러","2024","Y","현재값","Y","Y","Y","1","1","1","Y","Y","Y","DT_1R11001_FRM101","READY:TRADE_OFFICIAL_SERIES","MEASUREMENT_CORRECT","CLAIM_RELATIVE","","","Codex_common_measurement_codebook_v1","3","Y","Y","Y"
