claim_id,claim_measurement_id,article_id,title,date,url,claim_text,measurement_text,measurement_usage,claim_domain_scope,measurement_binding_source,measurement_role,measurement_indicator,measurement_item,value,unit,measurement_period,measurement_prd_se,gold_verifiable,gold_measurement_correct,gold_ready,gold_label_tier,gold_org_id,gold_tbl_id,gold_tbl_name,gold_itm_id,gold_itm_name,gold_obj_l1,gold_obj_l1_name,gold_prd_se,gold_period,gold_previous_period,gold_value_type,gold_derivation_method,gold_source_unit,gold_source_value,gold_source_previous_value,gold_actual_value,gold_claim_signed_value,gold_abs_error,gold_relative_error_pct,gold_tolerance,gold_verdict,gold_coordinate_status,gold_confidence,gold_reason,gold_evidence_url,gold_retrieved_at,gold_label_source,human_reviewed
A0018-SP6C1F318589,A0018-SP6C1F318589-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,613억8000만달러,KOSIS_VALUE,국내공식통계,hcx,현재값,총수출액,-,61380000000.0,달러,2024-12,M,Y,Y,Y,FULL_KOSIS,360,DT_1R11001_FRM101,품목별 수출액 수입액,13103112831T1,수출액,13102112831A.A,총액,M,202412,,수준값,DIRECT,천달러,61359250.0,,61359250000.0,61380000000.0,20750000.0,0.033805799934832195,relative_error<=0.5%,일치,UNIQUE,HIGH,MCP 월별 총수출액 원자료와 직접 일치,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T00:00:00+09:00,KOSIS_MCP_AUTO_V1,N
A0018-SP6C1F318589,A0018-SP6C1F318589-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,6.6%,KOSIS_VALUE,국내공식통계,hcx,증감률,수출 증가율,-,6.6,%,2024-12,M,Y,Y,Y,FULL_KOSIS,360,DT_1R11001_FRM101,품목별 수출액 수입액,13103112831T1,수출액,13102112831A.A,총액,M,202412,202312,증감률,YOY_FROM_LEVEL,천달러,61359250.0,57573193.0,6.576076126262453,6.6,0.02392387373754623,0.36248293541736715,absolute_error<=0.5%p,일치,ALTERNATE_RESOLVED,HIGH,MCP 월별 총수출액의 전년동월비로 재계산,https://kosis.kr/statHtml/statHtml.do?orgId=360&tblId=DT_1R11001_FRM101&vw_cd=MT_ZTITLE,2026-08-05T00:00:00+09:00,KOSIS_MCP_AUTO_V1,N
A0023-C026,A0023-C026-m1,,,2025-01-02,,다만 11월 소매판매는 전년 동월과 비교하면 1.9% 줄어 부진한 흐름을 이어갔다.,1.90%,KOSIS_VALUE,국내공식통계,hcx,현재값,소매판매,-,1.9,%,202501,M,Y,N,N,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0024-C002,A0024-C002-m1,,,2025-01-02,,"1일 더불어민주당 임광현 의원이 한은에서 제출받은 자료에 따르면, 정부는 지난해 한은에서 누적으로 따져 총 173조원을 일시 차입했다.",173조원,KOSIS_VALUE,국내공식통계,hcx,현재값,정부 차입금,-,1.73E+14,원,2024,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0046-SPD2EDAD8C3F,A0046-SPD2EDAD8C3F-m2,A0046,[美친 증시]③ “작년 많이 오른 종목은 급등락 주의... 기술주는 대형보다 중·소형주”,2025-01-04,https://www.chosun.com/economy/money/2025/01/04/6FL3VK5OUYSQJ5NKPXMCKUPCHQ,"반면에 코스피지수와 코스닥지수는 연초보다 각각 9.9%, 21.7% 하락한 채 장을 마쳤다.",21.7%,KOSIS_VALUE,국내공식통계,hcx,증감률,코스닥지수 변동률,-,21.7,%,2024,Y,Y,Y,Y,FULL_KOSIS,343,DT_343_2010_S0065,코스닥 지수,13103792840T1,코스닥지수,13102792840A.02,연월말,Y,2024,2023,증감률,YOY_FROM_LEVEL,지수,678.19,866.57,-21.738578533759533,-21.7,0.038578533759533684,0.17778126156467136,absolute_error<=0.5%p,일치,UNIQUE,HIGH,MCP 연말 코스닥지수의 2023→2024 증감률로 재계산,https://kosis.kr/statHtml/statHtml.do?orgId=343&tblId=DT_343_2010_S0065&vw_cd=MT_ZTITLE,2026-08-05T00:00:00+09:00,KOSIS_MCP_AUTO_V1,N
A0067-C010,A0067-C010-m1,,,2025-01-06,,연료별로는 하이브리드가 절반이 넘는 13만4426대(51.1%)를 기록한 가운데 가솔린(23.8%)과 전기(18.8%)가 다음 자리를 차지했다.,13만4426대,KOSIS_VALUE,국내공식통계,hcx,현재값,연료별 자동차 판매 대수,하이브리드,134426,대,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0067-C010,A0067-C010-m2,,,2025-01-06,,연료별로는 하이브리드가 절반이 넘는 13만4426대(51.1%)를 기록한 가운데 가솔린(23.8%)과 전기(18.8%)가 다음 자리를 차지했다.,51.10%,KOSIS_VALUE,국내공식통계,hcx,현재값,연료별 자동차 판매 비중,하이브리드,51.1,%,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0067-C010,A0067-C010-m3,,,2025-01-06,,연료별로는 하이브리드가 절반이 넘는 13만4426대(51.1%)를 기록한 가운데 가솔린(23.8%)과 전기(18.8%)가 다음 자리를 차지했다.,23.80%,KOSIS_VALUE,국내공식통계,hcx,현재값,연료별 자동차 판매 비중,가솔린,23.8,%,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0067-C010,A0067-C010-m4,,,2025-01-06,,연료별로는 하이브리드가 절반이 넘는 13만4426대(51.1%)를 기록한 가운데 가솔린(23.8%)과 전기(18.8%)가 다음 자리를 차지했다.,18.80%,KOSIS_VALUE,국내공식통계,hcx,현재값,연료별 자동차 판매 비중,전기,18.8,%,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0070-C004,A0070-C004-m1,,,2025-01-06,,"6일 한국무역협회에 따르면, 지난해 대중 수출액은 1330억2600만달러로 전년 대비 6.6% 늘었다.",1330억2600만달러,KOSIS_VALUE,국내공식통계,hcx,현재값,대중 수출액,-,1.33026E+11,달러,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0070-C004,A0070-C004-m2,,,2025-01-06,,"6일 한국무역협회에 따르면, 지난해 대중 수출액은 1330억2600만달러로 전년 대비 6.6% 늘었다.",6.60%,KOSIS_VALUE,국내공식통계,hcx,증감률,대중 수출액 증감률,-,6.6,%,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0096-C003,A0096-C003-m2,,,2025-01-08,,이는 직전 분기의 41조2000억원보다 3조5000억원가량 줄어든 것이다.,3조5000억원가량,KOSIS_VALUE,국내공식통계,hcx,증감값,순자금 운용액 감소폭,-,3.5E+12,원,2024Q3,Q,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0250-C027,A0250-C027-m1,,,2025-01-20,,작년 1~9월 현대차 인도 판매량(45만9000여대)의 3분의 1이 크레타였다.,45만9000여대,KOSIS_VALUE,국내공식통계,hcx,현재값,현대차 인도 판매량,크레타,459000,대,2024,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0290-C015,A0290-C015-m1,,,2025-01-23,,"지난 2005년과 작년, 한국의 10대 수출 품목을 비교하면 컴퓨터가 제외되고, 가전제품이 새로 진입한 것 외에는 아무 변화가 없었다.",10대,KOSIS_VALUE,국내공식통계,hcx,현재값,수출 품목 수,-,10,대,2005,Y,N,N,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0307-C011,A0307-C011-m1,,,2025-01-24,,쌀과 기타양곡을 합친 전체 양곡의 1인당 소비량은 작년 0.3%(0.2kg) 감소했다.,작년 0.3%(0.2kg) 감소했다.,KOSIS_VALUE,국내공식통계,hcx,증감률,쌀과 기타양곡을 합친 전체 양곡의 1인당 소비량,-,0.3,%,2024,Y,Y,N,N,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0321-C002,A0321-C002-m2,,,2025-01-25,,남아 있는 '3% 예금·5% 적금' 상품은 시중·지방·인터넷은행 수신 금리 낮춰 19개 은행 예금 중 금리 3% 초과 5개뿐 5% 넘는 1년 만기 적금도 5개…자격 조건 제한 김보연 기자(조선비즈) 입력 2025.01.25.,5%,KOSIS_VALUE,국내공식통계,hcx,현재값,적금 금리,-,5,%,202501,M,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0321-C002,A0321-C002-m3,,,2025-01-25,,남아 있는 '3% 예금·5% 적금' 상품은 시중·지방·인터넷은행 수신 금리 낮춰 19개 은행 예금 중 금리 3% 초과 5개뿐 5% 넘는 1년 만기 적금도 5개…자격 조건 제한 김보연 기자(조선비즈) 입력 2025.01.25.,19개,KOSIS_VALUE,국내공식통계,hcx,현재값,은행 수,-,19,개,202501,M,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0321-C002,A0321-C002-m4,,,2025-01-25,,남아 있는 '3% 예금·5% 적금' 상품은 시중·지방·인터넷은행 수신 금리 낮춰 19개 은행 예금 중 금리 3% 초과 5개뿐 5% 넘는 1년 만기 적금도 5개…자격 조건 제한 김보연 기자(조선비즈) 입력 2025.01.25.,5개,KOSIS_VALUE,국내공식통계,hcx,현재값,금리 3% 초과 은행 수,-,5,개,202501,M,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0333-C003,A0333-C003-m1,,,2025-01-26,,16:03 0 연기금이 올 1월 유가증권시장에서 1조6000억원어치를 순매수하며 코스피지수 상승을 이끈 것으로 나타났다.,1조6000억원,KOSIS_VALUE,국내공식통계,hcx,현재값,순매수액,-,1.6E+12,원,202501,M,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0602-C009,A0602-C009-m1,,,2025-02-16,,지난해 말 60대 이상 개인사업자의 금융기관 대출잔액은 372조4966억원으로 1년 사이 24조7303억원 증가했다.,372조4966억원,KOSIS_VALUE,국내공식통계,hcx,현재값,개인사업자 금융기관 대출잔액,-,3.72497E+14,원,2024말,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0697-C014,A0697-C014-m1,,,2025-02-23,,"연체 금액도 대구는 약 1400억원, 경북은 약 4800억원 수준이다.",1400억원,KOSIS_VALUE,국내공식통계,hcx,현재값,공동대출 연체금액,대구,1.4E+11,원,2024말,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0697-C014,A0697-C014-m2,,,2025-02-23,,"연체 금액도 대구는 약 1400억원, 경북은 약 4800억원 수준이다.",4800억원,KOSIS_VALUE,국내공식통계,hcx,현재값,공동대출 연체금액,경북,4.8E+11,원,2024말,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0734-C013,A0734-C013-m1,,,2025-02-26,,미국과 주요 교역국들이 올해 관세를 큰 폭으로 부과하고 그 이후에도 유지하는 비관적인 상황일 경우 올해 우리나라 성장률이 1.4%까지 떨어질 것으로 봤다.,1.40%,KOSIS_VALUE,국내공식통계,hcx,현재값,성장률,-,1.4,%,2025,Y,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
A0739-C010,A0739-C010-m1,,,2025-02-26,,2019년 12월(2만4945건) 이후 모든 월을 기준으로 5년 만에 혼인 건수가 가장 많았다.,2만4945건,KOSIS_VALUE,국내공식통계,hcx,현재값,혼인 건수,-,24945,건,2019,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0748-C007,A0748-C007-m1,,,2025-02-27,,합계 출산율이 1.24명이었던 2015년 이후 처음으로 출산율이 올랐다.,1.24명,KOSIS_VALUE,국내공식통계,hcx,현재값,합계 출산율,-,1.24,명,2015,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0766-C010,A0766-C010-m1,,,2025-02-28,,◇서학 개미 투자 작년 50% 급증 한국의 순대외금융자산이 1조달러를 돌파한 데는 서학 개미(해외 주식 투자자)의 약진이 큰 역할을 했다.,50%,KOSIS_VALUE,국내공식통계,hcx,현재값,서학 개미 투자 증가율,서학 개미,50,%,2024,Y,Y,Y,Y,AUTO_POSITIVE,,,,,,,,,,,,,,,,,,,,,,UNRESOLVED,MEDIUM,자동 규칙에서 KOSIS 검증 가능으로 라벨; 좌표·값은 미확정,,,AUTO_RULE_LABEL_V2,N
A0807-C004,A0807-C004-m1,,,2025-03-04,,"4일 완성차 5사(현대차, 기아, GM 한국사업장, KG모빌리티, 르노코리아)의 지난달 내수 판매량은 11만2302대로 집계됐다.",11만2302대,KOSIS_VALUE,국내공식통계,hcx,현재값,내수 판매량,완성차,112302,대,202503,M,N,Y,N,AUTO_NEGATIVE,,,,,,,,,,,,,,,,,,,,,,NOT_APPLICABLE,MEDIUM,자동 범위·측정 규칙에서 KOSIS 검증 불가로 라벨,,,AUTO_RULE_LABEL_V2,N
