claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions,item_ungrounded,dropped_item,period_span_start,period_span_end,period_aggregation,scope_gate_code,scope_gate_reason,scope_gate_severity,scope_gate_blocked,mapping_type,obj_target_terms,retrieval_fallback_code,retrieval_fallback_reason,indicator_fallback_source,unit_dimension_hypotheses,derived_computation_required,verification_review_required,verification_review_reason,allowed_mapping_types
A0004-SP59CAE048EA,A0004-SP59CAE048EA-m1,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,"이곳은 전체 공정의 50%를 로봇화했고, 주요 공정은 100% 로봇화를 달성했다.",경남 창원에 있는 38년 된 자동차 조향 장치 부품 기업인 태림산업.,입고부터 출하까지 모든 물건을 사람이 실어나르던 풍경은 이제 볼 수 없다.,국내공식통계,N,생산·산업,로봇화 비율,"로봇, 공장, 공정, 자동화",-,,,,-,-,-,,-,,확정,50%,KOSIS_VALUE,hcx,로봇화 비율,,-,-,hcx,현재값,50,-,-,N,%,비중,-,,"이곳은 전체 공정의 50%를 로봇화했고, 주요 공정은 100% 로봇화를 달성했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,로봇화 비율,자동차 조향 장치 부품,,,,,%,%,rate,rate_level,unspecified,,N,N,FOREIGN_ORG_SOURCE,"'국제로봇연맹' 발표 수치 — KOSIS 미수록 국제기구 통계 (같은 기사에서 확인된 출처, 이 문장은 자체 출처 없음)",REJECT,FOREIGN_ORG_SOURCE,,Y,자동차 조향 장치 부품,,,,FOREIGN_ORG_SOURCE,"'국제로봇연맹' 발표 수치 — KOSIS 미수록 국제기구 통계 (같은 기사에서 확인된 출처, 이 문장은 자체 출처 없음)",REJECT,Y,direct,,,,,rate,N,N,,
A0004-SP59CAE048EA,A0004-SP59CAE048EA-m2,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,"이곳은 전체 공정의 50%를 로봇화했고, 주요 공정은 100% 로봇화를 달성했다.",경남 창원에 있는 38년 된 자동차 조향 장치 부품 기업인 태림산업.,입고부터 출하까지 모든 물건을 사람이 실어나르던 풍경은 이제 볼 수 없다.,국내공식통계,N,생산·산업,로봇화 비율,"로봇, 공장, 공정, 자동화",-,,,주요 공정,-,-,-,,-,,확정,100%,KOSIS_VALUE,hcx,로봇화 비율,주요 공정,-,-,hcx,현재값,100,-,-,N,%,비중,-,,"이곳은 전체 공정의 50%를 로봇화했고, 주요 공정은 100% 로봇화를 달성했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,로봇화 비율,자동차 조향 장치 부품,,,,,%,%,rate,rate_level,item,,N,N,FOREIGN_ORG_SOURCE,"'국제로봇연맹' 발표 수치 — KOSIS 미수록 국제기구 통계 (같은 기사에서 확인된 출처, 이 문장은 자체 출처 없음)",REJECT,FOREIGN_ORG_SOURCE,,N,,,,,FOREIGN_ORG_SOURCE,"'국제로봇연맹' 발표 수치 — KOSIS 미수록 국제기구 통계 (같은 기사에서 확인된 출처, 이 문장은 자체 출처 없음)",REJECT,Y,direct,,,,,rate,N,N,,
A0004-SPBB3523D649,A0004-SPBB3523D649-m1,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,이곳 관계자는 “로봇 자동화를 통해 생산량은 로봇을 들이기 이전보다 38% 올라갔고 원가도 45%가량 줄일 수 있었다”고 했다.,이곳에서 물티슈를 포장하고 싣는 모든 과정은 이제 다관절 로봇 5대가 해결한다.,"“이제 직원들은 단순 작업에 투입되는 대신, 작업 효율화를 진행하고 제품 아이디어를 내는 일을 더 많이 한다”고 했다.",개별기업,N,생산·산업,생산량 증가율,"로봇 자동화, 생산량, 원가, 공장",-,,,,-,-,-,,-,,확정,38%,KOSIS_VALUE,hcx,생산량 증가율,,-,-,hcx,증감률,38,-,-,N,%,증감률,증가,전년,"이곳 관계자는 ""로봇 자동화를 통해 생산량은 로봇을 들이기 이전보다 38% 올라갔고 원가도 45%가량 줄일 수 있었다""고 했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,"생산량 증가율, 원가 절감률",물티슈 및 위생용품 제조업,,,,CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,unspecified,,N,N,OUT_OF_KOSIS_SCOPE,claim_domain_scope=개별기업,REJECT,OUT_OF_KOSIS_SCOPE,,Y,물티슈 및 위생용품 제조업,,,,DECLARED_SINGLE_COMPANY,claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름,REJECT,Y,direct,,,,,rate,N,N,,
A0004-SPBB3523D649,A0004-SPBB3523D649-m2,A0004,‘직원 한 명에 로봇 수십 대’… 이젠 로봇이 공장 움직인다,2025-01-01,https://www.chosun.com/economy/economy_general/2025/01/01/TGA2SHZ4SFACHOHRP36OUPCMHE,이곳 관계자는 “로봇 자동화를 통해 생산량은 로봇을 들이기 이전보다 38% 올라갔고 원가도 45%가량 줄일 수 있었다”고 했다.,이곳에서 물티슈를 포장하고 싣는 모든 과정은 이제 다관절 로봇 5대가 해결한다.,"“이제 직원들은 단순 작업에 투입되는 대신, 작업 효율화를 진행하고 제품 아이디어를 내는 일을 더 많이 한다”고 했다.",개별기업,N,생산·산업,원가 절감률,"로봇 자동화, 생산량, 원가, 공장",-,,,,-,-,-,,-,,확정,45%가량,KOSIS_VALUE,hcx,원가 절감률,,-,-,hcx,증감률,45,-,-,Y,%,증감률,감소,전년,"이곳 관계자는 ""로봇 자동화를 통해 생산량은 로봇을 들이기 이전보다 38% 올라갔고 원가도 45%가량 줄일 수 있었다""고 했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,"생산량 증가율, 원가 절감률",물티슈 및 위생용품 제조업,,,,CHANGE_RATE_FROM_TEXT,%,%,rate,rate_change,unspecified,,N,N,OUT_OF_KOSIS_SCOPE,claim_domain_scope=개별기업,REJECT,OUT_OF_KOSIS_SCOPE,,Y,물티슈 및 위생용품 제조업,,,,DECLARED_SINGLE_COMPANY,claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름,REJECT,Y,direct,,,,,rate,N,N,,
A0005-SP23FDD17F35,A0005-SP23FDD17F35-m1,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,이는 지난해 443개보다 2개 늘어난 역대 최대 규모다.,산업통상자원부와 코트라(KOTRA)는 이달 7~10일 개최되는 CES 2025에 36개 기관과 협업해 445개사 규모의 역대 최대 통합한국관을 구성한다.,통합한국관 주요 전시,개별기업,N,무역,통합한국관 규모,"CES, 통합한국관, 규모, 참가업체",-,,,,-,-,-,2024,-,Y,확정,443개,KOSIS_VALUE,hcx,통합한국관 규모,-,2024,Y,hcx,이전값,443,-,-,N,개,수준값,증가,전년,이는 지난해 443개보다 2개 늘어난 역대 최대 규모다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,통합한국관 규모,,2025,Y,2024,RELATIVE_YEAR_FROM_ARTICLE_DATE,개,개,count,count,unspecified,,N,N,OUT_OF_KOSIS_SCOPE,claim_domain_scope=개별기업,REJECT,OUT_OF_KOSIS_SCOPE,,N,,,,,DECLARED_SINGLE_COMPANY,claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름,REJECT,Y,direct,,,,,count,N,N,,
A0005-SP23FDD17F35,A0005-SP23FDD17F35-m2,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,이는 지난해 443개보다 2개 늘어난 역대 최대 규모다.,산업통상자원부와 코트라(KOTRA)는 이달 7~10일 개최되는 CES 2025에 36개 기관과 협업해 445개사 규모의 역대 최대 통합한국관을 구성한다.,통합한국관 주요 전시,개별기업,N,무역,통합한국관 증가분,"CES, 통합한국관, 규모, 참가업체",-,,,,-,-,-,2025,-,Y,확정,2개,KOSIS_VALUE,hcx,통합한국관 증가분,-,2025,Y,hcx,증감값,2,-,-,N,개,증감량,증가,전년,이는 지난해 443개보다 2개 늘어난 역대 최대 규모다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,통합한국관 규모,,2025,Y,2025,RELATIVE_YEAR_FROM_ARTICLE_DATE|ABSOLUTE_CHANGE_FROM_TEXT|COMPARISON_PERIOD_TO_TARGET,개,개,count,absolute_change,unspecified,2024,N,N,OUT_OF_KOSIS_SCOPE,claim_domain_scope=개별기업,REJECT,OUT_OF_KOSIS_SCOPE,,N,,,,,DECLARED_SINGLE_COMPANY,claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름,REJECT,Y,direct,,,,,count,N,N,,
A0005-SP4D2596C117,A0005-SP4D2596C117-m1,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",통합한국관 주요 전시,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.",국내공식통계,N,소매·소비,전시 분야 비중,"통합한국관, CES 2025, 생활가전, 디지털헬스, 인공지능, 스마트홈",-,,,생활가전,-,-,-,2025,-,Y,확정,생활가전(18%),KOSIS_VALUE,hcx,전시 분야 비중,생활가전,2025,Y,hcx,현재값,18,-,-,N,%,비중,-,전년,"[검증 대상 문장] 통합한국관 주요 전시 분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,전시 분야 비중,,2025,Y,2025,,%,%,rate,level,item,,N,N,DECLARED_SINGLE_COMPANY,"claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름 (같은 기사에서 확인된 출처, 이 문장은 자체 출처 없음)",REJECT,DECLARED_SINGLE_COMPANY,,N,,,,,DECLARED_SINGLE_COMPANY,"claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름 (같은 기사에서 확인된 출처, 이 문장은 자체 출처 없음)",REJECT,Y,direct,,,,,rate,N,N,,
A0005-SP4D2596C117,A0005-SP4D2596C117-m2,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",통합한국관 주요 전시,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.",국내공식통계,N,소매·소비,전시 분야 비중,"통합한국관, CES 2025, 생활가전, 디지털헬스, 인공지능, 스마트홈",-,,,디지털헬스,-,-,-,2025,-,Y,확정,디지털헬스(17%),KOSIS_VALUE,hcx,전시 분야 비중,디지털헬스,2025,Y,hcx,현재값,17,-,-,N,%,비중,-,전년,"[검증 대상 문장] 통합한국관 주요 전시 분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,전시 분야 비중,,2025,Y,2025,,%,%,rate,level,item,,N,N,DECLARED_SINGLE_COMPANY,"claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름 (같은 기사에서 확인된 출처, 이 문장은 자체 출처 없음)",REJECT,DECLARED_SINGLE_COMPANY,,N,,,,,DECLARED_SINGLE_COMPANY,"claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름 (같은 기사에서 확인된 출처, 이 문장은 자체 출처 없음)",REJECT,Y,direct,,,,,rate,N,N,,
A0005-SP4D2596C117,A0005-SP4D2596C117-m3,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",통합한국관 주요 전시,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.",국내공식통계,N,소매·소비,전시 분야 비중,"통합한국관, CES 2025, 생활가전, 디지털헬스, 인공지능, 스마트홈",-,,,인공지능,-,-,-,2025,-,Y,확정,인공지능(16%),KOSIS_VALUE,hcx,전시 분야 비중,인공지능,2025,Y,hcx,현재값,16,-,-,N,%,비중,-,전년,"[검증 대상 문장] 통합한국관 주요 전시 분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,전시 분야 비중,,2025,Y,2025,,%,%,rate,level,item,,N,N,DECLARED_SINGLE_COMPANY,"claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름 (같은 기사에서 확인된 출처, 이 문장은 자체 출처 없음)",REJECT,DECLARED_SINGLE_COMPANY,,N,,,,,DECLARED_SINGLE_COMPANY,"claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름 (같은 기사에서 확인된 출처, 이 문장은 자체 출처 없음)",REJECT,Y,direct,,,,,rate,N,N,,
A0005-SP4D2596C117,A0005-SP4D2596C117-m4,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,"분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",통합한국관 주요 전시,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.",국내공식통계,N,소매·소비,전시 분야 비중,"통합한국관, CES 2025, 생활가전, 디지털헬스, 인공지능, 스마트홈",-,,,스마트 홈,-,-,-,2025,-,Y,확정,스마트 홈(12%),KOSIS_VALUE,hcx,전시 분야 비중,스마트 홈,2025,Y,hcx,현재값,12,-,-,N,%,비중,-,전년,"[검증 대상 문장] 통합한국관 주요 전시 분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,전시 분야 비중,,2025,Y,2025,,%,%,rate,level,item,,N,N,DECLARED_SINGLE_COMPANY,"claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름 (같은 기사에서 확인된 출처, 이 문장은 자체 출처 없음)",REJECT,DECLARED_SINGLE_COMPANY,,N,,,,,DECLARED_SINGLE_COMPANY,"claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름 (같은 기사에서 확인된 출처, 이 문장은 자체 출처 없음)",REJECT,Y,direct,,,,,rate,N,N,,
A0005-SP454E38A216,A0005-SP454E38A216-m1,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.","분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.,개별기업,N,무역,통합한국관 참가 업체 수,"통합한국관, CES, 참가 업체 수, 글로벌 대기업, 중소·중견기업",-,,,,-,-,-,2025,-,Y,확정,통합한국관 445개사,KOSIS_VALUE,hcx,통합한국관 참가 업체 수,-,2025,Y,hcx,현재값,445,-,-,N,개,수준값,-,전년,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,통합한국관 참가 업체 수,,2025,Y,2025,RELATIVE_YEAR_FROM_ARTICLE_DATE,개사,개,count,count,organization,,N,N,OUT_OF_KOSIS_SCOPE,claim_domain_scope=개별기업,REJECT,OUT_OF_KOSIS_SCOPE,,N,,,,,DECLARED_SINGLE_COMPANY,claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름,REJECT,Y,direct,,,,,count,N,N,,
A0005-SP454E38A216,A0005-SP454E38A216-m2,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.","분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.,개별기업,N,무역,통합한국관 참가 업체 수,"통합한국관, CES, 참가 업체 수, 글로벌 대기업, 중소·중견기업",-,,,,-,-,-,2025,-,Y,확정,기타 중소·중견기업 455여개,KOSIS_VALUE,hcx,통합한국관 참가 업체 수,-,2025,Y,hcx,현재값,455,-,-,Y,개,수준값,-,전년,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,통합한국관 참가 업체 수,,2025,Y,2025,RELATIVE_YEAR_FROM_ARTICLE_DATE,개,개,count,count,organization,,N,N,OUT_OF_KOSIS_SCOPE,claim_domain_scope=개별기업,REJECT,OUT_OF_KOSIS_SCOPE,,N,,,,,DECLARED_SINGLE_COMPANY,claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름,REJECT,Y,direct,,,,,count,N,N,,
A0005-SP454E38A216,A0005-SP454E38A216-m3,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.","분야는 생활가전(18%) 디지털헬스(17%), 인공지능(16%), 스마트 홈(12%) 순으로 집계됐다.",전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.,개별기업,N,무역,통합한국관 참가 업체 수,"통합한국관, CES, 참가 업체 수, 글로벌 대기업, 중소·중견기업",-,,,,-,-,-,2025,-,Y,확정,약 900개사,KOSIS_VALUE,hcx,통합한국관 참가 업체 수,-,2025,Y,hcx,현재값,900,-,-,Y,개,수준값,-,전년,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,통합한국관 참가 업체 수,,2025,Y,2025,RELATIVE_YEAR_FROM_ARTICLE_DATE,개사,개,count,count,organization,,N,N,OUT_OF_KOSIS_SCOPE,claim_domain_scope=개별기업,REJECT,OUT_OF_KOSIS_SCOPE,,N,,,,,DECLARED_SINGLE_COMPANY,claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름,REJECT,Y,direct,,,,,count,N,N,,
A0005-SP2C3251DAD2,A0005-SP2C3251DAD2-m1,A0005,"정부, 美 ‘CES 2025′에 역대 최대 통합한국관 운영",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2LIJLNBNSNANXCA6WLEDQ7A74A,전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.,"올해 한국은 삼성, LG, 현대, SK 등 글로벌 대기업과 통합한국관 445개사, 기타 중소·중견기업 455여개를 포함한 약 900개사가 참가할 예정이다.","CES 2025는 ‘Dive In(빠져들다)’을 주제로, 기술과 인간의 상호작용을 통해 혁신의 가능성을 제시한다.",개별기업,N,무역,참가 기업 증가폭,"통합한국관, CES, 기업 참가",-,,,,-,-,-,2025,-,Y,확정,100개가량,KOSIS_VALUE,hcx,참가 기업 증가폭,-,2025,Y,hcx,증감값,100,-,-,Y,개,증감량,증가,전년,전체 한국 기업 참가 숫자도 지난해보다 100개가량 늘어난 최대다.,mid,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,참가 기업 수,,2025,Y,2025,RELATIVE_YEAR_FROM_ARTICLE_DATE|ABSOLUTE_CHANGE_FROM_TEXT|COMPARISON_PERIOD_TO_TARGET,개,개,count,absolute_change,organization,2024,N,N,OUT_OF_KOSIS_SCOPE,claim_domain_scope=개별기업,REJECT,OUT_OF_KOSIS_SCOPE,,N,,,,,DECLARED_SINGLE_COMPANY,claim_domain_scope=개별기업: 개별기업 수치는 KOSIS 산업 집계와 다름,REJECT,Y,direct,,,,,count,N,N,,
A0006-SP87456992F3,A0006-SP87456992F3-m2,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"이전 최대 실적은 2022년 기록한 6836억달러인데, 이를 2년 만에 근소하게 경신한 것이다.",한국의 2024년 수출이 6838억 달러를 기록해 역대 최대실적을 달성했다고 1일 산업통상자원부가 밝혔다.,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.",국내공식통계,Y,무역,경신 기간,"수출, 역대 최대, 달러, 경신",-,,,,-,-,-,2022,-,Y,확정,2년,CONTEXT,hcx,경신 기간,-,2022,Y,hcx,참고값,2,-,-,N,년,수준값,-,,"[검증 대상 문장] 이전 최대 실적은 2022년 기록한 6836억달러인데, 이를 2년 만에 근소하게 경신한 것이다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,,2024,Y,2022,,년,년,duration,condition,unspecified,,N,N,NOT_KOSIS_VALUE,measurement_usage=CONTEXT,REJECT,NOT_KOSIS_VALUE,,N,,,,,,,,N,direct,,,,,duration,N,N,,
A0006-SP454B0C203E,A0006-SP454B0C203E-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.","이전 최대 실적은 2022년 기록한 6836억달러인데, 이를 2년 만에 근소하게 경신한 것이다.",무역수지는 전년 대비 621억 달러 개선된 518억 달러의 흑자를 기록했다.,국내공식통계,Y,무역,세계 수출 순위,"수출, WTO, 순위, 증가율",-,,,,-,-,-,202309,-,M,확정,6위,KOSIS_VALUE,hcx,세계 수출 순위,-,2023,Y,hcx,현재값,6,-,-,N,위,순위,증가,전년,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,,2024,Y,2023,,위,위,rank,rank,unspecified,,N,N,RANK_NOT_DIRECTLY_COMPARABLE,순위는 KOSIS 원자료와 직접 비교하지 않음,REJECT,RANK_NOT_DIRECTLY_COMPARABLE,,N,,202301,202309,sum,GLOBAL_COMPARISON,세계 비교 문맥(전 세계) — 대상이 국내 통계인지 확인 필요,REVIEW,N,direct,,,,,rank,N,N,,
A0006-SP6E4CDD590E,A0006-SP6E4CDD590E-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,무역수지는 전년 대비 621억 달러 개선된 518억 달러의 흑자를 기록했다.,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.",2022년 당시 수출액은 역대 최대를 기록하면서도 472억달러 적자를 냈던 것과 다른 결과다.,국내공식통계,N,무역,무역수지 변화폭,"수출, 무역수지, 흑자, 달러",-,,,,-,-,-,2024,-,Y,확정,621억 달러,KOSIS_VALUE,hcx,무역수지 변화폭,-,2024,Y,hcx,현재값,62100000000,-,-,N,달러,증감량,증가,전년,무역수지는 전년 대비 621억 달러 개선된 518억 달러의 흑자를 기록했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,무역수지,,2024,Y,2024,,달러,달러,currency,absolute_change,unspecified,2023,N,N,DERIVED_TRADE_BALANCE,무역 흑자·적자는 수출액과 수입액의 차이로 계산하는 파생값,REJECT,DERIVED_TRADE_BALANCE,,N,,,,,DERIVED_INDICATOR,'무역수지' 는 두 항목의 차이로만 얻어지는 값 — 단일 좌표로 조회할 수 없음,REJECT,Y,direct,,,,,currency,N,N,,
