claim_id,claim_measurement_id,claim_text,date,measurement_text,measurement_usage,claim_domain_scope,measurement_binding_source,measurement_role,measurement_indicator,measurement_item,value,unit,measurement_period,measurement_prd_se,in_ready,cand_tbl_ids,gold_verifiable,gold_measurement_correct,gold_org_id,gold_tbl_id,gold_obj_l1,gold_itm_id,gold_verdict,gold_actual_value
A1065-C016,A1065-C016-m3,"연간 매출액은 951억원에서 1164억원으로 22.4% 증가했고, 4분기 흑자 전환하면서 영업손실은 전년 94억원에서 지난해 61억원으로 감소했다.",2025-03-23,22.4%,KOSIS_VALUE,개별기업,hcx,증감률,연간 매출액 증감률,애니메이션,22.4,%,2024,Y,N,,,,,,,,,
A1065-C016,A1065-C016-m4,"연간 매출액은 951억원에서 1164억원으로 22.4% 증가했고, 4분기 흑자 전환하면서 영업손실은 전년 94억원에서 지난해 61억원으로 감소했다.",2025-03-23,94억원,KOSIS_VALUE,개별기업,hcx,이전값,영업손실,애니메이션,9400000000,원,-,-,N,,,,,,,,,
A1065-C016,A1065-C016-m5,"연간 매출액은 951억원에서 1164억원으로 22.4% 증가했고, 4분기 흑자 전환하면서 영업손실은 전년 94억원에서 지난해 61억원으로 감소했다.",2025-03-23,61억원,KOSIS_VALUE,개별기업,hcx,현재값,영업손실,애니메이션,6100000000,원,2024,Y,N,,,,,,,,,
A2636-C004,A2636-C004-m1,10대를 뺀 전 연령대에서 감소 폭이 가장 컸다.,2025-10-18,10대,KOSIS_VALUE,국내공식통계,hcx,증감값,취업자 수,-,10,대,-,-,N,,,,,,,,,
A0321-C002,A0321-C002-m1,남아 있는 '3% 예금·5% 적금' 상품은 시중·지방·인터넷은행 수신 금리 낮춰 19개 은행 예금 중 금리 3% 초과 5개뿐 5% 넘는 1년 만기 적금도 5개…자격 조건 제한 김보연 기자(조선비즈) 입력 2025.01.25.,2025-01-25,3%,CONDITION,국내공식통계,hcx,현재값,예금 금리,-,3,%,202501,M,N,,,,,,,,,
A0321-C002,A0321-C002-m2,남아 있는 '3% 예금·5% 적금' 상품은 시중·지방·인터넷은행 수신 금리 낮춰 19개 은행 예금 중 금리 3% 초과 5개뿐 5% 넘는 1년 만기 적금도 5개…자격 조건 제한 김보연 기자(조선비즈) 입력 2025.01.25.,2025-01-25,5%,KOSIS_VALUE,국내공식통계,hcx,현재값,적금 금리,-,5,%,202501,M,Y,,,,,,,,,
A0321-C002,A0321-C002-m3,남아 있는 '3% 예금·5% 적금' 상품은 시중·지방·인터넷은행 수신 금리 낮춰 19개 은행 예금 중 금리 3% 초과 5개뿐 5% 넘는 1년 만기 적금도 5개…자격 조건 제한 김보연 기자(조선비즈) 입력 2025.01.25.,2025-01-25,19개,KOSIS_VALUE,국내공식통계,hcx,현재값,은행 수,-,19,개,202501,M,Y,,,,,,,,,
A0321-C002,A0321-C002-m4,남아 있는 '3% 예금·5% 적금' 상품은 시중·지방·인터넷은행 수신 금리 낮춰 19개 은행 예금 중 금리 3% 초과 5개뿐 5% 넘는 1년 만기 적금도 5개…자격 조건 제한 김보연 기자(조선비즈) 입력 2025.01.25.,2025-01-25,5개,KOSIS_VALUE,국내공식통계,hcx,현재값,금리 3% 초과 은행 수,-,5,개,202501,M,Y,,,,,,,,,
A0321-C002,A0321-C002-m5,남아 있는 '3% 예금·5% 적금' 상품은 시중·지방·인터넷은행 수신 금리 낮춰 19개 은행 예금 중 금리 3% 초과 5개뿐 5% 넘는 1년 만기 적금도 5개…자격 조건 제한 김보연 기자(조선비즈) 입력 2025.01.25.,2025-01-25,1년,CONTEXT,국내공식통계,hcx,참고값,적금 기간,-,1,년,202501,M,N,,,,,,,,,
A1436-C005,A1436-C005-m1,"◇‘4개 분기 연속 제로 성장’ 쇼크 한국은행은 지난 17일 ‘올해 1분기(1~3월) 및 향후 성장 흐름 평가’ 보고서에서 “1분기 우리나라 성장률이 지난 2월에 내놓은 전망치인 0.2%보다 더 낮으며, 마이너스(-) 성장 가능성도 배제할 수 없는 상황”이라고 했다.",2025-04-21,4개,KOSIS_VALUE,국내공식통계,hcx,현재값,분기 연속 성장,-,4,개,2025Q1,Q,Y,,,,,,,,,
A1436-C005,A1436-C005-m2,"◇‘4개 분기 연속 제로 성장’ 쇼크 한국은행은 지난 17일 ‘올해 1분기(1~3월) 및 향후 성장 흐름 평가’ 보고서에서 “1분기 우리나라 성장률이 지난 2월에 내놓은 전망치인 0.2%보다 더 낮으며, 마이너스(-) 성장 가능성도 배제할 수 없는 상황”이라고 했다.",2025-04-21,0.2%,KOSIS_VALUE,국내공식통계,hcx,현재값,경제성장률,-,0.2,%,2025Q1,Q,Y,,,,,,,,,
A0522-C018,A0522-C018-m1,"르노닛산미쓰비시연합은 중국 사업을 접은 르노의 판매량(약 226만대)이 1년 새 1.3% 늘며, 전체 판매량도 1.1% 늘었다.",2025-02-10,226만대,KOSIS_VALUE,해외통계·정책,hcx,현재값,판매량,자동차,2260000,대,-,-,N,,,,,,,,,
A0522-C018,A0522-C018-m2,"르노닛산미쓰비시연합은 중국 사업을 접은 르노의 판매량(약 226만대)이 1년 새 1.3% 늘며, 전체 판매량도 1.1% 늘었다.",2025-02-10,1.3%,KOSIS_VALUE,해외통계·정책,hcx,증감률,판매량 증가율,자동차,1.3,%,-,-,N,,,,,,,,,
A0522-C018,A0522-C018-m3,"르노닛산미쓰비시연합은 중국 사업을 접은 르노의 판매량(약 226만대)이 1년 새 1.3% 늘며, 전체 판매량도 1.1% 늘었다.",2025-02-10,1.1%,KOSIS_VALUE,해외통계·정책,hcx,증감률,전체 판매량 증가율,자동차,1.1,%,-,-,N,,,,,,,,,
A0522-C018,A0522-C018-m4,"르노닛산미쓰비시연합은 중국 사업을 접은 르노의 판매량(약 226만대)이 1년 새 1.3% 늘며, 전체 판매량도 1.1% 늘었다.",2025-02-10,1년,CONTEXT,해외통계·정책,rule_fallback,참고값,판매량 증가율,자동차,1,년,2025-01,M,N,,,,,,,,,
A0183-C013,A0183-C013-m1,신혼부부들의 실제 지출액은 평균 2억635만원이었으며 결혼 예정자는 2억2541만원을 예상했다.,2025-01-15,2억635만원,KOSIS_VALUE,여론조사·설문,hcx,현재값,신혼부부의 결혼 비용,-,206350000,원,-,-,N,,,,,,,,,
A0183-C013,A0183-C013-m2,신혼부부들의 실제 지출액은 평균 2억635만원이었으며 결혼 예정자는 2억2541만원을 예상했다.,2025-01-15,2억2541만원,KOSIS_VALUE,여론조사·설문,hcx,현재값,신혼부부의 결혼 비용,-,225410000,원,-,-,N,,,,,,,,,
A0333-C003,A0333-C003-m1,16:03 0 연기금이 올 1월 유가증권시장에서 1조6000억원어치를 순매수하며 코스피지수 상승을 이끈 것으로 나타났다.,2025-01-26,1조6000억원,KOSIS_VALUE,국내공식통계,hcx,현재값,순매수액,-,1600000000000,원,202501,M,Y,,,,,,,,,
A1218-C001,A1218-C001-m1,올해 1분기(1~3월) 우리나라로 들어온 외국인 직접투자(FDI)가 작년 같은 기간 대비 9.2% 줄었다.,2025-04-04,9.2%,KOSIS_VALUE,국내공식통계,hcx,증감률,외국인직접투자액,-,9.2,%,2025Q1,Q,Y,,,,,,,,,
A0807-C012,A0807-C012-m1,지난달 전기차 판매가 1년 전에 비해 늘어난 것은 올해 전기차 국고 보조금이 예년보다 빠르게 책정된 영향이다.,2025-03-04,1년,CONTEXT,개별기업,claim_fallback,참고값,전기차 판매량 증가,전기차,1,년,2025-01,M,N,,,,,,,,,
A0768-C014,A0768-C014-m1,"대당 최대 국비 보조금이 지난해(650만원) 대비 70만원 줄었고, 지방비 보조금도 줄어든 영향이다.",2025-03-01,650만원,POLICY_VALUE,개별기업,hcx,목표값,국비 보조금,전기차,6500000,원,2024,Y,N,,,,,,,,,
A0768-C014,A0768-C014-m2,"대당 최대 국비 보조금이 지난해(650만원) 대비 70만원 줄었고, 지방비 보조금도 줄어든 영향이다.",2025-03-01,70만원,POLICY_VALUE,개별기업,hcx,현재값,국비 보조금 감소분,전기차,700000,원,2025,Y,N,,,,,,,,,
A0748-C007,A0748-C007-m1,합계 출산율이 1.24명이었던 2015년 이후 처음으로 출산율이 올랐다.,2025-02-27,1.24명,KOSIS_VALUE,국내공식통계,hcx,현재값,합계 출산율,-,1.24,명,2015,Y,Y,,,,,,,,,
A0290-C015,A0290-C015-m1,"지난 2005년과 작년, 한국의 10대 수출 품목을 비교하면 컴퓨터가 제외되고, 가전제품이 새로 진입한 것 외에는 아무 변화가 없었다.",2025-01-23,10대,KOSIS_VALUE,국내공식통계,hcx,현재값,수출 품목 수,-,10,대,2005,Y,Y,,,,,,,,,
A0308-C031,A0308-C031-m1,김태유 서울대 명예교수는 “지난 30년간 대통령 임기마다 한국 경제성장률이 1%포인트씩 대세 하락해 왔다”며 “새로운 성장 동력을 찾는 노력이 절실하다”고 했다. ☞피크 코리아(Peak Korea) 피크 코리아는 한국 경제가 과거 고도성장기를 거치고 나서 성장이 정점을 찍고 내리막에 들어섰다는 주장이다.,2025-01-24,30년,CONDITION,전망·목표,hcx,참고값,기간,-,30,년,-,-,N,,,,,,,,,
A0308-C031,A0308-C031-m2,김태유 서울대 명예교수는 “지난 30년간 대통령 임기마다 한국 경제성장률이 1%포인트씩 대세 하락해 왔다”며 “새로운 성장 동력을 찾는 노력이 절실하다”고 했다. ☞피크 코리아(Peak Korea) 피크 코리아는 한국 경제가 과거 고도성장기를 거치고 나서 성장이 정점을 찍고 내리막에 들어섰다는 주장이다.,2025-01-24,1%,KOSIS_VALUE,전망·목표,hcx,증감률,경제성장률 변화,-,1,%,-,-,N,,,,,,,,,
A2254-C007,A2254-C007-m1,"유럽연합과 대만 수출도 각각 23.5%, 46.3% 늘었고, 중국과 베트남은 수출이 1%, 4.3% 줄었다.",2025-06-23,23.5%,KOSIS_VALUE,국내공식통계,hcx,증감률,유럽연합 수출 증감률,유럽연합,23.5,%,-,-,N,,,,,,,,,
A2254-C007,A2254-C007-m2,"유럽연합과 대만 수출도 각각 23.5%, 46.3% 늘었고, 중국과 베트남은 수출이 1%, 4.3% 줄었다.",2025-06-23,46.3%,KOSIS_VALUE,국내공식통계,hcx,증감률,대만 수출 증감률,대만,46.3,%,-,-,N,,,,,,,,,
A2254-C007,A2254-C007-m3,"유럽연합과 대만 수출도 각각 23.5%, 46.3% 늘었고, 중국과 베트남은 수출이 1%, 4.3% 줄었다.",2025-06-23,1%,KOSIS_VALUE,국내공식통계,hcx,증감률,중국 수출 증감률,중국,1,%,-,-,N,,,,,,,,,
A2254-C007,A2254-C007-m4,"유럽연합과 대만 수출도 각각 23.5%, 46.3% 늘었고, 중국과 베트남은 수출이 1%, 4.3% 줄었다.",2025-06-23,4.3%,KOSIS_VALUE,국내공식통계,hcx,증감률,베트남 수출 증감률,베트남,4.3,%,-,-,N,,,,,,,,,
A1798-C006,A1798-C006-m1,"한국농수산식품유통공사(aT) 농식품수출정보에 따르면, 지난해 한국은 전체 닭고기 수입량 24만9751t 중 71.6%가량인 17만8956t을 브라질에서 들여왔다.",2025-05-19,71.6%가량,KOSIS_VALUE,국내공식통계,hcx,현재값,닭고기 수입량 비중,닭고기,71.6,%,2024,Y,Y,,,,,,,,,
A0096-C003,A0096-C003-m1,이는 직전 분기의 41조2000억원보다 3조5000억원가량 줄어든 것이다.,2025-01-08,41조2000억원,KOSIS_VALUE,국내공식통계,hcx,이전값,순자금 운용액,-,41200000000000,원,2024Q2,Q,N,,,,,,,,,
A0096-C003,A0096-C003-m2,이는 직전 분기의 41조2000억원보다 3조5000억원가량 줄어든 것이다.,2025-01-08,3조5000억원가량,KOSIS_VALUE,국내공식통계,hcx,증감값,순자금 운용액 감소폭,-,3500000000000,원,2024Q3,Q,Y,,,,,,,,,
A0855-C011,A0855-C011-m1,지역별로는 중국(-14.0%)·EU(-11.6%)·미국(-9.4%)·일본(-7.7%)·동남아(-3.8%) 등 대부분의 수출 상대국에서 줄었다.,2025-03-07,14.0%,KOSIS_VALUE,국내공식통계,hcx,증감률,수출,컴퓨터,14,%,-,-,N,,,,,,,,,
A0855-C011,A0855-C011-m2,지역별로는 중국(-14.0%)·EU(-11.6%)·미국(-9.4%)·일본(-7.7%)·동남아(-3.8%) 등 대부분의 수출 상대국에서 줄었다.,2025-03-07,11.6%,KOSIS_VALUE,국내공식통계,hcx,증감률,수출,유럽연합(EU),11.6,%,-,-,N,,,,,,,,,
A0855-C011,A0855-C011-m3,지역별로는 중국(-14.0%)·EU(-11.6%)·미국(-9.4%)·일본(-7.7%)·동남아(-3.8%) 등 대부분의 수출 상대국에서 줄었다.,2025-03-07,9.4%,KOSIS_VALUE,국내공식통계,hcx,증감률,수출,미국,9.4,%,-,-,N,,,,,,,,,
A0855-C011,A0855-C011-m4,지역별로는 중국(-14.0%)·EU(-11.6%)·미국(-9.4%)·일본(-7.7%)·동남아(-3.8%) 등 대부분의 수출 상대국에서 줄었다.,2025-03-07,7.7%,KOSIS_VALUE,국내공식통계,hcx,증감률,수출,일본,7.7,%,-,-,N,,,,,,,,,
A0855-C011,A0855-C011-m5,지역별로는 중국(-14.0%)·EU(-11.6%)·미국(-9.4%)·일본(-7.7%)·동남아(-3.8%) 등 대부분의 수출 상대국에서 줄었다.,2025-03-07,3.8%,KOSIS_VALUE,국내공식통계,hcx,증감률,수출,동남아시아,3.8,%,-,-,N,,,,,,,,,
A1123-C005,A1123-C005-m1,1975~1976년생도 남성의 고학력 비율(62.9%)이 여성(60.2%)보다 높다.,2025-03-28,62.9%,KOSIS_VALUE,국내공식통계,hcx,현재값,남성 고학력자 비율,1975~1976년생,62.9,%,1976,Y,Y,,,,,,,,,
A1123-C005,A1123-C005-m2,1975~1976년생도 남성의 고학력 비율(62.9%)이 여성(60.2%)보다 높다.,2025-03-28,60.2%,KOSIS_VALUE,국내공식통계,hcx,현재값,여성 고학력자 비율,1975~1976년생,60.2,%,-,-,N,,,,,,,,,
A2056-C007,A2056-C007-m1,"산업별로는 정보통신업이 26%로 가장 높았지만, 제조업은 4%에 그쳐 산업 간 디지털 격차가 큰 상황이다.",2025-06-08,26%,KOSIS_VALUE,개별기업,hcx,현재값,정보통신업 AI 도입 비율,정보통신업,26,%,-,-,N,,,,,,,,,
A2056-C007,A2056-C007-m2,"산업별로는 정보통신업이 26%로 가장 높았지만, 제조업은 4%에 그쳐 산업 간 디지털 격차가 큰 상황이다.",2025-06-08,4%,KOSIS_VALUE,개별기업,hcx,현재값,제조업 AI 도입 비율,제조업,4,%,-,-,N,,,,,,,,,
A2540-C014,A2540-C014-m1,건설 경기 부진으로 1분기 건설업 분야 청년 사업자(1만4472명)도 1년 전에 비해 247명 줄었다.,2025-07-15,1만4472명,KOSIS_VALUE,국내공식통계,hcx,현재값,청년 사업자 수,건설업,14472,명,-,-,N,,,,,,,,,
A2540-C014,A2540-C014-m2,건설 경기 부진으로 1분기 건설업 분야 청년 사업자(1만4472명)도 1년 전에 비해 247명 줄었다.,2025-07-15,247명,KOSIS_VALUE,국내공식통계,hcx,증감값,청년 사업자 증감,건설업,247,명,-,-,N,,,,,,,,,
A2540-C014,A2540-C014-m3,건설 경기 부진으로 1분기 건설업 분야 청년 사업자(1만4472명)도 1년 전에 비해 247명 줄었다.,2025-07-15,1년,CONTEXT,국내공식통계,claim_fallback,참고값,경과 시간,건설업,1,년,2025Q1,Q,N,,,,,,,,,
A2556-C015,A2556-C015-m1,건설업 취업자는 14개월째 감소세를 이어가고 있다.,2025-07-16,14개월,CONTEXT,국내공식통계,claim_fallback,참고값,건설업 취업자 감소 기간,건설업,14,개월,2025-06,M,N,,,,,,,,,
A2006-C017,A2006-C017-m1,"한 시중은행 관계자는 “환전객이 작년보다 20~25%는 줄어들면서, 일부 은행은 연간 500억원이 넘는 적자를 기록하는 것으로 추정된다”고 말했다.",2025-06-04,20%,KOSIS_VALUE,개별기업,hcx,현재값,환전객 감소 비율,은행,20,%,-,-,N,,,,,,,,,
A2006-C017,A2006-C017-m2,"한 시중은행 관계자는 “환전객이 작년보다 20~25%는 줄어들면서, 일부 은행은 연간 500억원이 넘는 적자를 기록하는 것으로 추정된다”고 말했다.",2025-06-04,25%,KOSIS_VALUE,개별기업,hcx,현재값,환전객 감소 비율,은행,25,%,-,-,N,,,,,,,,,
A2006-C017,A2006-C017-m3,"한 시중은행 관계자는 “환전객이 작년보다 20~25%는 줄어들면서, 일부 은행은 연간 500억원이 넘는 적자를 기록하는 것으로 추정된다”고 말했다.",2025-06-04,500억원,KOSIS_VALUE,개별기업,hcx,현재값,적자,은행,50000000000,원,-,-,N,,,,,,,,,
A1532-C004,A1532-C004-m1,KT는 전년과 같은 79점으로 3위였다.,2025-04-28,3위,KOSIS_VALUE,개별기업,hcx,현재값,순위,통신사 평가 순위,3,위,-,-,N,,,,,,,,,
A2696-C058,A2696-C058-m1,2005년 조사에서 15세 이상 기혼 여성 중 93%가 ‘추가 자녀 계획이 없다’고 답했다.,2025-11-08,93%,KOSIS_VALUE,국내공식통계,hcx,현재값,추가 자녀 계획 없음 비율,-,93,%,2005,Y,Y,,,,,,,,,
A2696-C058,A2696-C058-m2,2005년 조사에서 15세 이상 기혼 여성 중 93%가 ‘추가 자녀 계획이 없다’고 답했다.,2025-11-08,15세,CONDITION,국내공식통계,hcx,참고값,연령 기준,-,15,세,2005,Y,N,,,,,,,,,
A1730-C009,A1730-C009-m1,"이자 비용이 전년 대비 1.2% 늘어난 10만8000원으로 4개 분기 만에 증가해 10만원을 넘겼고, 부동산 구입에 따른 취득·등록세가 늘면서 비경상조세(5만5000원)가 5배 가까이 증가한 점도 원인이 됐다.",2025-05-14,1.2%,KOSIS_VALUE,국내공식통계,hcx,증감률,이자 비용 증감률,-,1.2,%,2024Q4,Q,Y,,,,,,,,,
A1730-C009,A1730-C009-m2,"이자 비용이 전년 대비 1.2% 늘어난 10만8000원으로 4개 분기 만에 증가해 10만원을 넘겼고, 부동산 구입에 따른 취득·등록세가 늘면서 비경상조세(5만5000원)가 5배 가까이 증가한 점도 원인이 됐다.",2025-05-14,10만8000원,KOSIS_VALUE,국내공식통계,hcx,현재값,이자 비용,-,108000,원,2024Q4,Q,Y,,,,,,,,,
A1730-C009,A1730-C009-m3,"이자 비용이 전년 대비 1.2% 늘어난 10만8000원으로 4개 분기 만에 증가해 10만원을 넘겼고, 부동산 구입에 따른 취득·등록세가 늘면서 비경상조세(5만5000원)가 5배 가까이 증가한 점도 원인이 됐다.",2025-05-14,4개,KOSIS_VALUE,국내공식통계,hcx,현재값,분기,-,4,개,2024Q4,Q,Y,,,,,,,,,
A1730-C009,A1730-C009-m4,"이자 비용이 전년 대비 1.2% 늘어난 10만8000원으로 4개 분기 만에 증가해 10만원을 넘겼고, 부동산 구입에 따른 취득·등록세가 늘면서 비경상조세(5만5000원)가 5배 가까이 증가한 점도 원인이 됐다.",2025-05-14,10만원,KOSIS_VALUE,국내공식통계,hcx,현재값,이자 비용,-,100000,원,2024Q4,Q,Y,,,,,,,,,
A1730-C009,A1730-C009-m5,"이자 비용이 전년 대비 1.2% 늘어난 10만8000원으로 4개 분기 만에 증가해 10만원을 넘겼고, 부동산 구입에 따른 취득·등록세가 늘면서 비경상조세(5만5000원)가 5배 가까이 증가한 점도 원인이 됐다.",2025-05-14,5만5000원,KOSIS_VALUE,국내공식통계,hcx,현재값,비경상조세,-,55000,원,2024Q4,Q,Y,,,,,,,,,
A1730-C009,A1730-C009-m6,"이자 비용이 전년 대비 1.2% 늘어난 10만8000원으로 4개 분기 만에 증가해 10만원을 넘겼고, 부동산 구입에 따른 취득·등록세가 늘면서 비경상조세(5만5000원)가 5배 가까이 증가한 점도 원인이 됐다.",2025-05-14,5배,KOSIS_VALUE,국내공식통계,hcx,현재값,비경상조세 증가 배수,-,5,배,2024Q4,Q,Y,,,,,,,,,
A0773-C014,A0773-C014-m1,지역별로는 대미(對美) 수출이 1% 증가한 99억달러로 1월에 이어 대중 수출을 웃돌았다.,2025-03-01,1%,KOSIS_VALUE,국내공식통계,hcx,증감률,수출액,-,1,%,-,-,N,,,,,,,,,
A0773-C014,A0773-C014-m2,지역별로는 대미(對美) 수출이 1% 증가한 99억달러로 1월에 이어 대중 수출을 웃돌았다.,2025-03-01,99억달러,KOSIS_VALUE,국내공식통계,hcx,현재값,수출액,-,9900000000,달러,-,-,N,,,,,,,,,
A2256-C011,A2256-C011-m1,대신 운전 자금을 위한 신규 대출 비율은 66%에서 74%로 늘었다.,2025-06-23,66%,KOSIS_VALUE,개별기업,hcx,이전값,운전 자금 대출 비율,-,66,%,2024,Y,N,,,,,,,,,
A2256-C011,A2256-C011-m2,대신 운전 자금을 위한 신규 대출 비율은 66%에서 74%로 늘었다.,2025-06-23,74%,KOSIS_VALUE,개별기업,hcx,현재값,운전 자금 대출 비율,-,74,%,-,-,N,,,,,,,,,
A1399-C024,A1399-C024-m1,정부는 연 매출 3억원 이하 소상공인 311만명에게 전기·수도·가스 등 공과금과 화재보험료를 최대 50만원 지원하고 1년 전보다 카드 소비를 늘린 소비자들에게 최대 30만원을 온누리상품권 형태로 돌려주는 소상공인 지원·내수 진작 방안도 이번 추경에 담았다.,2025-04-18,3억원,CONDITION,기타,hcx,참고값,지원 대상 매출 기준,소상공인,300000000,원,2025,Y,N,,,,,,,,,
A1399-C024,A1399-C024-m2,정부는 연 매출 3억원 이하 소상공인 311만명에게 전기·수도·가스 등 공과금과 화재보험료를 최대 50만원 지원하고 1년 전보다 카드 소비를 늘린 소비자들에게 최대 30만원을 온누리상품권 형태로 돌려주는 소상공인 지원·내수 진작 방안도 이번 추경에 담았다.,2025-04-18,311만명,POLICY_VALUE,기타,hcx,현재값,지원 대상 인원,소상공인,3110000,명,2025,Y,N,,,,,,,,,
A1399-C024,A1399-C024-m3,정부는 연 매출 3억원 이하 소상공인 311만명에게 전기·수도·가스 등 공과금과 화재보험료를 최대 50만원 지원하고 1년 전보다 카드 소비를 늘린 소비자들에게 최대 30만원을 온누리상품권 형태로 돌려주는 소상공인 지원·내수 진작 방안도 이번 추경에 담았다.,2025-04-18,50만원,POLICY_VALUE,기타,hcx,목표값,최대 지원 금액,전기·수도·가스 등 공과금 및 화재보험료,500000,원,2025,Y,N,,,,,,,,,
A1399-C024,A1399-C024-m4,정부는 연 매출 3억원 이하 소상공인 311만명에게 전기·수도·가스 등 공과금과 화재보험료를 최대 50만원 지원하고 1년 전보다 카드 소비를 늘린 소비자들에게 최대 30만원을 온누리상품권 형태로 돌려주는 소상공인 지원·내수 진작 방안도 이번 추경에 담았다.,2025-04-18,1년,CONTEXT,기타,hcx,참고값,카드 소비 증가 기간,소비자,1,년,2025,Y,N,,,,,,,,,
A1399-C024,A1399-C024-m5,정부는 연 매출 3억원 이하 소상공인 311만명에게 전기·수도·가스 등 공과금과 화재보험료를 최대 50만원 지원하고 1년 전보다 카드 소비를 늘린 소비자들에게 최대 30만원을 온누리상품권 형태로 돌려주는 소상공인 지원·내수 진작 방안도 이번 추경에 담았다.,2025-04-18,30만원,POLICY_VALUE,기타,hcx,목표값,최대 환급 금액,온누리상품권,300000,원,2025,Y,N,,,,,,,,,
A0850-C005,A0850-C005-m1,최근 1년 사이에 메리츠는 주가가 60% 급등하며 조 회장의 자산을 불렸다.,2025-03-07,60%,KOSIS_VALUE,개별기업,hcx,현재값,주가 상승률,메리츠,60,%,-,-,N,,,,,,,,,
A0850-C005,A0850-C005-m2,최근 1년 사이에 메리츠는 주가가 60% 급등하며 조 회장의 자산을 불렸다.,2025-03-07,1년,CONTEXT,개별기업,claim_fallback,참고값,기간,-,1,년,2025-01-07/2025-03-07,M,N,,,,,,,,,
